url,home_team,away_team,datetime,home_team_manager,away_team_manager,stadium,attendance
https://fbref.com/en/matches/28c030a8/Go-Ahead-Eagles-Heerenveen-August-13-2021-Eredivisie,Go Ahead Eagles,Heerenveen,1628877600,Kees van Wonderen,Johnny Jansen,"De Adelaarshorst, Deventer",1173
https://fbref.com/en/matches/a0f5dcc4/RKC-Waalwijk-AZ-Alkmaar-August-14-2021-Eredivisie,RKC Waalwijk,AZ Alkmaar,1628951400,Joseph Oosting,Pascal Jansen,"Mandemakers Stadion, Waalwijk",3860
https://fbref.com/en/matches/8f31703a/Heracles-Almelo-PSV-Eindhoven-August-14-2021-Eredivisie,Heracles Almelo,PSV Eindhoven,1628959500,Frank Wormuth,Roger Schmidt,"Erve Asito, Almelo",8053
https://fbref.com/en/matches/c37b3d2c/Fortuna-Sittard-Twente-August-14-2021-Eredivisie,Fortuna Sittard,Twente,1628964000,Sjors Ultee,Ron Jans,"Fortuna Sittard Stadion, Sittard",6300
https://fbref.com/en/matches/cf79aa39/Ajax-NEC-Nijmegen-August-14-2021-Eredivisie,Ajax,NEC Nijmegen,1628967600,Erik ten Hag,Rogier Meijer,"Johan Cruyff ArenA, Amsterdam",32275
https://fbref.com/en/matches/b62a05a2/Cambuur-Groningen-August-15-2021-Eredivisie,Cambuur,Groningen,1629022500,Henk de Jong,Danny Buijs,"Cambuurstadion, Leeuwarden",7000
https://fbref.com/en/matches/71ec2e2e/Zwolle-Vitesse-August-15-2021-Eredivisie,Zwolle,Vitesse,1629030600,Art Langeler,Thomas Letsch,"MAC³PARK Stadion, Zwolle",9000
https://fbref.com/en/matches/986da5b6/Utrecht-Sparta-Rotterdam-August-15-2021-Eredivisie,Utrecht,Sparta Rotterdam,1629030600,René Hake,Henk Fraser,"Stadion Galgenwaard, Utrecht",16000
https://fbref.com/en/matches/485d1827/Willem-II-Feyenoord-August-15-2021-Eredivisie,Willem II,Feyenoord,1629038700,Fred Grim,Arne Slot,"Koning Willem II Stadion, Tilburg",9700
https://fbref.com/en/matches/e4650265/NEC-Nijmegen-Zwolle-August-20-2021-Eredivisie,NEC Nijmegen,Zwolle,1629482400,Rogier Meijer,Art Langeler,"Goffertstadion, Nijmegen",8500
https://fbref.com/en/matches/0d687019/Heerenveen-RKC-Waalwijk-August-21-2021-Eredivisie,Heerenveen,RKC Waalwijk,1629564300,Johnny Jansen,Joseph Oosting,"Abe Lenstra Stadion, Heerenveen",13600
https://fbref.com/en/matches/c8cb4dca/Sparta-Rotterdam-Heracles-Almelo-August-21-2021-Eredivisie,Sparta Rotterdam,Heracles Almelo,1629568800,Henk Fraser,Frank Wormuth,"Sparta-Stadion Het Kasteel, Rotterdam",7000
https://fbref.com/en/matches/cb2e1f51/PSV-Eindhoven-Cambuur-August-21-2021-Eredivisie,PSV Eindhoven,Cambuur,1629568800,Roger Schmidt,Henk de Jong,"Philips Stadion, Eindhoven",23500
https://fbref.com/en/matches/af41a794/Groningen-Utrecht-August-21-2021-Eredivisie,Groningen,Utrecht,1629572400,Danny Buijs,René Hake,"Hitachi Capital Mobility Stadion, Groningen",14800
https://fbref.com/en/matches/35b6e857/Twente-Ajax-August-22-2021-Eredivisie,Twente,Ajax,1629627300,Ron Jans,Erik ten Hag,"De Grolsch Veste, Enschede",20000
https://fbref.com/en/matches/4911cd7b/Feyenoord-Go-Ahead-Eagles-August-22-2021-Eredivisie,Feyenoord,Go Ahead Eagles,1629635400,Arne Slot,Kees van Wonderen,"Stadion Feijenoord, Rotterdam",34384
https://fbref.com/en/matches/863a905f/Vitesse-Willem-II-August-22-2021-Eredivisie,Vitesse,Willem II,1629643500,Thomas Letsch,Fred Grim,"GelreDome, Arnhem",10157
https://fbref.com/en/matches/74aa9023/Fortuna-Sittard-RKC-Waalwijk-August-27-2021-Eredivisie,Fortuna Sittard,RKC Waalwijk,1630087200,Sjors Ultee,Joseph Oosting,"Fortuna Sittard Stadion, Sittard",6470
https://fbref.com/en/matches/bb3926f2/Cambuur-Twente-August-28-2021-Eredivisie,Cambuur,Twente,1630169100,Henk de Jong,Ron Jans,"Cambuurstadion, Leeuwarden",6672
https://fbref.com/en/matches/6e3ae9d2/PSV-Eindhoven-Groningen-August-28-2021-Eredivisie,PSV Eindhoven,Groningen,1630173600,Roger Schmidt,Danny Buijs,"Philips Stadion, Eindhoven",23447
https://fbref.com/en/matches/dd58782d/Go-Ahead-Eagles-Sparta-Rotterdam-August-28-2021-Eredivisie,Go Ahead Eagles,Sparta Rotterdam,1630173600,Kees van Wonderen,Henk Fraser,"De Adelaarshorst, Deventer",6650
https://fbref.com/en/matches/675d0504/Willem-II-Zwolle-August-28-2021-Eredivisie,Willem II,Zwolle,1630177200,Fred Grim,Art Langeler,"Koning Willem II Stadion, Tilburg",9352
https://fbref.com/en/matches/4751ffd2/Utrecht-Feyenoord-August-29-2021-Eredivisie,Utrecht,Feyenoord,1630232100,René Hake,Arne Slot,"Stadion Galgenwaard, Utrecht",16000
https://fbref.com/en/matches/515c3989/Heracles-Almelo-NEC-Nijmegen-August-29-2021-Eredivisie,Heracles Almelo,NEC Nijmegen,1630240200,Frank Wormuth,Rogier Meijer,"Erve Asito, Almelo",8053
https://fbref.com/en/matches/bc4a4288/Ajax-Vitesse-August-29-2021-Eredivisie,Ajax,Vitesse,1630240200,Erik ten Hag,Thomas Letsch,"Johan Cruyff ArenA, Amsterdam",8053
https://fbref.com/en/matches/0ed2a311/Heerenveen-AZ-Alkmaar-August-29-2021-Eredivisie,Heerenveen,AZ Alkmaar,1630248300,Johnny Jansen,Pascal Jansen,"Abe Lenstra Stadion, Heerenveen",16000
https://fbref.com/en/matches/89cc8368/Twente-Utrecht-September-11-2021-Eredivisie,Twente,Utrecht,1631370600,Ron Jans,René Hake,"De Grolsch Veste, Enschede",20000
https://fbref.com/en/matches/85dc8289/Cambuur-Go-Ahead-Eagles-September-11-2021-Eredivisie,Cambuur,Go Ahead Eagles,1631378700,Henk de Jong,Kees van Wonderen,"Cambuurstadion, Leeuwarden",6682
https://fbref.com/en/matches/ee33a45d/Zwolle-Ajax-September-11-2021-Eredivisie,Zwolle,Ajax,1631378700,Art Langeler,Erik ten Hag,"MAC³PARK Stadion, Zwolle",9000
https://fbref.com/en/matches/aeae195a/AZ-Alkmaar-PSV-Eindhoven-September-11-2021-Eredivisie,AZ Alkmaar,PSV Eindhoven,1631386800,Pascal Jansen,Roger Schmidt,"AFAS Stadion, Alkmaar",13000
https://fbref.com/en/matches/b8756176/NEC-Nijmegen-Willem-II-September-12-2021-Eredivisie,NEC Nijmegen,Willem II,1631441700,Rogier Meijer,Fred Grim,"Goffertstadion, Nijmegen",8333
https://fbref.com/en/matches/1454e420/Groningen-Heerenveen-September-12-2021-Eredivisie,Groningen,Heerenveen,1631449800,Danny Buijs,Johnny Jansen,"Hitachi Capital Mobility Stadion, Groningen",15000
https://fbref.com/en/matches/f10fa4a6/Sparta-Rotterdam-Fortuna-Sittard-September-12-2021-Eredivisie,Sparta Rotterdam,Fortuna Sittard,1631449800,Henk Fraser,Sjors Ultee,"Sparta-Stadion Het Kasteel, Rotterdam",6623
https://fbref.com/en/matches/6c4a06f8/RKC-Waalwijk-Vitesse-September-12-2021-Eredivisie,RKC Waalwijk,Vitesse,1631457900,Joseph Oosting,Thomas Letsch,"Mandemakers Stadion, Waalwijk",4989
https://fbref.com/en/matches/db810d3e/Sparta-Rotterdam-NEC-Nijmegen-September-17-2021-Eredivisie,Sparta Rotterdam,NEC Nijmegen,1631901600,Henk Fraser,Rogier Meijer,"Sparta-Stadion Het Kasteel, Rotterdam",7041
https://fbref.com/en/matches/b17a3819/Heerenveen-Fortuna-Sittard-September-18-2021-Eredivisie,Heerenveen,Fortuna Sittard,1631975400,Johnny Jansen,Sjors Ultee,"Abe Lenstra Stadion, Heerenveen",16400
https://fbref.com/en/matches/7fb6ce9f/Willem-II-Groningen-September-18-2021-Eredivisie,Willem II,Groningen,1631983500,Fred Grim,Danny Buijs,"Koning Willem II Stadion, Tilburg",9463
https://fbref.com/en/matches/a7919b69/Ajax-Cambuur-September-18-2021-Eredivisie,Ajax,Cambuur,1631988000,Erik ten Hag,Henk de Jong,"Johan Cruyff ArenA, Amsterdam",36711
https://fbref.com/en/matches/84292dd3/Utrecht-RKC-Waalwijk-September-18-2021-Eredivisie,Utrecht,RKC Waalwijk,1631991600,René Hake,Joseph Oosting,"Stadion Galgenwaard, Utrecht",16000
https://fbref.com/en/matches/d33f0d9d/Go-Ahead-Eagles-Zwolle-September-19-2021-Eredivisie,Go Ahead Eagles,Zwolle,1632046500,Kees van Wonderen,Art Langeler,"De Adelaarshorst, Deventer",6600
https://fbref.com/en/matches/35338db7/PSV-Eindhoven-Feyenoord-September-19-2021-Eredivisie,PSV Eindhoven,Feyenoord,1632054600,Roger Schmidt,Arne Slot,"Philips Stadion, Eindhoven",24356
https://fbref.com/en/matches/3a3cff6f/Heracles-Almelo-AZ-Alkmaar-September-19-2021-Eredivisie,Heracles Almelo,AZ Alkmaar,1632062700,Frank Wormuth,Pascal Jansen,"Erve Asito, Almelo",8053
https://fbref.com/en/matches/f5b776ab/Vitesse-Twente-September-19-2021-Eredivisie,Vitesse,Twente,1632062700,Thomas Letsch,Ron Jans,"GelreDome, Arnhem",13808
https://fbref.com/en/matches/b5b9a2fe/Fortuna-Sittard-Ajax-September-21-2021-Eredivisie,Fortuna Sittard,Ajax,1632242700,Sjors Ultee,Erik ten Hag,"Fortuna Sittard Stadion, Sittard",8333
https://fbref.com/en/matches/fcb31f2e/RKC-Waalwijk-Willem-II-September-21-2021-Eredivisie,RKC Waalwijk,Willem II,1632250800,Joseph Oosting,Fred Grim,"Mandemakers Stadion, Waalwijk",2000
https://fbref.com/en/matches/23dc9b45/Go-Ahead-Eagles-PSV-Eindhoven-September-22-2021-Eredivisie,Go Ahead Eagles,PSV Eindhoven,1632329100,Kees van Wonderen,Roger Schmidt,"De Adelaarshorst, Deventer",6650
https://fbref.com/en/matches/5f6c1f75/NEC-Nijmegen-Utrecht-September-22-2021-Eredivisie,NEC Nijmegen,Utrecht,1632329100,Rogier Meijer,René Hake,"Goffertstadion, Nijmegen",8333
https://fbref.com/en/matches/846e6454/Groningen-Vitesse-September-22-2021-Eredivisie,Groningen,Vitesse,1632333600,Danny Buijs,Thomas Letsch,"Hitachi Capital Mobility Stadion, Groningen",14963
https://fbref.com/en/matches/60268a8c/Feyenoord-Heerenveen-September-22-2021-Eredivisie,Feyenoord,Heerenveen,1632337200,Arne Slot,Johnny Jansen,"Stadion Feijenoord, Rotterdam",32775
https://fbref.com/en/matches/72d1b683/Zwolle-Sparta-Rotterdam-September-22-2021-Eredivisie,Zwolle,Sparta Rotterdam,1632337200,Art Langeler,Henk Fraser,"MAC³PARK Stadion, Zwolle",9000
https://fbref.com/en/matches/3dd3deb5/Cambuur-Heracles-Almelo-September-23-2021-Eredivisie,Cambuur,Heracles Almelo,1632415500,Henk de Jong,Frank Wormuth,"Cambuurstadion, Leeuwarden",6676
https://fbref.com/en/matches/4eabd522/Twente-AZ-Alkmaar-September-23-2021-Eredivisie,Twente,AZ Alkmaar,1632423600,Ron Jans,Pascal Jansen,"De Grolsch Veste, Enschede",18000
https://fbref.com/en/matches/24b88781/Willem-II-PSV-Eindhoven-September-25-2021-Eredivisie,Willem II,PSV Eindhoven,1632580200,Fred Grim,Roger Schmidt,"Koning Willem II Stadion, Tilburg",14503
https://fbref.com/en/matches/b9767b73/Vitesse-Fortuna-Sittard-September-25-2021-Eredivisie,Vitesse,Fortuna Sittard,1632588300,Thomas Letsch,Sjors Ultee,"GelreDome, Arnhem",11631
https://fbref.com/en/matches/e628782d/Ajax-Groningen-September-25-2021-Eredivisie,Ajax,Groningen,1632588300,Erik ten Hag,Danny Buijs,"Johan Cruyff ArenA, Amsterdam",53148
https://fbref.com/en/matches/9bacd700/Feyenoord-NEC-Nijmegen-September-25-2021-Eredivisie,Feyenoord,NEC Nijmegen,1632596400,Arne Slot,Rogier Meijer,"Stadion Feijenoord, Rotterdam",45495
https://fbref.com/en/matches/9f951974/Utrecht-Zwolle-September-25-2021-Eredivisie,Utrecht,Zwolle,1632596400,René Hake,Art Langeler,"Stadion Galgenwaard, Utrecht",19451
