url,home_team,away_team,datetime,home_team_manager,away_team_manager,stadium,attendance
https://fbref.com/en/matches/9a0d7bad/Fluminense-Santos-April-9-2022-Serie-A,Fluminense,Santos,1649532600,Abel Braga,Fabián Bustos,"Estadio Jornalista Mário Filho, Rio de Janeiro",22855
https://fbref.com/en/matches/ed295fea/Atletico-Goianiense-Flamengo-April-9-2022-Serie-A,Atlético Goianiense,Flamengo,1649541600,Umberto Lourenço Louzer Filho ,Paulo Sousa,"Estádio Antônio Accioly, Goiânia",10496
https://fbref.com/en/matches/d5497370/Coritiba-Goias-April-10-2022-Serie-A,Coritiba,Goiás,1649599200,Gustavo Morínigo,Glauber Ramos,"Estádio Major Antônio Couto Pereira, Curitiba",17788
https://fbref.com/en/matches/53471359/Atletico-Mineiro-Internacional-April-10-2022-Serie-A,Atlético Mineiro,Internacional,1649617200,Antonio Mohamed,Alexander Medina,"Estádio Governador Magalhães Pinto, Belo Horizonte",37531
https://fbref.com/en/matches/f444dd93/Botafogo-RJ-Corinthians-April-10-2022-Serie-A,Botafogo (RJ),Corinthians,1649617200,Luís Castro,Vítor Pereira,"Estádio Nilton Santos, Rio de Janeiro",36898
https://fbref.com/en/matches/7959cfb5/Fortaleza-Cuiaba-April-10-2022-Serie-A,Fortaleza,Cuiabá,1649624400,Juan Pablo Vojvoda,Pintado,"Estádio Castelão, Fortaleza",18279
https://fbref.com/en/matches/312985ca/Avai-America-MG-April-10-2022-Serie-A,Avaí,América (MG),1649628000,Eduardo Barroca,Marquinhos Santos,"Estádio Aderbal Ramos da Silva, Florianópolis",5081
https://fbref.com/en/matches/87cca0ee/Sao-Paulo-Athletico-Paranaense-April-10-2022-Serie-A,São Paulo,Athletico Paranaense,1649628000,Rogério Ceni,Alberto Valentim,"Estádio do Morumbi, São Paulo",20606
https://fbref.com/en/matches/c90739cb/Palmeiras-Ceara-April-9-2022-Serie-A,Palmeiras,Ceará,1649548800,Abel Ferreira,Dorival Júnior,"Allianz Parque, São Paulo",27100
https://fbref.com/en/matches/41784f00/Juventude-Bragantino-April-11-2022-Serie-A,Juventude,Bragantino,1649718000,Eduardo Alexandre Baptista,Maurício Barbieri,"Estádio Alfredo Jaconi, Caxias do Sul",3300
https://fbref.com/en/matches/449b7640/Goias-Palmeiras-April-16-2022-Serie-A,Goiás,Palmeiras,1650137400,Jair Ventura,Abel Ferreira,"Estádio de Hailé Pinheiro, Goiás",12864
https://fbref.com/en/matches/1dd6e625/America-MG-Juventude-April-16-2022-Serie-A,América (MG),Juventude,1650146400,Vágner Mancini,Eduardo Alexandre Baptista,"Estádio Raimundo Sampaio, Belo Horizonte",1559
https://fbref.com/en/matches/a632a135/Corinthians-Avai-April-16-2022-Serie-A,Corinthians,Avaí,1650146400,Vítor Pereira,Eduardo Barroca,"Neo Química Arena, São Paulo",30497
https://fbref.com/en/matches/60308b10/Santos-Coritiba-April-17-2022-Serie-A,Santos,Coritiba,1650204000,Fabián Bustos,Gustavo Morínigo,"Estádio Urbano Caldeira, Santos",13051
https://fbref.com/en/matches/3ad4beb9/Flamengo-Sao-Paulo-April-17-2022-Serie-A,Flamengo,São Paulo,1650222000,Paulo Sousa,Rogério Ceni,"Estadio Jornalista Mário Filho, Rio de Janeiro",54686
https://fbref.com/en/matches/39789423/Internacional-Fortaleza-April-17-2022-Serie-A,Internacional,Fortaleza,1650229200,Cauan,Juan Pablo Vojvoda,"Estádio José Pinheiro Borba, Porto Alegre",31783
https://fbref.com/en/matches/8f870c20/Athletico-Paranaense-Atletico-Mineiro-April-17-2022-Serie-A,Athletico Paranaense,Atlético Mineiro,1650229200,Fábio Carille,Antonio Mohamed,"Estádio Joaquim Américo Guimarães, Curitiba",17305
https://fbref.com/en/matches/bc95571d/Bragantino-Atletico-Goianiense-April-17-2022-Serie-A,Bragantino,Atlético Goianiense,1650229200,Maurício Barbieri,Umberto Lourenço Louzer Filho ,"Estádio Nabi Abi Chedid, Bragança Paulista",2351
https://fbref.com/en/matches/e893f912/Ceara-Botafogo-RJ-April-17-2022-Serie-A,Ceará,Botafogo (RJ),1650232800,Dorival Júnior,Luís Castro,"Estádio Castelão, Fortaleza",33734
https://fbref.com/en/matches/71bc0864/Cuiaba-Fluminense-April-16-2022-Serie-A,Cuiabá,Fluminense,1650153600,Pintado,Abel Braga,"Arena Pantanal, Cuiabá",10791
https://fbref.com/en/matches/572a91c6/Flamengo-Palmeiras-April-20-2022-Serie-A,Flamengo,Palmeiras,1650493800,Paulo Sousa,Abel Ferreira,"Estadio Jornalista Mário Filho, Rio de Janeiro",69997
https://fbref.com/en/matches/9ce46943/Bragantino-Sao-Paulo-April-23-2022-Serie-A,Bragantino,São Paulo,1650742200,Maurício Barbieri,Rogério Ceni,"Estádio Nabi Abi Chedid, Bragança Paulista",8040
https://fbref.com/en/matches/cb7d5ba5/Athletico-Paranaense-Flamengo-April-23-2022-Serie-A,Athletico Paranaense,Flamengo,1650742200,Fábio Carille,Paulo Sousa,"Estádio Joaquim Américo Guimarães, Curitiba",22659
https://fbref.com/en/matches/8a2778e4/Fluminense-Internacional-April-23-2022-Serie-A,Fluminense,Internacional,1650751200,Abel Braga,Mano Menezes,"Estadio Jornalista Mário Filho, Rio de Janeiro",16176
https://fbref.com/en/matches/8f3f59d1/Palmeiras-Corinthians-April-23-2022-Serie-A,Palmeiras,Corinthians,1650751200,Abel Ferreira,Vítor Pereira,"Allianz Parque, São Paulo",23973
https://fbref.com/en/matches/2f76ba07/Santos-America-MG-April-24-2022-Serie-A,Santos,América (MG),1650826800,Fabián Bustos,Vágner Mancini,"Estádio Urbano Caldeira, Santos",10374
https://fbref.com/en/matches/9f31768e/Juventude-Cuiaba-April-24-2022-Serie-A,Juventude,Cuiabá,1650834000,Eduardo Alexandre Baptista,Pintado,"Estádio Alfredo Jaconi, Caxias do Sul",3920
https://fbref.com/en/matches/62f06128/Atletico-Goianiense-Botafogo-RJ-April-24-2022-Serie-A,Atlético Goianiense,Botafogo (RJ),1650835800,Umberto Lourenço Louzer Filho ,Luís Castro,"Estádio Antônio Accioly, Goiânia",4427
