home_team,away_team,datetime,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,player_id,player,squad,start
Sevilla,Red Bull Salzburg,1631637900,ma MAR,30-162,90,8,1,7,100.0,1.3,3,12,25.0,31,6,35.5,36.3,4,25.0,31.5,13,2,15.4,1,12.6,f6798fc3,Yassine Bounou,Sevilla,True
Young Boys,Manchester United,1631637900,ch SUI,26-258,90,2,1,1,50.0,1.0,1,6,16.7,18,2,33.3,29.2,2,0.0,25.0,4,2,50.0,0,14.0,f7b10c66,David von Ballmoos,Young Boys,True
Chelsea,Zenit,1631646000,sn SEN,29-197,90,2,0,2,100.0,0.3,0,0,,13,2,0.0,21.3,3,0.0,13.0,4,0,0.0,1,21.0,33887998,Edouard Mendy,Chelsea,True
Villarreal,Atalanta,1631646000,ar ARG,29-117,90,4,2,2,50.0,1.3,5,13,38.5,22,1,50.0,37.6,9,22.2,29.0,12,0,0.0,0,15.5,625c144a,Gerónimo Rulli,Villarreal,True
Barcelona,Bayern Munich,1631646000,de GER,29-137,90,7,3,4,57.1,2.4,7,10,70.0,37,6,21.6,27.8,8,25.0,29.4,8,1,12.5,1,19.0,6f51e382,Marc-André ter Stegen,Barcelona,True
Lille,Wolfsburg,1631646000,hr CRO,25-239,90,0,0,0,,0.0,2,8,25.0,11,3,27.3,26.7,7,71.4,51.1,6,0,0.0,0,12.5,3f034750,Ivo Grbić,Lille,True
Malmö,Juventus,1631646000,ml MLI,26-307,90,8,3,5,75.0,4.3,2,5,40.0,17,4,17.6,26.9,12,16.7,28.6,14,0,0.0,2,21.3,a9107589,Ismael Diawara,Malmö,True
Dynamo Kyiv,Benfica,1631646000,ua UKR,33-228,90,4,0,4,100.0,0.7,7,19,36.8,24,3,54.2,40.0,8,75.0,54.4,11,0,0.0,0,7.0,1e064bfb,Denys Boyko,Dynamo Kyiv,True
Sheriff Tiraspol,Shakhtar Donetsk,1631724300,gr GRE,28-161,90,3,0,3,100.0,0.7,12,23,52.2,16,1,50.0,35.5,19,78.9,49.8,29,0,0.0,0,6.5,55b93ae0,Giorgos Athanasiadis,Sheriff Tiraspol,True
Beşiktaş,Dortmund,1631724300,tr TUR,20-257,90,7,2,5,71.4,2.1,0,1,0.0,20,7,5.0,23.3,8,0.0,13.3,7,1,14.3,1,17.5,52b3c895,Ersin Destanoğlu,Beşiktaş,True
Sporting CP,Ajax,1631732400,es ESP,34-125,90,6,5,1,16.7,3.3,5,11,45.5,36,2,27.8,32.1,6,16.7,25.2,8,0,0.0,0,10.0,65d62814,Antonio Adán,Sporting CP,True
Manchester City,RB Leipzig,1631732400,br BRA,28-029,90,3,3,0,0.0,1.6,1,6,16.7,31,1,19.4,28.0,8,0.0,18.0,8,0,0.0,0,11.0,3bb7b8b4,Ederson,Manchester City,True
Liverpool,Milan,1631732400,br BRA,28-348,90,3,2,1,33.3,2.0,2,4,50.0,25,7,12.0,26.9,2,50.0,47.0,6,0,0.0,0,17.0,7a2e46a8,Alisson,Liverpool,True
Internazionale,Real Madrid,1631732400,si SVN,37-063,90,2,1,1,50.0,1.0,2,3,66.7,31,6,9.7,19.9,1,0.0,11.0,12,0,0.0,0,4.0,74419746,Samir Handanović,Internazionale,True
Club Brugge,Paris Saint-Germain,1631732400,be BEL,33-193,90,4,1,3,75.0,0.7,9,14,64.3,22,3,45.5,32.7,6,66.7,49.2,5,0,0.0,2,24.0,d436eb94,Simon Mignolet,Club Brugge,True
