home_team,away_team,datetime,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,player_id,player,squad,start
Benfica,Vitória Guimarães,1533929400,gr GRE,24-106,90,5,2,3,60.0,1.3,5,10,50.0,28,3,21.4,32.2,6,66.7,44.0,9,0,0.0,0,12.0,03df04ff,Odisseas Vlachodimos,Benfica,True
Vitória Setúbal,Aves,1534001400,pt POR,27-255,90,1,0,1,100.0,0.3,9,16,56.3,19,7,42.1,36.8,9,88.9,52.2,9,0,0.0,0,14.5,783acc8f,Cristiano Pereira Figueiredo,Vitória Setúbal,True
Tondela,Belenenses SAD,1534010400,pt POR,26-268,90,3,1,2,66.7,0.8,5,13,38.5,18,3,55.6,41.9,4,75.0,55.5,13,1,7.7,0,4.0,23505094,Cláudio Ramos,Tondela,True
Porto,Chaves,1534017600,es ESP,37-083,90,0,0,0,,0.0,3,5,60.0,18,6,22.2,26.2,2,50.0,35.5,6,0,0.0,0,17.0,1ddbb0da,Iker Casillas,Porto,True
Marítimo,Santa Clara,1534086000,ir IRN,25-108,90,4,0,4,100.0,1.0,5,14,35.7,21,6,33.3,39.5,10,70.0,50.9,16,1,6.3,0,8.0,375d09c9,Amir Abedzadeh,Marítimo,True
Feirense,Rio Ave,1534086000,br BRA,27-233,90,3,0,3,100.0,0.1,9,19,47.4,18,1,66.7,50.1,8,87.5,61.8,17,0,0.0,0,12.3,0467df63,Caio Secco,Feirense,True
Moreirense,Sporting CP,1534095000,br BRA,27-096,90,8,3,5,75.0,3.7,5,14,35.7,34,12,38.2,39.1,4,25.0,39.5,12,1,8.3,0,7.7,52479cc2,Jhonatan,Moreirense,True
Braga,Nacional,1534102200,br BRA,26-024,90,9,2,7,88.9,1.5,9,24,37.5,29,6,58.6,41.3,8,87.5,60.0,9,1,11.1,0,3.7,ef3909cd,Matheus,Braga,True
Portimonense,Boavista,1534187700,pt POR,28-253,90,2,2,0,0.0,0.8,7,18,38.9,23,4,43.5,40.5,9,88.9,56.8,13,1,7.7,5,21.4,71cab4ee,Ricardo Abel Barbosa Ferreira,Portimonense,True
Aves,Tondela,1534534200,fr FRA,24-171,90,5,2,3,60.0,1.4,12,23,52.2,17,4,41.2,34.0,16,100.0,68.9,17,0,0.0,0,9.5,15285503,Quentin Beunardeau,Aves,True
Chaves,Portimonense,1534606200,pt POR,36-043,90,2,0,2,100.0,0.2,4,17,23.5,20,3,50.0,42.7,7,100.0,68.7,25,0,0.0,0,9.5,c5b3e3b8,Ricardo Jorge Novo Nunes,Chaves,True
Boavista,Benfica,1534615200,br BRA,27-289,90,8,2,6,75.0,2.2,5,17,29.4,19,3,57.9,40.8,9,66.7,48.6,15,0,0.0,0,7.0,e8918589,Helton Leite,Boavista,True
Sporting CP,Vitória Setúbal,1534622400,fr FRA,34-020,90,3,1,2,66.7,1.2,2,6,33.3,13,1,38.5,37.5,3,33.3,41.7,10,3,30.0,3,13.9,74733221,Romain Salin,Sporting CP,True
Rio Ave,Marítimo,1534690800,br BRA,23-152,90,3,1,3,100.0,,,,,,,,,,,,,,,,,f5dfc256,Leonardo César Jardim,Rio Ave,True
Nacional,Moreirense,1534690800,br BRA,31-123,90,8,2,6,75.0,2.4,3,11,27.3,30,5,16.7,27.3,8,75.0,57.8,3,0,0.0,4,23.8,3a6566fb,Daniel Guimarães,Nacional,True
Belenenses SAD,Porto,1534699800,br BRA,31-186,90,6,3,3,66.7,2.0,8,11,72.7,39,10,23.1,28.1,7,28.6,39.7,13,1,7.7,2,15.1,826bc57f,Muriel Becker,Belenenses SAD,True
Santa Clara,Braga,1534707000,pt POR,31-219,90,8,3,5,62.5,1.9,11,21,52.4,27,5,66.7,47.4,7,42.9,41.9,11,0,0.0,0,9.0,5cd73451,Marco André Rocha Pereira,Santa Clara,True
Vitória Guimarães,Feirense,1534792500,br BRA,35-164,90,4,1,3,75.0,0.7,4,9,44.4,18,6,27.8,30.5,6,66.7,52.5,11,0,0.0,1,13.7,e961d3ac,Douglas,Vitória Guimarães,True
Marítimo,Chaves,1535139000,ir IRN,25-120,90,3,1,2,66.7,0.5,3,14,21.4,19,4,47.4,40.3,7,71.4,50.9,5,2,40.0,0,10.0,375d09c9,Amir Abedzadeh,Marítimo,True
