home_team,away_team,datetime,player_id,player,team,xg_shot,psxg_shot,outcome,distance,body_part,notes,sca_1_player_id,sca_1_player,sca_1_type,sca_2_player_id,sca_2_player,sca_2_type,minute,pen
Chelsea,Qarabağ FK,1505241900,f4290206,Marcos Alonso, Chelsea,0.05,0.15,Saved,17,Left Foot,,,,,,,,4,False
Chelsea,Qarabağ FK,1505241900,f4290206,Marcos Alonso, Chelsea,0.05,,Blocked,14,Left Foot,Volley,b9fbae28,N'Golo Kanté,Pass (Live),3ca7254a,Pedro,Pass (Live),5,False
Chelsea,Qarabağ FK,1505241900,3ca7254a,Pedro, Chelsea,0.03,0.21,Goal,22,Right Foot,,8b9ebd03,Willian,Pass (Live),33508c78,Cesc Fàbregas,Pass (Dead),5,False
Chelsea,Qarabağ FK,1505241900,3f0cc58f,Dino Ndlovu, Qarabağ FK,0.05,,Blocked,24,Right Foot,,3f0cc58f,Dino Ndlovu,Take-On,,,,13,False
Chelsea,Qarabağ FK,1505241900,af7e69d1,Wilde-Donald Guerrier, Qarabağ FK,0.05,,Off Target,27,Left Foot,Free kick,4d425e6e,Míchel,Fouled,3f0cc58f,Dino Ndlovu,Shot,15,False
Chelsea,Qarabağ FK,1505241900,8b9ebd03,Willian, Chelsea,0.03,0.17,Saved,29,Right Foot,,2973d8ff,Michy Batshuayi,Pass (Live),8b9ebd03,Willian,Pass (Live),19,False
Chelsea,Qarabağ FK,1505241900,2973d8ff,Michy Batshuayi, Chelsea,0.08,,Off Target,9,Left Foot,,8b9ebd03,Willian,Shot,,,,19,False
Chelsea,Qarabağ FK,1505241900,460976a2,Pedro Henrique, Qarabağ FK,0.05,,Blocked,34,Right Foot,Free kick,3f0cc58f,Dino Ndlovu,Fouled,,,,29,False
Chelsea,Qarabağ FK,1505241900,7fe90ccd,Davide Zappacosta, Chelsea,0.03,0.05,Goal,35,Right Foot,,7fe90ccd,Davide Zappacosta,Take-On,1840e36d,Thibaut Courtois,Pass (Live),30,False
Chelsea,Qarabağ FK,1505241900,7fe90ccd,Davide Zappacosta, Chelsea,0.06,,Off Target,15,Left Foot,,b9fbae28,N'Golo Kanté,Pass (Live),b9fbae28,N'Golo Kanté,Take-On,35,False
Chelsea,Qarabağ FK,1505241900,460976a2,Pedro Henrique, Qarabağ FK,0.03,0.03,Saved,27,Left Foot,,d49f80d7,Rashad Sadygov,Pass (Live),e66e4ddc,Maksim Medvedev,Pass (Live),37,False
