home_team,away_team,datetime,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,player_id,player,squad,start
Barcelona,PSV Eindhoven,1537289700,de GER,26-141,90,1,0,1,100.0,0.1,8,8,100.0,31,5,22.6,28.8,9,11.1,28.4,8,0,0.0,1,16.8,6f51e382,Marc-André ter Stegen,Barcelona,True
Internazionale,Tottenham Hotspur,1537289700,si SVN,34-066,90,6,1,5,83.3,0.9,4,9,44.4,27,6,25.9,28.4,5,40.0,35.6,12,2,16.7,0,9.2,74419746,Samir Handanović,Internazionale,True
Liverpool,Paris Saint-Germain,1537297200,br BRA,25-351,90,5,2,3,60.0,1.4,2,4,50.0,10,4,30.0,38.7,2,50.0,32.5,4,0,0.0,0,16.0,7a2e46a8,Alisson,Liverpool,True
Red Star,Napoli,1537297200,ca CAN,30-330,90,7,0,7,100.0,1.6,11,31,35.5,30,4,83.3,54.1,7,85.7,60.7,24,0,0.0,0,11.3,5e8936be,Milan Borjan,Red Star,True
Club Brugge,Dortmund,1537297200,hr CRO,21-219,90,2,1,1,50.0,0.1,8,16,50.0,18,8,44.4,38.8,9,88.9,62.6,14,1,7.1,0,5.0,4a6914ff,Karlo Letica,Club Brugge,True
Monaco,Atlético Madrid,1537297200,ch SUI,35-010,90,3,2,1,33.3,1.5,4,10,40.0,22,6,27.3,30.1,7,57.1,42.4,15,1,6.7,0,2.7,b7e7937d,Diego Benaglio,Monaco,True
Schalke 04,Porto,1537297200,de GER,29-356,90,5,1,3,100.0,2.4,2,10,20.0,19,3,47.4,39.4,4,25.0,35.3,7,0,0.0,0,7.0,1e43fad8,Ralf Fährmann,Schalke 04,True
Galatasaray,Lokomotiv Moscow,1537297200,uy URU,32-094,90,2,0,2,100.0,0.4,13,29,44.8,27,2,74.1,46.6,9,100.0,61.8,11,4,36.4,0,4.8,a2abe631,Fernando Muslera,Galatasaray,True
Ajax,AEK Athens,1537376100,cm CMR,22-170,90,0,0,0,,0.0,0,2,0.0,23,4,8.7,22.7,2,0.0,32.0,7,1,14.3,0,9.3,e9c0c1b2,André Onana,Ajax,True
Shakhtar Donetsk,Hoffenheim,1537376100,ua UKR,34-083,90,6,2,4,66.7,1.4,7,9,77.8,26,7,15.4,24.3,10,50.0,43.7,15,0,0.0,1,13.0,34c3b935,Andriy Pyatov,Shakhtar Donetsk,True
Manchester City,Lyon,1537383600,br BRA,25-033,90,4,2,2,50.0,1.6,1,2,50.0,28,3,3.6,23.2,4,25.0,33.3,6,0,0.0,5,26.2,3bb7b8b4,Ederson,Manchester City,True
Benfica,Bayern Munich,1537383600,gr GRE,24-146,90,6,2,4,66.7,3.5,7,15,46.7,22,1,54.5,39.1,4,75.0,39.3,6,1,16.7,0,10.0,03df04ff,Odisseas Vlachodimos,Benfica,True
Valencia,Juventus,1537383600,br BRA,29-062,90,5,2,3,100.0,2.4,3,9,33.3,10,1,60.0,38.8,9,33.3,38.1,10,0,0.0,2,16.6,a9dc785c,Neto,Valencia,True
Real Madrid,Roma,1537383600,cr CRC,31-278,90,4,0,4,100.0,0.6,1,4,25.0,13,5,15.4,29.3,5,40.0,46.6,15,1,6.7,1,11.7,ecada4fc,Keylor Navas,Real Madrid,True
Young Boys,Manchester United,1537383600,ch SUI,23-263,90,5,3,2,60.0,2.4,3,10,30.0,18,6,33.3,33.6,5,80.0,58.6,15,0,0.0,0,,f7b10c66,David von Ballmoos,Young Boys,True
Viktoria Plzeň,CSKA Moscow,1537383600,sk SVK,34-266,90,7,2,5,85.7,2.3,6,19,31.6,26,8,53.8,37.0,7,71.4,44.7,11,1,9.1,0,11.5,cd1b2304,Matúš Kozáčik,Viktoria Plzeň,True
Hoffenheim,Manchester City,1538499300,de GER,28-122,90,6,2,4,66.7,2.7,9,17,52.9,29,3,44.8,33.8,10,40.0,34.4,18,0,0.0,1,15.3,47064058,Oliver Baumann,Hoffenheim,True
Juventus,Young Boys,1538499300,pl POL,28-167,90,1,0,1,100.0,0.3,11,17,64.7,30,5,40.0,36.4,7,71.4,45.9,10,1,10.0,0,13.2,01b8a2b2,Wojciech Szczęsny,Juventus,True
Manchester United,Valencia,1538506800,es ESP,27-329,90,1,0,1,100.0,0.0,6,11,54.5,9,1,44.4,38.0,7,100.0,66.7,5,0,0.0,0,,7ba6d84e,David de Gea,Manchester United,True
Bayern Munich,Ajax,1538506800,de GER,32-189,90,7,1,6,85.7,1.3,3,10,30.0,37,10,24.3,26.4,5,20.0,36.0,8,0,0.0,2,22.0,8778c910,Manuel Neuer,Bayern Munich,True
Lyon,Shakhtar Donetsk,1538506800,pt POR,28-001,90,7,2,5,71.4,1.8,3,6,50.0,20,7,5.0,22.8,8,62.5,50.8,7,0,0.0,1,21.5,f00de885,Anthony Lopes,Lyon,True
