home_team,away_team,datetime,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,player_id,player,squad,start
Zwolle,Willem II,1564768800,10,de GER,FW,27-158,90,26,0,0,13,13,4,26,1,1,100.0,0,0.0,12,31,7,1,0,1,1,3,17,3,af31925d,Lennart Thy,Zwolle,True
Zwolle,Willem II,1564768800,17,no NOR,LW,21-166,90,60,0,2,25,33,6,60,2,1,50.0,1,50.0,30,223,106,6,2,2,2,4,47,13,66784dee,Dennis Johnsen,Zwolle,True
Zwolle,Willem II,1564768800,25,nl NED,RW,27-080,56,22,0,3,10,9,1,22,0,0,,0,,13,71,26,0,0,0,3,0,16,9,198f037f,Stanley Elbers,Zwolle,True
Zwolle,Willem II,1564768800,14,nl NED,"RW,RM",21-001,34,16,0,2,8,6,0,16,0,0,,0,,8,54,40,1,1,0,2,2,12,2,b3f36e72,Zian Flemming,Zwolle,False
Zwolle,Willem II,1564768800,11,ma MAR,"RM,CM",26-320,90,48,0,4,30,15,0,48,3,2,66.7,1,33.3,32,218,60,1,2,0,1,3,40,3,6b42981c,Iliass Bel Hassani,Zwolle,True
Zwolle,Willem II,1564768800,22,nl NED,LM,23-075,30,18,0,4,11,3,0,18,1,0,0.0,1,100.0,10,38,1,0,0,0,1,0,9,1,f7226e46,Pelle Clement,Zwolle,True
Zwolle,Willem II,1564768800,8,nl NED,LM,23-321,60,44,4,11,25,8,0,44,1,0,0.0,1,100.0,18,55,10,0,0,0,1,0,29,1,66e43504,Clint Leemans,Zwolle,False
Zwolle,Willem II,1564768800,19,nl NED,"CM,CB",24-140,90,65,3,20,44,2,0,65,0,0,,0,,21,102,26,0,1,0,1,1,29,1,570a793a,Rick Dekker,Zwolle,True
Zwolle,Willem II,1564768800,4,jp JPN,LB,22-167,90,81,11,25,50,7,0,81,1,1,100.0,0,0.0,34,198,86,2,0,0,1,0,44,4,1b9707e4,Yuta Nakayama,Zwolle,True
Zwolle,Willem II,1564768800,23,nl NED,CB,32-119,83,84,5,35,49,0,0,84,0,0,,0,,42,240,157,1,0,0,0,0,63,0,36aa886a,Etiënne Reijnen,Zwolle,True
