home_team,away_team,datetime,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,player_id,player,squad,start
Zenit,Club Brugge,1603212900,ru RUS,33-266,90,3,2,1,33.3,1.9,5,13,38.5,29,6,34.5,29.1,6,50.0,37.7,13,0,0.0,0,14.5,2fabebc0,Mikhail Kerzhakov,Zenit,True
Dynamo Kyiv,Juventus,1603212900,ua UKR,26-142,90,6,2,4,66.7,,,,,,,,,,,,,,,,,eb2b33aa,Heorhiy Bushchan,Dynamo Kyiv,True
Chelsea,Sevilla,1603220400,sn SEN,28-233,90,2,0,2,100.0,0.2,3,15,20.0,28,4,35.7,36.1,8,62.5,42.6,15,0,0.0,0,,33887998,Edouard Mendy,Chelsea,True
Barcelona,Ferencváros,1603220400,br BRA,31-093,90,2,1,1,100.0,1.3,3,4,75.0,17,2,11.8,22.7,6,33.3,35.2,6,0,0.0,1,28.0,a9dc785c,Neto,Barcelona,True
RB Leipzig,İstanbul Başakşehir,1603220400,hu HUN,30-167,90,3,0,3,100.0,0.2,2,16,12.5,44,12,31.8,33.5,7,28.6,29.6,12,0,0.0,2,24.5,bcb2ccd8,Péter Gulácsi,RB Leipzig,True
Rennes,Krasnodar,1603220400,sn SEN,27-045,90,3,1,2,66.7,0.5,3,12,25.0,29,7,27.6,31.2,7,57.1,44.9,9,1,11.1,1,12.5,cecbce23,Alfred Gomis,Rennes,True
Paris Saint-Germain,Manchester United,1603220400,cr CRC,33-310,90,6,2,4,83.3,1.8,3,6,50.0,35,8,17.1,28.5,7,0.0,21.1,12,1,8.3,0,7.5,ecada4fc,Keylor Navas,Paris Saint-Germain,True
Lazio,Dortmund,1603220400,al ALB,25-215,90,7,1,6,85.7,1.0,4,10,40.0,10,3,50.0,35.0,8,62.5,45.0,14,0,0.0,0,,339fe0e8,Thomas Strakosha,Lazio,True
Real Madrid,Shakhtar Donetsk,1603299300,be BEL,28-163,90,5,3,3,40.0,2.7,0,0,,10,1,0.0,20.4,2,0.0,26.5,1,0,0.0,1,20.0,1840e36d,Thibaut Courtois,Real Madrid,True
Red Bull Salzburg,Lokomotiv Moscow,1603299300,at AUT,27-352,90,3,2,1,33.3,1.4,0,5,0.0,14,1,28.6,30.6,1,100.0,76.0,8,1,12.5,0,12.0,27d902c8,Cican Stankovic,Red Bull Salzburg,True
