home_team,away_team,datetime,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,player_id,player,squad,start
Chelsea,Qarabağ FK,1505241900,23,be BEL,FW,23-345,90,36,1,2,11,23,5,36,0,0,,0,,28,88,24,0,1,0,2,0,30,14,2973d8ff,Michy Batshuayi,Chelsea,True
Chelsea,Qarabağ FK,1505241900,11,es ESP,LW,30-046,57,26,0,5,9,14,0,26,1,0,0.0,1,100.0,25,89,19,0,1,0,1,2,22,4,3ca7254a,Pedro,Chelsea,True
Chelsea,Qarabağ FK,1505241900,10,be BEL,LW,26-248,33,24,0,0,9,15,2,24,3,2,66.7,1,33.3,18,95,45,2,1,1,3,0,21,2,a39bb753,Eden Hazard,Chelsea,False
Chelsea,Qarabağ FK,1505241900,22,br BRA,RW,29-034,90,60,0,1,23,39,3,60,9,7,77.8,2,22.2,54,383,191,7,5,3,5,3,50,10,8b9ebd03,Willian,Chelsea,True
Chelsea,Qarabağ FK,1505241900,3,es ESP,LM,26-258,90,70,0,10,33,27,6,70,0,0,,0,,35,132,54,0,1,0,1,1,34,5,f4290206,Marcos Alonso,Chelsea,True
Chelsea,Qarabağ FK,1505241900,7,fr FRA,CM,26-167,62,64,1,6,44,15,0,64,1,1,100.0,0,0.0,39,206,113,1,4,0,0,0,50,2,b9fbae28,N'Golo Kanté,Chelsea,True
Chelsea,Qarabağ FK,1505241900,14,fr FRA,CM,23-026,28,25,0,2,19,4,1,25,0,0,,0,,16,76,32,0,0,0,1,0,15,0,59bf127b,Tiemoué Bakayoko,Chelsea,False
Chelsea,Qarabağ FK,1505241900,4,es ESP,CM,30-131,90,101,3,14,66,23,2,101,0,0,,0,,59,251,122,1,1,0,1,0,73,5,33508c78,Cesc Fàbregas,Chelsea,True
Chelsea,Qarabağ FK,1505241900,21,it ITA,RM,25-093,90,50,0,9,19,23,5,50,1,1,100.0,0,0.0,32,201,142,4,1,1,1,1,38,7,7fe90ccd,Davide Zappacosta,Chelsea,True
Chelsea,Qarabağ FK,1505241900,24,eng ENG,CB,31-267,90,71,1,20,48,3,1,71,0,0,,0,,50,212,128,0,0,0,0,1,57,0,7914b9fe,Gary Cahill,Chelsea,True
Chelsea,Qarabağ FK,1505241900,27,dk DEN,CB,21-155,90,96,7,44,51,1,0,96,0,0,,0,,72,385,237,0,1,0,0,0,78,0,1cb49278,Andreas Christensen,Chelsea,True
Chelsea,Qarabağ FK,1505241900,28,es ESP,CB,28-015,74,77,3,16,53,8,1,77,0,0,,0,,58,194,137,3,1,0,2,0,60,2,53cad200,César Azpilicueta,Chelsea,True
Chelsea,Qarabağ FK,1505241900,2,de GER,CB,24-193,16,21,1,9,13,0,0,21,0,0,,0,,12,41,20,0,0,0,0,1,14,0,18b896d6,Antonio Rüdiger,Chelsea,False
Chelsea,Qarabağ FK,1505241900,13,be BEL,GK,25-124,90,22,18,22,0,0,0,22,0,0,,0,,13,96,67,0,0,0,0,0,6,0,1840e36d,Thibaut Courtois,Chelsea,True
Celtic,Paris Saint-Germain,1505241900,9,sct SCO,FW,27-023,68,23,1,1,15,7,1,23,0,0,,0,,7,23,13,1,1,0,1,1,8,1,a8c62306,Leigh Griffiths,Celtic,True
Celtic,Paris Saint-Germain,1505241900,22,fr FRA,FW,19-239,22,7,0,0,7,0,0,7,0,0,,0,,3,1,0,0,0,0,1,0,4,1,0562b7f1,Odsonne Édouard,Celtic,False
Celtic,Paris Saint-Germain,1505241900,11,eng ENG,LW,28-171,90,28,0,5,11,13,2,28,10,4,40.0,6,60.0,22,300,133,4,3,2,1,1,20,10,273c483b,Scott Sinclair,Celtic,True
Celtic,Paris Saint-Germain,1505241900,7,eng ENG,RW,20-219,77,32,0,7,17,11,3,32,7,4,57.1,3,42.9,23,271,176,5,5,1,2,3,19,6,59d93937,Patrick Roberts,Celtic,True
Celtic,Paris Saint-Germain,1505241900,49,sct SCO,RW,26-067,13,9,0,0,6,3,1,9,0,0,,0,,5,39,37,2,0,0,0,0,6,0,e73659d3,James Forrest,Celtic,False
Celtic,Paris Saint-Germain,1505241900,14,sct SCO,CM,25-166,45,18,0,3,14,1,0,18,1,1,100.0,0,0.0,7,45,39,0,0,0,0,0,10,0,97333cf5,Stuart Armstrong,Celtic,True
Celtic,Paris Saint-Germain,1505241900,18,au AUS,CM,24-270,45,22,0,3,10,10,2,22,5,2,40.0,3,60.0,16,160,128,3,4,1,0,0,15,2,27ff9bdb,Tom Rogić,Celtic,False
Celtic,Paris Saint-Germain,1505241900,8,sct SCO,CM,32-079,90,61,2,21,40,2,0,61,1,1,100.0,0,0.0,34,140,50,2,1,1,1,0,40,0,0be28faf,Scott Brown,Celtic,True
Celtic,Paris Saint-Germain,1505241900,21,cm CMR,CM,21-215,90,60,0,16,40,6,0,60,0,0,,0,,34,133,48,1,1,0,1,3,45,0,6554bb97,Olivier Ntcham,Celtic,True
Celtic,Paris Saint-Germain,1505241900,63,sct SCO,LB,20-099,90,56,6,19,27,10,1,56,0,0,,0,,24,127,53,1,0,0,0,1,37,6,fce2302c,Kieran Tierney,Celtic,True
Celtic,Paris Saint-Germain,1505241900,5,hr CRO,CB,23-039,90,63,3,40,23,0,0,63,0,0,,0,,31,123,47,0,0,0,0,0,47,0,c90b2e8f,Jozo Šimunović,Celtic,True
Celtic,Paris Saint-Germain,1505241900,23,se SWE,CB,30-273,90,74,8,53,20,1,1,74,0,0,,0,,38,208,151,0,0,0,0,0,48,0,54c9ed15,Mikael Lustig,Celtic,True
