home_team,away_team,datetime,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,player_id,player,squad,start
Bayern Munich,Hoffenheim,1535135400,de GER,32-150,90,5,1,4,80.0,1.2,7,10,70.0,44,11,20.5,26.6,2,50.0,32.0,6,0,0.0,2,16.8,8778c910,Manuel Neuer,Bayern Munich,True
Düsseldorf,Augsburg,1535203800,de GER,34-103,90,6,2,4,66.7,0.9,3,16,18.8,34,7,23.5,26.2,8,100.0,61.8,25,0,0.0,0,16.2,c476b0c0,Michael Rensing,Düsseldorf,True
Hertha BSC,Nürnberg,1535203800,no NOR,33-330,90,3,0,2,100.0,2.1,9,23,39.1,25,3,44.0,32.6,13,92.3,58.9,11,5,45.5,0,12.3,27d2618c,Rune Jarstein,Hertha BSC,True
Werder Bremen,Hannover 96,1535203800,cz CZE,26-133,90,4,1,3,75.0,0.4,5,8,62.5,15,3,20.0,30.1,6,83.3,51.8,9,0,0.0,0,12.0,0a1cb833,Jiří Pavlenka,Werder Bremen,True
Wolfsburg,Schalke 04,1535203800,be BEL,26-061,90,4,1,3,100.0,1.2,3,9,33.3,35,9,14.3,30.0,9,44.4,44.9,7,1,14.3,0,8.3,db401046,Koen Casteels,Wolfsburg,True
Freiburg,Eintracht Frankfurt,1535203800,de GER,26-084,90,2,2,0,0.0,0.8,8,27,29.6,45,3,40.0,35.3,11,81.8,62.4,10,1,10.0,1,13.6,0d55d942,Alexander Schwolow,Freiburg,True
Mönchengladbach,Bayer Leverkusen,1535214600,ch SUI,29-251,90,3,0,3,100.0,0.5,4,7,57.1,24,6,16.7,31.5,8,37.5,42.4,17,3,17.6,0,8.0,420c18a1,Yann Sommer,Mönchengladbach,True
Mainz 05,Stuttgart,1535290200,de GER,20-286,90,3,0,3,100.0,0.4,7,11,63.6,25,5,16.0,26.0,9,77.8,52.9,14,1,7.1,1,12.5,cbac6ec9,Florian Müller,Mainz 05,True
Dortmund,RB Leipzig,1535299200,ch SUI,27-285,90,7,1,6,85.7,2.2,8,27,29.6,27,4,48.1,38.9,18,77.8,54.7,21,0,0.0,1,27.0,9d12e142,Roman Bürki,Dortmund,True
Hannover 96,Dortmund,1535740200,de GER,30-282,90,3,0,3,100.0,0.5,15,26,57.7,43,4,51.2,35.8,8,50.0,38.9,8,0,0.0,3,24.3,83e0eeb4,Michael Esser,Hannover 96,True
Augsburg,Mönchengladbach,1535808600,de GER,28-107,90,1,1,0,0.0,0.3,7,15,46.7,17,1,70.6,48.6,3,100.0,63.7,6,0,0.0,0,12.7,fbefefdb,Fabian Giefer,Augsburg,True
Nürnberg,Mainz 05,1535808600,de GER,23-183,90,1,1,0,0.0,0.2,3,14,21.4,45,4,24.4,27.4,10,30.0,33.5,11,0,0.0,2,24.0,d28339cb,Fabian Bredlow,Nürnberg,True
Hoffenheim,Freiburg,1535808600,de GER,28-091,90,4,1,3,75.0,1.0,13,20,65.0,44,7,43.2,34.9,3,33.3,42.3,14,0,0.0,2,21.0,47064058,Oliver Baumann,Hoffenheim,True
Eintracht Frankfurt,Werder Bremen,1535808600,de GER,28-055,90,6,2,4,66.7,1.3,9,20,45.0,32,6,37.5,36.0,8,100.0,65.4,11,0,0.0,0,17.5,ce17b5eb,Kevin Trapp,Eintracht Frankfurt,True
Bayer Leverkusen,Wolfsburg,1535808600,at AUT,34-065,90,5,3,3,40.0,1.0,7,23,30.4,27,4,59.3,41.6,7,100.0,57.9,12,0,0.0,0,8.8,a165a577,Ramazan Özcan,Bayer Leverkusen,True
Stuttgart,Bayern Munich,1535819400,de GER,29-201,90,7,3,4,57.1,1.8,5,26,19.2,29,3,65.5,43.8,15,46.7,44.3,28,1,3.6,0,6.5,a0606ae8,Ron-Robert Zieler,Stuttgart,True
RB Leipzig,Düsseldorf,1535895000,hu HUN,28-119,90,8,1,7,87.5,1.5,4,8,50.0,19,10,15.8,28.6,5,100.0,57.6,10,0,0.0,4,27.3,bcb2ccd8,Péter Gulácsi,RB Leipzig,True
Schalke 04,Hertha BSC,1535904000,de GER,29-340,90,3,2,1,33.3,0.6,3,9,33.3,25,3,32.0,31.4,6,16.7,30.3,1,0,0.0,3,22.5,1e43fad8,Ralf Fährmann,Schalke 04,True
Dortmund,Eintracht Frankfurt,1536949800,ch SUI,27-304,90,2,1,1,50.0,0.6,5,12,41.7,37,4,29.7,30.2,3,33.3,37.3,7,0,0.0,3,16.1,9d12e142,Roman Bürki,Dortmund,True
Wolfsburg,Hertha BSC,1537018200,be BEL,26-082,90,5,2,3,60.0,1.6,3,6,50.0,31,6,12.9,24.4,5,40.0,43.6,11,1,9.1,0,10.0,db401046,Koen Casteels,Wolfsburg,True
RB Leipzig,Hannover 96,1537018200,hu HUN,28-132,90,7,2,5,71.4,2.3,5,17,29.4,15,2,66.7,44.0,7,100.0,66.9,21,1,4.8,0,8.0,bcb2ccd8,Péter Gulácsi,RB Leipzig,True
Bayern Munich,Bayer Leverkusen,1537018200,de GER,32-172,90,1,1,0,100.0,1.0,1,2,50.0,15,3,6.7,19.7,3,33.3,35.0,1,0,0.0,0,,8778c910,Manuel Neuer,Bayern Munich,True
Düsseldorf,Hoffenheim,1537018200,de GER,34-124,90,5,1,4,80.0,1.2,10,26,38.5,27,8,59.3,43.0,15,66.7,47.3,33,5,15.2,0,8.0,c476b0c0,Michael Rensing,Düsseldorf,True
Mainz 05,Augsburg,1537018200,de GER,20-306,90,4,1,3,75.0,0.6,10,24,41.7,45,6,44.4,35.8,7,57.1,45.3,11,1,9.1,1,19.3,cbac6ec9,Florian Müller,Mainz 05,True
Mönchengladbach,Schalke 04,1537029000,ch SUI,29-272,90,6,1,5,83.3,1.9,4,20,20.0,47,9,29.8,35.0,9,66.7,48.4,16,1,6.3,1,15.4,420c18a1,Yann Sommer,Mönchengladbach,True
Werder Bremen,Nürnberg,1537104600,cz CZE,26-155,90,2,1,1,50.0,0.2,3,9,33.3,16,2,37.5,34.8,13,23.1,36.4,18,0,0.0,0,4.5,0a1cb833,Jiří Pavlenka,Werder Bremen,True
Freiburg,Stuttgart,1537113600,de GER,26-106,90,6,3,3,50.0,2.3,8,20,40.0,24,3,58.3,39.0,6,100.0,67.8,30,0,0.0,3,30.0,0d55d942,Alexander Schwolow,Freiburg,True
Stuttgart,Düsseldorf,1537554600,de GER,29-221,90,7,0,7,100.0,1.0,6,14,42.9,28,8,35.7,36.5,7,57.1,47.6,17,0,0.0,0,17.0,a0606ae8,Ron-Robert Zieler,Stuttgart,True
Hertha BSC,Mönchengladbach,1537623000,no NOR,33-358,90,4,2,2,75.0,1.6,7,19,36.8,24,1,54.2,35.7,8,75.0,49.3,18,0,0.0,0,,27d2618c,Rune Jarstein,Hertha BSC,True
Wolfsburg,Freiburg,1537623000,be BEL,26-089,90,8,3,4,62.5,3.8,2,3,66.7,47,10,4.3,25.1,2,50.0,39.0,12,1,8.3,5,27.0,db401046,Koen Casteels,Wolfsburg,True
Nürnberg,Hannover 96,1537623000,de GER,23-204,90,2,0,2,100.0,0.2,4,12,33.3,19,2,42.1,32.4,8,50.0,44.1,11,0,0.0,0,9.0,d28339cb,Fabian Bredlow,Nürnberg,True
Hoffenheim,Dortmund,1537623000,de GER,28-112,90,2,1,1,50.0,0.9,3,12,25.0,46,2,26.1,24.5,4,0.0,25.8,11,0,0.0,0,11.3,47064058,Oliver Baumann,Hoffenheim,True
Augsburg,Werder Bremen,1537623000,de GER,28-128,90,7,3,4,57.1,2.0,5,12,41.7,19,6,36.8,33.7,8,62.5,44.6,14,0,0.0,1,14.0,fbefefdb,Fabian Giefer,Augsburg,True
Schalke 04,Bayern Munich,1537633800,de GER,29-360,90,7,2,5,85.7,2.5,11,21,52.4,21,2,76.2,44.0,9,55.6,45.1,14,0,0.0,1,21.0,1e43fad8,Ralf Fährmann,Schalke 04,True
