home_team,away_team,datetime,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,player_id,player,squad,start
Malmö,Braga,1662655500,9,se SWE,FW,30-076,45,11,11,0,0,0,0,0,0,0,0,0,0,7,0,0,b956af7d,Isaac Kiese Thelin,Malmö,True
Malmö,Braga,1662655500,11,se SWE,FW,36-067,45,15,15,0,0,1,0,1,0,0,0,0,0,9,0,0,de4fe7a2,Ola Toivonen,Malmö,False
Malmö,Braga,1662655500,32,no NOR,LM,31-362,90,28,28,0,0,0,0,1,0,0,0,0,0,20,0,1,f512a009,Jo Inge Berget,Malmö,True
Malmö,Braga,1662655500,10,dk DEN,CM,32-092,90,57,50,7,1,0,1,5,0,4,1,3,0,42,0,2,770ebf00,Anders Christiansen,Malmö,True
Malmö,Braga,1662655500,6,se SWE,CM,30-056,45,15,15,0,0,0,0,1,0,0,0,0,0,8,0,1,0c09c984,Oscar Lewicki,Malmö,True
Malmö,Braga,1662655500,8,pe PER,CM,26-345,45,35,32,3,3,0,0,0,0,0,0,0,0,25,0,1,eda8506a,Sergio Peña,Malmö,False
Malmö,Braga,1662655500,7,mk MKD,RM,26-207,24,6,5,1,0,0,0,0,1,0,0,0,0,2,0,1,e150254d,Erdal Rakip,Malmö,True
Malmö,Braga,1662655500,33,sl SLE,RM,27-241,66,16,14,2,0,0,0,2,1,0,0,0,0,9,0,0,8e456005,Mohamed Buya Turay,Malmö,False
Malmö,Braga,1662655500,13,se SWE,LB,34-114,87,30,25,4,0,0,0,4,4,0,0,0,0,18,1,1,2f72f79e,Martin Olsson,Malmö,True
Malmö,Braga,1662655500,3,dk DEN,LB,29-357,3,5,3,2,0,0,0,1,2,0,0,0,0,2,0,0,ec48abb1,Jonas Knudsen,Malmö,False
Malmö,Braga,1662655500,4,fi FIN,CB,36-344,90,44,40,3,3,0,0,0,0,0,0,0,0,35,1,2,00844823,Niklas Moisander,Malmö,True
Malmö,Braga,1662655500,21,ba BIH,CB,24-061,90,34,31,2,2,0,0,0,0,0,0,0,0,26,1,0,82cfae2a,Dennis Hadzikadunic,Malmö,True
Malmö,Braga,1662655500,24,dk DEN,CB,34-243,90,46,44,2,2,0,1,1,0,0,0,0,0,34,0,0,06e5b0e4,Lasse Nielsen,Malmö,True
Malmö,Braga,1662655500,14,se SWE,RB,24-220,55,22,17,5,0,1,0,0,5,0,0,0,0,17,0,0,71115017,Felix Beijmo,Malmö,True
Malmö,Braga,1662655500,15,se SWE,RB,24-097,35,19,15,4,0,0,1,3,4,0,0,0,0,10,0,1,350ad032,Joseph Ceesay,Malmö,False
Malmö,Braga,1662655500,30,ml MLI,GK,27-301,90,36,21,15,6,0,0,0,0,0,0,0,0,27,0,0,a9107589,Ismael Diawara,Malmö,True
Union Berlin,Union SG,1662655500,27,sr SUR,FW,27-211,90,40,40,0,0,0,1,8,0,0,0,0,0,27,0,0,8eb55dbb,Sheraldo Becker,Union Berlin,True
Union Berlin,Union SG,1662655500,17,de GER,FW,31-217,59,12,11,1,0,0,0,0,0,0,0,0,0,9,0,0,30ae134d,Kevin Behrens,Union Berlin,True
Union Berlin,Union SG,1662655500,11,de GER,FW,32-055,30,9,8,1,0,0,0,1,1,0,0,0,0,3,0,1,1e274a0a,Sven Michel,Union Berlin,False
Union Berlin,Union SG,1662655500,19,de GER,CM,28-159,68,25,25,0,0,0,0,0,0,0,0,0,0,23,0,0,70dcf94d,Janik Haberer,Union Berlin,True
Union Berlin,Union SG,1662655500,21,de GER,CM,26-001,22,10,8,1,0,0,0,0,1,0,0,0,0,7,1,0,65857fdf,Tim Skarke,Union Berlin,False
Union Berlin,Union SG,1662655500,8,de GER,CM,28-224,90,48,47,1,0,0,2,0,0,0,0,0,0,42,0,0,59e4b92e,Rani Khedira,Union Berlin,True
Union Berlin,Union SG,1662655500,24,jp JPN,CM,31-122,59,13,12,0,0,0,0,0,0,0,0,0,0,7,1,1,f24ea523,Genki Haraguchi,Union Berlin,True
