url,home_team,away_team,datetime,home_team_manager,away_team_manager,stadium,attendance
https://fbref.com/en/matches/b13970b2/Bayern-Munich-Bayer-Leverkusen-August-18-2017-Bundesliga,Bayern Munich,Bayer Leverkusen,1503081000,Carlo Ancelotti,Heiko Herrlich,"Allianz Arena, München",75000
https://fbref.com/en/matches/0339770e/Hertha-BSC-Stuttgart-August-19-2017-Bundesliga,Hertha BSC,Stuttgart,1503149400,Pál Dárdai,Hannes Wolf,"Olympiastadion Berlin, Berlin",44751
https://fbref.com/en/matches/09cec3e9/Mainz-05-Hannover-96-August-19-2017-Bundesliga,Mainz 05,Hannover 96,1503149400,Sandro Schwarz,André Breitenreiter,"Opel Arena, Mainz",28279
https://fbref.com/en/matches/10673af1/Wolfsburg-Dortmund-August-19-2017-Bundesliga,Wolfsburg,Dortmund,1503149400,Andries Jonker,Peter Bosz,"Volkswagen Arena, Wolfsburg",30000
https://fbref.com/en/matches/7fa19f7c/Hoffenheim-Werder-Bremen-August-19-2017-Bundesliga,Hoffenheim,Werder Bremen,1503149400,Julian Nagelsmann,Alexander Nouri,"Dietmar-Hopp-Stadion, Sinsheim",30150
https://fbref.com/en/matches/f65cd7dc/Hamburger-SV-Augsburg-August-19-2017-Bundesliga,Hamburger SV,Augsburg,1503149400,Markus Gisdol,Manuel Baum,"Volksparkstadion, Hamburg",49449
https://fbref.com/en/matches/c516f9b3/Schalke-04-RB-Leipzig-August-19-2017-Bundesliga,Schalke 04,RB Leipzig,1503160200,Domenico Tedesco ,Ralph Hasenhüttl,"Veltins-Arena, Gelsenkirchen",61435
https://fbref.com/en/matches/a3858878/Freiburg-Eintracht-Frankfurt-August-20-2017-Bundesliga,Freiburg,Eintracht Frankfurt,1503235800,Christian Streich,Niko Kovač,"Schwarzwald-Stadion, Freiburg",24000
https://fbref.com/en/matches/4fbf64fe/Monchengladbach-Koln-August-20-2017-Bundesliga,Mönchengladbach,Köln,1503244800,Dieter Hecking,Peter Stöger,"Stadion im Borussia-Park, Mönchengladbach",54018
https://fbref.com/en/matches/4fc1a614/Koln-Hamburger-SV-August-25-2017-Bundesliga,Köln,Hamburger SV,1503685800,Peter Stöger,Markus Gisdol,"RheinEnergieSTADION, Köln",50000
https://fbref.com/en/matches/3bf149af/Eintracht-Frankfurt-Wolfsburg-August-26-2017-Bundesliga,Eintracht Frankfurt,Wolfsburg,1503754200,Niko Kovač,Andries Jonker,"Commerzbank-Arena, Frankfurt am Main",46000
https://fbref.com/en/matches/3d33cbcd/Augsburg-Monchengladbach-August-26-2017-Bundesliga,Augsburg,Mönchengladbach,1503754200,Manuel Baum,Dieter Hecking,"WWK Arena, Augsburg",29243
https://fbref.com/en/matches/400d3616/Stuttgart-Mainz-05-August-26-2017-Bundesliga,Stuttgart,Mainz 05,1503754200,Hannes Wolf,Sandro Schwarz,"Mercedes-Benz Arena, Stuttgart",53100
https://fbref.com/en/matches/9992229f/Bayer-Leverkusen-Hoffenheim-August-26-2017-Bundesliga,Bayer Leverkusen,Hoffenheim,1503754200,Heiko Herrlich,Julian Nagelsmann,"BayArena, Leverkusen",27106
https://fbref.com/en/matches/9b3e6ab4/Werder-Bremen-Bayern-Munich-August-26-2017-Bundesliga,Werder Bremen,Bayern Munich,1503754200,Alexander Nouri,Carlo Ancelotti,"Weserstadion, Bremen",42100
https://fbref.com/en/matches/5734149b/Dortmund-Hertha-BSC-August-26-2017-Bundesliga,Dortmund,Hertha BSC,1503765000,Peter Bosz,Pál Dárdai,"Signal Iduna Park, Dortmund",80860
https://fbref.com/en/matches/cd7718be/RB-Leipzig-Freiburg-August-27-2017-Bundesliga,RB Leipzig,Freiburg,1503840600,Ralph Hasenhüttl,Christian Streich,"Red Bull Arena, Leipzig",39265
https://fbref.com/en/matches/5abf775e/Hannover-96-Schalke-04-August-27-2017-Bundesliga,Hannover 96,Schalke 04,1503849600,André Breitenreiter,Domenico Tedesco ,"HDI-Arena, Hannover",49000
https://fbref.com/en/matches/1e115c1f/Hamburger-SV-RB-Leipzig-September-8-2017-Bundesliga,Hamburger SV,RB Leipzig,1504895400,Markus Gisdol,Ralph Hasenhüttl,"Volksparkstadion, Hamburg",50231
https://fbref.com/en/matches/3d2c38ea/Wolfsburg-Hannover-96-September-9-2017-Bundesliga,Wolfsburg,Hannover 96,1504963800,Andries Jonker,André Breitenreiter,"Volkswagen Arena, Wolfsburg",27321
https://fbref.com/en/matches/57753c8c/Mainz-05-Bayer-Leverkusen-September-9-2017-Bundesliga,Mainz 05,Bayer Leverkusen,1504963800,Sandro Schwarz,Heiko Herrlich,"Opel Arena, Mainz",24876
https://fbref.com/en/matches/7e929ab2/Augsburg-Koln-September-9-2017-Bundesliga,Augsburg,Köln,1504963800,Manuel Baum,Peter Stöger,"WWK Arena, Augsburg",27510
https://fbref.com/en/matches/9a77b60b/Monchengladbach-Eintracht-Frankfurt-September-9-2017-Bundesliga,Mönchengladbach,Eintracht Frankfurt,1504963800,Dieter Hecking,Niko Kovač,"Stadion im Borussia-Park, Mönchengladbach",51431
https://fbref.com/en/matches/d284fd39/Freiburg-Dortmund-September-9-2017-Bundesliga,Freiburg,Dortmund,1504963800,Christian Streich,Peter Bosz,"Schwarzwald-Stadion, Freiburg",24000
https://fbref.com/en/matches/fe417870/Hoffenheim-Bayern-Munich-September-9-2017-Bundesliga,Hoffenheim,Bayern Munich,1504974600,Julian Nagelsmann,Carlo Ancelotti,"Dietmar-Hopp-Stadion, Sinsheim",30150
https://fbref.com/en/matches/33d3ec46/Hertha-BSC-Werder-Bremen-September-10-2017-Bundesliga,Hertha BSC,Werder Bremen,1505050200,Pál Dárdai,Alexander Nouri,"Olympiastadion Berlin, Berlin",49118
https://fbref.com/en/matches/885af087/Schalke-04-Stuttgart-September-10-2017-Bundesliga,Schalke 04,Stuttgart,1505059200,Domenico Tedesco ,Hannes Wolf,"Veltins-Arena, Gelsenkirchen",61098
https://fbref.com/en/matches/5fb323e0/Hannover-96-Hamburger-SV-September-15-2017-Bundesliga,Hannover 96,Hamburger SV,1505500200,André Breitenreiter,Markus Gisdol,"HDI-Arena, Hannover",49000
https://fbref.com/en/matches/198facdd/Stuttgart-Wolfsburg-September-16-2017-Bundesliga,Stuttgart,Wolfsburg,1505568600,Hannes Wolf,Andries Jonker,"Mercedes-Benz Arena, Stuttgart",50500
https://fbref.com/en/matches/a10cf572/Bayern-Munich-Mainz-05-September-16-2017-Bundesliga,Bayern Munich,Mainz 05,1505568600,Carlo Ancelotti,Sandro Schwarz,"Allianz Arena, München",75000
https://fbref.com/en/matches/a357fa5b/Eintracht-Frankfurt-Augsburg-September-16-2017-Bundesliga,Eintracht Frankfurt,Augsburg,1505568600,Niko Kovač,Manuel Baum,"Commerzbank-Arena, Frankfurt am Main",46500
https://fbref.com/en/matches/b8a1c45e/Werder-Bremen-Schalke-04-September-16-2017-Bundesliga,Werder Bremen,Schalke 04,1505568600,Alexander Nouri,Domenico Tedesco ,"Weserstadion, Bremen",42100
https://fbref.com/en/matches/634c5128/RB-Leipzig-Monchengladbach-September-16-2017-Bundesliga,RB Leipzig,Mönchengladbach,1505579400,Ralph Hasenhüttl,Dieter Hecking,"Red Bull Arena, Leipzig",42558
https://fbref.com/en/matches/ff315c8d/Hoffenheim-Hertha-BSC-September-17-2017-Bundesliga,Hoffenheim,Hertha BSC,1505647800,Julian Nagelsmann,Pál Dárdai,"Dietmar-Hopp-Stadion, Sinsheim",27243
https://fbref.com/en/matches/abc12d71/Bayer-Leverkusen-Freiburg-September-17-2017-Bundesliga,Bayer Leverkusen,Freiburg,1505655000,Heiko Herrlich,Christian Streich,"BayArena, Leverkusen",26232
https://fbref.com/en/matches/52c8c028/Dortmund-Koln-September-17-2017-Bundesliga,Dortmund,Köln,1505664000,Peter Bosz,Peter Stöger,"Signal Iduna Park, Dortmund",81000
https://fbref.com/en/matches/677887ea/Monchengladbach-Stuttgart-September-19-2017-Bundesliga,Mönchengladbach,Stuttgart,1505838600,Dieter Hecking,Hannes Wolf,"Stadion im Borussia-Park, Mönchengladbach",44063
https://fbref.com/en/matches/17ceb358/Schalke-04-Bayern-Munich-September-19-2017-Bundesliga,Schalke 04,Bayern Munich,1505845800,Domenico Tedesco ,Carlo Ancelotti,"Veltins-Arena, Gelsenkirchen",62271
https://fbref.com/en/matches/19965925/Augsburg-RB-Leipzig-September-19-2017-Bundesliga,Augsburg,RB Leipzig,1505845800,Manuel Baum,Ralph Hasenhüttl,"WWK Arena, Augsburg",26113
https://fbref.com/en/matches/e2e4d8fb/Wolfsburg-Werder-Bremen-September-19-2017-Bundesliga,Wolfsburg,Werder Bremen,1505845800,Martin Schmidt,Alexander Nouri,"Volkswagen Arena, Wolfsburg",26174
https://fbref.com/en/matches/cc1da234/Koln-Eintracht-Frankfurt-September-20-2017-Bundesliga,Köln,Eintracht Frankfurt,1505925000,Peter Stöger,Niko Kovač,"RheinEnergieSTADION, Köln",49000
https://fbref.com/en/matches/19006b59/Freiburg-Hannover-96-September-20-2017-Bundesliga,Freiburg,Hannover 96,1505932200,Christian Streich,André Breitenreiter,"Schwarzwald-Stadion, Freiburg",22900
https://fbref.com/en/matches/2fac1858/Hamburger-SV-Dortmund-September-20-2017-Bundesliga,Hamburger SV,Dortmund,1505932200,Markus Gisdol,Peter Bosz,"Volksparkstadion, Hamburg",52962
https://fbref.com/en/matches/391ecf44/Mainz-05-Hoffenheim-September-20-2017-Bundesliga,Mainz 05,Hoffenheim,1505932200,Sandro Schwarz,Julian Nagelsmann,"Opel Arena, Mainz",23477
https://fbref.com/en/matches/6c5cd8f0/Hertha-BSC-Bayer-Leverkusen-September-20-2017-Bundesliga,Hertha BSC,Bayer Leverkusen,1505932200,Pál Dárdai,Heiko Herrlich,"Olympiastadion Berlin, Berlin",32825
https://fbref.com/en/matches/8869577c/Bayern-Munich-Wolfsburg-September-22-2017-Bundesliga,Bayern Munich,Wolfsburg,1506105000,Carlo Ancelotti,Martin Schmidt,"Allianz Arena, München",75000
https://fbref.com/en/matches/43ae7d98/Werder-Bremen-Freiburg-September-23-2017-Bundesliga,Werder Bremen,Freiburg,1506173400,Alexander Nouri,Christian Streich,"Weserstadion, Bremen",41000
https://fbref.com/en/matches/7870c975/Hoffenheim-Schalke-04-September-23-2017-Bundesliga,Hoffenheim,Schalke 04,1506173400,Julian Nagelsmann,Domenico Tedesco ,"Dietmar-Hopp-Stadion, Sinsheim",30150
https://fbref.com/en/matches/792d9b4c/Mainz-05-Hertha-BSC-September-23-2017-Bundesliga,Mainz 05,Hertha BSC,1506173400,Sandro Schwarz,Pál Dárdai,"Opel Arena, Mainz",23517
https://fbref.com/en/matches/be29160b/Stuttgart-Augsburg-September-23-2017-Bundesliga,Stuttgart,Augsburg,1506173400,Hannes Wolf,Manuel Baum,"Mercedes-Benz Arena, Stuttgart",55202
https://fbref.com/en/matches/e6cd2359/RB-Leipzig-Eintracht-Frankfurt-September-23-2017-Bundesliga,RB Leipzig,Eintracht Frankfurt,1506173400,Ralph Hasenhüttl,Niko Kovač,"Red Bull Arena, Leipzig",40606
https://fbref.com/en/matches/af09c719/Dortmund-Monchengladbach-September-23-2017-Bundesliga,Dortmund,Mönchengladbach,1506184200,Peter Bosz,Dieter Hecking,"Signal Iduna Park, Dortmund",81360
https://fbref.com/en/matches/b2677d90/Hannover-96-Koln-September-24-2017-Bundesliga,Hannover 96,Köln,1506259800,André Breitenreiter,Peter Stöger,"HDI-Arena, Hannover",47000
https://fbref.com/en/matches/8251a762/Bayer-Leverkusen-Hamburger-SV-September-24-2017-Bundesliga,Bayer Leverkusen,Hamburger SV,1506268800,Heiko Herrlich,Markus Gisdol,"BayArena, Leverkusen",27601
https://fbref.com/en/matches/b288b705/Schalke-04-Bayer-Leverkusen-September-29-2017-Bundesliga,Schalke 04,Bayer Leverkusen,1506709800,Domenico Tedesco ,Heiko Herrlich,"Veltins-Arena, Gelsenkirchen",61515
https://fbref.com/en/matches/03077c02/Wolfsburg-Mainz-05-September-30-2017-Bundesliga,Wolfsburg,Mainz 05,1506778200,Martin Schmidt,Sandro Schwarz,"Volkswagen Arena, Wolfsburg",24352
https://fbref.com/en/matches/9476d8c6/Monchengladbach-Hannover-96-September-30-2017-Bundesliga,Mönchengladbach,Hannover 96,1506778200,Dieter Hecking,André Breitenreiter,"Stadion im Borussia-Park, Mönchengladbach",50542
