home_team,away_team,datetime,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,player_id,player,squad,start
Girona,Valladolid,1534529700,7,uy URU,FW,31-309,80,17,16,1,0,0,0,0,0,0,0,0,0,11,0,0,220c11f1,Cristhian Stuani,Girona,True
Girona,Valladolid,1534529700,17,eng ENG,"RW,FW",21-193,10,4,3,1,0,0,0,0,1,0,0,0,0,4,0,0,59d93937,Patrick Roberts,Girona,False
Girona,Valladolid,1534529700,10,es ESP,"LW,AM,LM",27-288,90,59,58,1,0,0,1,2,1,0,0,0,0,43,0,2,e7f4603c,Borja García,Girona,True
Girona,Valladolid,1534529700,9,es ESP,"RW,LW",26-088,90,21,21,0,0,0,0,3,0,0,0,0,0,13,0,3,1bda5842,Portu,Girona,True
Girona,Valladolid,1534529700,23,es ESP,LM,21-050,61,43,42,1,0,0,1,2,0,1,0,1,0,36,0,0,a10361d2,Aleix García,Girona,True
Girona,Valladolid,1534529700,19,hn HON,"LW,FW,LM",25-114,29,7,7,0,0,0,1,0,0,0,0,0,0,4,0,0,38699c72,Anthony Lozano,Girona,False
Girona,Valladolid,1534529700,24,es ESP,"CM,DM",28-304,73,51,47,4,4,0,3,0,0,0,0,0,0,45,0,0,174651c8,David Timor,Girona,True
Girona,Valladolid,1534529700,8,es ESP,DM,25-178,17,10,10,0,0,0,0,0,0,0,0,0,0,8,0,0,29b61deb,Pere Pons,Girona,False
Girona,Valladolid,1534529700,6,es ESP,"RM,DM",30-015,90,93,79,13,9,0,5,11,2,2,0,1,0,70,1,2,a25250f8,Álex Granell,Girona,True
Girona,Valladolid,1534529700,20,es ESP,LB,26-143,90,90,78,12,2,1,1,2,10,0,0,0,0,77,0,1,4db76f57,Marc Muniesa,Girona,True
Girona,Valladolid,1534529700,2,co COL,CB,29-037,90,91,91,0,0,0,0,0,0,0,0,0,0,84,0,0,4242011c,Bernardo Espinosa,Girona,True
Girona,Valladolid,1534529700,15,es ESP,CB,27-109,90,81,75,6,5,0,2,0,1,0,0,0,0,72,0,0,1633fc8a,Juanpe,Girona,True
Girona,Valladolid,1534529700,29,es ESP,RB,18-338,90,63,48,15,1,0,0,6,14,0,0,0,0,53,0,1,27d0a506,Pedro Porro,Girona,True
Girona,Valladolid,1534529700,13,ma MAR,GK,27-134,90,19,14,5,0,0,0,0,0,0,0,0,0,17,0,0,f6798fc3,Yassine Bounou,Girona,True
Real Betis,Levante,1534536900,16,es ESP,FW,24-230,90,17,14,3,0,0,0,1,0,0,0,0,0,13,0,0,3aa4a3be,Loren Morón,Real Betis,True
Real Betis,Levante,1534536900,10,dz ALG,FW,28-179,62,28,27,0,0,0,0,2,0,0,0,0,0,22,1,0,1001ae82,Ryad Boudebouz,Real Betis,True
