url,home_team,away_team,datetime,home_team_manager,away_team_manager,stadium,attendance
https://fbref.com/en/matches/e3c3ddf0/Arsenal-Leicester-City-August-11-2017-Premier-League,Arsenal,Leicester City,1502477100,Arsène Wenger,Craig Shakespeare,"Emirates Stadium, London",59387
https://fbref.com/en/matches/60f6cc1d/Watford-Liverpool-August-12-2017-Premier-League,Watford,Liverpool,1502537400,Marco Silva,Jürgen Klopp,"Vicarage Road Stadium, Watford",20407
https://fbref.com/en/matches/2d369d17/Crystal-Palace-Huddersfield-Town-August-12-2017-Premier-League,Crystal Palace,Huddersfield Town,1502546400,Frank de Boer,David Wagner,"Selhurst Park, London",25448
https://fbref.com/en/matches/684f704a/West-Bromwich-Albion-Bournemouth-August-12-2017-Premier-League,West Bromwich Albion,Bournemouth,1502546400,Tony Pulis,Eddie Howe,"The Hawthorns, West Bromwich",25011
https://fbref.com/en/matches/71b00bca/Chelsea-Burnley-August-12-2017-Premier-League,Chelsea,Burnley,1502546400,Antonio Conte,Sean Dyche,"Stamford Bridge, London",41616
https://fbref.com/en/matches/7c834541/Everton-Stoke-City-August-12-2017-Premier-League,Everton,Stoke City,1502546400,Ronald Koeman,Mark Hughes,"Goodison Park, Liverpool",39045
https://fbref.com/en/matches/e782371e/Southampton-Swansea-City-August-12-2017-Premier-League,Southampton,Swansea City,1502546400,Mauricio Pellegrino,Paul Clement,"St. Mary's Stadium, Southampton",31447
https://fbref.com/en/matches/072bfc99/Brighton-and-Hove-Albion-Manchester-City-August-12-2017-Premier-League,Brighton & Hove Albion,Manchester City,1502555400,Chris Hughton,Pep Guardiola,"The American Express Community Stadium, Brighton & Hove",30415
https://fbref.com/en/matches/d8a995d7/Newcastle-United-Tottenham-Hotspur-August-13-2017-Premier-League,Newcastle United,Tottenham Hotspur,1502627400,Rafael Benítez,Mauricio Pochettino,"St. James' Park, Newcastle upon Tyne",52077
https://fbref.com/en/matches/f5d1f6f4/Manchester-United-West-Ham-United-August-13-2017-Premier-League,Manchester United,West Ham United,1502636400,José Mourinho,Slaven Bilić,"Old Trafford, Manchester",74928
https://fbref.com/en/matches/9c09e079/Swansea-City-Manchester-United-August-19-2017-Premier-League,Swansea City,Manchester United,1503142200,Paul Clement,José Mourinho,"Liberty Stadium, Swansea",20862
https://fbref.com/en/matches/21fec287/Bournemouth-Watford-August-19-2017-Premier-League,Bournemouth,Watford,1503151200,Eddie Howe,Marco Silva,"Vitality Stadium, Bournemouth",10501
