home_team,away_team,datetime,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,player_id,player,squad,start
Sevilla,Red Bull Salzburg,1631637900,15,ma MAR,FW,24-105,49,13,0,0,4,9,4,13,0,0,,0,,10,18,10,0,0,0,4,1,12,4,04e17fd5,Youssef En-Nesyri,Sevilla,True
Sevilla,Red Bull Salzburg,1631637900,24,ar ARG,LW,33-211,57,31,0,3,10,18,5,31,2,1,50.0,1,50.0,21,118,68,3,1,2,0,1,24,8,6e4df551,Papu Gómez,Sevilla,True
Sevilla,Red Bull Salzburg,1631637900,17,ar ARG,"RW,LW",29-194,33,28,1,15,3,10,1,28,6,5,83.3,1,16.7,11,126,47,2,1,0,2,1,11,1,abe66106,Érik Lamela,Sevilla,False
Sevilla,Red Bull Salzburg,1631637900,7,es ESP,RW,27-299,45,30,0,1,15,15,1,30,2,2,100.0,0,0.0,22,133,52,2,1,0,3,1,22,4,4e219ad2,Suso,Sevilla,True
Sevilla,Red Bull Salzburg,1631637900,5,ar ARG,"LW,RW",27-065,45,19,0,2,6,11,2,19,2,0,0.0,2,100.0,11,44,13,0,0,0,3,1,12,2,a08b974a,Lucas Ocampos,Sevilla,False
Sevilla,Red Bull Salzburg,1631637900,10,hr CRO,LM,33-188,65,39,0,10,24,6,1,38,1,0,0.0,1,100.0,19,49,22,0,0,0,0,0,27,0,89f951b5,Ivan Rakitić,Sevilla,True
Sevilla,Red Bull Salzburg,1631637900,12,es ESP,FW,24-088,25,16,0,3,5,8,2,16,3,1,33.3,2,66.7,9,60,40,3,1,1,3,1,11,2,bbf5c11b,Rafa Mir,Sevilla,False
Sevilla,Red Bull Salzburg,1631637900,25,br BRA,"CM,LM",34-051,90,41,1,22,17,3,0,41,4,4,100.0,0,0.0,25,107,43,0,1,0,0,1,25,0,41f32541,Fernando,Sevilla,True
Sevilla,Red Bull Salzburg,1631637900,8,es ESP,RM,27-070,45,31,1,10,13,8,0,31,3,1,33.3,2,66.7,17,73,23,0,1,0,0,0,21,1,2a0c8ba4,Joan Jordán,Sevilla,True
Sevilla,Red Bull Salzburg,1631637900,18,dk DEN,RM,30-011,45,16,0,9,6,1,1,16,0,0,,0,,5,10,4,0,0,0,0,0,7,0,fe641c1a,Thomas Delaney,Sevilla,False
Sevilla,Red Bull Salzburg,1631637900,19,ar ARG,LB,29-321,90,70,3,26,24,20,0,70,4,1,25.0,3,75.0,38,230,137,1,1,0,1,0,39,2,81442ecb,Marcos Acuña,Sevilla,True
Sevilla,Red Bull Salzburg,1631637900,20,br BRA,CB,28-183,90,59,12,47,10,3,1,59,1,1,100.0,0,0.0,27,81,36,0,0,0,1,0,28,0,b4a014b1,Diego Carlos,Sevilla,True
Sevilla,Red Bull Salzburg,1631637900,23,fr FRA,CB,22-306,90,48,12,37,9,2,1,48,1,1,100.0,0,0.0,28,88,62,0,0,0,0,0,27,0,4d1666ff,Jules Koundé,Sevilla,True
Sevilla,Red Bull Salzburg,1631637900,16,es ESP,RB,35-297,86,71,4,31,26,14,1,71,4,0,0.0,4,100.0,47,224,130,3,1,1,0,1,45,5,3f10bd22,Jesús Navas,Sevilla,True
Sevilla,Red Bull Salzburg,1631637900,2,ar ARG,RB,24-256,4,7,1,3,2,2,0,7,0,0,,0,,1,0,0,0,0,0,1,0,0,0,374d5158,Gonzalo Montiel,Sevilla,False
Sevilla,Red Bull Salzburg,1631637900,13,ma MAR,GK,30-162,90,43,38,43,0,0,0,43,0,0,,0,,20,196,77,0,0,0,0,0,17,0,f6798fc3,Yassine Bounou,Sevilla,True
Young Boys,Manchester United,1631637900,15,cd COD,FW,25-039,89,,,,,,,,,,,,,,,,,,,,,,,5d51b074,Elia Meschak,Young Boys,True
Young Boys,Manchester United,1631637900,9,ci CIV,FW,23-205,1,1,0,0,0,1,0,1,0,0,,0,,1,22,13,1,0,0,0,0,1,0,b4c816a9,Wilfried Kanga,Young Boys,False
Young Boys,Manchester United,1631637900,13,cm CMR,"LM,LW",27-067,90,66,1,11,20,35,4,66,11,7,63.6,4,36.4,39,350,88,3,4,1,3,0,38,12,0193a8bf,Moumi Ngamaleu,Young Boys,True
Young Boys,Manchester United,1631637900,16,ch SUI,"RM,RW",27-307,90,50,1,7,28,16,3,50,2,0,0.0,2,100.0,31,116,48,1,0,0,2,1,34,9,0aeeed3f,Christian Fassnacht,Young Boys,True
Young Boys,Manchester United,1631637900,20,ch SUI,"CM,AM",24-251,90,48,0,3,24,21,1,48,0,0,,0,,32,101,50,2,2,0,2,3,37,2,f9c927de,Michel Aebischer,Young Boys,True
Young Boys,Manchester United,1631637900,8,ch SUI,DM,25-341,45,23,0,5,10,8,0,23,0,0,,0,,18,53,29,0,0,0,1,0,15,2,92ffb8f9,Vincent Sierro,Young Boys,True
Young Boys,Manchester United,1631637900,17,us USA,FW,25-141,45,11,0,0,4,7,4,11,1,1,100.0,0,0.0,11,33,5,0,0,0,0,1,8,4,b684a484,Jordan Pefok,Young Boys,False
Young Boys,Manchester United,1631637900,35,lu LUX,"DM,CM",24-207,81,51,1,11,29,11,2,51,0,0,,0,,35,150,91,2,1,0,1,1,34,0,0e96a5e1,Christopher Martins,Young Boys,True
Young Boys,Manchester United,1631637900,32,ch SUI,CM,19-210,9,7,0,1,4,2,0,7,0,0,,0,,4,35,14,0,1,0,1,0,4,0,c2bd8585,Fabian Rieder,Young Boys,False
Young Boys,Manchester United,1631637900,21,ch SUI,LB,25-246,90,88,3,22,32,35,2,88,6,2,33.3,4,66.7,56,327,227,7,3,0,2,1,51,12,c952f633,Ulisses Garcia,Young Boys,True
Young Boys,Manchester United,1631637900,30,ch SUI,CB,24-324,89,84,9,33,46,6,0,84,0,0,,0,,57,296,189,0,1,0,0,0,59,0,6a829019,Sandro Lauper,Young Boys,True
Young Boys,Manchester United,1631637900,5,ch SUI,CB,23-082,1,1,0,1,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,2bab583c,Cedric Zesiger,Young Boys,False
Young Boys,Manchester United,1631637900,4,gn GUI,CB,24-017,90,64,4,27,34,3,1,64,0,0,,0,,49,226,153,3,1,0,0,0,52,0,24fc70d3,Mohamed Aly Camara,Young Boys,True
Young Boys,Manchester United,1631637900,36,ch SUI,RB,23-324,82,65,1,22,30,13,3,65,1,0,0.0,1,100.0,35,130,43,1,1,0,1,1,37,6,f8342731,Silvan Hefti,Young Boys,True
Young Boys,Manchester United,1631637900,10,rs SRB,RB,32-283,8,7,0,0,1,6,2,7,0,0,,0,,4,18,2,0,0,0,1,0,4,1,615c4d8f,Miralem Sulejmani,Young Boys,False
Young Boys,Manchester United,1631637900,26,ch SUI,GK,26-258,90,22,20,22,0,0,0,22,0,0,,0,,16,55,18,0,0,0,0,0,11,0,f7b10c66,David von Ballmoos,Young Boys,True
Chelsea,Zenit,1631646000,9,be BEL,FW,28-124,90,26,0,0,5,21,12,26,1,0,0.0,1,100.0,18,60,36,2,0,2,3,1,24,14,5eae500a,Romelu Lukaku,Chelsea,True
Chelsea,Zenit,1631646000,22,ma MAR,AM,28-179,62,37,0,0,11,26,1,37,4,2,50.0,2,50.0,22,82,36,1,2,0,1,2,34,7,6622454d,Hakim Ziyech,Chelsea,True
Chelsea,Zenit,1631646000,29,de GER,AM,22-095,28,27,0,0,12,15,2,27,0,0,,0,,20,38,24,0,0,0,1,0,23,2,fed7cb61,Kai Havertz,Chelsea,False
Chelsea,Zenit,1631646000,19,eng ENG,AM,22-247,89,69,0,1,12,59,6,69,4,3,75.0,1,25.0,49,211,154,4,6,1,3,2,62,18,9674002f,Mason Mount,Chelsea,True
Chelsea,Zenit,1631646000,12,eng ENG,AM,25-234,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,e97fd090,Ruben Loftus-Cheek,Chelsea,False
Chelsea,Zenit,1631646000,5,it ITA,CM,29-268,90,135,0,16,93,27,0,135,0,0,,0,,95,332,241,3,3,0,0,0,114,4,45db685d,Jorginho,Chelsea,True
Chelsea,Zenit,1631646000,8,hr CRO,CM,27-131,90,112,2,13,65,38,0,112,6,4,66.7,2,33.3,90,425,246,5,4,0,1,1,100,3,79c0821a,Mateo Kovačić,Chelsea,True
Chelsea,Zenit,1631646000,3,es ESP,WB,30-260,82,69,0,13,19,37,5,69,1,0,0.0,1,100.0,41,165,87,3,1,0,2,0,49,15,f4290206,Marcos Alonso,Chelsea,True
Chelsea,Zenit,1631646000,21,eng ENG,WB,24-267,8,16,0,3,6,8,1,16,0,0,,0,,12,78,64,3,1,1,2,0,12,3,d2424d1b,Ben Chilwell,Chelsea,False
Chelsea,Zenit,1631646000,24,eng ENG,WB,21-280,90,80,1,11,17,52,3,80,2,1,50.0,1,50.0,55,146,44,1,1,0,0,3,58,17,1265a93a,Reece James,Chelsea,True
Chelsea,Zenit,1631646000,2,de GER,CB,28-195,90,88,1,22,60,7,1,88,2,2,100.0,0,0.0,67,333,224,3,4,1,0,0,72,0,18b896d6,Antonio Rüdiger,Chelsea,True
Chelsea,Zenit,1631646000,4,dk DEN,CB,25-157,90,116,6,43,71,3,0,116,2,2,100.0,0,0.0,80,255,143,0,1,0,0,2,86,0,1cb49278,Andreas Christensen,Chelsea,True
Chelsea,Zenit,1631646000,28,es ESP,CB,32-017,82,117,2,20,63,35,0,117,0,0,,0,,80,262,188,4,3,0,0,0,98,8,53cad200,César Azpilicueta,Chelsea,True
Chelsea,Zenit,1631646000,6,br BRA,CB,36-357,8,13,3,5,7,1,0,13,0,0,,0,,10,39,35,0,0,0,0,0,12,0,86e7deaf,Thiago Silva,Chelsea,False
Chelsea,Zenit,1631646000,16,sn SEN,GK,29-197,90,16,14,16,0,0,0,16,0,0,,0,,11,54,35,0,0,0,0,0,10,0,33887998,Edouard Mendy,Chelsea,True
Villarreal,Atalanta,1631646000,16,sn SEN,FW,24-302,59,26,0,2,11,13,1,26,1,0,0.0,1,100.0,13,38,5,0,0,0,6,0,19,5,244bc2c8,Boulaye Dia,Villarreal,True
Villarreal,Atalanta,1631646000,15,nl NED,"FW,LM",24-226,31,9,0,0,0,9,1,9,1,0,0.0,1,100.0,6,49,28,1,1,0,1,1,8,2,f08490a6,Arnaut Danjuma,Villarreal,False
Villarreal,Atalanta,1631646000,7,es ESP,FW,29-160,90,52,2,3,21,30,8,52,4,1,25.0,3,75.0,24,117,51,1,2,0,2,3,38,7,81f0781e,Gerard Moreno,Villarreal,True
Villarreal,Atalanta,1631646000,14,es ESP,LM,29-332,59,34,1,10,12,12,2,34,0,0,,0,,15,66,13,0,0,0,0,2,25,3,963829d0,Manu Trigueros,Villarreal,True
Villarreal,Atalanta,1631646000,23,es ESP,"RM,LM",27-083,31,14,0,2,5,7,0,14,0,0,,0,,11,46,23,2,0,0,2,1,13,1,5a626448,Moi Gómez,Villarreal,False
Villarreal,Atalanta,1631646000,5,es ESP,CM,32-151,90,73,0,12,47,17,0,73,2,1,50.0,1,50.0,37,196,79,1,1,0,0,1,46,0,7460ca0d,Daniel Parejo,Villarreal,True
Villarreal,Atalanta,1631646000,6,fr FRA,CM,33-065,59,48,4,17,25,6,0,48,1,1,100.0,0,0.0,24,106,26,0,1,0,1,1,27,1,5acc4a10,Étienne Capoue,Villarreal,True
Villarreal,Atalanta,1631646000,19,fr FRA,CM,30-124,24,8,0,0,8,0,0,8,2,2,100.0,0,0.0,7,38,29,1,0,0,1,0,4,0,a6951bf8,Francis Coquelin,Villarreal,False
Villarreal,Atalanta,1631646000,21,es ESP,RM,18-329,71,24,0,5,8,12,4,24,2,0,0.0,2,100.0,13,123,66,2,2,2,0,2,15,3,540ec57b,Yeremi Pino,Villarreal,True
Villarreal,Atalanta,1631646000,18,es ESP,"LM,LB",29-071,19,12,0,1,7,5,0,12,1,0,0.0,1,100.0,7,41,13,0,1,0,0,0,9,1,11b9265b,Alberto Moreno,Villarreal,False
Villarreal,Atalanta,1631646000,24,es ESP,LB,25-158,87,55,1,24,17,16,2,55,3,0,0.0,3,100.0,23,165,112,3,3,0,2,0,36,3,63f04c6c,Alfonso Pedraza,Villarreal,True
Villarreal,Atalanta,1631646000,2,es ESP,RB,30-294,3,2,0,0,1,1,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0,fb5d47b3,Mario Gaspar,Villarreal,False
Villarreal,Atalanta,1631646000,4,es ESP,CB,24-241,90,55,10,32,20,3,2,55,1,0,0.0,1,100.0,26,103,44,0,0,0,1,0,33,0,532e1e4f,Pau Torres,Villarreal,True
Villarreal,Atalanta,1631646000,3,es ESP,CB,36-010,90,35,5,21,13,1,1,35,0,0,,0,,13,57,15,0,0,0,1,0,15,0,4bd414c1,Raúl Albiol,Villarreal,True
Villarreal,Atalanta,1631646000,8,ar ARG,"RB,CM",23-245,90,62,3,19,35,9,0,62,1,0,0.0,1,100.0,31,253,173,3,1,0,2,0,32,0,6c7762c3,Juan Foyth,Villarreal,True
Villarreal,Atalanta,1631646000,13,ar ARG,GK,29-117,90,33,26,33,0,0,0,33,0,0,,0,,11,95,29,0,0,0,0,0,11,0,625c144a,Gerónimo Rulli,Villarreal,True
Barcelona,Bayern Munich,1631646000,9,nl NED,FW,27-213,90,43,0,2,31,11,1,43,7,4,57.1,3,42.9,24,206,93,3,3,0,4,2,35,9,8f696594,Memphis,Barcelona,True
Barcelona,Bayern Munich,1631646000,17,nl NED,FW,31-018,65,20,0,3,12,5,0,20,0,0,,0,,10,18,0,0,0,0,2,2,14,0,abb3bb95,Luuk de Jong,Barcelona,True
Barcelona,Bayern Munich,1631646000,14,br BRA,"LW,FW",29-094,25,15,0,1,8,7,0,15,1,1,100.0,0,0.0,13,90,77,3,1,0,1,0,14,3,0ef89a37,Philippe Coutinho,Barcelona,False
Barcelona,Bayern Munich,1631646000,18,es ESP,LW,32-177,73,71,2,21,36,15,2,71,0,0,,0,,47,122,73,3,2,2,1,0,57,8,4601e194,Jordi Alba,Barcelona,True
Barcelona,Bayern Munich,1631646000,31,es ESP,LB,17-331,17,16,0,5,6,6,0,16,1,1,100.0,0,0.0,14,147,91,4,3,0,1,0,14,2,5ccc9672,Alejandro Balde,Barcelona,False
Barcelona,Bayern Munich,1631646000,20,es ESP,RW,29-219,58,40,3,14,21,5,2,40,0,0,,0,,28,66,10,0,0,0,1,0,30,5,335fa267,Sergi Roberto,Barcelona,True
Barcelona,Bayern Munich,1631646000,11,at AUT,RW,18-104,32,17,0,7,7,5,1,17,1,1,100.0,0,0.0,14,118,32,2,3,0,0,1,12,2,fa265f6d,Yusuf Demir,Barcelona,False
Barcelona,Bayern Munich,1631646000,16,es ESP,"CM,LM",18-293,90,63,2,20,37,6,0,63,3,2,66.7,1,33.3,45,237,104,3,1,0,0,0,49,3,0d9b2d31,Pedri,Barcelona,True
