home_team,away_team,datetime,shirtnumber,nationality,position,age,minutes,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,player_id,player,squad,start
Sevilla,Red Bull Salzburg,1631637900,19,ar ARG,LB,29-321,90,45,61,73.8,847,453,26,29,89.7,13,14,92.9,6,16,37.5,0,0.1,0.1,1,2,3,1,5,81442ecb,Marcos Acuña,Sevilla,True
Sevilla,Red Bull Salzburg,1631637900,20,br BRA,CB,28-183,90,31,44,70.5,591,239,9,11,81.8,21,24,87.5,1,8,12.5,0,0.0,0.0,0,1,0,0,1,b4a014b1,Diego Carlos,Sevilla,True
Sevilla,Red Bull Salzburg,1631637900,23,fr FRA,CB,22-306,90,34,38,89.5,637,284,12,13,92.3,19,21,90.5,2,3,66.7,0,0.0,0.0,0,2,0,0,3,4d1666ff,Jules Koundé,Sevilla,True
Sevilla,Red Bull Salzburg,1631637900,16,es ESP,RB,35-297,86,43,60,71.7,761,329,22,25,88.0,16,25,64.0,5,8,62.5,0,0.1,0.4,1,5,3,2,5,3f10bd22,Jesús Navas,Sevilla,True
Sevilla,Red Bull Salzburg,1631637900,2,ar ARG,RB,24-256,4,3,5,60.0,66,41,0,1,0.0,3,3,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,374d5158,Gonzalo Montiel,Sevilla,False
Sevilla,Red Bull Salzburg,1631637900,13,ma MAR,GK,30-162,90,26,35,74.3,689,393,4,4,100.0,15,15,100.0,7,16,43.8,0,0.0,0.0,0,1,0,0,0,f6798fc3,Yassine Bounou,Sevilla,True
Young Boys,Manchester United,1631637900,15,cd COD,FW,25-039,89,,,,,,,,,,,,,,,0,,,,,,,,5d51b074,Elia Meschak,Young Boys,True
Young Boys,Manchester United,1631637900,9,ci CIV,FW,23-205,1,1,1,100.0,58,0,0,0,,0,0,,1,1,100.0,0,0.0,0.0,0,0,0,0,0,b4c816a9,Wilfried Kanga,Young Boys,False
Young Boys,Manchester United,1631637900,13,cm CMR,"LM,LW",27-067,90,34,43,79.1,575,144,18,22,81.8,11,13,84.6,4,5,80.0,0,0.0,0.1,1,4,1,0,6,0193a8bf,Moumi Ngamaleu,Young Boys,True
Young Boys,Manchester United,1631637900,16,ch SUI,"RM,RW",27-307,90,28,36,77.8,471,125,15,15,100.0,12,17,70.6,1,3,33.3,0,0.0,0.0,0,3,0,0,5,0aeeed3f,Christian Fassnacht,Young Boys,True
Young Boys,Manchester United,1631637900,20,ch SUI,"CM,AM",24-251,90,31,35,88.6,490,132,15,17,88.2,14,15,93.3,1,1,100.0,0,0.1,0.2,2,4,2,1,4,f9c927de,Michel Aebischer,Young Boys,True
Young Boys,Manchester United,1631637900,8,ch SUI,DM,25-341,45,9,18,50.0,182,54,5,6,83.3,2,6,33.3,2,5,40.0,0,0.1,0.0,2,1,0,0,2,92ffb8f9,Vincent Sierro,Young Boys,True
Young Boys,Manchester United,1631637900,17,us USA,FW,25-141,45,8,9,88.9,148,23,2,3,66.7,6,6,100.0,0,0,,0,0.0,0.0,1,0,0,0,1,b684a484,Jordan Pefok,Young Boys,False
Young Boys,Manchester United,1631637900,35,lu LUX,"DM,CM",24-207,81,38,42,90.5,786,179,13,14,92.9,21,23,91.3,4,4,100.0,0,0.1,0.1,3,5,1,0,6,0e96a5e1,Christopher Martins,Young Boys,True
Young Boys,Manchester United,1631637900,32,ch SUI,CM,19-210,9,3,4,75.0,41,9,2,2,100.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0,1,0,0,0,c2bd8585,Fabian Rieder,Young Boys,False
Young Boys,Manchester United,1631637900,21,ch SUI,LB,25-246,90,58,72,80.6,989,319,34,36,94.4,17,24,70.8,7,11,63.6,0,0.2,0.1,2,8,2,1,7,c952f633,Ulisses Garcia,Young Boys,True
Young Boys,Manchester United,1631637900,30,ch SUI,CB,24-324,89,75,79,94.9,1804,757,13,14,92.9,44,45,97.8,17,19,89.5,0,0.1,0.1,2,11,2,0,12,6a829019,Sandro Lauper,Young Boys,True
Young Boys,Manchester United,1631637900,5,ch SUI,CB,23-082,1,1,1,100.0,17,9,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,2bab583c,Cedric Zesiger,Young Boys,False
Young Boys,Manchester United,1631637900,4,gn GUI,CB,24-017,90,52,59,88.1,1062,399,14,14,100.0,34,36,94.4,4,9,44.4,0,0.0,0.0,1,4,0,0,3,24fc70d3,Mohamed Aly Camara,Young Boys,True
Young Boys,Manchester United,1631637900,36,ch SUI,RB,23-324,82,42,54,77.8,784,210,18,21,85.7,18,22,81.8,6,10,60.0,1,0.2,0.0,1,4,0,0,6,f8342731,Silvan Hefti,Young Boys,True
Young Boys,Manchester United,1631637900,10,rs SRB,RB,32-283,8,3,6,50.0,53,22,1,1,100.0,2,3,66.7,0,1,0.0,0,0.0,0.0,0,0,1,0,2,615c4d8f,Miralem Sulejmani,Young Boys,False
Young Boys,Manchester United,1631637900,26,ch SUI,GK,26-258,90,14,21,66.7,279,182,4,4,100.0,9,9,100.0,1,7,14.3,0,0.0,0.0,0,0,0,0,0,f7b10c66,David von Ballmoos,Young Boys,True
Chelsea,Zenit,1631646000,9,be BEL,FW,28-124,90,14,16,87.5,144,9,9,11,81.8,3,3,100.0,0,0,,0,0.1,0.1,2,0,1,0,1,5eae500a,Romelu Lukaku,Chelsea,True
Chelsea,Zenit,1631646000,22,ma MAR,AM,28-179,62,23,31,74.2,371,46,10,11,90.9,12,16,75.0,1,3,33.3,0,0.0,0.0,0,3,0,0,6,6622454d,Hakim Ziyech,Chelsea,True
Chelsea,Zenit,1631646000,29,de GER,AM,22-095,28,20,24,83.3,249,50,14,17,82.4,3,4,75.0,2,2,100.0,0,0.0,0.0,0,2,2,0,2,fed7cb61,Kai Havertz,Chelsea,False
Chelsea,Zenit,1631646000,19,eng ENG,AM,22-247,89,50,65,76.9,613,168,36,39,92.3,14,17,82.4,0,5,0.0,0,0.2,0.2,3,2,6,0,11,9674002f,Mason Mount,Chelsea,True
Chelsea,Zenit,1631646000,12,eng ENG,AM,25-234,1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,e97fd090,Ruben Loftus-Cheek,Chelsea,False
Chelsea,Zenit,1631646000,5,it ITA,CM,29-268,90,119,128,93.0,2027,610,61,63,96.8,49,54,90.7,9,10,90.0,0,0.0,0.3,0,27,5,0,19,45db685d,Jorginho,Chelsea,True
Chelsea,Zenit,1631646000,8,hr CRO,CM,27-131,90,101,104,97.1,1808,597,42,43,97.7,48,49,98.0,9,10,90.0,0,0.1,0.2,1,16,5,0,20,79c0821a,Mateo Kovačić,Chelsea,True
Chelsea,Zenit,1631646000,3,es ESP,WB,30-260,82,48,57,84.2,835,177,25,26,96.2,15,19,78.9,6,9,66.7,0,0.0,0.0,0,1,0,0,2,f4290206,Marcos Alonso,Chelsea,True
Chelsea,Zenit,1631646000,21,eng ENG,WB,24-267,8,12,14,85.7,151,17,9,10,90.0,3,4,75.0,0,0,,0,0.0,0.0,0,0,0,0,0,d2424d1b,Ben Chilwell,Chelsea,False
Chelsea,Zenit,1631646000,24,eng ENG,WB,21-280,90,62,71,87.3,869,148,38,40,95.0,20,25,80.0,2,3,66.7,0,0.2,0.2,3,1,2,1,4,1265a93a,Reece James,Chelsea,True
Chelsea,Zenit,1631646000,2,de GER,CB,28-195,90,78,83,94.0,1336,325,35,35,100.0,38,39,97.4,5,8,62.5,0,0.0,0.0,0,9,0,0,9,18b896d6,Antonio Rüdiger,Chelsea,True
Chelsea,Zenit,1631646000,4,dk DEN,CB,25-157,90,102,110,92.7,1838,682,43,44,97.7,49,53,92.5,10,11,90.9,0,0.0,0.0,0,5,1,0,5,1cb49278,Andreas Christensen,Chelsea,True
Chelsea,Zenit,1631646000,28,es ESP,CB,32-017,82,101,114,88.6,1545,456,57,59,96.6,44,49,89.8,0,2,0.0,1,0.1,0.1,1,11,1,1,12,53cad200,César Azpilicueta,Chelsea,True
Chelsea,Zenit,1631646000,6,br BRA,CB,36-357,8,11,12,91.7,236,162,4,4,100.0,5,5,100.0,2,3,66.7,0,0.0,0.0,0,0,0,0,0,86e7deaf,Thiago Silva,Chelsea,False
Chelsea,Zenit,1631646000,16,sn SEN,GK,29-197,90,16,16,100.0,316,172,5,5,100.0,8,8,100.0,3,3,100.0,0,0.0,0.0,0,0,0,0,0,33887998,Edouard Mendy,Chelsea,True
Villarreal,Atalanta,1631646000,16,sn SEN,FW,24-302,59,11,15,73.3,103,10,8,11,72.7,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,244bc2c8,Boulaye Dia,Villarreal,True
Villarreal,Atalanta,1631646000,15,nl NED,"FW,LM",24-226,31,6,6,100.0,76,31,3,3,100.0,3,3,100.0,0,0,,0,0.1,0.1,1,0,1,1,0,f08490a6,Arnaut Danjuma,Villarreal,False
Villarreal,Atalanta,1631646000,7,es ESP,FW,29-160,90,25,36,69.4,378,92,17,20,85.0,5,9,55.6,3,3,100.0,1,0.5,0.1,3,3,3,0,5,81f0781e,Gerard Moreno,Villarreal,True
Villarreal,Atalanta,1631646000,14,es ESP,LM,29-332,59,22,26,84.6,351,91,10,11,90.9,4,4,100.0,4,4,100.0,0,0.2,0.2,1,2,1,0,5,963829d0,Manu Trigueros,Villarreal,True
Villarreal,Atalanta,1631646000,23,es ESP,"RM,LM",27-083,31,8,12,66.7,101,22,6,7,85.7,2,4,50.0,0,0,,0,0.0,0.0,0,1,0,0,1,5a626448,Moi Gómez,Villarreal,False
Villarreal,Atalanta,1631646000,5,es ESP,CM,32-151,90,55,68,80.9,917,447,27,30,90.0,17,19,89.5,7,14,50.0,0,0.6,0.6,4,6,2,1,4,7460ca0d,Daniel Parejo,Villarreal,True
Villarreal,Atalanta,1631646000,6,fr FRA,CM,33-065,59,31,37,83.8,443,136,21,23,91.3,7,11,63.6,2,2,100.0,0,0.0,0.0,0,3,1,0,2,5acc4a10,Étienne Capoue,Villarreal,True
Villarreal,Atalanta,1631646000,19,fr FRA,CM,30-124,24,5,6,83.3,77,2,2,3,66.7,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,a6951bf8,Francis Coquelin,Villarreal,False
Villarreal,Atalanta,1631646000,21,es ESP,RM,18-329,71,6,13,46.2,75,28,5,8,62.5,1,2,50.0,0,1,0.0,0,0.0,0.0,0,0,1,0,1,540ec57b,Yeremi Pino,Villarreal,True
Villarreal,Atalanta,1631646000,18,es ESP,"LM,LB",29-071,19,8,10,80.0,82,27,4,4,100.0,2,3,66.7,0,1,0.0,0,0.0,0.0,0,1,0,0,1,11b9265b,Alberto Moreno,Villarreal,False
Villarreal,Atalanta,1631646000,24,es ESP,LB,25-158,87,38,49,77.6,445,153,25,27,92.6,7,11,63.6,2,3,66.7,0,0.0,0.0,0,1,0,0,1,63f04c6c,Alfonso Pedraza,Villarreal,True
Villarreal,Atalanta,1631646000,2,es ESP,RB,30-294,3,2,2,100.0,29,14,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,fb5d47b3,Mario Gaspar,Villarreal,False
Villarreal,Atalanta,1631646000,4,es ESP,CB,24-241,90,34,44,77.3,644,303,12,15,80.0,19,22,86.4,3,6,50.0,0,0.3,0.0,1,2,1,0,2,532e1e4f,Pau Torres,Villarreal,True
Villarreal,Atalanta,1631646000,3,es ESP,CB,36-010,90,22,28,78.6,393,208,8,9,88.9,13,15,86.7,1,2,50.0,0,0.0,0.0,0,1,0,0,1,4bd414c1,Raúl Albiol,Villarreal,True
Villarreal,Atalanta,1631646000,8,ar ARG,"RB,CM",23-245,90,39,52,75.0,661,276,18,23,78.3,15,17,88.2,5,6,83.3,0,0.0,0.0,0,8,0,0,3,6c7762c3,Juan Foyth,Villarreal,True
Villarreal,Atalanta,1631646000,13,ar ARG,GK,29-117,90,22,31,71.0,608,382,7,7,100.0,6,6,100.0,9,18,50.0,0,0.0,0.0,0,0,0,0,0,625c144a,Gerónimo Rulli,Villarreal,True
Barcelona,Bayern Munich,1631646000,9,nl NED,FW,27-213,90,23,33,69.7,430,145,9,13,69.2,9,12,75.0,4,6,66.7,0,0.1,0.1,1,3,2,0,6,8f696594,Memphis,Barcelona,True
Barcelona,Bayern Munich,1631646000,17,nl NED,FW,31-018,65,12,15,80.0,183,10,6,7,85.7,6,7,85.7,0,0,,0,0.0,0.0,0,0,0,0,1,abb3bb95,Luuk de Jong,Barcelona,True
Barcelona,Bayern Munich,1631646000,14,br BRA,"LW,FW",29-094,25,13,13,100.0,222,54,5,5,100.0,8,8,100.0,0,0,,0,0.0,0.0,0,2,0,0,2,0ef89a37,Philippe Coutinho,Barcelona,False
Barcelona,Bayern Munich,1631646000,18,es ESP,LW,32-177,73,47,70,67.1,757,259,23,30,76.7,22,32,68.8,2,6,33.3,0,0.0,0.0,1,2,2,1,4,4601e194,Jordi Alba,Barcelona,True
Barcelona,Bayern Munich,1631646000,31,es ESP,LB,17-331,17,12,15,80.0,194,62,5,5,100.0,7,8,87.5,0,1,0.0,0,0.0,0.0,1,2,0,0,3,5ccc9672,Alejandro Balde,Barcelona,False
Barcelona,Bayern Munich,1631646000,20,es ESP,RW,29-219,58,28,36,77.8,471,56,14,19,73.7,12,14,85.7,2,2,100.0,0,0.0,0.0,0,1,0,0,1,335fa267,Sergi Roberto,Barcelona,True
Barcelona,Bayern Munich,1631646000,11,at AUT,RW,18-104,32,11,13,84.6,200,33,5,6,83.3,4,5,80.0,2,2,100.0,0,0.0,0.0,1,0,0,0,2,fa265f6d,Yusuf Demir,Barcelona,False
Barcelona,Bayern Munich,1631646000,16,es ESP,"CM,LM",18-293,90,50,55,90.9,940,252,19,21,90.5,25,28,89.3,5,5,100.0,0,0.0,0.0,0,3,0,0,4,0d9b2d31,Pedri,Barcelona,True
Barcelona,Bayern Munich,1631646000,21,nl NED,CM,24-125,90,45,49,91.8,783,233,22,23,95.7,19,20,95.0,4,5,80.0,0,0.0,0.0,0,3,0,0,5,1bacc518,Frenkie de Jong,Barcelona,True
Barcelona,Bayern Munich,1631646000,5,es ESP,DM,33-060,58,40,42,95.2,725,237,22,23,95.7,12,13,92.3,6,6,100.0,0,0.0,0.0,0,1,0,0,5,5ab0ea87,Sergio Busquets,Barcelona,True
Barcelona,Bayern Munich,1631646000,30,es ESP,"RM,DM",17-040,32,10,11,90.9,128,31,8,8,100.0,2,2,100.0,0,1,0.0,0,0.0,0.1,0,0,1,0,1,19cae58d,Gavi,Barcelona,False
Barcelona,Bayern Munich,1631646000,24,es ESP,CB,20-248,65,60,63,95.2,994,442,29,29,100.0,30,30,100.0,1,3,33.3,0,0.0,0.0,0,1,0,0,1,2bed3eab,Eric García,Barcelona,True
Barcelona,Bayern Munich,1631646000,22,es ESP,"RB,CB",22-124,25,10,11,90.9,195,12,5,5,100.0,4,4,100.0,1,2,50.0,0,0.0,0.0,0,0,0,0,0,056269d7,Óscar Mingueza,Barcelona,False
Barcelona,Bayern Munich,1631646000,3,es ESP,CB,34-224,90,58,61,95.1,1202,473,16,17,94.1,35,36,97.2,7,8,87.5,0,0.0,0.0,0,0,0,0,0,adfc9123,Gerard Piqué,Barcelona,True
Barcelona,Bayern Munich,1631646000,4,uy URU,CB,22-191,90,37,43,86.0,695,175,12,12,100.0,24,27,88.9,1,4,25.0,0,0.0,0.0,0,1,0,0,0,2bef2bca,Ronald Araújo,Barcelona,True
Barcelona,Bayern Munich,1631646000,1,de GER,GK,29-137,90,40,45,88.9,997,699,8,8,100.0,21,21,100.0,11,16,68.8,0,0.0,0.0,0,0,0,0,0,6f51e382,Marc-André ter Stegen,Barcelona,True
Lille,Wolfsburg,1631646000,17,tr TUR,FW,36-061,90,12,22,54.5,178,25,8,13,61.5,2,7,28.6,1,1,100.0,0,0.0,0.0,0,1,1,0,2,165a2e40,Burak Yılmaz,Lille,True
Lille,Wolfsburg,1631646000,9,ca CAN,FW,21-243,90,12,18,66.7,198,57,6,8,75.0,5,5,100.0,1,1,100.0,0,0.0,0.0,0,1,0,0,3,ce50fd99,Jonathan David,Lille,True
Lille,Wolfsburg,1631646000,20,eng ENG,LM,21-014,73,11,18,61.1,185,77,7,8,87.5,2,6,33.3,1,2,50.0,0,0.0,0.0,0,3,2,0,3,645a3363,Angel Gomes,Lille,True
Lille,Wolfsburg,1631646000,11,tr TUR,LM,24-228,17,15,21,71.4,232,44,9,9,100.0,3,5,60.0,2,5,40.0,0,0.0,0.0,0,0,1,1,1,f5c8b425,Yusuf Yazıcı,Lille,False
Lille,Wolfsburg,1631646000,8,pt POR,CM,26-308,82,32,44,72.7,683,280,12,14,85.7,13,16,81.3,7,12,58.3,0,0.2,0.3,2,4,1,0,5,f3600c02,Xeka,Lille,True
Lille,Wolfsburg,1631646000,24,be BEL,CM,20-029,8,4,7,57.1,70,2,2,2,100.0,2,5,40.0,0,0,,0,0.0,0.0,0,0,0,0,1,828657ff,Amadou Onana,Lille,False
Lille,Wolfsburg,1631646000,21,fr FRA,CM,31-042,90,42,53,79.2,677,199,22,26,84.6,13,15,86.7,5,5,100.0,0,0.0,0.1,1,4,0,0,12,ef9c1c95,Benjamin André,Lille,True
Lille,Wolfsburg,1631646000,10,fr FRA,RM,23-135,73,24,27,88.9,400,87,11,12,91.7,11,11,100.0,2,3,66.7,0,0.1,0.1,1,1,2,0,4,42eaa028,Jonathan Ikone,Lille,True
Lille,Wolfsburg,1631646000,19,fr FRA,RM,19-157,17,11,16,68.8,150,29,8,9,88.9,3,4,75.0,0,1,0.0,0,0.0,0.0,1,0,1,0,1,57a46f3f,Isaac Lihadji,Lille,False
Lille,Wolfsburg,1631646000,28,mz MOZ,LB,27-236,90,56,67,83.6,928,337,28,32,87.5,25,26,96.2,3,4,75.0,0,0.0,0.0,1,4,1,0,5,c20bdcd7,Reinildo Mandava,Lille,True
Lille,Wolfsburg,1631646000,4,nl NED,CB,21-245,90,66,73,90.4,1273,343,26,27,96.3,31,33,93.9,8,11,72.7,0,0.0,0.0,1,3,0,0,1,ccce7025,Sven Botman,Lille,True
Lille,Wolfsburg,1631646000,6,pt POR,CB,37-266,90,63,70,90.0,1147,316,26,28,92.9,31,32,96.9,6,9,66.7,0,0.8,0.0,2,6,0,0,6,90f87966,José Fonte,Lille,True
Lille,Wolfsburg,1631646000,2,tr TUR,RB,24-209,90,64,80,80.0,1215,580,25,29,86.2,28,34,82.4,10,14,71.4,0,0.0,0.1,0,12,4,1,12,31a62dc7,Zeki Çelik,Lille,True
Lille,Wolfsburg,1631646000,1,hr CRO,GK,25-239,90,12,18,66.7,296,188,3,3,100.0,7,7,100.0,2,8,25.0,0,0.0,0.0,0,0,0,0,0,3f034750,Ivo Grbić,Lille,True
Malmö,Juventus,1631646000,9,hr CRO,FW,27-362,90,13,14,92.9,173,1,7,8,87.5,3,3,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,bfde3de5,Antonio Čolak,Malmö,True
Malmö,Juventus,1631646000,19,rs SRB,FW,23-193,58,4,7,57.1,59,16,2,3,66.7,2,2,100.0,0,1,0.0,0,0.0,0.0,0,1,0,0,0,636247ca,Veljko Birmančević,Malmö,True
Malmö,Juventus,1631646000,17,gh GHA,FW,21-127,32,7,8,87.5,74,5,4,4,100.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,47aaf574,Malik Abubakari,Malmö,False
Malmö,Juventus,1631646000,7,mk MKD,CM,25-213,58,10,12,83.3,116,30,8,8,100.0,2,2,100.0,0,2,0.0,0,0.0,0.0,0,1,0,0,2,e150254d,Erdal Rakip,Malmö,True
Malmö,Juventus,1631646000,22,ba BIH,CM,23-287,32,12,16,75.0,165,60,8,10,80.0,3,4,75.0,1,1,100.0,0,0.0,0.0,1,1,1,1,2,ad597bf7,Adi Nalic,Malmö,False
Malmö,Juventus,1631646000,10,dk DEN,CM,31-098,90,43,56,76.8,979,222,11,14,78.6,24,27,88.9,8,12,66.7,0,0.1,0.1,2,4,1,0,4,770ebf00,Anders Christiansen,Malmö,True
Malmö,Juventus,1631646000,20,ng NGA,CM,25-237,74,30,34,88.2,583,56,9,10,90.0,16,17,94.1,5,7,71.4,0,0.0,0.0,0,3,0,0,1,546bb36e,Bonke Innocent,Malmö,True
Malmö,Juventus,1631646000,37,se SWE,CM,19-121,16,9,10,90.0,167,43,3,4,75.0,5,5,100.0,1,1,100.0,0,0.0,0.0,1,1,1,0,2,ce747d2a,Sebastian Nanasi,Malmö,False
Malmö,Juventus,1631646000,5,dk DEN,LB,34-160,74,26,33,78.8,397,118,17,17,100.0,8,14,57.1,1,1,100.0,0,0.0,0.0,0,2,0,0,1,572498c7,Søren Rieks,Malmö,True
Malmö,Juventus,1631646000,13,se SWE,LB,33-120,16,10,12,83.3,194,76,4,4,100.0,5,5,100.0,1,3,33.3,0,0.1,0.1,1,2,1,1,2,2f72f79e,Martin Olsson,Malmö,False
Malmö,Juventus,1631646000,31,se SWE,CB,25-227,90,43,47,91.5,858,214,18,18,100.0,20,22,90.9,5,6,83.3,0,0.0,0.0,0,2,0,0,0,08d37c53,Franz Brorsson,Malmö,True
Malmö,Juventus,1631646000,24,dk DEN,CB,33-249,90,40,45,88.9,978,347,5,6,83.3,24,27,88.9,11,12,91.7,0,0.0,0.0,0,3,0,0,1,06e5b0e4,Lasse Nielsen,Malmö,True
Malmö,Juventus,1631646000,15,ba BIH,CB,22-172,90,58,66,87.9,1279,485,16,17,94.1,31,32,96.9,11,16,68.8,0,0.0,0.0,1,8,1,0,10,eab957a3,Anel Ahmedhodzic,Malmö,True
Malmö,Juventus,1631646000,32,no NOR,RB,31-003,90,32,50,64.0,563,249,13,18,72.2,15,22,68.2,3,5,60.0,0,0.1,0.1,1,2,2,2,3,f512a009,Jo Inge Berget,Malmö,True
Malmö,Juventus,1631646000,30,ml MLI,GK,26-307,90,26,29,89.7,654,436,6,6,100.0,12,12,100.0,8,11,72.7,0,0.0,0.0,0,0,0,0,0,a9107589,Ismael Diawara,Malmö,True
Dynamo Kyiv,Benfica,1631646000,73,by BLR,FW,22-028,58,6,10,60.0,59,0,3,6,50.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,b37c0a9f,Ilya Shkurin,Dynamo Kyiv,True
Dynamo Kyiv,Benfica,1631646000,19,ua UKR,FW,31-148,32,4,6,66.7,45,13,3,5,60.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,1,0,1,bfc5768b,Denys Harmash,Dynamo Kyiv,False
Dynamo Kyiv,Benfica,1631646000,29,ua UKR,FW,28-251,90,18,23,78.3,243,11,10,13,76.9,4,4,100.0,2,3,66.7,0,0.0,0.0,1,1,0,0,0,b8814868,Vitaliy Buyalskyi,Dynamo Kyiv,True
Dynamo Kyiv,Benfica,1631646000,14,uy URU,LM,29-187,75,11,27,40.7,120,33,7,14,50.0,3,7,42.9,0,1,0.0,0,0.0,0.0,0,0,0,0,1,6b915aa1,Carlos de Pena,Dynamo Kyiv,True
Dynamo Kyiv,Benfica,1631646000,7,si SVN,LM,27-291,15,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,2ebc1b44,Benjamin Verbič,Dynamo Kyiv,False
Dynamo Kyiv,Benfica,1631646000,10,ua UKR,CM,22-345,90,32,37,86.5,648,100,13,14,92.9,13,14,92.9,6,8,75.0,0,0.0,0.0,1,2,0,0,1,17e3e467,Mykola Shaparenko,Dynamo Kyiv,True
Dynamo Kyiv,Benfica,1631646000,5,ua UKR,CM,30-135,90,32,36,88.9,571,154,11,11,100.0,15,17,88.2,3,5,60.0,0,0.0,0.0,0,2,0,0,3,c71e97ba,Serhiy Sydorchuk,Dynamo Kyiv,True
Dynamo Kyiv,Benfica,1631646000,15,ua UKR,RM,23-303,75,16,23,69.6,270,129,10,14,71.4,4,5,80.0,2,3,66.7,0,0.0,0.0,0,2,1,0,2,f7e87032,Viktor Tsyhankov,Dynamo Kyiv,True
Dynamo Kyiv,Benfica,1631646000,20,ua UKR,RM,29-104,15,3,6,50.0,25,13,2,2,100.0,0,2,0.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,1bd5735a,Oleksandr Karavayev,Dynamo Kyiv,False
Dynamo Kyiv,Benfica,1631646000,16,ua UKR,LB,22-108,90,32,48,66.7,552,196,17,19,89.5,12,19,63.2,3,7,42.9,0,0.0,0.0,0,0,1,1,2,30d4a2e5,Vitaliy Mykolenko,Dynamo Kyiv,True
Dynamo Kyiv,Benfica,1631646000,34,ua UKR,CB,21-095,90,27,36,75.0,587,222,10,11,90.9,12,15,80.0,5,9,55.6,0,0.0,0.0,0,0,0,0,1,3d62c18b,Oleksandr Syrota,Dynamo Kyiv,True
