url,home_team,away_team,datetime,home_team_manager,away_team_manager,stadium,attendance
https://fbref.com/en/matches/3cc3f661/Los-Angeles-FC-Colorado-Rapids-February-26-2022-Major-League-Soccer,Los Angeles FC,Colorado Rapids,1645907400,Steve Cherundolo,Robin Fraser,"Banc of California Stadium, Los Angeles",22010
https://fbref.com/en/matches/98333f05/Philadelphia-Union-Minnesota-United-February-26-2022-Major-League-Soccer,Philadelphia Union,Minnesota United,1645898400,Jim Curtin,Adrian Heath,"Subaru Park, Chester",17487
https://fbref.com/en/matches/a7227215/San-Jose-Earthquakes-New-York-Red-Bulls-February-26-2022-Major-League-Soccer,San Jose Earthquakes,New York Red Bulls,1645916400,Matías Almeyda,Gerhard Struber,"PayPal Park, San José",16146
https://fbref.com/en/matches/880c7b05/Columbus-Crew-Vancouver-Whitecaps-FC-February-26-2022-Major-League-Soccer,Columbus Crew,Vancouver Whitecaps FC,1645907400,Caleb Porter,Vanni Sartini,"Lower.com Field, Columbus",18939
https://fbref.com/en/matches/91a614e9/FC-Dallas-Toronto-FC-February-26-2022-Major-League-Soccer,FC Dallas,Toronto FC,1645914600,Nico Estévez,Bob Bradley,"Toyota Stadium, Frisco",12233
https://fbref.com/en/matches/6307d2b7/Austin-FC-FC-Cincinnati-February-26-2022-Major-League-Soccer,Austin FC,FC Cincinnati,1645916400,Josh Wolff,Pat Noonan,"Q2 Stadium, Austin",20738
https://fbref.com/en/matches/acee6cf6/DC-United-Charlotte-FC-February-26-2022-Major-League-Soccer,D.C. United,Charlotte FC,1645916400,Hernán Losada,Miguel Ángel Ramírez,"Audi Field, Washington",16412
https://fbref.com/en/matches/d8ee94a7/Inter-Miami-Chicago-Fire-February-26-2022-Major-League-Soccer,Inter Miami,Chicago Fire,1645916400,Phil Neville,Ezra Hendrickson,"DRV PNK Stadium, Fort Lauderdale",15973
https://fbref.com/en/matches/fb1ac62c/Orlando-City-CF-Montreal-February-27-2022-Major-League-Soccer,Orlando City,CF Montréal,1645984800,Óscar Pareja,Wilfried Nancy,"Exploria Stadium, Orlando",21283
https://fbref.com/en/matches/0423c662/LA-Galaxy-New-York-City-FC-February-27-2022-Major-League-Soccer,LA Galaxy,New York City FC,1645999200,Greg Vanney,Ronny Deila,"Dignity Health Sports Park, Carson",25174
