home_team,away_team,datetime,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,player_id,player,squad,start
Internazionale,Genoa,1629563400,si SVN,37-038,90,4,0,4,100.0,0.3,3,3,100.0,24,2,12.5,24.2,0,,,8,0,0.0,0,,74419746,Samir Handanović,Internazionale,True
Hellas Verona,Sassuolo,1629563400,hr CRO,21-149,90,7,3,4,57.1,2.9,12,17,70.6,21,3,57.1,37.0,6,83.3,49.7,5,0,0.0,1,14.0,457cb02f,Ivor Pandur,Hellas Verona,True
Torino,Atalanta,1629571500,rs SRB,24-182,90,2,2,0,0.0,1.2,11,34,32.4,43,2,76.7,51.8,1,100.0,75.0,3,0,0.0,4,25.4,9fa26bc2,Vanja Milinković-Savić,Torino,True
Empoli,Lazio,1629571500,it ITA,24-318,90,4,3,1,50.0,2.1,0,3,0.0,28,4,10.7,24.7,4,0.0,19.0,7,0,0.0,0,5.8,77d6fd4d,Guglielmo Vicario,Empoli,True
Bologna,Salernitana,1629649800,pl POL,30-109,90,4,2,2,75.0,1.9,3,5,60.0,14,3,28.6,29.4,6,16.7,24.8,13,2,15.4,0,9.7,ab4449d6,Łukasz Skorupski,Bologna,True
Udinese,Juventus,1629649800,it ITA,30-173,90,3,2,1,33.3,1.8,3,7,42.9,16,2,37.5,33.0,6,16.7,29.0,6,0,0.0,1,22.0,0d422df7,Marco Silvestri,Udinese,True
Napoli,Venezia,1629657900,it ITA,24-153,90,4,0,4,100.0,0.4,2,5,40.0,18,7,11.1,24.2,7,42.9,34.9,12,1,8.3,0,10.0,9413b19f,Alex Meret,Napoli,True
Roma,Fiorentina,1629657900,pt POR,33-188,90,8,1,7,87.5,1.2,4,11,36.4,30,7,30.0,34.2,3,66.7,44.0,12,0,0.0,0,3.5,79b0d6a0,Rui Patrício,Roma,True
Cagliari,Spezia,1629736200,it ITA,27-056,90,4,2,2,50.0,1.3,7,17,41.2,37,4,43.2,36.6,6,16.7,26.2,10,0,0.0,3,26.0,f554e29b,Alessio Cragno,Cagliari,True
Sampdoria,Milan,1629744300,it ITA,24-217,90,4,1,3,75.0,1.6,6,14,42.9,25,9,32.0,32.2,9,66.7,52.1,12,2,16.7,0,8.7,649b01d8,Emil Audero,Sampdoria,True
Udinese,Venezia,1630081800,it ITA,30-178,90,3,0,3,100.0,0.9,7,11,63.6,12,3,50.0,34.9,11,45.5,36.1,12,0,0.0,0,,0d422df7,Marco Silvestri,Udinese,True
Hellas Verona,Internazionale,1630089900,it ITA,25-188,90,7,3,4,57.1,1.8,9,24,37.5,30,3,63.3,43.0,7,71.4,49.1,16,0,0.0,1,32.0,c1d95617,Lorenzo Montipò,Hellas Verona,True
Atalanta,Bologna,1630168200,ar ARG,27-114,90,1,0,1,100.0,0.0,4,6,66.7,21,4,19.0,31.8,2,100.0,67.0,11,1,9.1,2,18.5,a111cf41,Juan Musso,Atalanta,True
Lazio,Spezia,1630168200,es ESP,38-362,90,2,1,1,50.0,0.9,3,11,27.3,36,3,27.8,31.0,6,16.7,22.3,9,1,11.1,0,11.0,e358587b,Pepe Reina,Lazio,True
Fiorentina,Torino,1630176300,it ITA,31-173,90,1,1,0,0.0,0.3,10,23,43.5,43,2,51.2,39.0,4,25.0,31.5,8,0,0.0,0,,e1b0a70d,Pietro Terracciano,Fiorentina,True
Juventus,Empoli,1630176300,pl POL,31-132,90,3,1,2,66.7,1.2,2,3,66.7,12,5,25.0,29.4,7,0.0,23.0,17,0,0.0,1,13.0,01b8a2b2,Wojciech Szczęsny,Juventus,True
Sassuolo,Sampdoria,1630254600,it ITA,34-214,90,2,0,2,100.0,0.2,6,16,37.5,42,5,33.3,31.9,10,20.0,23.6,16,1,6.3,0,4.0,8cabdc1e,Andrea Consigli,Sassuolo,True
Genoa,Napoli,1630254600,it ITA,34-229,90,8,2,6,75.0,1.1,8,14,57.1,33,7,36.4,32.5,4,50.0,40.0,10,3,30.0,0,10.8,10dc46f0,Salvatore Sirigu,Genoa,True
Milan,Cagliari,1630262700,fr FRA,26-057,90,2,1,1,50.0,0.6,3,6,50.0,24,3,20.8,31.0,6,16.7,29.2,12,0,0.0,0,6.0,fcb38f57,Mike Maignan,Milan,True
Salernitana,Roma,1630262700,si SVN,31-084,90,9,4,5,55.6,3.1,6,22,27.3,12,1,91.7,51.6,11,100.0,60.7,19,0,0.0,0,7.7,4f8ce0e1,Vid Belec,Salernitana,True
Empoli,Venezia,1631365200,it ITA,24-339,90,3,2,1,33.3,1.7,2,5,40.0,27,5,18.5,26.6,6,0.0,19.8,7,0,0.0,4,32.8,77d6fd4d,Guglielmo Vicario,Empoli,True
