home_team,away_team,datetime,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,player_id,player,squad,start
Barcelona,PSV Eindhoven,1537289700,9,uy URU,FW,31-237,90,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,,a6154613,Luis Suárez,Barcelona,True
Barcelona,PSV Eindhoven,1537289700,11,fr FRA,LW,21-126,82,0,0,0,1,3,0,5,0,0,0,0,0,0,0,0,,b19db005,Ousmane Dembélé,Barcelona,True
Barcelona,PSV Eindhoven,1537289700,8,br BRA,LM,22-037,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,48b3dd60,Arthur Melo,Barcelona,False
Barcelona,PSV Eindhoven,1537289700,10,ar ARG,"RW,FW",31-086,90,0,0,0,0,1,0,2,0,2,0,0,0,2,0,0,,d70ce98e,Lionel Messi,Barcelona,True
Barcelona,PSV Eindhoven,1537289700,7,br BRA,LM,26-098,79,0,0,0,0,1,0,0,1,0,0,0,0,3,0,1,0.0,0ef89a37,Philippe Coutinho,Barcelona,True
Barcelona,PSV Eindhoven,1537289700,15,fr FRA,CB,23-093,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,4f28a6ff,Clément Lenglet,Barcelona,False
Barcelona,PSV Eindhoven,1537289700,5,es ESP,CM,30-064,90,0,0,0,2,1,0,0,4,1,0,0,0,5,1,5,16.7,5ab0ea87,Sergio Busquets,Barcelona,True
Barcelona,PSV Eindhoven,1537289700,4,hr CRO,RM,30-192,84,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,,89f951b5,Ivan Rakitić,Barcelona,True
Barcelona,PSV Eindhoven,1537289700,22,cl CHI,RM,31-119,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,100.0,67cdbc0e,Arturo Vidal,Barcelona,False
Barcelona,PSV Eindhoven,1537289700,18,es ESP,LB,29-181,90,0,0,0,0,0,0,4,0,0,0,0,0,9,1,0,100.0,4601e194,Jordi Alba,Barcelona,True
Barcelona,PSV Eindhoven,1537289700,23,fr FRA,CB,24-308,78,2,1,1,5,0,0,0,0,1,0,0,0,5,1,0,100.0,3eed9821,Samuel Umtiti,Barcelona,True
Barcelona,PSV Eindhoven,1537289700,3,es ESP,CB,31-228,90,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,50.0,adfc9123,Gerard Piqué,Barcelona,True
Barcelona,PSV Eindhoven,1537289700,20,es ESP,RB,26-223,90,0,0,0,0,0,0,0,3,1,0,0,0,7,1,0,100.0,335fa267,Sergi Roberto,Barcelona,True
Barcelona,PSV Eindhoven,1537289700,1,de GER,GK,26-141,90,0,0,0,0,2,0,0,0,0,0,0,0,3,1,0,100.0,6f51e382,Marc-André ter Stegen,Barcelona,True
Internazionale,Tottenham Hotspur,1537289700,9,ar ARG,FW,25-211,90,0,0,0,2,0,1,1,0,0,0,0,0,1,1,1,50.0,43b78598,Mauro Icardi,Internazionale,True
Internazionale,Tottenham Hotspur,1537289700,44,hr CRO,LW,29-228,63,1,0,0,2,1,0,2,1,1,0,0,0,3,1,3,25.0,6fe90922,Ivan Perišić,Internazionale,True
