url,home_team,away_team,datetime,home_team_manager,away_team_manager,stadium,attendance
https://fbref.com/en/matches/7f6a5ede/Lyon-Zenit-September-17-2019-Champions-League,Lyon,Zenit,1568739300,Thiago Mendes,Sergei Semak,"Groupama Stadium, Décines-Charpieu",47201
https://fbref.com/en/matches/b56e2c3b/Internazionale-Slavia-Prague-September-17-2019-Champions-League,Internazionale,Slavia Prague,1568739300,Antonio Conte,Jindřich Trpišovský,"Stadio Giuseppe Meazza, Milano",50128
https://fbref.com/en/matches/8c3140a0/Chelsea-Valencia-September-17-2019-Champions-League,Chelsea,Valencia,1568746800,Frank Lampard,Albert Celades,"Stamford Bridge, London",39469
https://fbref.com/en/matches/f871df3b/Benfica-RB-Leipzig-September-17-2019-Champions-League,Benfica,RB Leipzig,1568746800,Bruno Lage,Julian Nagelsmann,"Estádio do Sport Lisboa e Benfica, Lisboa",46460
https://fbref.com/en/matches/15996455/Dortmund-Barcelona-September-17-2019-Champions-League,Dortmund,Barcelona,1568746800,Lucien Favre,Ernesto Valverde,"Signal Iduna Park, Dortmund",66099
https://fbref.com/en/matches/5b62cee4/Red-Bull-Salzburg-Genk-September-17-2019-Champions-League,Red Bull Salzburg,Genk,1568746800,Jesse Marsch,Felice Mazzù,"Red Bull Arena, Salzburg",29520
https://fbref.com/en/matches/602b7cb7/Ajax-Lille-September-17-2019-Champions-League,Ajax,Lille,1568746800,Erik ten Hag,Christophe Galtier,"Johan Cruyff ArenA, Amsterdam",51441
https://fbref.com/en/matches/83579d2e/Napoli-Liverpool-September-17-2019-Champions-League,Napoli,Liverpool,1568746800,Carlo Ancelotti,Jürgen Klopp,"Stadio San Paolo, Napoli",38878
https://fbref.com/en/matches/7b5b1e42/Club-Brugge-Galatasaray-September-18-2019-Champions-League,Club Brugge,Galatasaray,1568825700,Philippe Clement,Fatih Terim,"Jan Breydelstadion, Brugge",26616
https://fbref.com/en/matches/a6045d6f/Olympiacos-Tottenham-Hotspur-September-18-2019-Champions-League,Olympiacos,Tottenham Hotspur,1568825700,Pedro Martins,Mauricio Pochettino,"Stadio Georgios Karaiskáki, Piraeus",31001
https://fbref.com/en/matches/0fb39d2a/Atletico-Madrid-Juventus-September-18-2019-Champions-League,Atlético Madrid,Juventus,1568833200,Diego Simeone,Maurizio Sarri,"Estadio Wanda Metropolitano, Madrid",66283
https://fbref.com/en/matches/29e6ad42/Paris-Saint-Germain-Real-Madrid-September-18-2019-Champions-League,Paris Saint-Germain,Real Madrid,1568833200,Thomas Tuchel,Zinédine Zidane,"Parc des Princes, Paris",46361
https://fbref.com/en/matches/82b3f914/Bayern-Munich-Red-Star-Belgrade-September-18-2019-Champions-League,Bayern Munich,Red Star Belgrade,1568833200,Niko Kovač,Vladan Milojević,"Allianz Arena, München",70000
https://fbref.com/en/matches/940279a1/Dinamo-Zagreb-Atalanta-September-18-2019-Champions-League,Dinamo Zagreb,Atalanta,1568833200,Nenad Bjelica,Gian Piero Gasperini,"Stadion Maksimir, Zagreb",28863
https://fbref.com/en/matches/d1dd1dea/Bayer-Leverkusen-Lokomotiv-Moscow-September-18-2019-Champions-League,Bayer Leverkusen,Lokomotiv Moscow,1568833200,Peter Bosz,Yurii Semin,"BayArena, Leverkusen",26592
https://fbref.com/en/matches/dfe33af5/Shakhtar-Donetsk-Manchester-City-September-18-2019-Champions-League,Shakhtar Donetsk,Manchester City,1568833200,Luís Castro,Pep Guardiola,"Oblasny SportKomplex Metalist, Kharkiv",36675
https://fbref.com/en/matches/8932de20/Atalanta-Shakhtar-Donetsk-October-1-2019-Champions-League,Atalanta,Shakhtar Donetsk,1569948900,Gian Piero Gasperini,Luís Castro,"Stadio Giuseppe Meazza, Milano",26022
https://fbref.com/en/matches/ab9819b4/Real-Madrid-Club-Brugge-October-1-2019-Champions-League,Real Madrid,Club Brugge,1569948900,Zinédine Zidane,Philippe Clement,"Estadio Santiago Bernabéu, Madrid",65112
https://fbref.com/en/matches/0c3534e0/Manchester-City-Dinamo-Zagreb-October-1-2019-Champions-League,Manchester City,Dinamo Zagreb,1569956400,Pep Guardiola,Nenad Bjelica,"Etihad Stadium, Manchester",49046
https://fbref.com/en/matches/ff840ac5/Tottenham-Hotspur-Bayern-Munich-October-1-2019-Champions-League,Tottenham Hotspur,Bayern Munich,1569956400,Mauricio Pochettino,Niko Kovač,"Tottenham Hotspur Stadium, London",60127
