home_team,away_team,datetime,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,player_id,player,squad,start
Bayern Munich,Bayer Leverkusen,1503081000,de GER,29-015,90,4,1,3,75.0,0.9,7,11,63.6,23,5,17.4,26.9,14,50.0,43.8,8,1,12.5,0,8.3,7d3e7da6,Sven Ulreich,Bayern Munich,True
Hertha BSC,Stuttgart,1503149400,no NOR,32-324,90,2,0,2,100.0,0.1,5,10,50.0,20,6,20.0,32.4,8,75.0,51.6,8,0,0.0,0,12.3,27d2618c,Rune Jarstein,Hertha BSC,True
Mainz 05,Hannover 96,1503149400,de GER,32-216,90,2,1,1,50.0,0.6,2,6,33.3,31,3,6.5,21.5,5,80.0,50.0,3,0,0.0,1,19.3,f71890f5,René Adler,Mainz 05,True
Wolfsburg,Dortmund,1503149400,be BEL,25-055,90,5,3,2,40.0,1.9,9,30,30.0,24,3,91.7,55.6,8,100.0,68.0,9,0,0.0,2,23.5,db401046,Koen Casteels,Wolfsburg,True
Hoffenheim,Werder Bremen,1503149400,de GER,27-078,90,2,0,2,100.0,0.2,5,15,33.3,30,1,36.7,36.8,4,100.0,66.5,9,0,0.0,1,16.3,47064058,Oliver Baumann,Hoffenheim,True
Hamburger SV,Augsburg,1503149400,de GER,25-141,90,1,0,1,100.0,0.1,15,28,53.6,27,3,77.8,55.0,9,77.8,54.7,27,2,7.4,0,10.0,4a15e95b,Christian Mathenia,Hamburger SV,True
Schalke 04,RB Leipzig,1503160200,de GER,28-326,90,3,0,3,100.0,0.9,5,14,35.7,17,3,58.8,43.8,7,57.1,43.7,16,0,0.0,0,6.3,1e43fad8,Ralf Fährmann,Schalke 04,True
Freiburg,Eintracht Frankfurt,1503235800,de GER,25-079,90,2,0,2,100.0,0.3,7,18,38.9,27,5,37.0,39.2,8,100.0,71.8,25,2,8.0,0,10.0,0d55d942,Alexander Schwolow,Freiburg,True
Mönchengladbach,Köln,1503244800,ch SUI,28-246,90,2,0,2,100.0,0.1,6,18,33.3,29,4,34.5,33.6,10,80.0,51.5,10,1,10.0,0,8.0,420c18a1,Yann Sommer,Mönchengladbach,True
Köln,Hamburger SV,1503685800,de GER,24-105,90,4,3,1,25.0,1.7,1,5,20.0,24,2,4.2,20.0,7,57.1,44.6,11,0,0.0,0,15.0,3cd9e95a,Timo Horn,Köln,True
Eintracht Frankfurt,Wolfsburg,1503754200,fi FIN,27-275,90,3,1,2,66.7,1.7,5,14,35.7,28,8,28.6,30.1,6,100.0,67.5,9,1,11.1,4,17.3,ad3389d5,Lukáš Hrádecký,Eintracht Frankfurt,True
Augsburg,Mönchengladbach,1503754200,ch SUI,29-342,90,3,2,1,33.3,1.3,13,18,72.2,22,3,54.5,42.1,11,54.5,46.0,4,0,0.0,2,14.2,2e7ff968,Marwin Hitz,Augsburg,True
Stuttgart,Mainz 05,1503754200,de GER,28-195,90,6,0,6,100.0,0.7,15,30,50.0,36,7,50.0,40.9,12,100.0,65.4,17,1,5.9,3,16.9,a0606ae8,Ron-Robert Zieler,Stuttgart,True
Bayer Leverkusen,Hoffenheim,1503754200,de GER,25-175,90,4,2,2,50.0,1.1,2,9,22.2,33,5,27.3,29.4,3,0.0,25.7,6,0,0.0,6,21.4,2628fd2b,Bernd Leno,Bayer Leverkusen,True
