home_team,away_team,datetime,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,player_id,player,squad,start
Dinamo Zagreb,Chelsea,1662482700,99,hr CRO,FW,29-251,76,32,0,4,4,25,4,32,0,0,,0,,22,125,87,3,3,1,3,0,21,7,ee950928,Mislav Oršić,Dinamo Zagreb,True
Dinamo Zagreb,Chelsea,1662482700,77,hr CRO,FW,23-168,14,7,2,4,3,0,0,7,3,2,66.7,1,33.3,4,40,24,0,0,0,0,0,2,0,688fcea2,Dario Špikić,Dinamo Zagreb,False
Dinamo Zagreb,Chelsea,1662482700,9,hr CRO,FW,27-355,89,50,1,2,32,16,1,50,5,1,20.0,4,80.0,35,153,30,0,0,0,2,10,41,3,24228180,Bruno Petković,Dinamo Zagreb,True
Dinamo Zagreb,Chelsea,1662482700,18,ch SUI,FW,30-029,1,1,0,0,0,1,0,1,0,0,,0,,1,12,5,1,0,0,0,0,1,1,15ea94de,Josip Drmić,Dinamo Zagreb,False
Dinamo Zagreb,Chelsea,1662482700,14,at AUT,LW,23-054,90,61,9,31,20,11,1,61,0,0,,0,,23,108,76,2,1,0,1,1,22,2,99a8ddc9,Robert Ljubicic,Dinamo Zagreb,True
Dinamo Zagreb,Chelsea,1662482700,2,ir IRN,RW,26-189,75,21,2,9,8,4,1,21,0,0,,0,,15,65,41,1,0,1,1,1,15,1,25b74470,Sadegh Moharrami,Dinamo Zagreb,True
Dinamo Zagreb,Chelsea,1662482700,6,dk DEN,CB,26-191,15,2,2,2,0,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0,8b929ec2,Rasmus Lauritsen,Dinamo Zagreb,False
Dinamo Zagreb,Chelsea,1662482700,5,mk MKD,CM,31-100,87,28,2,8,11,9,1,28,4,1,25.0,3,75.0,15,37,14,0,0,0,2,0,14,1,ee926a02,Arijan Ademi,Dinamo Zagreb,True
Dinamo Zagreb,Chelsea,1662482700,10,hr CRO,CM,19-202,3,4,0,1,3,0,0,4,1,0,0.0,1,100.0,4,28,1,0,0,0,2,0,3,1,d1eda5f0,Martin Baturina,Dinamo Zagreb,False
Dinamo Zagreb,Chelsea,1662482700,7,hr CRO,CM,23-284,90,46,2,12,27,9,2,46,6,3,50.0,3,50.0,32,203,79,4,2,1,2,4,33,4,29fbdc88,Luka Ivanušec,Dinamo Zagreb,True
Dinamo Zagreb,Chelsea,1662482700,27,hr CRO,DM,28-070,90,43,5,20,23,2,0,43,1,1,100.0,0,0.0,23,141,79,0,1,0,0,0,25,0,46152b69,Josip Mišić,Dinamo Zagreb,True
Dinamo Zagreb,Chelsea,1662482700,55,hr CRO,CB,28-056,90,47,15,33,12,2,0,47,0,0,,0,,18,92,58,1,1,0,0,0,19,0,121101a4,Dino Perić,Dinamo Zagreb,True
Dinamo Zagreb,Chelsea,1662482700,37,hr CRO,CB,22-190,90,33,7,19,13,1,0,33,3,2,66.7,1,33.3,24,160,92,0,0,0,0,0,23,0,33a6a650,Josip Šutalo,Dinamo Zagreb,True
Dinamo Zagreb,Chelsea,1662482700,13,mk MKD,"CB,RW",30-206,90,53,10,24,24,5,0,53,1,0,0.0,1,100.0,24,134,77,2,1,0,0,0,24,2,7e56d3db,Stefan Ristovski,Dinamo Zagreb,True
Dinamo Zagreb,Chelsea,1662482700,40,hr CRO,GK,27-240,90,45,38,45,0,0,0,45,0,0,,0,,20,160,105,0,0,0,0,0,10,0,58f077c0,Dominik Livaković,Dinamo Zagreb,True
Dortmund,FC Copenhagen,1662482700,20,fr FRA,FW,34-145,66,17,1,1,5,11,4,17,0,0,,0,,11,43,25,0,1,0,1,0,14,4,34e4343c,Anthony Modeste,Dortmund,True
Dortmund,FC Copenhagen,1662482700,18,de GER,FW,17-290,24,6,0,1,2,4,2,6,1,1,100.0,0,0.0,3,24,21,1,0,1,0,0,3,2,6ce43701,Youssoufa Moukoko,Dortmund,False
Dortmund,FC Copenhagen,1662482700,10,be BEL,LW,29-161,22,9,0,0,6,3,0,9,1,0,0.0,1,100.0,4,20,1,0,0,0,0,1,8,0,50871bcc,Thorgan Hazard,Dortmund,True
Dortmund,FC Copenhagen,1662482700,7,us USA,"LW,RW",19-297,68,38,0,0,13,26,3,38,1,0,0.0,1,100.0,27,135,71,2,4,0,0,1,31,8,7fa4e703,Gio Reyna,Dortmund,False
Dortmund,FC Copenhagen,1662482700,19,de GER,"RW,AM",26-127,90,76,0,3,27,46,4,76,4,2,50.0,2,50.0,49,287,168,8,3,1,2,1,59,11,a167537f,Julian Brandt,Dortmund,True
Dortmund,FC Copenhagen,1662482700,11,de GER,AM,33-098,85,45,1,4,14,27,10,45,2,2,100.0,0,0.0,27,202,106,4,1,2,1,2,31,10,36a3ff67,Marco Reus,Dortmund,True
Dortmund,FC Copenhagen,1662482700,17,de GER,"LW,AM",27-102,5,9,0,1,3,6,0,9,0,0,,0,,7,41,36,1,1,0,1,0,8,1,fa661778,Marius Wolf,Dortmund,False
Dortmund,FC Copenhagen,1662482700,6,tr TUR,DM,24-238,65,64,0,14,43,7,0,64,0,0,,0,,47,249,141,0,1,0,0,0,53,1,15413fa5,Salih Özcan,Dortmund,True
Dortmund,FC Copenhagen,1662482700,23,de GER,DM,28-237,25,26,0,6,19,1,0,26,0,0,,0,,16,45,12,0,0,0,0,1,20,0,a65ce836,Emre Can,Dortmund,False
Dortmund,FC Copenhagen,1662482700,22,eng ENG,DM,19-069,90,97,3,12,62,23,6,97,4,0,0.0,4,100.0,68,361,137,2,1,0,1,1,77,5,57d88cf9,Jude Bellingham,Dortmund,True
Dortmund,FC Copenhagen,1662482700,13,pt POR,LB,28-258,85,84,3,17,30,38,4,84,0,0,,0,,55,311,188,6,6,1,0,1,58,12,048a1cbc,Raphaël Guerreiro,Dortmund,True
Dortmund,FC Copenhagen,1662482700,36,de GER,LB,17-312,5,10,0,2,7,1,0,10,0,0,,0,,7,35,22,0,0,0,0,0,7,0,90c1f9a4,Tom Rothe,Dortmund,False
Dortmund,FC Copenhagen,1662482700,4,de GER,CB,22-279,90,95,7,32,60,3,0,95,0,0,,0,,69,444,295,4,2,0,0,0,73,0,34e12499,Nico Schlotterbeck,Dortmund,True
Dortmund,FC Copenhagen,1662482700,25,de GER,CB,27-003,90,108,3,32,70,8,0,108,1,1,100.0,0,0.0,82,467,254,2,2,0,0,1,90,0,e33c06cf,Niklas Süle,Dortmund,True
Dortmund,FC Copenhagen,1662482700,24,be BEL,RB,30-359,90,85,1,10,45,31,1,85,2,1,50.0,0,0.0,48,262,160,6,5,1,2,0,55,14,e162b013,Thomas Meunier,Dortmund,True
Dortmund,FC Copenhagen,1662482700,33,de GER,GK,31-146,90,33,21,30,3,0,0,33,0,0,,0,,24,110,60,0,0,0,0,0,20,0,b56dd813,Alexander Meyer,Dortmund,True
Celtic,Real Madrid,1662490800,17,,FW,23-160,81,,,,,,,,,,,,,,,,,,,,,,,8c5f1522,Jota,Celtic,True
Celtic,Real Madrid,1662490800,9,me MNE,LW,23-125,9,13,0,1,3,9,3,13,0,0,,0,,10,59,37,1,0,1,2,0,9,2,d2fd7c14,Sead Haksabanović,Celtic,False
Celtic,Real Madrid,1662490800,7,gr GRE,FW,27-271,71,16,1,1,8,7,4,16,0,0,,0,,12,36,11,0,0,0,4,1,14,2,8d3d3b0a,Giorgos Giakoumakis,Celtic,True
Celtic,Real Madrid,1662490800,8,jp JPN,FW,27-229,19,3,0,0,1,2,1,3,0,0,,0,,2,2,0,0,0,0,1,0,2,1,fd4d5f81,Kyogo Furuhashi,Celtic,False
Celtic,Real Madrid,1662490800,11,il ISR,RW,20-338,45,12,1,2,3,7,2,12,1,1,100.0,0,0.0,11,56,25,1,1,0,1,1,10,4,1339039e,Liel Abada,Celtic,True
Celtic,Real Madrid,1662490800,38,jp JPN,RW,24-321,45,21,0,2,5,14,4,21,0,0,,0,,14,77,49,1,0,1,0,0,14,4,395451fc,Daizen Maeda,Celtic,False
Celtic,Real Madrid,1662490800,33,dk DEN,AM,21-289,71,41,0,4,16,22,5,41,0,0,,0,,30,133,72,1,0,0,1,0,27,4,fb495bb8,Matt O'Riley,Celtic,True
Celtic,Real Madrid,1662490800,13,au AUS,DM,31-356,19,26,0,5,14,7,0,26,0,0,,0,,24,101,23,0,1,0,0,1,24,0,47b7e3af,Aaron Mooy,Celtic,False
Celtic,Real Madrid,1662490800,41,jp JPN,DM,24-289,71,50,0,15,26,11,1,50,0,0,,0,,45,196,90,0,1,0,2,2,42,6,78f85621,Reo Hatate,Celtic,True
Celtic,Real Madrid,1662490800,14,sct SCO,AM,23-058,19,14,0,2,8,4,0,14,0,0,,0,,12,42,10,0,0,0,0,0,12,2,aa34ed38,David Turnbull,Celtic,False
Celtic,Real Madrid,1662490800,42,sct SCO,DM,29-084,90,77,2,15,49,15,2,77,0,0,,0,,63,298,139,1,2,0,1,0,56,3,6800f515,Callum McGregor,Celtic,True
Celtic,Real Madrid,1662490800,3,sct SCO,LB,24-305,90,53,2,16,25,12,0,53,0,0,,0,,36,163,105,3,1,0,0,1,35,2,30d75bfb,Greg Taylor,Celtic,True
Celtic,Real Madrid,1662490800,6,de GER,CB,23-129,90,65,10,35,30,0,0,65,0,0,,0,,53,255,173,0,0,0,0,0,51,0,ee644761,Moritz Jenz,Celtic,True
Celtic,Real Madrid,1662490800,20,us USA,CB,24-249,90,55,7,30,25,0,0,55,0,0,,0,,47,226,143,0,0,0,2,0,44,0,88ced02c,Cameron Carter-Vickers,Celtic,True
Celtic,Real Madrid,1662490800,88,hr CRO,RB,27-021,90,66,3,16,31,20,1,66,0,0,,0,,50,394,257,10,5,0,0,0,46,7,0a084b35,Josip Juranović,Celtic,True
Celtic,Real Madrid,1662490800,1,eng ENG,GK,35-140,90,24,20,24,0,0,0,24,0,0,,0,,14,67,53,0,0,0,0,0,9,0,cb4f24c6,Joe Hart,Celtic,True
Benfica,Maccabi Haifa,1662490800,88,pt POR,FW,21-078,45,19,0,0,9,10,1,19,0,0,,0,,12,66,18,0,0,0,1,0,15,4,f63cda26,Gonçalo Ramos,Benfica,True
Benfica,Maccabi Haifa,1662490800,33,hr CRO,FW,24-186,45,18,0,0,8,10,3,18,0,0,,0,,10,13,3,0,0,0,3,0,16,2,4567a0b4,Petar Musa,Benfica,False
Benfica,Maccabi Haifa,1662490800,20,pt POR,"LW,RW",29-230,78,60,0,2,33,26,1,60,3,2,66.7,1,33.3,45,215,82,1,3,0,4,2,48,10,f0021247,João Mário,Benfica,True
Benfica,Maccabi Haifa,1662490800,22,pt POR,RW,27-049,12,5,0,1,1,3,0,5,0,0,,0,,2,50,44,2,1,0,0,0,2,1,262e5a82,Chiquinho,Benfica,False
Benfica,Maccabi Haifa,1662490800,7,br BRA,RW,25-187,64,39,0,4,16,19,2,39,4,1,25.0,3,75.0,31,169,71,4,4,1,3,3,34,6,4f1e6a0b,David Neres,Benfica,True
Benfica,Maccabi Haifa,1662490800,8,no NOR,RM,26-270,26,15,0,3,8,4,1,15,0,0,,0,,8,12,0,0,0,0,0,0,12,0,f0677ed7,Fredrik Aursnes,Benfica,False
Benfica,Maccabi Haifa,1662490800,27,pt POR,"AM,LW",29-112,78,39,0,0,12,28,6,39,6,4,66.7,2,33.3,35,331,154,5,5,1,6,4,36,10,70cf63ca,Rafa Silva,Benfica,True
Benfica,Maccabi Haifa,1662490800,17,pt POR,LW,25-212,12,7,0,2,2,4,0,7,1,1,100.0,0,0.0,6,21,12,1,1,0,0,0,4,2,f4b52308,Diogo Gonçalves,Benfica,False
Benfica,Maccabi Haifa,1662490800,13,ar ARG,"DM,LM",21-232,90,102,2,19,57,27,2,102,2,0,0.0,2,100.0,76,312,180,3,2,0,3,2,72,1,5ff4ab71,Enzo Fernández,Benfica,True
Benfica,Maccabi Haifa,1662490800,61,pt POR,"DM,CM",23-018,90,69,0,13,46,10,1,69,0,0,,0,,42,136,63,1,1,0,0,0,48,2,881cd6be,Florentino Luís,Benfica,True
Benfica,Maccabi Haifa,1662490800,3,es ESP,LB,26-351,90,86,1,23,40,23,0,86,2,1,50.0,1,50.0,53,262,126,1,3,0,3,0,58,6,b1f4086c,Álex Grimaldo,Benfica,True
Benfica,Maccabi Haifa,1662490800,30,ar ARG,CB,34-206,90,56,6,31,26,0,0,56,0,0,,0,,35,107,47,0,0,0,2,0,27,0,0d267745,Nicolás Otamendi,Benfica,True
Benfica,Maccabi Haifa,1662490800,66,pt POR,CB,18-311,90,45,9,34,12,0,0,45,0,0,,0,,31,165,89,0,0,0,0,0,25,0,8f0435c7,António Silva,Benfica,True
Benfica,Maccabi Haifa,1662490800,6,dk DEN,RB,24-271,90,77,2,23,26,29,3,77,3,1,33.3,2,66.7,54,253,188,3,8,0,2,0,52,5,78f21137,Alexander Bah,Benfica,True
Benfica,Maccabi Haifa,1662490800,99,gr GRE,GK,28-133,90,37,31,37,0,0,0,37,0,0,,0,,24,119,83,0,0,0,0,0,17,0,03df04ff,Odisseas Vlachodimos,Benfica,True
Red Bull Salzburg,Milan,1662490800,77,ch SUI,FW,22-105,89,30,0,0,12,19,3,30,5,3,60.0,2,40.0,23,178,90,4,2,1,1,6,30,9,ca607d59,Noah Okafor,Red Bull Salzburg,True
Red Bull Salzburg,Milan,1662490800,9,at AUT,FW,21-092,1,3,0,2,1,0,0,3,0,0,,0,,1,2,0,0,0,0,0,0,0,0,82e12fe7,Junior Adamu,Red Bull Salzburg,False
Red Bull Salzburg,Milan,1662490800,11,br BRA,FW,23-189,64,26,0,3,8,16,3,26,2,1,50.0,0,0.0,17,133,65,3,2,2,4,0,16,4,d9d43555,Fernando,Red Bull Salzburg,True
Red Bull Salzburg,Milan,1662490800,30,si SVN,FW,19-098,26,15,0,2,5,8,1,15,0,0,,0,,7,39,6,0,0,1,3,1,10,2,3260690c,Benjamin Šeško,Red Bull Salzburg,False
Red Bull Salzburg,Milan,1662490800,8,xk KVX,AM,18-139,64,28,0,0,19,9,0,28,2,1,50.0,0,0.0,12,96,32,1,1,0,2,0,16,2,0ca476cc,Dijon Kameri,Red Bull Salzburg,True
Red Bull Salzburg,Milan,1662490800,27,fr FRA,AM,19-032,26,21,2,6,15,1,0,21,2,0,0.0,1,50.0,7,31,13,0,0,0,2,0,4,0,3cd7820a,Lucas Gourna-Douath,Red Bull Salzburg,False
Red Bull Salzburg,Milan,1662490800,14,dk DEN,LM,19-072,90,44,1,5,15,24,2,44,2,0,0.0,2,100.0,19,103,26,1,1,0,4,3,19,3,2b0852db,Maurits Kjærgaard,Red Bull Salzburg,True
Red Bull Salzburg,Milan,1662490800,13,at AUT,CM,21-125,90,47,1,6,29,12,0,47,0,0,,0,,12,62,40,0,0,0,1,0,20,3,28c6e925,Nicolas Seiwald,Red Bull Salzburg,True
Red Bull Salzburg,Milan,1662490800,7,ar ARG,RM,24-357,90,43,0,12,18,14,3,43,1,0,0.0,1,100.0,15,98,77,1,1,0,2,1,17,3,6885cc44,Nicolás Capaldo,Red Bull Salzburg,True
Red Bull Salzburg,Milan,1662490800,17,at AUT,LB,36-311,90,48,5,20,17,12,0,48,3,0,0.0,1,33.3,15,177,77,3,2,0,1,0,23,1,1a799243,Andreas Ulmer,Red Bull Salzburg,True
Red Bull Salzburg,Milan,1662490800,31,rs SRB,CB,21-105,90,37,11,20,18,0,0,37,0,0,,0,,10,73,62,0,0,0,1,0,8,1,25146df0,Strahinja Pavlović,Red Bull Salzburg,True
Red Bull Salzburg,Milan,1662490800,22,fr FRA,CB,22-211,41,12,2,9,3,0,0,12,0,0,,0,,2,2,2,0,0,0,0,1,6,0,0670ee51,Oumar Solet,Red Bull Salzburg,True
Red Bull Salzburg,Milan,1662490800,95,br BRA,CB,27-115,49,20,3,13,7,0,0,20,0,0,,0,,6,34,11,0,0,0,0,0,7,0,17370b95,Bernardo,Red Bull Salzburg,False
Red Bull Salzburg,Milan,1662490800,70,ba BIH,RB,20-019,90,48,4,10,25,13,1,48,1,0,0.0,1,100.0,14,120,93,1,2,0,3,0,17,1,bc6e544a,Amar Dedić,Red Bull Salzburg,True
Red Bull Salzburg,Milan,1662490800,18,ch SUI,GK,24-157,90,25,16,25,0,0,0,25,0,0,,0,,6,64,30,0,0,0,0,0,5,0,ff74841d,Philipp Köhn,Red Bull Salzburg,True
Sevilla,Manchester City,1662490800,22,es ESP,"FW,AM",30-138,77,36,1,10,23,6,0,36,2,0,0.0,2,100.0,25,167,44,0,1,0,2,1,23,1,a0b4bb3e,Isco,Sevilla,True
Sevilla,Manchester City,1662490800,11,be BEL,AM,27-213,13,5,1,1,2,2,1,5,0,0,,0,,2,7,7,1,0,1,0,0,2,0,4737cebe,Adnan Januzaj,Sevilla,False
Sevilla,Manchester City,1662490800,3,br BRA,LW,29-265,56,29,2,8,10,12,0,29,0,0,,0,,16,48,2,0,0,0,3,3,20,4,e73c9bb2,Alex Telles,Sevilla,True
Sevilla,Manchester City,1662490800,5,dk DEN,FW,24-335,34,13,1,2,7,5,0,13,1,1,100.0,0,0.0,6,61,11,1,2,0,1,0,4,2,cc83b74d,Kasper Dolberg,Sevilla,False
Sevilla,Manchester City,1662490800,24,ar ARG,"RW,LW",34-203,72,28,1,6,7,15,5,28,1,1,100.0,0,0.0,22,97,18,1,2,0,1,1,22,4,6e4df551,Papu Gómez,Sevilla,True
Sevilla,Manchester City,1662490800,7,es ESP,LW,28-291,18,5,0,1,1,3,0,5,0,0,,0,,3,10,0,0,0,0,0,0,3,2,4e219ad2,Suso,Sevilla,False
Sevilla,Manchester City,1662490800,10,hr CRO,AM,34-180,45,20,1,5,10,5,0,20,0,0,,0,,14,15,8,0,0,0,2,0,16,1,89f951b5,Ivan Rakitić,Sevilla,True
Sevilla,Manchester City,1662490800,12,es ESP,"RW,FW",25-080,45,17,1,1,8,8,3,17,0,0,,0,,8,30,21,1,1,0,1,0,13,3,bbf5c11b,Rafa Mir,Sevilla,False
Sevilla,Manchester City,1662490800,18,dk DEN,DM,31-003,45,29,6,18,6,5,1,29,0,0,,0,,16,28,13,0,0,0,0,1,19,2,fe641c1a,Thomas Delaney,Sevilla,True
Sevilla,Manchester City,1662490800,8,es ESP,DM,28-062,45,20,1,4,15,1,0,20,0,0,,0,,14,57,3,0,0,0,0,1,13,2,2a0c8ba4,Joan Jordán,Sevilla,False
Sevilla,Manchester City,1662490800,6,rs SRB,DM,30-294,90,25,2,11,11,3,0,25,0,0,,0,,16,83,12,0,0,0,0,0,17,0,0076ab7f,Nemanja Gudelj,Sevilla,True
Sevilla,Manchester City,1662490800,19,ar ARG,LB,30-313,90,59,8,33,18,8,0,59,2,0,0.0,2,100.0,30,94,48,1,0,0,1,1,29,1,81442ecb,Marcos Acuña,Sevilla,True
Sevilla,Manchester City,1662490800,14,fr FRA,CB,20-091,90,43,10,29,14,0,0,43,0,0,,0,,34,125,54,1,0,0,0,0,32,0,5853ac44,Tanguy Nianzou,Sevilla,True
Sevilla,Manchester City,1662490800,30,es ESP,CB,20-220,90,59,14,39,16,4,1,59,1,1,100.0,0,0.0,41,118,49,0,0,0,0,0,43,1,2dce876a,Carmona,Sevilla,True
Sevilla,Manchester City,1662490800,16,es ESP,RB,36-289,90,56,4,17,22,17,2,56,0,0,,0,,32,144,59,2,1,1,2,0,34,4,3f10bd22,Jesús Navas,Sevilla,True
Sevilla,Manchester City,1662490800,13,ma MAR,GK,31-154,90,56,50,56,0,0,0,56,0,0,,0,,31,198,70,0,0,0,0,0,29,0,f6798fc3,Yassine Bounou,Sevilla,True
RB Leipzig,Shakhtar Donetsk,1662490800,19,pt POR,FW,26-304,90,36,0,0,11,25,5,36,2,2,100.0,0,0.0,22,106,32,0,1,0,1,1,27,8,3effaa34,André Silva,RB Leipzig,True
RB Leipzig,Shakhtar Donetsk,1662490800,11,de GER,LW,26-184,69,42,0,0,13,29,3,42,1,0,0.0,1,100.0,32,252,132,6,1,2,2,1,41,12,49fe9070,Timo Werner,RB Leipzig,True
RB Leipzig,Shakhtar Donetsk,1662490800,10,se SWE,LW,30-318,21,15,0,2,6,8,2,15,0,0,,0,,9,62,28,1,1,0,0,0,12,1,9a2e0ccc,Emil Forsberg,RB Leipzig,False
RB Leipzig,Shakhtar Donetsk,1662490800,17,hu HUN,RW,21-316,90,82,0,1,34,47,1,82,3,0,0.0,1,33.3,52,310,140,4,8,1,2,1,60,15,934e1968,Dominik Szoboszlai,RB Leipzig,True
RB Leipzig,Shakhtar Donetsk,1662490800,18,fr FRA,AM,24-296,90,59,1,1,22,36,7,59,3,1,33.3,2,66.7,41,186,63,1,3,2,3,1,49,3,7c56da38,Christopher Nkunku,RB Leipzig,True
RB Leipzig,Shakhtar Donetsk,1662490800,24,at AUT,DM,24-343,69,62,0,2,46,15,0,62,1,0,0.0,1,100.0,36,157,61,1,1,0,2,0,36,1,8f056768,Xaver Schlager,RB Leipzig,True
RB Leipzig,Shakhtar Donetsk,1662490800,39,de GER,DM,25-195,21,17,0,0,7,10,0,17,0,0,,0,,11,63,35,1,0,0,0,0,12,2,0a89e877,Benjamin Henrichs,RB Leipzig,False
RB Leipzig,Shakhtar Donetsk,1662490800,27,at AUT,DM,25-102,81,60,0,3,33,25,4,60,1,0,0.0,1,100.0,40,192,90,3,3,1,2,1,44,7,c1b7847c,Konrad Laimer,RB Leipzig,True
RB Leipzig,Shakhtar Donetsk,1662490800,8,ml MLI,DM,24-218,9,13,0,1,9,3,0,13,0,0,,0,,9,44,18,0,0,0,0,0,11,1,92432bc6,Amadou Haidara,RB Leipzig,False
