home_team,away_team,datetime,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,player_id,player,squad,start
Benfica,Vitória Guimarães,1533929400,19,ar ARG,FW,27-149,90,0,0,0,2,1,1,0,0,1,0,0,0,1,0,1,0.0,b39a793e,Facundo Ferreyra,Benfica,True
Benfica,Vitória Guimarães,1533929400,11,ar ARG,LW,24-076,64,0,0,0,0,3,0,2,0,3,0,0,0,5,0,1,0.0,5e1028e5,Franco Cervi,Benfica,True
Benfica,Vitória Guimarães,1533929400,27,pt POR,LW,25-085,26,0,0,0,0,4,0,0,0,0,0,0,0,2,0,1,0.0,70cf63ca,Rafa Silva,Benfica,False
Benfica,Vitória Guimarães,1533929400,18,ar ARG,RW,28-028,78,0,0,0,1,2,0,2,1,0,1,0,0,1,0,2,0.0,5f424f35,Eduardo Salvio,Benfica,True
Benfica,Vitória Guimarães,1533929400,17,rs SRB,RW,22-030,12,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,,321f83a2,Andrija Živković,Benfica,False
Benfica,Vitória Guimarães,1533929400,21,pt POR,LM,28-308,90,0,0,0,0,4,0,2,1,1,0,0,0,7,0,0,,96094cbc,Pizzi,Benfica,True
Benfica,Vitória Guimarães,1533929400,5,rs SRB,CM,29-361,70,0,0,0,1,1,0,0,0,2,0,0,0,3,2,0,100.0,874d7a32,Ljubomir Fejsa,Benfica,True
Benfica,Vitória Guimarães,1533929400,16,gw GNB,CM,20-345,20,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0.0,07750704,Alfa Semedo,Benfica,False
Benfica,Vitória Guimarães,1533929400,83,pt POR,RM,19-213,90,0,0,0,3,3,1,0,0,1,0,0,0,4,0,0,,e2dde94c,Gedson Fernandes,Benfica,True
Benfica,Vitória Guimarães,1533929400,3,es ESP,LB,22-324,90,0,0,0,3,3,1,2,2,0,0,0,0,6,1,0,100.0,b1f4086c,Álex Grimaldo,Benfica,True
Benfica,Vitória Guimarães,1533929400,33,br BRA,CB,32-134,90,0,0,0,1,0,0,0,0,2,0,0,0,2,5,3,62.5,ce9e8024,Jardel,Benfica,True
Benfica,Vitória Guimarães,1533929400,6,pt POR,CB,21-088,90,0,0,0,2,0,0,0,0,0,0,0,0,3,3,0,100.0,31c69ef1,Rúben Dias,Benfica,True
Benfica,Vitória Guimarães,1533929400,34,pt POR,RB,27-334,90,0,0,0,2,0,0,2,4,1,0,0,0,1,2,2,50.0,67b3d74b,André Almeida,Benfica,True
Benfica,Vitória Guimarães,1533929400,99,gr GRE,GK,24-106,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,03df04ff,Odisseas Vlachodimos,Benfica,True
Vitória Setúbal,Aves,1534001400,99,ve VEN,FW,23-013,79,0,0,0,1,1,4,1,0,0,0,0,0,1,4,4,50.0,e8edfdc9,Jhonder Cádiz,Vitória Setúbal,True
Vitória Setúbal,Aves,1534001400,33,br BRA,FW,23-280,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0aebc750,Allef,Vitória Setúbal,False
Vitória Setúbal,Aves,1534001400,23,gw GNB,LM,29-327,69,0,0,0,1,2,0,3,1,2,0,0,0,1,9,3,75.0,233ed3f1,Frédéric Mendy,Vitória Setúbal,True
Vitória Setúbal,Aves,1534001400,9,pt POR,LM,26-349,21,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0.0,8e2e3716,Alex,Vitória Setúbal,False
Vitória Setúbal,Aves,1534001400,15,pt POR,CM,31-357,90,0,0,0,1,2,0,1,3,2,0,0,0,9,1,0,100.0,107c6fbd,Rúben Micael,Vitória Setúbal,True
Vitória Setúbal,Aves,1534001400,11,pt POR,CM,25-351,90,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0.0,af857562,Costinha,Vitória Setúbal,True
Vitória Setúbal,Aves,1534001400,87,pt POR,RM,31-216,90,0,0,0,0,4,1,11,0,0,0,0,0,3,0,1,0.0,bc57b476,Zequinha,Vitória Setúbal,True
Vitória Setúbal,Aves,1534001400,29,pt POR,DM,33-212,64,1,0,0,4,3,0,1,2,1,0,0,0,0,4,2,66.7,f15af32e,José Semedo,Vitória Setúbal,True
Vitória Setúbal,Aves,1534001400,27,pt POR,DM,21-121,26,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,66.7,27234919,André Pedrosa,Vitória Setúbal,False
Vitória Setúbal,Aves,1534001400,21,pt POR,LB,32-005,90,0,0,0,0,2,0,10,1,0,0,0,0,11,4,1,80.0,322a228a,Nuno Pinto,Vitória Setúbal,True
Vitória Setúbal,Aves,1534001400,13,pt POR,CB,31-272,90,0,0,0,0,0,0,0,2,1,0,0,0,4,1,0,100.0,4a0a3759,Vasco Fernandes,Vitória Setúbal,True
Vitória Setúbal,Aves,1534001400,22,pt POR,CB,27-192,90,1,0,0,3,0,0,0,2,0,0,0,0,1,1,0,100.0,f454723f,Nuno Reis,Vitória Setúbal,True
