home_team,away_team,datetime,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,player_id,player,squad,start
Fiorentina,Torino,1600531200,pl POL,23-031,90,3,0,3,100.0,0.7,1,5,20.0,21,7,19.0,32.3,3,33.3,34.7,5,0,0.0,0,10.5,085e71a7,Bartłomiej Drągowski,Fiorentina,True
Parma,Napoli,1600597800,it ITA,29-135,90,6,2,4,66.7,1.7,10,12,83.3,26,4,38.5,32.4,12,16.7,21.4,11,2,18.2,0,5.4,343f753a,Luigi Sepe,Parma,True
Genoa,Crotone,1600606800,it ITA,27-315,90,3,1,2,66.7,1.2,5,17,29.4,30,3,43.3,35.8,7,57.1,47.0,13,0,0.0,0,4.0,4c62d0c8,Mattia Perin,Genoa,True
Sassuolo,Cagliari,1600617600,it ITA,33-237,90,4,1,3,75.0,1.3,1,2,50.0,20,4,5.0,19.8,5,20.0,26.2,7,0,0.0,0,,8cabdc1e,Andrea Consigli,Sassuolo,True
Juventus,Sampdoria,1600627500,pl POL,30-155,90,1,0,1,100.0,0.0,4,6,66.7,39,4,15.4,27.8,8,0.0,18.1,16,0,0.0,1,17.0,01b8a2b2,Wojciech Szczęsny,Juventus,True
Milan,Bologna,1600713900,it ITA,21-209,90,4,0,4,100.0,1.0,4,8,50.0,32,4,21.9,27.2,2,50.0,36.5,11,1,9.1,1,18.3,08f5afaa,Gianluigi Donnarumma,Milan,True
Torino,Atalanta,1601125200,it ITA,33-258,90,7,4,3,42.9,2.1,2,15,13.3,39,5,33.3,32.2,10,20.0,29.0,25,0,0.0,3,19.2,10dc46f0,Salvatore Sirigu,Torino,True
Sampdoria,Benevento,1601136000,it ITA,23-252,90,5,3,2,40.0,1.2,5,17,29.4,22,4,40.9,35.9,10,80.0,54.1,15,0,0.0,1,16.0,649b01d8,Emil Audero,Sampdoria,True
Cagliari,Lazio,1601136000,it ITA,26-090,90,6,2,4,66.7,2.7,2,2,100.0,22,7,9.1,21.1,5,0.0,18.2,14,2,14.3,2,17.0,f554e29b,Alessio Cragno,Cagliari,True
Internazionale,Fiorentina,1601145900,si SVN,36-074,90,4,3,1,25.0,2.6,3,3,100.0,22,1,9.1,21.8,4,25.0,24.8,5,0,0.0,0,16.0,74419746,Samir Handanović,Internazionale,True
Spezia,Sassuolo,1601202600,nl NED,29-265,90,6,4,2,50.0,1.6,4,10,40.0,26,9,34.6,32.8,5,20.0,22.8,14,0,0.0,0,4.0,cc1a0c57,Jeroen Zoet,Spezia,True
Hellas Verona,Udinese,1601211600,it ITA,29-209,90,5,0,5,100.0,0.5,11,25,44.0,21,1,61.9,40.2,12,100.0,61.5,24,0,0.0,0,10.6,0d422df7,Marco Silvestri,Hellas Verona,True
Crotone,Milan,1601222400,it ITA,37-270,90,6,2,4,83.3,2.7,4,12,33.3,28,5,35.7,32.8,8,25.0,28.8,8,0,0.0,4,23.8,e66ebabb,Alex Cordaz,Crotone,True
