home_team,away_team,datetime,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,player_id,player,squad,start
Spartak Moscow,Legia Warsaw,1631716200,9,ar ARG,FW,24-170,90,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,2,0,ccbbe661,Ezequiel Ponce,Spartak Moscow,True
Spartak Moscow,Legia Warsaw,1631716200,24,nl NED,LW,29-254,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,b182a240,Quincy Promes,Spartak Moscow,True
Spartak Moscow,Legia Warsaw,1631716200,11,se SWE,RW,24-087,81,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,1,0,72984eee,Jordan Larsson,Spartak Moscow,True
Spartak Moscow,Legia Warsaw,1631716200,7,ru RUS,RW,24-192,9,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,5a068ec6,Aleksandr Sobolev,Spartak Moscow,False
Spartak Moscow,Legia Warsaw,1631716200,6,br BRA,LM,24-088,68,2,0,0,2,0,1,2,50.0,1,5,1,4,1,3,2,0,db90b737,Ayrton Lucas,Spartak Moscow,True
Spartak Moscow,Legia Warsaw,1631716200,17,ru RUS,LM,23-231,22,1,1,0,1,0,0,2,0.0,2,0,0,0,0,1,1,0,43b23d3a,Aleksandr Lomovitskiy,Spartak Moscow,False
Spartak Moscow,Legia Warsaw,1631716200,47,ru RUS,CM,27-216,22,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,0a215326,Roman Zobnin,Spartak Moscow,True
Spartak Moscow,Legia Warsaw,1631716200,4,nl NED,CM,26-221,68,1,0,0,1,0,1,2,50.0,1,2,0,2,2,3,0,0,28eea0fc,Jorrit Hendrix,Spartak Moscow,False
Spartak Moscow,Legia Warsaw,1631716200,18,ru RUS,CM,21-080,90,2,0,1,1,0,0,1,0.0,1,2,1,1,0,2,3,0,444940e2,Nail Umyarov,Spartak Moscow,True
Spartak Moscow,Legia Warsaw,1631716200,8,ng NGA,RM,30-277,81,1,0,1,0,0,0,0,,0,0,0,0,0,1,2,0,e726e11e,Victor Moses,Spartak Moscow,True
Spartak Moscow,Legia Warsaw,1631716200,10,ru RUS,RM,25-076,9,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,1,0,ab2a6ae8,Zelimkhan Bakayev,Spartak Moscow,False
Spartak Moscow,Legia Warsaw,1631716200,14,ru RUS,CB,27-298,90,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0,e7ef333b,Georgi Dzhikiya,Spartak Moscow,True
Spartak Moscow,Legia Warsaw,1631716200,2,fr FRA,CB,27-338,90,1,1,1,0,0,1,2,50.0,1,0,0,0,1,2,5,0,41eebdf5,Samuel Gigot,Spartak Moscow,True
Spartak Moscow,Legia Warsaw,1631716200,92,ru RUS,CB,23-254,90,2,2,0,1,1,2,4,50.0,2,2,0,2,0,2,0,0,24d9435b,Nikolai Rasskazov,Spartak Moscow,True
Spartak Moscow,Legia Warsaw,1631716200,98,ru RUS,GK,23-180,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,6f4e1c93,Aleksandr Maksimenko,Spartak Moscow,True
Real Betis,Celtic,1631810700,9,es ESP,FW,28-242,90,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,75645f0e,Borja Iglesias,Real Betis,True
Real Betis,Celtic,1631810700,7,es ESP,LW,28-119,90,3,1,2,1,0,1,5,20.0,4,0,0,0,0,3,0,0,84399660,Juanmi,Real Betis,True
Real Betis,Celtic,1631810700,17,es ESP,RW,40-057,53,2,1,0,0,2,2,3,66.7,1,2,0,2,0,2,0,0,4c5b14d2,Joaquín,Real Betis,True
Real Betis,Celtic,1631810700,24,es ESP,RW,25-178,37,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,a55d8df5,Aitor Ruibal,Real Betis,False
Real Betis,Celtic,1631810700,8,fr FRA,AM,28-060,68,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,bece776f,Nabil Fekir,Real Betis,True
Real Betis,Celtic,1631810700,21,ar ARG,"DM,AM",27-157,22,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,1,0,34e393f2,Guido Rodríguez,Real Betis,False
Real Betis,Celtic,1631810700,18,mx MEX,DM,34-353,68,3,3,2,1,0,2,4,50.0,2,1,0,1,2,5,0,0,ef322658,Andrés Guardado,Real Betis,True
Real Betis,Celtic,1631810700,14,pt POR,DM,29-162,22,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,1,0,dee86451,William Carvalho,Real Betis,False
Real Betis,Celtic,1631810700,10,es ESP,"DM,AM",30-212,80,1,1,0,1,0,1,1,100.0,0,0,0,0,1,2,0,0,a6de370d,Sergio Canales,Real Betis,True
Real Betis,Celtic,1631810700,27,es ESP,AM,20-253,10,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0,56545648,Roberto González,Real Betis,False
Real Betis,Celtic,1631810700,33,es ESP,LB,21-240,68,1,1,1,0,0,0,0,,0,1,1,0,1,2,2,0,ead61f73,Juan Miranda,Real Betis,True
Real Betis,Celtic,1631810700,15,es ESP,LB,28-100,22,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0,16e9d0ea,Álex Moreno,Real Betis,False
Real Betis,Celtic,1631810700,6,es ESP,CB,32-234,90,0,0,0,0,0,0,0,,0,3,2,1,0,0,4,0,b3dc6eca,Víctor Ruiz,Real Betis,True
Real Betis,Celtic,1631810700,3,es ESP,CB,24-168,90,1,1,1,0,0,1,1,100.0,0,1,0,1,2,3,3,0,49d028db,Édgar González,Real Betis,True
Real Betis,Celtic,1631810700,2,es ESP,RB,30-155,90,2,2,1,1,0,1,2,50.0,1,2,1,1,2,4,4,0,5cec2487,Martín Montoya,Real Betis,True
Real Betis,Celtic,1631810700,25,cl CHI,GK,38-156,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10072610,Claudio Bravo,Real Betis,True
Rapid Wien,Genk,1631810700,29,at AUT,FW,25-256,90,0,0,0,0,0,0,0,,0,2,1,1,0,0,2,0,540c9a17,Ercan Kara,Rapid Wien,True
Rapid Wien,Genk,1631810700,9,gr GRE,FW,26-012,73,1,1,1,0,0,0,2,0.0,2,3,0,3,0,1,1,0,2ce71308,Taxiarchis Fountas,Rapid Wien,True
Rapid Wien,Genk,1631810700,8,at AUT,FW,29-139,17,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,a2950e2d,Christoph Knasmüllner,Rapid Wien,False
Rapid Wien,Genk,1631810700,27,at AUT,LM,23-072,90,1,0,1,0,0,0,4,0.0,4,0,0,0,0,1,0,0,8babb812,Marco Grüll,Rapid Wien,True
