home_team,away_team,datetime,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,player_id,player,squad,start
Chievo,Juventus,1534608000,9,pl POL,FW,23-098,65,1,1,0,1,0,0,2,0.0,2,0,0,0,0,1,1,0,7b536033,Mariusz Stępiński,Chievo,True
Chievo,Juventus,1534608000,20,rs SRB,FW,30-324,25,1,0,1,0,0,0,1,0.0,1,1,1,0,0,1,0,0,dfb933e0,Filip Đorđević,Chievo,False
Chievo,Juventus,1534608000,17,it ITA,LW,33-105,90,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,1,0,1c50f354,Emanuele Giaccherini,Chievo,True
Chievo,Juventus,1534608000,27,it ITA,RW,21-116,90,8,4,4,4,0,3,4,75.0,1,0,0,0,2,10,7,0,d97f2e8d,Fabio Depaoli,Chievo,True
Chievo,Juventus,1534608000,56,fi FIN,LM,31-249,77,0,0,0,0,0,0,2,0.0,2,1,0,1,1,1,2,0,90b70194,Përparim Hetemaj,Chievo,True
Chievo,Juventus,1534608000,22,ng NGA,LM,27-088,13,1,0,1,0,0,0,0,,0,0,0,0,0,1,1,0,614c38fb,Joel Obi,Chievo,False
Chievo,Juventus,1534608000,8,rs SRB,CM,29-354,90,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,023937a9,Ivan Radovanović,Chievo,True
Chievo,Juventus,1534608000,4,it ITA,RM,27-279,90,2,1,2,0,0,1,1,100.0,0,2,1,1,2,4,0,0,e327bd76,Nicola Rigoni,Chievo,True
Chievo,Juventus,1534608000,29,it ITA,LB,31-314,90,2,1,2,0,0,2,4,50.0,2,2,1,1,0,2,4,0,00b0bb87,Fabrizio Cacciatore,Chievo,True
Chievo,Juventus,1534608000,14,it ITA,CB,24-251,90,6,4,3,3,0,2,2,100.0,0,0,0,0,2,8,7,0,0821331c,Mattia Bani,Chievo,True
Chievo,Juventus,1534608000,15,it ITA,CB,33-101,90,2,2,2,0,0,1,1,100.0,0,1,1,0,1,3,15,0,47a500ae,Luca Rossettini,Chievo,True
Chievo,Juventus,1534608000,40,rs SRB,RB,30-353,90,0,0,0,0,0,0,0,,0,1,0,1,2,2,10,0,6aafdc27,Nenad Tomović,Chievo,True
Chievo,Juventus,1534608000,70,it ITA,GK,39-143,89,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,048877f5,Stefano Sorrentino,Chievo,True
Chievo,Juventus,1534608000,16,it ITA,GK,28-035,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,c4f573f4,Andrea Seculin,Chievo,False
Lazio,Napoli,1534617000,10,es ESP,"FW,CM",25-324,90,3,1,0,3,0,0,1,0.0,1,0,0,0,0,3,2,0,5294a83f,Luis Alberto,Lazio,True
Lazio,Napoli,1534617000,17,it ITA,FW,28-179,90,1,1,0,0,1,0,0,,0,1,0,1,0,1,0,0,4431aed2,Ciro Immobile,Lazio,True
Lazio,Napoli,1534617000,21,rs SRB,"CM,FW,DM",23-172,90,4,3,0,3,1,3,3,100.0,0,1,0,1,2,6,1,0,4e6dbac4,Sergej Milinković-Savić,Lazio,True
Lazio,Napoli,1534617000,25,hr CRO,"CM,DM",29-174,67,3,2,2,1,0,1,1,100.0,0,2,0,2,1,4,1,0,e8c930bb,Milan Badelj,Lazio,True
Lazio,Napoli,1534617000,11,ar ARG,LM,24-005,23,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,45b9b619,Joaquín Correa,Lazio,False
Lazio,Napoli,1534617000,16,it ITA,"CM,DM",33-205,87,2,2,0,1,1,0,1,0.0,1,1,0,1,1,3,2,0,ed5886d2,Marco Parolo,Lazio,True
Lazio,Napoli,1534617000,32,it ITA,CM,24-012,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ba3d3bea,Danilo Cataldi,Lazio,False
Lazio,Napoli,1534617000,22,uy URU,"WB,RB",31-133,90,3,2,2,1,0,3,3,100.0,0,2,0,2,0,3,2,0,e94d79e3,Martín Cáceres,Lazio,True
Lazio,Napoli,1534617000,77,me MNE,"WB,RM",25-305,90,1,1,0,1,0,0,2,0.0,2,3,0,3,3,4,1,0,d4535821,Adam Marušić,Lazio,True
Lazio,Napoli,1534617000,26,ro ROU,"CB,LB",31-300,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,0,53de807a,Ștefan Radu,Lazio,True
Lazio,Napoli,1534617000,33,it ITA,CB,30-189,90,1,1,1,0,0,1,1,100.0,0,0,0,0,4,5,7,0,b96b595c,Francesco Acerbi,Lazio,True
Lazio,Napoli,1534617000,3,it ITA,CB,21-149,45,0,0,0,0,0,0,0,,0,1,1,0,2,2,1,0,15d0c248,Luiz Felipe,Lazio,True
Lazio,Napoli,1534617000,15,ao ANG,CB,27-144,45,0,0,0,0,0,0,0,,0,2,1,1,0,0,2,0,c01c66d9,Bastos,Lazio,False
Lazio,Napoli,1534617000,1,al ALB,GK,23-152,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,339fe0e8,Thomas Strakosha,Lazio,True
Torino,Roma,1534694400,9,it ITA,FW,24-242,90,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0,d705ba44,Andrea Belotti,Torino,True
Torino,Roma,1534694400,14,es ESP,FW,28-227,90,1,1,0,1,0,0,1,0.0,1,2,0,2,0,1,0,0,440c84ed,Iago Falque,Torino,True
Torino,Roma,1534694400,23,fr FRA,CM,24-155,90,0,0,0,0,0,0,1,0.0,1,2,1,1,1,1,2,0,5cec2c74,Soualiho Meïté,Torino,True
Torino,Roma,1534694400,88,ve VEN,CM,30-218,85,2,2,1,1,0,0,2,0.0,2,1,0,1,2,4,1,0,f1cfc209,Tomás Rincón,Torino,True
Torino,Roma,1534694400,6,it ITA,CM,27-192,5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,9d4c45d6,Roberto Soriano,Torino,False
Torino,Roma,1534694400,8,it ITA,CM,26-160,90,2,2,1,0,1,2,2,100.0,0,2,1,1,2,4,1,0,ea06dd97,Daniele Baselli,Torino,True
Torino,Roma,1534694400,21,es ESP,WB,23-046,90,2,2,2,0,0,1,2,50.0,1,2,0,2,0,2,0,0,dc1c2fce,Álex Berenguer,Torino,True
Torino,Roma,1534694400,29,it ITA,WB,30-088,26,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,e74f0e59,Lorenzo De Silvestri,Torino,True
Torino,Roma,1534694400,34,ng NGA,WB,21-315,64,1,1,0,1,0,0,0,,0,1,0,1,2,3,0,0,246d153b,Ola Aina,Torino,False
Torino,Roma,1534694400,24,it ITA,CB,37-069,90,2,2,1,1,0,1,1,100.0,0,0,0,0,1,3,1,0,55667895,Emiliano Moretti,Torino,True
Torino,Roma,1534694400,33,cm CMR,CB,28-145,90,1,1,1,0,0,0,0,,0,2,2,0,3,4,2,0,93cf32a8,Nicolas Nkoulou,Torino,True
Torino,Roma,1534694400,5,it ITA,CB,26-170,78,0,0,0,0,0,0,0,,0,2,2,0,2,2,3,0,89976232,Armando Izzo,Torino,True
Torino,Roma,1534694400,36,br BRA,CB,21-154,12,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,5fd5ed86,Gleison Bremer,Torino,False
Torino,Roma,1534694400,39,it ITA,GK,31-219,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10dc46f0,Salvatore Sirigu,Torino,True
Sassuolo,Internazionale,1534703400,27,gh GHA,FW,31-166,84,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,f4ec4fd0,Kevin-Prince Boateng,Sassuolo,True
