home_team,away_team,datetime,player_id,player,team,xg_shot,psxg_shot,outcome,distance,body_part,notes,sca_1_player_id,sca_1_player,sca_1_type,sca_2_player_id,sca_2_player,sca_2_type,minute,pen
Los Angeles FC,Colorado Rapids,1645907400,c6ec0258,Lucas Esteves, Colorado Rapids,0.04,,Off Target,27,Left Foot,,36a38acd,Mark-Anthony Kaye,Pass (Live),36a38acd,Mark-Anthony Kaye,Take-On,9,False
Los Angeles FC,Colorado Rapids,1645907400,e0cd04e0,Carlos Vela, Los Angeles FC,0.11,0.47,Saved,7,Left Foot,,72979f65,Ilie Sánchez,Pass (Live),6ec37f2e,Diego Palacios,Pass (Live),13,False
Los Angeles FC,Colorado Rapids,1645907400,c86041d7,Brian Rodríguez, Los Angeles FC,0.03,,Blocked,29,Right Foot,,6ec37f2e,Diego Palacios,Pass (Live),ece10cfe,Kellyn Acosta,Pass (Live),16,False
Los Angeles FC,Colorado Rapids,1645907400,c6ec0258,Lucas Esteves, Colorado Rapids,0.06,,Blocked,17,Left Foot,,c6ec0258,Lucas Esteves,Pass (Live),36a38acd,Mark-Anthony Kaye,Pass (Live),18,False
Los Angeles FC,Colorado Rapids,1645907400,6ec37f2e,Diego Palacios, Los Angeles FC,0.06,,Blocked,27,Right Foot,Free kick,6ec37f2e,Diego Palacios,Fouled,e0cd04e0,Carlos Vela,Pass (Live),23,False
Los Angeles FC,Colorado Rapids,1645907400,c86041d7,Brian Rodríguez, Los Angeles FC,0.06,0.01,Saved,18,Right Foot,,226a288e,Kwadwo Opoku,Pass (Live),6ec37f2e,Diego Palacios,Tackle,25,False
Los Angeles FC,Colorado Rapids,1645907400,e0cd04e0,Carlos Vela, Los Angeles FC,0.79,0.99,Goal,13,Left Foot,,,,Fouled,e0cd04e0,Carlos Vela,Pass (Live),29,True
Los Angeles FC,Colorado Rapids,1645907400,e0cd04e0,Carlos Vela, Los Angeles FC,0.33,0.75,Goal,15,Right Foot,,8c8c07a7,José Cifuentes,Pass (Live),8c8c07a7,José Cifuentes,Tackle,35,False
Los Angeles FC,Colorado Rapids,1645907400,226a288e,Kwadwo Opoku, Los Angeles FC,0.10,,Blocked,13,Right Foot,,226a288e,Kwadwo Opoku,Take-On,ece10cfe,Kellyn Acosta,Pass (Live),45+1,False
Los Angeles FC,Colorado Rapids,1645907400,ece10cfe,Kellyn Acosta, Los Angeles FC,0.03,,Off Target,26,Left Foot,,226a288e,Kwadwo Opoku,Shot,,,,45+1,False
Los Angeles FC,Colorado Rapids,1645907400,c86041d7,Brian Rodríguez, Los Angeles FC,0.07,,Off Target,18,Left Foot,,8c8c07a7,José Cifuentes,Pass (Live),e0cd04e0,Carlos Vela,Pass (Live),45+4,False
Los Angeles FC,Colorado Rapids,1645907400,e0cd04e0,Carlos Vela, Los Angeles FC,0.06,0.51,Goal,19,Left Foot,,8c8c07a7,José Cifuentes,Pass (Live),72979f65,Ilie Sánchez,Pass (Live),50,False
Los Angeles FC,Colorado Rapids,1645907400,e0cd04e0,Carlos Vela, Los Angeles FC,0.04,,Off Target,27,Left Foot,,,,,,,,66,False
Los Angeles FC,Colorado Rapids,1645907400,226a288e,Kwadwo Opoku, Los Angeles FC,0.10,,Blocked,27,Left Foot,,c86041d7,Brian Rodríguez,Pass (Live),72979f65,Ilie Sánchez,Pass (Live),68,False
Los Angeles FC,Colorado Rapids,1645907400,c86041d7,Brian Rodríguez, Los Angeles FC,0.06,,Blocked,15,Right Foot,,805a2a11,Mamadou Fall,Pass (Live),ea42e480,Maxime Crépeau,Pass (Dead),70,False
Los Angeles FC,Colorado Rapids,1645907400,68d48a71,Jesús David Murillo Largacha, Los Angeles FC,0.09,0.36,Saved,9,Head,,e0cd04e0,Carlos Vela,Pass (Dead),c86041d7,Brian Rodríguez,Shot,71,False
Los Angeles FC,Colorado Rapids,1645907400,df782c79,Michael Barrios, Colorado Rapids,0.03,0.75,Saved,13,Right Foot,,f940c69e,Keegan Rosenberry,Pass (Live),00b629e1,Nicolás Mezquida,Pass (Live),73,False
Los Angeles FC,Colorado Rapids,1645907400,3f082234,Diego Rubio, Colorado Rapids,0.05,,Off Target,29,Right Foot,,36a38acd,Mark-Anthony Kaye,Pass (Live),00b629e1,Nicolás Mezquida,Pass (Live),75,False
Los Angeles FC,Colorado Rapids,1645907400,3f082234,Diego Rubio, Colorado Rapids,0.08,,Blocked,22,Left Foot,,,,,,,,78,False
Los Angeles FC,Colorado Rapids,1645907400,8c395868,Andre Shinyashiki, Colorado Rapids,0.07,,Blocked,22,Right Foot,,c6ec0258,Lucas Esteves,Pass (Live),00b629e1,Nicolás Mezquida,Pass (Live),84,False
Los Angeles FC,Colorado Rapids,1645907400,c6ec0258,Lucas Esteves, Colorado Rapids,0.12,,Off Target,10,Left Foot,Volley,df782c79,Michael Barrios,Pass (Live),8c395868,Andre Shinyashiki,Pass (Live),90+2,False
Los Angeles FC,Colorado Rapids,1645907400,925a2703,Daniel Musovski, Los Angeles FC,0.45,0.63,Saved,18,Right Foot,,fea9401e,Cristian Arango,Pass (Live),8c8c07a7,José Cifuentes,Pass (Live),90+3,False
Philadelphia Union,Minnesota United,1645898400,9a6f8dfd,Alejandro Bedoya, Philadelphia,0.02,,Off Target,14,Head,,fdc715d9,Kai Wagner,Pass (Dead),527d0e31,Dániel Gazdag,Fouled,7,False
Philadelphia Union,Minnesota United,1645898400,09538c47,Franco Fragapane, Minnesota Utd,0.05,0.07,Saved,7,Head,,614b26e3,Emanuel Reynoso,Pass (Live),,,,17,False
Philadelphia Union,Minnesota United,1645898400,39fde61c,Cory Burke, Philadelphia,0.04,,Off Target,15,Left Foot,Volley,9a6f8dfd,Alejandro Bedoya,Pass (Live),527d0e31,Dániel Gazdag,Pass (Dead),18,False
Philadelphia Union,Minnesota United,1645898400,39fde61c,Cory Burke, Philadelphia,0.08,,Off Target,11,Head,,f6315619,Olivier Mbaizo,Pass (Live),fdc715d9,Kai Wagner,Pass (Live),21,False
Philadelphia Union,Minnesota United,1645898400,39859fa1,Leon Flach, Philadelphia,0.03,0.08,Saved,22,Left Foot,,3e9ae1db,Julián Carranza,Pass (Live),9a6f8dfd,Alejandro Bedoya,Pass (Live),21,False
Philadelphia Union,Minnesota United,1645898400,33c69aa0,Robin Lod, Minnesota Utd,0.35,0.49,Goal,11,Left Foot,,09538c47,Franco Fragapane,Pass (Live),09538c47,Franco Fragapane,Take-On,23,False
Philadelphia Union,Minnesota United,1645898400,9a6f8dfd,Alejandro Bedoya, Philadelphia,0.02,,Off Target,24,Right Foot,,ac65aef3,Jakob Glesnes,Pass (Live),fdc715d9,Kai Wagner,Pass (Live),25,False
Philadelphia Union,Minnesota United,1645898400,09538c47,Franco Fragapane, Minnesota Utd,0.08,0.31,Saved,18,Right Foot,,33c69aa0,Robin Lod,Pass (Live),614b26e3,Emanuel Reynoso,Pass (Live),29,False
Philadelphia Union,Minnesota United,1645898400,041deebd,Jack Elliott, Philadelphia,0.10,,Blocked,6,Head,,fdc715d9,Kai Wagner,Pass (Dead),,,,31,False
Philadelphia Union,Minnesota United,1645898400,c8364e8e,José Andrés Martínez, Philadelphia,0.03,,Blocked,28,Right Foot,,527d0e31,Dániel Gazdag,Pass (Live),9a6f8dfd,Alejandro Bedoya,Pass (Live),34,False
Philadelphia Union,Minnesota United,1645898400,39fde61c,Cory Burke, Philadelphia,0.21,0.35,Goal,4,Head,,ac65aef3,Jakob Glesnes,Pass (Live),fdc715d9,Kai Wagner,Pass (Live),35,False
Philadelphia Union,Minnesota United,1645898400,527d0e31,Dániel Gazdag, Philadelphia,0.04,0.03,Saved,17,Left Foot,,9a6f8dfd,Alejandro Bedoya,Pass (Live),f6315619,Olivier Mbaizo,Pass (Live),37,False
Philadelphia Union,Minnesota United,1645898400,614b26e3,Emanuel Reynoso, Minnesota Utd,0.03,,Off Target,35,Left Foot,,33c69aa0,Robin Lod,Pass (Live),4f8a9f70,Kervin Arriaga,Pass (Live),40,False
Philadelphia Union,Minnesota United,1645898400,4f8a9f70,Kervin Arriaga, Minnesota Utd,0.05,,Woodwork,25,Right Foot,Free kick,614b26e3,Emanuel Reynoso,Fouled,,,,42,False
Philadelphia Union,Minnesota United,1645898400,33c69aa0,Robin Lod, Minnesota Utd,0.02,,Off Target,29,Left Foot,Volley,8f2af1ed,Hassani Dotson,Pass (Live),4f8a9f70,Kervin Arriaga,Shot,42,False
Philadelphia Union,Minnesota United,1645898400,33c69aa0,Robin Lod, Minnesota Utd,0.07,,Off Target,25,Right Foot,,fa66adb6,Luis Amarilla,Pass (Live),247accfd,Bakaye Dibassy,Pass (Live),45,False
Philadelphia Union,Minnesota United,1645898400,fa66adb6,Luis Amarilla, Minnesota Utd,0.05,0.05,Saved,33,Right Foot,,614b26e3,Emanuel Reynoso,Pass (Live),614b26e3,Emanuel Reynoso,Take-On,54,False
Philadelphia Union,Minnesota United,1645898400,39fde61c,Cory Burke, Philadelphia,0.03,0.07,Saved,14,Left Foot,,527d0e31,Dániel Gazdag,Pass (Live),39fde61c,Cory Burke,Pass (Live),57,False
