home_team,away_team,datetime,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,player_id,player,squad,start
Freiburg,Mainz 05,1566048600,30,de GER,WB,26-170,90,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,2,0,8593f88c,Christian Günter,Freiburg,True
Freiburg,Mainz 05,1566048600,7,fr FRA,WB,29-056,90,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,088ca1bd,Jonathan Schmid,Freiburg,True
Freiburg,Mainz 05,1566048600,4,de GER,CB,19-259,90,1,0,0,1,0,1,1,100.0,0,1,1,0,1,2,4,1,34e12499,Nico Schlotterbeck,Freiburg,True
Freiburg,Mainz 05,1566048600,25,de GER,CB,23-031,90,0,0,0,0,0,0,0,,0,1,1,0,2,2,2,0,ea6bc03a,Robin Koch,Freiburg,True
Freiburg,Mainz 05,1566048600,3,at AUT,CB,23-037,90,0,0,0,0,0,0,1,0.0,1,1,1,0,1,1,3,0,302527b2,Philipp Lienhart,Freiburg,True
Freiburg,Mainz 05,1566048600,1,de GER,GK,27-076,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,0d55d942,Alexander Schwolow,Freiburg,True
Dortmund,Augsburg,1566048600,9,es ESP,FW,25-352,90,1,1,0,1,0,1,1,100.0,0,2,0,2,0,1,0,0,a7a9d95a,Paco Alcácer,Dortmund,True
Dortmund,Augsburg,1566048600,23,be BEL,LW,26-141,67,1,0,0,0,1,0,0,,0,2,0,2,0,1,0,0,50871bcc,Thorgan Hazard,Dortmund,True
Dortmund,Augsburg,1566048600,19,de GER,LW,23-107,23,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,a167537f,Julian Brandt,Dortmund,False
Dortmund,Augsburg,1566048600,7,eng ENG,RW,19-145,90,0,0,0,0,0,0,3,0.0,3,1,0,1,1,1,0,0,dbf053da,Jadon Sancho,Dortmund,True
Dortmund,Augsburg,1566048600,11,de GER,AM,30-078,77,2,0,0,2,0,0,0,,0,0,0,0,0,2,0,0,36a3ff67,Marco Reus,Dortmund,True
Dortmund,Augsburg,1566048600,10,de GER,AM,27-075,13,1,1,0,0,1,1,2,50.0,1,0,0,0,0,1,0,0,9efa1d25,Mario Götze,Dortmund,False
Dortmund,Augsburg,1566048600,28,be BEL,DM,30-217,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,5dfc6ad5,Axel Witsel,Dortmund,True
Dortmund,Augsburg,1566048600,33,de GER,DM,23-343,90,1,1,0,1,0,0,1,0.0,1,2,0,2,1,2,1,0,346d51d9,Julian Weigl,Dortmund,True
Dortmund,Augsburg,1566048600,14,de GER,LB,26-138,90,3,2,0,2,1,2,2,100.0,0,3,1,2,3,6,0,0,fa274d97,Nico Schulz,Dortmund,True
Dortmund,Augsburg,1566048600,15,de GER,CB,30-244,90,1,1,1,0,0,1,2,50.0,1,0,0,0,1,2,2,0,05d548d8,Mats Hummels,Dortmund,True
Dortmund,Augsburg,1566048600,16,ch SUI,CB,24-029,90,2,2,1,1,0,1,1,100.0,0,0,0,0,0,2,2,0,89ac64a6,Manuel Akanji,Dortmund,True
Dortmund,Augsburg,1566048600,26,pl POL,RB,34-075,67,1,1,1,0,0,0,0,,0,0,0,0,1,2,1,0,fe2db476,Łukasz Piszczek,Dortmund,True
Dortmund,Augsburg,1566048600,5,ma MAR,RB,20-286,23,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,e42d61c7,Achraf Hakimi,Dortmund,False
Dortmund,Augsburg,1566048600,35,ch SUI,GK,31-333,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2e7ff968,Marwin Hitz,Dortmund,True
Bayer Leverkusen,Paderborn 07,1566048600,31,de GER,FW,27-018,90,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,64f69877,Kevin Volland,Bayer Leverkusen,True
Bayer Leverkusen,Paderborn 07,1566048600,10,de GER,LW,26-045,90,3,1,0,3,0,1,4,25.0,3,1,0,1,1,4,0,0,54b4dc4e,Kerem Demirbay,Bayer Leverkusen,True
Bayer Leverkusen,Paderborn 07,1566048600,29,de GER,RW,20-067,90,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,4,0,fed7cb61,Kai Havertz,Bayer Leverkusen,True
Bayer Leverkusen,Paderborn 07,1566048600,9,jm JAM,"LM,RM",22-008,87,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,3a233281,Leon Bailey,Bayer Leverkusen,True
Bayer Leverkusen,Paderborn 07,1566048600,13,ar ARG,RM,26-313,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,834d0be5,Lucas Alario,Bayer Leverkusen,False
Bayer Leverkusen,Paderborn 07,1566048600,20,cl CHI,CM,30-122,90,4,2,1,3,0,3,6,50.0,3,2,0,2,2,6,1,0,56413b1f,Charles Aránguiz,Bayer Leverkusen,True
Bayer Leverkusen,Paderborn 07,1566048600,15,at AUT,CM,31-227,61,0,0,0,0,0,0,3,0.0,3,1,0,1,1,1,2,1,69374ff5,Julian Baumgartlinger,Bayer Leverkusen,True
Bayer Leverkusen,Paderborn 07,1566048600,38,de GER,CM,29-131,29,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,bee0bab1,Karim Bellarabi,Bayer Leverkusen,False
Bayer Leverkusen,Paderborn 07,1566048600,8,de GER,RM,30-112,45,2,1,1,1,0,0,0,,0,2,0,2,1,3,0,0,c50281a0,Lars Bender,Bayer Leverkusen,True
Bayer Leverkusen,Paderborn 07,1566048600,6,at AUT,CB,28-164,45,1,0,1,0,0,1,3,33.3,2,0,0,0,1,2,1,0,6fd8a334,Aleksandar Dragović,Bayer Leverkusen,False
Bayer Leverkusen,Paderborn 07,1566048600,18,br BRA,"LM,CB",26-028,90,2,2,1,1,0,1,2,50.0,1,5,2,3,1,3,1,0,f9acca3a,Wendell,Bayer Leverkusen,True
Bayer Leverkusen,Paderborn 07,1566048600,5,de GER,CB,30-112,90,3,3,2,1,0,3,4,75.0,1,3,1,2,3,6,2,0,070ec0b1,Sven Bender,Bayer Leverkusen,True
Bayer Leverkusen,Paderborn 07,1566048600,4,de GER,CB,23-187,90,2,2,2,0,0,1,4,25.0,3,2,0,2,0,2,4,0,bd142efb,Jonathan Tah,Bayer Leverkusen,True
Bayer Leverkusen,Paderborn 07,1566048600,1,fi FIN,GK,29-266,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,ad3389d5,Lukáš Hrádecký,Bayer Leverkusen,True
Werder Bremen,Düsseldorf,1566048600,8,jp JPN,FW,29-091,90,2,2,0,2,0,0,0,,0,0,0,0,0,2,1,0,f69fba57,Yuya Osako,Werder Bremen,True
Werder Bremen,Düsseldorf,1566048600,7,xk KVX,LW,23-050,64,3,3,0,1,2,1,1,100.0,0,0,0,0,0,3,1,0,6c6a3300,Milot Rashica,Werder Bremen,True
Werder Bremen,Düsseldorf,1566048600,11,de GER,LW,26-189,26,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,4f16405e,Niclas Füllkrug,Werder Bremen,False
Werder Bremen,Düsseldorf,1566048600,24,de GER,RW,21-101,90,0,0,0,0,0,0,1,0.0,1,3,0,3,1,1,1,0,d571df78,Johannes Eggestein,Werder Bremen,True
Werder Bremen,Düsseldorf,1566048600,30,nl NED,LM,26-177,90,1,1,0,0,1,0,1,0.0,1,0,0,0,0,1,3,0,15fd5593,Davy Klaassen,Werder Bremen,True
Werder Bremen,Düsseldorf,1566048600,17,tr TUR,CM,30-346,90,2,1,0,1,1,0,1,0.0,1,0,0,0,1,3,2,0,f4081572,Nuri Şahin,Werder Bremen,True
Werder Bremen,Düsseldorf,1566048600,35,de GER,RM,22-252,90,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,1,0,beb882a8,Maximilian Eggestein,Werder Bremen,True
Werder Bremen,Düsseldorf,1566048600,32,at AUT,LB,21-154,70,1,0,1,0,0,1,1,100.0,0,2,0,2,0,1,1,0,f86ad3f5,Marco Friedl,Werder Bremen,True
Werder Bremen,Düsseldorf,1566048600,14,pe PER,LB,40-318,20,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0,54b6ee79,Claudio Pizarro,Werder Bremen,False
Werder Bremen,Düsseldorf,1566048600,18,fi FIN,CB,33-322,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,3,0,00844823,Niklas Moisander,Werder Bremen,True
Werder Bremen,Düsseldorf,1566048600,21,tr TUR,CB,30-027,81,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0,c5fd13e9,Ömer Toprak,Werder Bremen,True
Werder Bremen,Düsseldorf,1566048600,19,us USA,CB,19-178,9,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,a8d4428b,Josh Sargent,Werder Bremen,False
Werder Bremen,Düsseldorf,1566048600,23,cz CZE,RB,32-236,90,0,0,0,0,0,0,0,,0,1,0,1,2,2,1,0,3f65898c,Theodor Gebre Selassie,Werder Bremen,True
Werder Bremen,Düsseldorf,1566048600,1,cz CZE,GK,27-125,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0a1cb833,Jiří Pavlenka,Werder Bremen,True
Mönchengladbach,Schalke 04,1566059400,14,fr FRA,FW,26-160,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,bc6bd723,Alassane Pléa,Mönchengladbach,True
Mönchengladbach,Schalke 04,1566059400,10,fr FRA,FW,22-011,81,1,1,1,0,0,0,0,,0,0,0,0,1,2,0,0,6f8cd6d0,Marcus Thuram,Mönchengladbach,True
Mönchengladbach,Schalke 04,1566059400,16,gn GUI,FW,31-118,9,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,096a77c4,Ibrahima Traoré,Mönchengladbach,False
Mönchengladbach,Schalke 04,1566059400,36,ch SUI,AM,22-184,76,2,0,0,1,1,1,1,100.0,0,3,0,3,1,3,0,0,0b4f388a,Breel Embolo,Mönchengladbach,True
Mönchengladbach,Schalke 04,1566059400,11,br BRA,AM,34-142,14,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,791af558,Raffael,Mönchengladbach,False
Mönchengladbach,Schalke 04,1566059400,32,de GER,LM,22-154,62,2,0,1,1,0,0,1,0.0,1,2,0,2,2,4,1,0,36a59ba4,Florian Neuhaus,Mönchengladbach,True
Mönchengladbach,Schalke 04,1566059400,19,us USA,LM,31-249,28,1,1,0,1,0,0,0,,0,1,0,1,1,2,0,0,76e5da9d,Fabian Johnson,Mönchengladbach,False
Mönchengladbach,Schalke 04,1566059400,22,sk SVK,RM,21-342,90,3,1,0,2,1,1,3,33.3,2,1,0,1,0,3,0,0,fe888e39,László Bénes,Mönchengladbach,True
Mönchengladbach,Schalke 04,1566059400,8,ch SUI,DM,22-270,90,1,1,1,0,0,1,1,100.0,0,3,1,2,4,5,1,0,384d58d9,Denis Zakaria,Mönchengladbach,True
Mönchengladbach,Schalke 04,1566059400,17,se SWE,LB,33-297,90,2,1,2,0,0,1,2,50.0,1,1,0,1,2,4,1,0,b69261a0,Oscar Wendt,Mönchengladbach,True
Mönchengladbach,Schalke 04,1566059400,30,ch SUI,CB,22-321,90,3,3,2,1,0,1,2,50.0,1,2,1,1,3,6,6,0,48035304,Nico Elvedi,Mönchengladbach,True
Mönchengladbach,Schalke 04,1566059400,28,de GER,CB,25-210,90,3,3,0,2,1,3,3,100.0,0,0,0,0,0,3,3,0,f521b80a,Matthias Ginter,Mönchengladbach,True
Mönchengladbach,Schalke 04,1566059400,18,at AUT,RB,26-355,90,2,2,0,1,1,0,0,,0,1,0,1,0,2,1,0,4aea5077,Stefan Lainer,Mönchengladbach,True
Mönchengladbach,Schalke 04,1566059400,1,ch SUI,GK,30-243,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,420c18a1,Yann Sommer,Mönchengladbach,True
Eintracht Frankfurt,Hoffenheim,1566135000,4,hr CRO,"FW,AM",25-331,90,1,0,0,1,0,0,0,,0,0,0,0,0,1,1,0,536cebe5,Ante Rebić,Eintracht Frankfurt,True
Eintracht Frankfurt,Hoffenheim,1566135000,11,rs SRB,AM,24-191,87,2,1,1,1,0,0,1,0.0,1,1,0,1,1,3,1,0,16daec92,Mijat Gaćinović,Eintracht Frankfurt,True
Eintracht Frankfurt,Hoffenheim,1566135000,16,es ESP,AM,25-030,3,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,0e4fef6e,Lucas Torró,Eintracht Frankfurt,False
Eintracht Frankfurt,Hoffenheim,1566135000,15,jp JPN,AM,23-013,70,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0,15b287da,Daichi Kamada,Eintracht Frankfurt,True
Eintracht Frankfurt,Hoffenheim,1566135000,39,pt POR,FW,25-017,20,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,962e54cb,Gonçalo Paciência,Eintracht Frankfurt,False
Eintracht Frankfurt,Hoffenheim,1566135000,5,ch SUI,CM,32-350,90,4,1,1,3,0,1,4,25.0,3,1,0,1,1,5,0,0,8e58987d,Gelson Fernandes,Eintracht Frankfurt,True
Eintracht Frankfurt,Hoffenheim,1566135000,28,de GER,CM,25-199,64,3,2,0,2,1,0,0,,0,1,0,1,0,3,0,0,0fbecd11,Dominik Kohr,Eintracht Frankfurt,True
Eintracht Frankfurt,Hoffenheim,1566135000,17,de GER,CM,28-311,26,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,e12b0b5b,Sebastian Rode,Eintracht Frankfurt,False
Eintracht Frankfurt,Hoffenheim,1566135000,10,rs SRB,WB,26-290,90,0,0,0,0,0,0,1,0.0,1,3,0,3,2,2,1,0,b1cd37e6,Filip Kostić,Eintracht Frankfurt,True
Eintracht Frankfurt,Hoffenheim,1566135000,24,de GER,WB,26-036,90,1,0,0,1,0,0,2,0.0,2,3,0,3,0,1,5,0,5ddb8f9f,Danny da Costa,Eintracht Frankfurt,True
Eintracht Frankfurt,Hoffenheim,1566135000,13,at AUT,CB,26-345,90,6,4,3,3,0,6,6,100.0,0,0,0,0,0,6,3,0,080440a4,Martin Hinteregger,Eintracht Frankfurt,True
Eintracht Frankfurt,Hoffenheim,1566135000,20,jp JPN,CB,35-212,90,1,1,1,0,0,1,2,50.0,1,1,1,0,3,4,3,0,9ab16552,Makoto Hasebe,Eintracht Frankfurt,True
Eintracht Frankfurt,Hoffenheim,1566135000,19,ar ARG,CB,33-034,90,1,0,1,0,0,1,1,100.0,0,3,1,2,0,1,3,0,565bf0da,David Abraham,Eintracht Frankfurt,True
Eintracht Frankfurt,Hoffenheim,1566135000,1,de GER,GK,29-041,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,ce17b5eb,Kevin Trapp,Eintracht Frankfurt,True
Union Berlin,RB Leipzig,1566144000,10,se SWE,FW,28-034,68,1,1,0,0,1,0,0,,0,0,0,0,1,2,0,0,b4cf5806,Sebastian Andersson,Union Berlin,True
Union Berlin,RB Leipzig,1566144000,9,de GER,FW,28-139,22,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,3745e8bd,Sebastian Polter,Union Berlin,False
Union Berlin,RB Leipzig,1566144000,15,de GER,"LM,LW",26-142,90,3,2,2,1,0,2,3,66.7,1,2,0,2,0,3,0,0,ab5b7dc1,Marius Bülter,Union Berlin,True
Union Berlin,RB Leipzig,1566144000,20,ng NGA,"RW,RM",22-251,57,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,abf0cad0,Suleiman Abdullahi,Union Berlin,True
Union Berlin,RB Leipzig,1566144000,27,sr SUR,RM,24-190,33,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8eb55dbb,Sheraldo Becker,Union Berlin,False
Union Berlin,RB Leipzig,1566144000,34,de GER,AM,34-004,45,2,2,0,0,2,2,3,66.7,1,3,0,3,1,3,1,0,a4f94a0d,Christian Gentner,Union Berlin,True
Union Berlin,RB Leipzig,1566144000,11,ng NGA,FW,28-308,45,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,99be8fb5,Anthony Ujah,Union Berlin,False
Union Berlin,RB Leipzig,1566144000,30,de GER,"CM,DM",24-330,90,1,0,1,0,0,1,3,33.3,2,0,0,0,3,4,0,0,e0b113a7,Robert Andrich,Union Berlin,True
Union Berlin,RB Leipzig,1566144000,21,de GER,"CM,DM",24-221,90,1,1,1,0,0,0,1,0.0,1,1,0,1,1,2,1,0,924f9191,Grischa Prömel,Union Berlin,True
Union Berlin,RB Leipzig,1566144000,25,de GER,LB,24-330,90,4,4,3,1,0,0,2,0.0,2,1,1,0,2,6,3,0,bbd86530,Christopher Lenz,Union Berlin,True
Union Berlin,RB Leipzig,1566144000,31,de GER,CB,22-112,90,2,0,1,0,1,1,2,50.0,1,0,0,0,1,3,6,0,f6bdc830,Keven Schlotterbeck,Union Berlin,True
Union Berlin,RB Leipzig,1566144000,5,de GER,CB,23-248,90,0,0,0,0,0,0,0,,0,1,0,1,4,4,2,0,b77f44a4,Marvin Friedrich,Union Berlin,True
Union Berlin,RB Leipzig,1566144000,28,at AUT,RB,32-175,90,0,0,0,0,0,0,0,,0,0,0,0,2,2,1,0,056d2d95,Christopher Trimmel,Union Berlin,True
Union Berlin,RB Leipzig,1566144000,1,pl POL,GK,31-296,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,17376543,Rafał Gikiewicz,Union Berlin,True
Köln,Dortmund,1566585000,27,fr FRA,FW,31-131,80,1,0,0,0,1,0,2,0.0,2,0,0,0,0,1,0,0,34e4343c,Anthony Modeste,Köln,True
Köln,Dortmund,1566585000,6,de GER,FW,29-341,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4114f306,Marco Höger,Köln,False
Köln,Dortmund,1566585000,15,co COL,FW,26-104,54,1,0,0,0,1,1,1,100.0,0,0,0,0,1,2,0,0,9f381d8b,Jhon Córdoba,Köln,True
Köln,Dortmund,1566585000,9,de GER,FW,31-174,36,1,1,1,0,0,0,2,0.0,2,2,1,1,0,1,0,0,863ff1ee,Simon Terodde,Köln,False
Köln,Dortmund,1566585000,24,de GER,LM,29-089,90,3,3,1,2,0,2,3,66.7,1,1,1,0,3,6,1,0,809940aa,Dominick Drexler,Köln,True
Köln,Dortmund,1566585000,28,tn TUN,CM,24-105,90,4,2,4,0,0,1,1,100.0,0,2,1,1,1,5,1,0,c2211709,Ellyes Skhiri,Köln,True
Köln,Dortmund,1566585000,8,be BEL,CM,25-129,90,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,1,0,28eaa0f3,Birger Verstraete,Köln,True
Köln,Dortmund,1566585000,11,gh GHA,RM,26-042,73,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0,bd527260,Kingsley Schindler,Köln,True
Köln,Dortmund,1566585000,30,at AUT,RM,26-303,17,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,0,94c18565,Florian Kainz,Köln,False
Köln,Dortmund,1566585000,14,de GER,LB,29-088,90,5,4,3,2,0,1,2,50.0,1,2,0,2,1,6,1,0,c2009df3,Jonas Hector,Köln,True
Köln,Dortmund,1566585000,5,de GER,CB,29-101,90,0,0,0,0,0,0,3,0.0,3,1,1,0,1,1,6,0,b0a0698b,Rafael Czichos,Köln,True
Köln,Dortmund,1566585000,33,be BEL,CB,20-154,90,2,2,2,0,0,2,3,66.7,1,0,0,0,1,3,4,0,01834aa0,Sebastiaan Bornauw,Köln,True
Köln,Dortmund,1566585000,19,nl NED,RB,24-090,90,6,4,2,4,0,1,2,50.0,1,2,0,2,4,10,6,0,76b2817e,Kingsley Ehizibue,Köln,True
Köln,Dortmund,1566585000,1,de GER,GK,26-103,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3cd9e95a,Timo Horn,Köln,True
Paderborn 07,Freiburg,1566653400,11,de GER,FW,29-040,90,1,0,0,0,1,0,0,,0,3,0,3,1,2,0,0,1e274a0a,Sven Michel,Paderborn 07,True
Paderborn 07,Freiburg,1566653400,30,de GER,FW,25-068,74,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0,625e41b1,Streli Mamba,Paderborn 07,True
Paderborn 07,Freiburg,1566653400,27,sn SEN,FW,24-236,16,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,4942dad3,Babacar Guèye,Paderborn 07,False
Paderborn 07,Freiburg,1566653400,22,gh GHA,"LM,RM",25-198,90,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,0a3f6cde,Christopher Antwi-Adjei,Paderborn 07,True
Paderborn 07,Freiburg,1566653400,8,al ALB,CM,29-253,90,5,3,1,4,0,2,3,66.7,1,1,0,1,0,5,3,0,431c837b,Klaus Gjasula,Paderborn 07,True
Paderborn 07,Freiburg,1566653400,39,gr GRE,CM,21-324,90,2,2,1,1,0,0,0,,0,1,0,1,2,4,1,0,d3112d86,Sebastian Vasiliadis,Paderborn 07,True
