home_team,away_team,datetime,shirtnumber,nationality,position,age,minutes,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,player_id,player,squad,start
Veracruz,Pumas UNAM,1532131200,21,uy URU,"FW,CM,LM",26-099,90,23,29,79.3,443,180,10,10,100.0,8,9,88.9,4,8,50.0,0,0.0,0.1,1,3,5,2,6,0c2a2a73,Adrián Luna,Veracruz,True
Veracruz,Pumas UNAM,1532131200,22,mx MEX,FW,23-070,90,22,32,68.8,314,65,13,18,72.2,4,7,57.1,2,3,66.7,0,0.2,0.1,3,3,0,0,4,3e2406b1,Diego Chávez Collins,Veracruz,True
Veracruz,Pumas UNAM,1532131200,10,cl CHI,LM,23-120,45,8,13,61.5,80,13,6,7,85.7,1,1,100.0,0,4,0.0,0,0.0,0.0,1,1,0,0,1,0c29b78c,Joe Abrigo,Veracruz,True
Veracruz,Pumas UNAM,1532131200,11,ar ARG,"FW,LM",30-109,45,3,5,60.0,50,15,0,0,,2,3,66.7,0,0,,0,0.0,0.0,0,1,0,0,1,879bb6ef,Cristian Menéndez,Veracruz,False
Veracruz,Pumas UNAM,1532131200,7,mx MEX,CM,36-101,56,24,30,80.0,419,121,9,11,81.8,10,10,100.0,3,4,75.0,0,0.0,0.1,0,5,1,0,6,ddb8cfad,Carlos Esquivel,Veracruz,True
Veracruz,Pumas UNAM,1532131200,14,ar ARG,"CB,CM",28-170,34,16,21,76.2,329,194,6,7,85.7,7,10,70.0,3,3,100.0,0,0.6,0.0,1,3,0,0,3,cb8b660b,Rodrigo Javier Noya,Veracruz,False
Veracruz,Pumas UNAM,1532131200,6,mx MEX,"CM,CB",31-082,90,35,47,74.5,768,165,8,12,66.7,19,23,82.6,7,10,70.0,0,0.0,0.0,0,2,0,0,1,458c15f7,Luis Antonio Martínez,Veracruz,True
Veracruz,Pumas UNAM,1532131200,23,cl CHI,"RM,CM",27-170,69,17,26,65.4,258,109,10,12,83.3,6,7,85.7,1,7,14.3,0,0.0,0.2,0,1,1,1,3,8cce9a77,Bryan Carrasco,Veracruz,True
Veracruz,Pumas UNAM,1532131200,26,mx MEX,CM,21-139,21,13,17,76.5,222,86,6,7,85.7,4,5,80.0,2,4,50.0,0,0.0,0.1,0,1,1,1,1,21849bf3,Ronaldo Prieto,Veracruz,False
Veracruz,Pumas UNAM,1532131200,20,co COL,"LB,WB",26-183,90,29,45,64.4,440,204,17,20,85.0,11,17,64.7,0,3,0.0,0,0.0,0.0,1,1,0,0,5,4f0cf249,Jefferson Murillo,Veracruz,True
Veracruz,Pumas UNAM,1532131200,24,mx MEX,CB,33-275,90,28,38,73.7,623,219,9,11,81.8,12,15,80.0,7,10,70.0,0,0.0,0.0,0,1,0,0,0,a2f33682,José Arturo Rivas,Veracruz,True
Veracruz,Pumas UNAM,1532131200,5,ar ARG,CB,31-017,90,30,40,75.0,717,316,9,10,90.0,13,17,76.5,8,12,66.7,0,0.0,0.0,0,2,0,0,1,eb9f3f10,Guido Milán,Veracruz,True
Veracruz,Pumas UNAM,1532131200,28,mx MEX,"RB,WB",29-299,90,50,62,80.6,765,352,29,31,93.5,18,20,90.0,2,8,25.0,0,0.0,0.0,0,5,1,0,8,b9bb50d8,Jesús Paganoni,Veracruz,True
Veracruz,Pumas UNAM,1532131200,13,mx MEX,GK,35-278,90,16,21,76.2,564,471,2,2,100.0,8,8,100.0,6,11,54.5,0,0.0,0.0,0,2,0,0,0,eeb45208,Melitón Hernández,Veracruz,True
Atlas,Querétaro,1532138400,19,uy URU,FW,26-177,90,9,13,69.2,94,21,5,7,71.4,2,3,66.7,0,1,0.0,0,0.0,0.0,1,0,0,0,2,f3e5f80c,Octavio Rivero,Atlas,True
Atlas,Querétaro,1532138400,8,co COL,LM,29-147,54,16,20,80.0,315,74,7,9,77.8,6,6,100.0,3,4,75.0,0,0.0,0.0,0,1,1,1,2,6fe53d33,Andrés Andrade,Atlas,True
Atlas,Querétaro,1532138400,13,mx MEX,LM,19-249,36,6,10,60.0,124,47,4,4,100.0,0,2,0.0,2,4,50.0,0,0.1,0.1,1,0,0,0,1,b9bfa710,Ulises Cardona,Atlas,False
Atlas,Querétaro,1532138400,10,gh GHA,CM,23-159,90,31,34,91.2,450,172,20,22,90.9,10,11,90.9,1,1,100.0,0,0.1,0.3,2,2,3,1,6,8ee9191e,Clifford Aboagye,Atlas,True
Atlas,Querétaro,1532138400,7,mx MEX,CM,27-000,86,27,31,87.1,346,87,15,15,100.0,10,11,90.9,0,1,0.0,0,0.0,0.1,1,3,1,0,6,dd6862d1,Juan Pablo Vigón,Atlas,True
Atlas,Querétaro,1532138400,17,co COL,CM,31-064,4,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,49f20f7e,Jefferson Duque,Atlas,False
Atlas,Querétaro,1532138400,15,mx MEX,RM,22-054,90,16,23,69.6,260,88,10,11,90.9,4,6,66.7,2,5,40.0,0,0.1,0.1,2,0,2,1,1,e2190ad8,Bryan Garnica,Atlas,True
Atlas,Querétaro,1532138400,21,cl CHI,DM,27-037,90,46,51,90.2,958,305,17,19,89.5,23,26,88.5,5,5,100.0,0,0.0,0.0,1,7,1,0,10,d47cd62c,Lorenzo Reyes,Atlas,True
Atlas,Querétaro,1532138400,26,mx MEX,LB,21-057,90,29,47,61.7,479,167,15,19,78.9,10,19,52.6,3,6,50.0,0,0.0,0.0,0,2,0,0,2,8cefbfc1,Cristian Calderón,Atlas,True
Atlas,Querétaro,1532138400,3,co COL,CB,29-085,90,43,50,86.0,857,321,11,12,91.7,23,26,88.5,6,8,75.0,0,0.1,0.1,2,4,1,0,5,a3f53eb9,Leiton Jiménez,Atlas,True
Atlas,Querétaro,1532138400,14,us USA,CB,29-282,90,32,40,80.0,656,237,11,14,78.6,16,17,94.1,5,9,55.6,0,0.0,0.0,0,5,0,0,4,0d2fe665,Omar Gonzalez,Atlas,True
Atlas,Querétaro,1532138400,29,mx MEX,RB,21-150,90,22,30,73.3,349,134,9,11,81.8,11,15,73.3,1,2,50.0,0,0.4,0.1,1,4,2,0,5,93ffd0e4,Ismael Govea,Atlas,True
Atlas,Querétaro,1532138400,1,mx MEX,GK,21-080,90,23,29,79.3,657,419,2,2,100.0,15,15,100.0,6,12,50.0,0,0.0,0.0,1,0,0,0,0,2a860a40,José Santiago Hernández,Atlas,True
Toluca,Morelia,1532278800,9,mx MEX,FW,20-239,90,19,21,90.5,288,51,12,12,100.0,7,7,100.0,0,0,,1,0.1,0.2,1,0,1,0,2,f40f4c38,Alexis Vega,Toluca,True
Toluca,Morelia,1532278800,25,ar ARG,FW,26-169,73,13,18,72.2,196,39,6,10,60.0,5,6,83.3,1,1,100.0,0,0.0,0.0,0,1,1,0,4,fa828ce6,Alexis Canelo,Toluca,True
Toluca,Morelia,1532278800,255,mx MEX,FW,18-267,17,4,5,80.0,54,26,3,4,75.0,1,1,100.0,0,0,,0,0.0,0.0,1,1,0,0,2,bf453048,Kevin Castañeda,Toluca,False
Toluca,Morelia,1532278800,23,co COL,LM,27-026,83,25,36,69.4,375,97,16,18,88.9,8,14,57.1,1,3,33.3,0,0.5,0.3,3,0,0,0,2,39c52d54,Luis Enrique Quiñones,Toluca,True
Toluca,Morelia,1532278800,11,mx MEX,LM,25-234,7,1,1,100.0,27,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,7db31ca9,Amaury Escoto,Toluca,False
Toluca,Morelia,1532278800,8,br BRA,CM,31-244,64,17,22,77.3,311,43,8,8,100.0,5,8,62.5,3,4,75.0,0,0.0,0.0,1,2,0,0,1,c02b862e,William da Silva,Toluca,True
Toluca,Morelia,1532278800,16,mx MEX,CM,27-162,26,13,15,86.7,252,58,4,6,66.7,8,8,100.0,1,1,100.0,0,0.0,0.0,0,3,0,0,2,b805a7f8,Adolfo Domínguez Gerardo,Toluca,False
Toluca,Morelia,1532278800,15,mx MEX,CM,29-271,90,30,32,93.8,516,247,14,16,87.5,14,14,100.0,2,2,100.0,0,0.0,0.0,1,3,1,0,6,54a15dab,Antonio Ríos,Toluca,True
Toluca,Morelia,1532278800,14,ar ARG,RM,34-202,90,38,60,63.3,639,204,15,20,75.0,17,20,85.0,4,16,25.0,0,0.2,0.2,3,4,4,0,8,12d979de,Rubens Sambueza,Toluca,True
Toluca,Morelia,1532278800,26,co COL,LB,25-154,90,32,41,78.0,596,296,13,14,92.9,12,14,85.7,5,11,45.5,0,0.0,0.0,0,0,1,0,3,9d7d5334,Cristian Borja,Toluca,True
Toluca,Morelia,1532278800,33,mx MEX,CB,25-232,90,28,29,96.6,581,312,8,8,100.0,17,17,100.0,3,4,75.0,0,0.0,0.0,0,2,0,0,3,12759bc6,Carlos Calvo,Toluca,True
Toluca,Morelia,1532278800,4,cl CHI,CB,33-346,90,21,25,84.0,454,234,5,5,100.0,13,13,100.0,3,5,60.0,0,0.0,0.0,1,1,0,0,2,be9664e2,Osvaldo González,Toluca,True
Toluca,Morelia,1532278800,29,mx MEX,RB,30-074,90,26,46,56.5,383,214,15,19,78.9,8,18,44.4,1,7,14.3,0,0.0,0.0,0,3,1,0,2,5eb7e203,Rodrigo Salinas,Toluca,True
Toluca,Morelia,1532278800,1,mx MEX,GK,35-307,90,21,27,77.8,715,562,2,2,100.0,9,9,100.0,10,16,62.5,0,0.1,0.0,1,0,0,0,0,5c7fc905,Alfredo Talavera,Toluca,True
Santos Laguna,Lobos BUAP,1532300400,13,uy URU,FW,25-016,90,11,15,73.3,136,2,6,7,85.7,3,5,60.0,0,0,,0,0.6,0.4,3,0,0,0,0,86ca9bca,Jonathan Rodríguez,Santos Laguna,True
Santos Laguna,Lobos BUAP,1532300400,9,ar ARG,FW,28-358,70,16,20,80.0,182,37,9,9,100.0,5,5,100.0,0,1,0.0,0,0.0,0.0,0,1,0,0,3,84d35e44,Julio Furch,Santos Laguna,True
Santos Laguna,Lobos BUAP,1532300400,11,mx MEX,FW,29-362,20,4,6,66.7,44,7,3,4,75.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,a9830314,Eduardo Herrera,Santos Laguna,False
Santos Laguna,Lobos BUAP,1532300400,15,uy URU,LM,24-149,74,23,34,67.6,414,71,7,11,63.6,11,12,91.7,3,8,37.5,0,0.0,0.0,0,1,0,0,1,f3381616,Brian Lozano,Santos Laguna,True
Santos Laguna,Lobos BUAP,1532300400,30,cl CHI,LM,25-089,16,5,7,71.4,61,39,2,3,66.7,0,1,0.0,1,1,100.0,0,0.1,0.0,1,0,1,1,0,7ab584e1,Cris Martínez,Santos Laguna,False
Santos Laguna,Lobos BUAP,1532300400,10,py PAR,CM,32-105,90,48,51,94.1,994,307,17,18,94.4,21,22,95.5,9,10,90.0,0,0.1,0.1,2,4,0,0,5,69a95401,Osvaldo Martínez,Santos Laguna,True
Santos Laguna,Lobos BUAP,1532300400,23,mx MEX,CM,30-130,90,37,40,92.5,601,181,14,14,100.0,19,21,90.5,1,1,100.0,0,0.0,0.0,0,5,0,0,4,35fd6633,José Juan Vázquez,Santos Laguna,True
Santos Laguna,Lobos BUAP,1532300400,27,mx MEX,RM,29-002,45,22,25,88.0,327,85,14,14,100.0,7,7,100.0,1,3,33.3,0,0.1,0.1,1,0,0,0,1,39315a29,Javier Cortés,Santos Laguna,True
Santos Laguna,Lobos BUAP,1532300400,8,mx MEX,RM,27-171,45,8,13,61.5,142,46,2,3,66.7,4,6,66.7,1,2,50.0,1,0.0,0.0,1,0,1,1,1,50520f42,Carlos Orrantía,Santos Laguna,False
Santos Laguna,Lobos BUAP,1532300400,4,mx MEX,LB,20-173,90,43,53,81.1,725,221,16,19,84.2,18,23,78.3,4,5,80.0,0,0.1,0.0,1,1,0,0,2,2a8638ec,Jesús Alberto Angulo,Santos Laguna,True
Santos Laguna,Lobos BUAP,1532300400,5,ar ARG,CB,27-197,90,55,62,88.7,947,417,22,22,100.0,30,33,90.9,2,6,33.3,0,0.0,0.0,0,2,0,0,6,6afd25e6,Hugo Nervo,Santos Laguna,True
Santos Laguna,Lobos BUAP,1532300400,3,uy URU,CB,33-239,90,53,62,85.5,1172,427,11,11,100.0,33,34,97.1,8,16,50.0,0,0.0,0.0,0,3,0,0,8,d8ee75b6,Gerardo Alcoba,Santos Laguna,True
Santos Laguna,Lobos BUAP,1532300400,2,mx MEX,RB,24-162,90,48,61,78.7,936,324,19,22,86.4,19,24,79.2,10,14,71.4,0,0.0,0.0,0,1,0,0,3,93f24791,José Abella,Santos Laguna,True
Santos Laguna,Lobos BUAP,1532300400,28,mx MEX,GK,22-094,90,19,26,73.1,528,369,4,4,100.0,8,8,100.0,7,14,50.0,0,0.0,0.0,0,0,0,0,0,0810e384,Carlos Acevedo,Santos Laguna,True
Tijuana,Guadalajara,1532224800,9,ar ARG,FW,26-233,90,20,28,71.4,269,72,10,14,71.4,5,8,62.5,1,2,50.0,1,0.5,0.0,4,0,1,0,3,18a3f871,Juan Martín Lucero,Tijuana,True
Tijuana,Guadalajara,1532224800,19,mx MEX,FW,25-183,76,13,22,59.1,197,62,7,11,63.6,3,6,50.0,2,2,100.0,1,0.3,0.0,3,2,0,0,3,b7f98460,Erick Torres,Tijuana,True
Tijuana,Guadalajara,1532224800,7,ar ARG,"CM,FW",30-162,14,6,7,85.7,106,25,1,2,50.0,5,5,100.0,0,0,,0,0.0,0.0,0,1,0,0,2,2e949638,Diego González,Tijuana,False
Tijuana,Guadalajara,1532224800,20,mx MEX,LM,21-151,56,4,5,80.0,38,18,2,3,66.7,1,1,100.0,0,0,,0,0.3,0.0,1,1,0,0,1,c219b86b,Jesús Angulo,Tijuana,True
Tijuana,Guadalajara,1532224800,17,gt GUA,"LM,LW",22-142,34,4,6,66.7,57,27,3,5,60.0,1,1,100.0,0,0,,0,0.0,0.0,0,1,0,0,1,9bad7100,Rubio Rubin,Tijuana,False
Tijuana,Guadalajara,1532224800,24,mx MEX,CM,22-187,86,19,29,65.5,366,158,7,8,87.5,4,8,50.0,5,9,55.6,0,0.1,0.1,3,2,0,0,4,e50949ea,Luis Chávez,Tijuana,True
Tijuana,Guadalajara,1532224800,11,ec ECU,CM,23-166,4,1,1,100.0,8,7,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,e43dc6bb,Erick Castillo,Tijuana,False
Tijuana,Guadalajara,1532224800,15,uy URU,CM,28-320,90,21,29,72.4,370,155,9,11,81.8,8,13,61.5,3,4,75.0,0,0.0,0.0,0,3,1,0,2,f23be077,Diego Rodríguez,Tijuana,True
Tijuana,Guadalajara,1532224800,8,uy URU,"RM,RW",26-102,90,19,30,63.3,222,117,9,9,100.0,6,10,60.0,1,3,33.3,0,0.0,0.0,1,4,0,0,4,03fdc7b4,Ignacio Rivero,Tijuana,True
Tijuana,Guadalajara,1532224800,3,mx MEX,LB,31-310,90,23,30,76.7,454,269,5,6,83.3,15,18,83.3,2,4,50.0,0,0.2,0.0,1,5,0,0,4,01099a98,Luis Fernando Fuentes,Tijuana,True
Tijuana,Guadalajara,1532224800,6,mx MEX,CB,34-067,90,17,27,63.0,391,206,1,3,33.3,13,16,81.3,3,7,42.9,0,0.0,0.0,0,2,0,0,3,a9794529,Juan Carlos Valenzuela,Tijuana,True
Tijuana,Guadalajara,1532224800,2,ar ARG,CB,27-271,90,19,29,65.5,443,265,5,6,83.3,8,12,66.7,6,11,54.5,0,0.0,0.0,0,6,0,0,5,941426aa,Julián Velázquez,Tijuana,True
Tijuana,Guadalajara,1532224800,28,mx MEX,RB,29-266,90,26,38,68.4,456,297,7,8,87.5,11,19,57.9,4,7,57.1,0,0.2,0.4,2,1,0,0,2,e2ab721a,Omar Israel Mendoza,Tijuana,True
Tijuana,Guadalajara,1532224800,25,mx MEX,GK,24-208,90,8,18,44.4,387,351,0,0,,1,1,100.0,7,17,41.2,0,0.0,0.0,0,0,0,0,0,d8b7afc2,Gibran Lajud,Tijuana,True
Pachuca,Monterrey,1532217600,29,ar ARG,FW,30-006,90,22,22,100.0,308,21,13,13,100.0,8,8,100.0,0,0,,0,0.0,0.0,1,2,0,0,2,413cce14,Franco Jara,Pachuca,True
Pachuca,Monterrey,1532217600,14,mx MEX,LW,21-148,65,16,22,72.7,228,93,10,13,76.9,5,6,83.3,1,1,100.0,0,0.1,0.1,1,1,2,0,4,06dddd9e,Érick Aguirre,Pachuca,True
Pachuca,Monterrey,1532217600,19,mx MEX,LW,19-038,25,12,16,75.0,170,47,5,7,71.4,4,5,80.0,1,2,50.0,0,0.0,0.0,0,2,1,1,2,274d5b09,Francisco Antonio Figueroa,Pachuca,False
Pachuca,Monterrey,1532217600,34,ar ARG,RW,26-182,90,19,32,59.4,276,103,10,18,55.6,6,7,85.7,1,4,25.0,0,0.0,0.1,0,4,1,0,5,e4a47bec,Sebastián Palacios,Pachuca,True
Pachuca,Monterrey,1532217600,5,mx MEX,LM,23-168,90,36,46,78.3,603,274,16,17,94.1,12,14,85.7,5,9,55.6,0,0.1,0.1,2,8,0,0,13,67dfb898,Víctor Guzmán,Pachuca,True
Pachuca,Monterrey,1532217600,16,mx MEX,CM,29-041,90,47,55,85.5,867,262,15,15,100.0,25,30,83.3,5,6,83.3,0,0.0,0.0,1,5,0,0,6,da7bbfee,Jorge Daniel Hernández,Pachuca,True
Pachuca,Monterrey,1532217600,24,mx MEX,RM,20-195,45,18,24,75.0,213,87,12,14,85.7,4,6,66.7,0,0,,0,0.0,0.0,0,2,0,0,2,bcc50c9b,Pablo César López,Pachuca,True
Pachuca,Monterrey,1532217600,15,mx MEX,RM,23-036,45,34,38,89.5,600,178,17,17,100.0,13,15,86.7,2,4,50.0,0,0.1,0.2,1,4,0,0,7,c7842dab,Erick Gutiérrez,Pachuca,False
Pachuca,Monterrey,1532217600,12,mx MEX,LB,28-205,90,50,62,80.6,779,269,29,32,90.6,17,20,85.0,3,8,37.5,0,0.1,0.2,1,2,2,1,3,18123d70,Emmanuel García,Pachuca,True
Pachuca,Monterrey,1532217600,4,mx MEX,CB,21-193,90,59,67,88.1,1080,544,26,27,96.3,23,26,88.5,8,12,66.7,0,0.0,0.0,0,4,0,0,6,a1ed5354,Miguel Tapias,Pachuca,True
Pachuca,Monterrey,1532217600,25,mx MEX,CB,22-189,90,65,70,92.9,1363,403,18,19,94.7,40,41,97.6,7,9,77.8,0,0.0,0.0,0,4,0,0,5,ee246a94,Alexis Francisco Peña,Pachuca,True
Pachuca,Monterrey,1532217600,18,mx MEX,RB,31-149,89,44,50,88.0,723,311,20,24,83.3,17,17,100.0,4,6,66.7,0,0.1,0.1,2,1,3,2,7,99f74040,José Joaquín Martínez,Pachuca,True
Pachuca,Monterrey,1532217600,6,mx MEX,RB,25-148,1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,16cb5073,Raúl López Gómez,Pachuca,False
Pachuca,Monterrey,1532217600,13,mx MEX,GK,30-355,90,23,26,88.5,567,392,2,2,100.0,16,16,100.0,5,8,62.5,0,0.0,0.0,0,0,0,0,0,dce4c80e,Alfonso Blanco Antúnez,Pachuca,True
UANL,León,1532224800,10,fr FRA,FW,32-228,90,13,16,81.3,269,8,9,11,81.8,1,2,50.0,3,3,100.0,0,0.0,0.0,0,1,0,0,0,585e1b85,André-Pierre Gignac,UANL,True
UANL,León,1532224800,8,am ARM,LM,26-031,75,30,40,75.0,577,119,13,13,100.0,13,17,76.5,4,10,40.0,1,0.1,0.1,1,3,1,1,8,3ce30893,Lucas Zelarayán,UANL,True
UANL,León,1532224800,9,cl CHI,AM,28-243,15,14,14,100.0,258,44,8,8,100.0,4,4,100.0,2,2,100.0,0,0.0,0.0,0,2,0,0,2,bd603c00,Eduardo Vargas,UANL,False
UANL,León,1532224800,20,mx MEX,"CM,LW",28-160,90,44,56,78.6,703,113,23,25,92.0,16,21,76.2,4,7,57.1,0,0.0,0.1,0,5,1,1,2,215104cc,Javier Aquino,UANL,True
UANL,León,1532224800,5,br BRA,"CM,DM",29-033,80,45,49,91.8,897,260,15,15,100.0,23,24,95.8,6,7,85.7,0,0.1,0.0,1,7,0,0,6,19ae4d5c,Rafael Carioca,UANL,True
UANL,León,1532224800,16,mx MEX,DM,21-329,10,12,14,85.7,184,33,5,7,71.4,6,6,100.0,0,0,,0,0.0,0.0,0,1,0,0,1,7903a84a,Raúl Torres Rodríguez,UANL,False
UANL,León,1532224800,25,mx MEX,"RM,RW",25-256,90,38,46,82.6,510,89,24,25,96.0,12,16,75.0,1,3,33.3,0,0.0,0.1,0,2,2,1,2,bbf8bf7a,Jürgen Damm,UANL,True
UANL,León,1532224800,19,ar ARG,DM,28-145,90,63,69,91.3,964,299,33,33,100.0,27,31,87.1,1,2,50.0,0,0.0,0.0,0,3,0,0,2,faec2ec4,Guido Pizarro,UANL,True
UANL,León,1532224800,29,mx MEX,LB,29-127,90,76,83,91.6,1224,371,39,41,95.1,25,27,92.6,7,10,70.0,0,0.1,0.0,2,16,0,0,7,44267704,Jesús Dueñas,UANL,True
UANL,León,1532224800,6,mx MEX,CB,30-186,90,69,73,94.5,1394,564,25,25,100.0,27,28,96.4,12,15,80.0,0,0.0,0.0,0,8,0,0,6,9920b309,Jorge Torres Nilo,UANL,True
UANL,León,1532224800,4,mx MEX,CB,31-112,90,50,51,98.0,985,332,22,22,100.0,22,23,95.7,5,5,100.0,0,0.0,0.0,0,5,0,0,3,cf9989c2,Hugo Ayala,UANL,True
UANL,León,1532224800,28,mx MEX,RB,27-181,88,65,75,86.7,1266,285,24,26,92.3,27,30,90.0,10,15,66.7,0,0.1,0.0,2,6,0,0,6,125d6bed,Luis Alfonso Rodríguez,UANL,True
UANL,León,1532224800,2,mx MEX,RB,28-342,2,2,3,66.7,30,2,1,2,50.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,9e5ab7e1,Israel Jiménez,UANL,False
UANL,León,1532224800,1,ar ARG,GK,32-161,90,33,36,91.7,994,615,3,3,100.0,15,15,100.0,15,18,83.3,0,0.0,0.0,0,0,0,0,0,d8f11068,Nahuel Guzmán,UANL,True
Necaxa,América,1532307600,26,cl CHI,FW,20-260,90,28,35,80.0,454,145,11,14,78.6,13,14,92.9,1,2,50.0,1,0.4,0.1,1,4,1,0,5,aca8043a,Víctor Dávila,Necaxa,True
Necaxa,América,1532307600,29,cl CHI,LW,19-106,58,14,22,63.6,186,16,10,12,83.3,3,4,75.0,0,2,0.0,0,0.0,0.0,0,1,0,0,0,b0042dc3,Marcelo Allende,Necaxa,True
Necaxa,América,1532307600,8,uy URU,LW,23-181,32,8,13,61.5,150,36,3,4,75.0,4,6,66.7,1,2,50.0,0,0.4,0.4,1,0,0,0,1,91b8e2e1,Facundo Castro,Necaxa,False
Necaxa,América,1532307600,7,mx MEX,RW,24-000,78,30,33,90.9,362,101,23,23,100.0,6,7,85.7,0,1,0.0,0,0.0,0.0,1,4,1,0,2,649f8ee1,Daniel Álvarez López,Necaxa,True
Necaxa,América,1532307600,28,mx MEX,RW,25-199,12,6,10,60.0,73,7,3,3,100.0,2,3,66.7,0,2,0.0,0,0.0,0.0,0,0,0,0,0,50dcb7e4,Giovani Hernández,Necaxa,False
Necaxa,América,1532307600,14,cl CHI,AM,32-068,59,33,38,86.8,486,123,23,24,95.8,5,6,83.3,4,7,57.1,0,0.3,0.2,2,1,0,0,2,8a250399,Matías Fernández,Necaxa,True
Necaxa,América,1532307600,11,ar ARG,AM,23-299,31,6,9,66.7,76,8,5,6,83.3,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,0,857e2586,Brian Fernández,Necaxa,False
Necaxa,América,1532307600,24,mx MEX,DM,24-176,90,43,49,87.8,767,292,18,20,90.0,19,22,86.4,5,5,100.0,0,0.0,0.0,1,2,0,0,4,807e33f0,Fernando Rubén González,Necaxa,True
