home_team,away_team,datetime,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,player_id,player,squad,start
Valencia,Getafe,1628881200,7,pt POR,"RM,FW",24-257,85,25,25,0,0,0,2,3,0,0,0,0,0,18,0,1,e6bc67d7,Gonçalo Guedes,Valencia,True
Valencia,Getafe,1628881200,23,es ESP,RM,27-038,5,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,9038c2a1,Jason,Valencia,False
Valencia,Getafe,1628881200,9,uy URU,FW,24-364,90,17,17,0,0,0,0,1,0,0,0,0,0,6,0,1,4c2e9442,Maxi Gómez,Valencia,True
Valencia,Getafe,1628881200,17,ru RUS,LM,30-230,76,15,14,1,1,0,0,1,0,0,0,0,0,12,0,1,0ac94a23,Denis Cheryshev,Valencia,True
Valencia,Getafe,1628881200,11,es ESP,LM,29-073,14,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,19b776e9,Rubén Sobrino,Valencia,False
Valencia,Getafe,1628881200,6,,CM,21-194,2,,,,,,,0,,,,,,,,,45d96179,Hugo Guillamón,Valencia,True
Valencia,Getafe,1628881200,18,dk DEN,CM,32-074,68,18,17,1,0,0,0,0,0,0,0,0,0,11,0,0,d83bbc54,Daniel Wass,Valencia,True
Valencia,Getafe,1628881200,8,rs SRB,CM,23-149,22,5,4,1,1,0,0,0,0,0,0,0,0,3,0,1,faed84db,Uroš Račić,Valencia,False
Valencia,Getafe,1628881200,10,es ESP,"CM,RM",24-223,85,19,15,4,3,0,1,2,0,1,0,1,0,16,0,0,fed17f5a,Carlos Soler,Valencia,True
Valencia,Getafe,1628881200,12,gn GUI,CM,24-237,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d2110326,Mouctar Diakhaby,Valencia,False
Valencia,Getafe,1628881200,14,es ESP,LB,26-080,90,20,14,5,0,0,0,0,5,0,0,0,0,11,1,0,b05e2dbd,José Luis Gayà,Valencia,True
Valencia,Getafe,1628881200,15,py PAR,CB,24-230,90,11,10,1,1,0,1,0,0,0,0,0,0,6,0,0,bb08bce9,Omar Alderete,Valencia,True
Valencia,Getafe,1628881200,5,br BRA,CB,30-260,90,10,4,5,4,0,1,0,0,0,0,0,0,6,1,0,b7ca5c51,Gabriel Paulista,Valencia,True
Valencia,Getafe,1628881200,2,pt POR,RB,22-157,90,32,23,9,0,0,0,0,9,0,0,0,0,21,0,1,c78b352d,Thierry Correia,Valencia,True
Valencia,Getafe,1628881200,28,ge GEO,GK,20-318,90,23,6,17,4,0,0,0,0,0,0,0,0,15,0,0,d4b73232,Giorgi Mamardashvili,Valencia,True
Mallorca,Real Betis,1628962200,22,es ESP,FW,34-110,60,6,5,1,0,0,0,0,0,0,0,0,0,5,0,0,8cfc2f69,Ángel Rodríguez,Mallorca,True
Mallorca,Real Betis,1628962200,23,sn SEN,FW,25-029,30,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,f3b1d9a2,Amath,Mallorca,False
Mallorca,Real Betis,1628962200,14,es ESP,"LW,RM",33-069,89,25,22,3,0,2,0,3,0,2,1,0,0,15,0,1,70f8e0bd,Dani Rodríguez,Mallorca,True
Mallorca,Real Betis,1628962200,20,rs SRB,RM,29-244,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,a35134ae,Aleksandar Sedlar,Mallorca,False
Mallorca,Real Betis,1628962200,7,es ESP,RW,22-151,71,11,11,0,0,0,0,2,0,0,0,0,0,4,0,1,4887118d,Jordi Mboula,Mallorca,True
Mallorca,Real Betis,1628962200,11,ci CIV,RW,30-226,19,8,7,1,0,0,0,1,1,0,0,0,0,4,0,1,360d70f8,Lago Junior,Mallorca,False
Mallorca,Real Betis,1628962200,4,es ESP,LM,28-008,71,28,28,0,0,0,1,0,0,0,0,0,0,27,0,0,91f7631f,Iñigo Ruiz de Galarreta,Mallorca,True
Mallorca,Real Betis,1628962200,6,es ESP,LM,25-193,19,8,8,0,0,0,0,0,0,0,0,0,0,5,0,0,38126309,Aleix Febas,Mallorca,False
Mallorca,Real Betis,1628962200,12,gh GHA,CM,25-204,90,32,30,2,2,0,0,1,0,0,0,0,0,25,0,0,bfd381b3,Iddrisu Baba,Mallorca,True
Mallorca,Real Betis,1628962200,8,es ESP,RM,37-149,60,36,32,3,2,0,2,0,0,1,0,0,0,28,1,1,75bd85ea,Salva Sevilla,Mallorca,True
Mallorca,Real Betis,1628962200,17,jp JPN,"LW,RM",20-071,30,5,5,0,0,0,0,1,0,0,0,0,0,3,0,0,16aa3654,Takefusa Kubo,Mallorca,False
Mallorca,Real Betis,1628962200,3,es ESP,LB,27-135,90,32,24,7,1,0,0,4,6,0,0,0,0,19,1,1,a3e4bf46,Brian Oliván,Mallorca,True
Mallorca,Real Betis,1628962200,21,es ESP,CB,29-310,90,38,35,3,3,0,0,0,0,0,0,0,0,31,0,0,b857bd29,Antonio Raillo,Mallorca,True
Mallorca,Real Betis,1628962200,24,sk SVK,CB,25-246,90,31,28,3,3,0,0,0,0,0,0,0,0,26,0,0,f2c6ac01,Martin Valjent,Mallorca,True
Mallorca,Real Betis,1628962200,15,es ESP,RB,24-033,90,35,23,11,1,0,0,1,10,0,0,0,0,25,1,1,5db04597,Pablo Maffeo,Mallorca,True
Mallorca,Real Betis,1628962200,1,es ESP,GK,36-135,90,25,12,13,3,0,0,0,0,0,0,0,0,19,0,0,605eb473,Manolo Reina,Mallorca,True
Cádiz,Levante,1628962200,18,es ESP,FW,35-359,58,10,8,2,0,0,0,0,0,0,0,0,0,4,0,0,63b0ca6b,Álvaro Negredo,Cádiz,True
Cádiz,Levante,1628962200,10,es ESP,"LM,LW",30-238,32,14,14,0,0,1,1,1,0,0,0,0,0,11,0,0,5496cc91,Alberto Perea,Cádiz,False
Cádiz,Levante,1628962200,9,hn HON,"LW,FW",28-111,69,7,7,0,0,0,0,0,0,0,0,0,0,3,0,1,38699c72,Anthony Lozano,Cádiz,True
Cádiz,Levante,1628962200,29,me MNE,FW,22-020,21,5,5,0,0,0,0,1,0,0,0,0,0,3,0,1,375ed9d7,Milutin Osmajić,Cádiz,False
Cádiz,Levante,1628962200,7,es ESP,"RW,FW",30-137,90,13,12,0,0,1,0,3,0,0,0,0,0,2,1,3,405f267a,Salvi,Cádiz,True
Cádiz,Levante,1628962200,8,es ESP,"AM,RM",28-303,80,32,29,3,2,1,2,3,0,1,0,1,0,21,0,0,aa677a35,Álex Fernández,Cádiz,True
Cádiz,Levante,1628962200,11,es ESP,RM,26-087,10,8,6,2,0,0,0,5,1,1,0,1,0,3,0,1,5f5501ed,Álvaro Jiménez,Cádiz,False
Cádiz,Levante,1628962200,2,dk DEN,"DM,CM",28-216,69,20,20,0,0,0,0,0,0,0,0,0,0,15,0,1,53520a67,Jens Jønsson,Cádiz,True
Cádiz,Levante,1628962200,20,es ESP,CM,28-113,21,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0,c4b888df,Isaac Carcelen,Cádiz,False
Cádiz,Levante,1628962200,12,cl CHI,"DM,CM",22-207,90,42,41,1,1,0,2,2,0,0,0,0,0,30,0,1,99ea2ddd,Tomás Alarcón,Cádiz,True
Cádiz,Levante,1628962200,22,uy URU,LB,29-221,90,37,25,12,5,0,0,3,7,0,0,0,0,22,0,0,db001fa9,Alfonso Espino,Cádiz,True
Cádiz,Levante,1628962200,3,es ESP,CB,28-002,90,40,38,2,2,0,0,0,0,0,0,0,0,36,0,0,72a84002,Fali,Cádiz,True
Cádiz,Levante,1628962200,5,am ARM,CB,28-355,80,30,28,2,2,0,0,0,0,0,0,0,0,28,0,0,be32269e,Varazdat Haroyan,Cádiz,True
Cádiz,Levante,1628962200,32,es ESP,CB,21-162,10,10,9,1,0,0,0,0,1,0,0,0,0,9,0,0,ec1a731e,Víctor Chust,Cádiz,False
Cádiz,Levante,1628962200,15,gq EQG,RB,28-155,90,41,30,11,2,0,0,1,9,0,0,0,0,34,0,0,f2a68b97,Carlos Akapo,Cádiz,True
Cádiz,Levante,1628962200,1,ar ARG,GK,28-182,90,38,18,20,2,0,0,0,0,0,0,0,0,20,0,0,6c4776b1,Jeremías Ledesma,Cádiz,True
Alavés,Real Madrid,1628971200,9,es ESP,FW,31-140,90,32,29,3,0,0,0,0,0,0,0,0,0,20,0,2,6265208f,Joselu,Alavés,True
Alavés,Real Madrid,1628971200,17,es ESP,LW,31-224,67,13,12,1,0,0,0,4,1,0,0,0,0,8,0,1,aed746df,Édgar Méndez,Alavés,True
Alavés,Real Madrid,1628971200,19,es ESP,LW,22-181,23,9,8,1,0,0,0,1,1,0,0,0,0,6,0,1,ae48c5cb,Iván Martín,Alavés,False
Alavés,Real Madrid,1628971200,11,es ESP,RW,27-302,67,17,17,0,0,0,0,0,0,0,0,0,0,13,0,1,eb3dd471,Luis Rioja,Alavés,True
Alavés,Real Madrid,1628971200,18,uy URU,RW,19-237,23,8,8,0,0,0,0,0,0,0,0,0,0,8,0,0,ac7e7b1c,Facundo Pellistri,Alavés,False
Alavés,Real Madrid,1628971200,14,es ESP,AM,23-224,58,41,38,3,2,0,1,2,0,0,0,0,0,38,0,0,6ed1a2a2,Manu García,Alavés,True
Alavés,Real Madrid,1628971200,10,se SWE,AM,29-121,32,8,8,0,0,0,0,0,0,0,0,0,0,5,0,1,99bebd12,John Guidetti,Alavés,False
Alavés,Real Madrid,1628971200,20,es ESP,DM,28-175,58,20,19,0,0,0,0,0,0,0,0,0,0,17,1,1,29b61deb,Pere Pons,Alavés,True
Alavés,Real Madrid,1628971200,6,,MF,24-227,32,,,,,,,0,,,,,,,,,ee37317d,Mamadou N'Diaye,Alavés,False
Alavés,Real Madrid,1628971200,8,es ESP,DM,33-304,81,48,48,0,0,0,0,0,0,0,0,0,0,46,0,0,e54bd0a2,Tomás Pina Isla,Alavés,True
Alavés,Real Madrid,1628971200,15,es ESP,DM,23-147,9,12,12,0,0,1,0,0,0,0,0,0,0,10,0,0,9e098912,Toni Moya,Alavés,False
Alavés,Real Madrid,1628971200,3,es ESP,LB,25-300,90,52,40,12,1,0,0,5,10,0,0,0,0,40,0,2,1fe0492d,Rubén Duarte,Alavés,True
