home_team,away_team,datetime,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,player_id,player,squad,start
Lyon,Zenit,1568739300,9,fr FRA,FW,23-067,90,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,66.7,e7986081,Moussa Dembélé,Lyon,True
Lyon,Zenit,1568739300,11,nl NED,"LW,AM",25-216,90,0,0,0,0,1,0,11,0,0,1,0,0,5,0,0,,8f696594,Memphis,Lyon,True
Lyon,Zenit,1568739300,10,bf BFA,RW,24-011,76,0,0,0,0,1,0,7,0,1,0,0,0,1,0,2,0.0,c47541e0,Bertrand Traoré,Lyon,True
Lyon,Zenit,1568739300,27,ci CIV,RW,22-355,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,beb391dd,Maxwel Cornet,Lyon,False
Lyon,Zenit,1568739300,12,br BRA,"LM,DM",27-186,90,0,0,0,0,1,0,1,3,0,0,0,0,6,0,2,0.0,c6e5d20f,Thiago Mendes,Lyon,True
Lyon,Zenit,1568739300,29,fr FRA,"CM,DM",22-141,90,0,0,0,1,2,0,0,0,0,0,0,0,6,3,0,100.0,71ec39ef,Lucas Tousart,Lyon,True
Lyon,Zenit,1568739300,17,fr FRA,RM,21-243,84,0,0,0,1,2,0,0,0,0,0,0,0,6,0,0,,d504b3e1,Jeff Reine-Adélaïde,Lyon,True
Lyon,Zenit,1568739300,7,fr FRA,LW,22-197,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0.0,5148dcc5,Martin Terrier,Lyon,False
Lyon,Zenit,1568739300,28,ml MLI,LB,24-074,90,1,0,0,1,2,1,5,2,0,0,0,0,6,1,1,50.0,e6eadfb8,Youssouf Koné,Lyon,True
Lyon,Zenit,1568739300,5,be BEL,CB,24-081,90,0,0,0,0,1,0,0,1,1,0,0,0,7,2,0,100.0,47af88b8,Jason Denayer,Lyon,True
Lyon,Zenit,1568739300,6,br BRA,CB,32-120,90,0,0,0,0,1,0,0,0,0,0,0,0,2,9,5,64.3,e3d0b0c4,Marcelo,Lyon,True
Lyon,Zenit,1568739300,14,fr FRA,RB,25-003,90,0,0,0,1,0,0,3,1,0,0,0,0,6,3,0,100.0,ff0ab48c,Leo Dubois,Lyon,True
Lyon,Zenit,1568739300,1,pt POR,GK,28-351,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,f00de885,Anthony Lopes,Lyon,True
Internazionale,Slavia Prague,1568739300,10,ar ARG,FW,22-026,71,1,0,0,0,4,0,1,1,0,0,0,0,1,2,4,33.3,f7036e1c,Lautaro Martínez,Internazionale,True
Internazionale,Slavia Prague,1568739300,16,it ITA,FW,26-045,19,1,0,0,0,1,0,2,0,0,0,0,0,0,1,0,100.0,5e861944,Matteo Politano,Internazionale,False
Internazionale,Slavia Prague,1568739300,9,be BEL,FW,26-127,90,0,0,0,0,0,2,1,0,0,0,0,0,1,4,9,30.8,5eae500a,Romelu Lukaku,Internazionale,True
Internazionale,Slavia Prague,1568739300,12,it ITA,CM,24-043,90,0,0,0,1,3,0,6,1,0,0,0,0,3,1,1,50.0,b70bde8f,Stefano Sensi,Internazionale,True
Internazionale,Slavia Prague,1568739300,77,hr CRO,CM,26-305,70,0,0,0,3,1,0,0,0,1,0,0,0,5,1,0,100.0,33b8d077,Marcelo Brozović,Internazionale,True
Internazionale,Slavia Prague,1568739300,23,it ITA,CM,22-222,20,0,0,0,1,1,0,0,1,0,0,0,0,2,0,1,0.0,6928979a,Nicolò Barella,Internazionale,False
Internazionale,Slavia Prague,1568739300,5,it ITA,CM,25-163,90,0,0,0,0,1,0,0,0,1,0,0,0,3,2,0,100.0,ce30bfc8,Roberto Gagliardini,Internazionale,True
Internazionale,Slavia Prague,1568739300,18,gh GHA,WB,30-282,90,1,0,0,2,2,0,0,0,0,0,0,0,5,2,0,100.0,089550f5,Kwadwo Asamoah,Internazionale,True
Internazionale,Slavia Prague,1568739300,87,it ITA,WB,32-201,48,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0.0,356c9002,Antonio Candreva,Internazionale,True
Internazionale,Slavia Prague,1568739300,19,at AUT,WB,23-177,42,0,0,0,0,0,1,3,1,1,0,0,0,3,1,1,50.0,016ff750,Valentino Lazaro,Internazionale,False
Internazionale,Slavia Prague,1568739300,37,sk SVK,CB,24-218,90,0,0,0,0,1,0,0,1,4,0,0,0,7,2,1,66.7,30f5ffa9,Milan Škriniar,Internazionale,True
Internazionale,Slavia Prague,1568739300,6,nl NED,CB,27-224,90,0,0,0,0,1,0,0,2,1,0,0,0,10,2,1,66.7,d0d8dd44,Stefan de Vrij,Internazionale,True
Internazionale,Slavia Prague,1568739300,33,it ITA,CB,31-008,90,0,0,0,3,0,0,0,3,2,0,0,0,3,2,1,66.7,44eb9093,Danilo D'Ambrosio,Internazionale,True
Internazionale,Slavia Prague,1568739300,1,si SVN,GK,35-065,90,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,,74419746,Samir Handanović,Internazionale,True
Chelsea,Valencia,1568746800,9,eng ENG,FW,21-350,90,0,0,0,5,1,0,0,0,0,0,0,0,1,6,0,100.0,f586779e,Tammy Abraham,Chelsea,True
Chelsea,Valencia,1568746800,19,eng ENG,AM,20-250,15,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,,9674002f,Mason Mount,Chelsea,True
Chelsea,Valencia,1568746800,11,es ESP,"AM,WB",32-051,75,0,0,0,2,1,0,5,0,0,0,0,0,7,0,0,,3ca7254a,Pedro,Chelsea,False
Chelsea,Valencia,1568746800,10,br BRA,AM,31-039,90,0,0,0,1,2,0,11,0,0,0,0,0,3,1,0,100.0,8b9ebd03,Willian,Chelsea,True
Chelsea,Valencia,1568746800,17,hr CRO,CM,25-134,79,0,0,0,3,1,0,1,0,0,0,0,0,6,1,0,100.0,79c0821a,Mateo Kovačić,Chelsea,True
Chelsea,Valencia,1568746800,8,eng ENG,CM,25-286,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3a24769f,Ross Barkley,Chelsea,False
Chelsea,Valencia,1568746800,5,it ITA,CM,27-271,90,1,0,0,3,1,0,0,2,2,0,0,0,6,0,1,0.0,45db685d,Jorginho,Chelsea,True
Chelsea,Valencia,1568746800,3,es ESP,WB,28-263,90,0,0,0,3,1,0,3,0,2,0,0,0,3,3,2,60.0,f4290206,Marcos Alonso,Chelsea,True
Chelsea,Valencia,1568746800,28,es ESP,"WB,CB",30-020,90,0,0,0,5,0,0,6,2,0,0,0,0,1,3,1,75.0,53cad200,César Azpilicueta,Chelsea,True
Chelsea,Valencia,1568746800,29,eng ENG,CB,21-272,90,0,0,0,1,0,0,0,1,1,0,0,0,6,3,2,60.0,7edfbb8a,Fikayo Tomori,Chelsea,True
Chelsea,Valencia,1568746800,4,dk DEN,CB,23-160,90,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,40.0,1cb49278,Andreas Christensen,Chelsea,True
Chelsea,Valencia,1568746800,15,fr FRA,CB,24-325,72,0,0,0,1,0,0,1,0,0,0,0,0,3,1,1,50.0,ce4246f5,Kurt Zouma,Chelsea,True
Chelsea,Valencia,1568746800,18,fr FRA,FW,32-352,18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,16ceb862,Olivier Giroud,Chelsea,False
Chelsea,Valencia,1568746800,1,es ESP,GK,24-349,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,28d596a0,Kepa Arrizabalaga,Chelsea,True
Benfica,RB Leipzig,1568746800,73,,FW,20-171,66,1,0,0,2,1,0,2,0,0,,,0,,,,,8c5f1522,Jota,Benfica,True
Benfica,RB Leipzig,1568746800,92,cv CPV,"LM,DM,FW",20-183,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,70bc68ef,David Tavares,Benfica,False
