home_team,away_team,datetime,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,player_id,player,squad,start
Querétaro,América,1627005600,uy URU,28-090,90,2,0,2,100.0,0.6,3,10,30.0,14,2,28.6,30.1,13,46.2,39.7,20,0,0.0,0,8.0,19da9ece,Washington Aguerre,Querétaro,True
Pachuca,León,1627160400,mx MEX,23-176,90,1,0,1,100.0,0.0,3,7,42.9,24,4,16.7,26.0,10,30.0,30.4,5,1,20.0,3,17.2,b931ac44,Carlos Moreno,Pachuca,True
Necaxa,Santos Laguna,1627084800,mx MEX,38-330,90,6,3,3,50.0,2.0,7,19,36.8,15,0,73.3,53.5,8,100.0,72.3,14,2,14.3,1,12.4,6a63fe0e,Édgar Hernández,Necaxa,True
FC Juárez,Toluca,1627092000,mx MEX,32-111,90,7,3,3,71.4,2.9,1,9,11.1,12,1,33.3,33.2,9,55.6,45.1,13,0,0.0,0,7.0,ce239870,Carlos Felipe Rodríguez,FC Juárez,True
Pumas UNAM,Atlas,1627232400,mx MEX,30-093,90,5,0,5,100.0,1.0,11,27,40.7,31,5,54.8,42.1,16,62.5,52.4,22,0,0.0,2,13.0,0124a43a,Julio José González,Pumas UNAM,True
Guadalajara,Atlético,1627178400,mx MEX,29-020,90,5,2,3,60.0,2.0,3,5,60.0,23,8,17.4,24.7,3,33.3,33.7,14,1,7.1,1,14.3,a78c131a,José Antonio Rodríguez,Guadalajara,True
Monterrey,Puebla,1627257960,ar ARG,30-180,90,3,1,2,66.7,0.9,6,7,85.7,20,4,35.0,33.5,7,0.0,20.6,10,1,10.0,0,11.0,775d365e,Esteban Andrada,Monterrey,True
Tijuana,UANL,1627265160,mx MEX,22-222,90,2,2,0,0.0,1.0,4,7,57.1,25,6,28.0,29.9,3,0.0,19.0,7,2,28.6,4,19.4,22232b62,Benny Díaz,Tijuana,True
Cruz Azul,Mazatlán,1627347600,mx MEX,24-180,90,3,2,1,33.3,0.5,0,1,0.0,16,2,6.3,30.7,7,0.0,18.6,6,0,0.0,0,9.0,2f8bb62a,Andrés Gudiño,Cruz Azul,True
León,Tijuana,1627768800,mx MEX,38-229,90,5,1,3,100.0,2.0,4,9,44.4,26,2,26.9,32.4,4,50.0,53.5,6,1,16.7,0,8.7,e3bea481,Iván Vázquez,León,True
Mazatlán,Pachuca,1627689600,uy URU,37-115,90,3,1,2,66.7,1.2,3,21,14.3,24,1,75.0,53.3,11,27.3,29.5,13,0,0.0,0,,88f918b9,Nicolás Vikonis,Mazatlán,True
Puebla,Guadalajara,1627697100,py PAR,37-153,90,3,2,1,33.3,1.0,7,15,46.7,16,3,50.0,42.9,10,70.0,49.8,12,1,8.3,0,4.0,949bc248,Antony Silva,Puebla,True
Toluca,UANL,1627837200,mx MEX,28-213,90,5,1,4,80.0,1.2,9,14,64.3,15,4,33.3,31.7,15,60.0,50.5,19,0,0.0,0,,d04f5f73,Luis Manuel García,Toluca,True
Santos Laguna,Cruz Azul,1627858800,mx MEX,25-104,90,2,1,1,50.0,0.2,2,10,20.0,15,7,40.0,35.5,8,50.0,33.8,6,1,16.7,1,16.0,0810e384,Carlos Acevedo,Santos Laguna,True
América,Necaxa,1627776000,mx MEX,32-292,90,9,1,8,88.9,1.9,3,13,23.1,28,10,39.3,34.4,5,40.0,44.0,9,2,22.2,2,21.2,363ba1be,Oscar Jiménez,América,True
Monterrey,Pumas UNAM,1627783200,ar ARG,30-186,90,3,0,3,100.0,0.5,8,10,80.0,24,3,29.2,33.3,5,60.0,42.8,13,0,0.0,2,17.3,775d365e,Esteban Andrada,Monterrey,True
Atlas,FC Juárez,1627783200,co COL,32-144,90,0,0,0,,0.0,7,11,63.6,25,5,36.0,32.7,7,28.6,34.6,6,1,16.7,3,20.4,004e3d0f,Camilo Vargas,Atlas,True
Atlético,Querétaro,1627956000,mx MEX,23-303,90,2,1,1,50.0,1.4,2,5,40.0,13,6,7.7,21.4,6,66.7,55.5,8,2,25.0,1,11.0,2d43706b,Andrés Sánchez,Atlético,True
Querétaro,León,1628215200,uy URU,28-104,90,2,1,1,50.0,0.3,3,10,30.0,18,3,38.9,38.3,8,37.5,41.4,7,2,28.6,0,9.2,19da9ece,Washington Aguerre,Querétaro,True
Guadalajara,FC Juárez,1628373600,mx MEX,29-034,90,2,2,0,50.0,1.5,1,3,33.3,15,1,13.3,23.5,9,11.1,30.6,6,0,0.0,0,17.0,a78c131a,José Antonio Rodríguez,Guadalajara,True
Mazatlán,Monterrey,1628294400,uy URU,37-122,90,2,1,1,50.0,0.5,3,10,30.0,21,2,47.6,41.7,5,0.0,22.6,6,0,0.0,0,16.5,88f918b9,Nicolás Vikonis,Mazatlán,True
Tijuana,Toluca,1628301960,mx MEX,35-086,90,6,2,4,66.7,1.5,3,5,60.0,23,5,17.4,26.2,3,33.3,37.7,14,0,0.0,0,7.3,8c6ca532,Jonathan Orozco,Tijuana,True
Necaxa,Cruz Azul,1628301900,mx MEX,38-344,90,3,2,2,33.3,1.7,6,12,50.0,23,5,39.1,34.3,5,60.0,46.0,17,1,5.9,1,11.0,6a63fe0e,Édgar Hernández,Necaxa,True
Pumas UNAM,Atlético,1628442000,mx MEX,30-107,90,6,3,3,50.0,2.4,5,7,71.4,24,6,29.2,30.0,5,0.0,29.2,4,0,0.0,2,21.4,0124a43a,Julio José González,Pumas UNAM,True
América,Puebla,1628380800,mx MEX,32-299,90,3,0,3,100.0,0.4,5,18,27.8,37,12,35.1,33.0,6,83.3,64.7,11,3,27.3,0,9.3,363ba1be,Oscar Jiménez,América,True
UANL,Santos Laguna,1628388000,ar ARG,35-178,90,5,1,4,80.0,1.3,13,20,65.0,24,2,54.2,42.2,9,77.8,53.8,14,0,0.0,0,7.0,d8f11068,Nahuel Guzmán,UANL,True
Pachuca,Atlas,1628560800,ar ARG,35-037,90,5,1,4,80.0,1.8,3,8,37.5,27,9,29.6,32.2,5,0.0,22.4,13,1,7.7,1,18.7,40e417fa,Óscar Ustari,Pachuca,True
Atlético,Necaxa,1628820000,ar ARG,37-175,90,4,2,3,50.0,1.2,6,9,66.7,16,6,31.3,30.8,12,33.3,37.4,9,0,0.0,0,5.5,868c0f75,Marcelo Barovero,Atlético,True
Pumas UNAM,Querétaro,1628978400,mx MEX,30-113,90,3,0,3,100.0,0.7,3,11,27.3,30,13,20.0,27.0,9,55.6,47.0,22,2,9.1,0,9.6,0124a43a,Julio José González,Pumas UNAM,True
Puebla,UANL,1628899200,py PAR,37-167,90,4,1,3,75.0,1.8,12,22,54.5,20,4,55.0,43.8,17,64.7,48.3,13,0,0.0,0,11.0,949bc248,Antony Silva,Puebla,True
FC Juárez,Tijuana,1628906400,mx MEX,31-012,90,2,1,1,50.0,0.7,0,0,,19,5,0.0,22.7,8,0.0,16.8,10,0,0.0,2,32.5,24c6fb79,Hugo González Durán,FC Juárez,True
Atlas,América,1629064800,co COL,32-159,90,4,1,2,75.0,2.0,7,10,70.0,17,2,52.9,42.0,5,20.0,31.0,10,0,0.0,3,25.8,004e3d0f,Camilo Vargas,Atlas,True
