home_team,away_team,datetime,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,player_id,player,squad,start
Sevilla,Red Bull Salzburg,1631637900,15,ma MAR,FW,24-105,49,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,04e17fd5,Youssef En-Nesyri,Sevilla,True
Sevilla,Red Bull Salzburg,1631637900,24,ar ARG,LW,33-211,57,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,6e4df551,Papu Gómez,Sevilla,True
Sevilla,Red Bull Salzburg,1631637900,17,ar ARG,"RW,LW",29-194,33,3,2,2,0,1,1,1,100.0,0,1,1,0,0,3,2,0,abe66106,Érik Lamela,Sevilla,False
Sevilla,Red Bull Salzburg,1631637900,7,es ESP,RW,27-299,45,1,0,0,0,1,1,1,100.0,0,1,0,1,1,2,0,0,4e219ad2,Suso,Sevilla,True
Sevilla,Red Bull Salzburg,1631637900,5,ar ARG,"LW,RW",27-065,45,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,0,0,a08b974a,Lucas Ocampos,Sevilla,False
Sevilla,Red Bull Salzburg,1631637900,10,hr CRO,LM,33-188,65,1,0,0,1,0,0,1,0.0,1,0,0,0,2,3,0,0,89f951b5,Ivan Rakitić,Sevilla,True
Sevilla,Red Bull Salzburg,1631637900,12,es ESP,FW,24-088,25,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,bbf5c11b,Rafa Mir,Sevilla,False
Sevilla,Red Bull Salzburg,1631637900,25,br BRA,"CM,LM",34-051,90,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,2,0,41f32541,Fernando,Sevilla,True
Sevilla,Red Bull Salzburg,1631637900,8,es ESP,RM,27-070,45,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,2a0c8ba4,Joan Jordán,Sevilla,True
Sevilla,Red Bull Salzburg,1631637900,18,dk DEN,RM,30-011,45,3,3,3,0,0,1,1,100.0,0,0,0,0,1,4,1,0,fe641c1a,Thomas Delaney,Sevilla,False
Sevilla,Red Bull Salzburg,1631637900,19,ar ARG,LB,29-321,90,4,3,1,2,1,1,2,50.0,1,1,1,0,0,4,1,0,81442ecb,Marcos Acuña,Sevilla,True
Sevilla,Red Bull Salzburg,1631637900,20,br BRA,CB,28-183,90,1,0,1,0,0,1,1,100.0,0,3,1,2,0,1,9,1,b4a014b1,Diego Carlos,Sevilla,True
Sevilla,Red Bull Salzburg,1631637900,23,fr FRA,CB,22-306,90,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,7,0,4d1666ff,Jules Koundé,Sevilla,True
Sevilla,Red Bull Salzburg,1631637900,16,es ESP,RB,35-297,86,1,1,1,0,0,0,0,,0,2,0,2,0,1,3,0,3f10bd22,Jesús Navas,Sevilla,True
Sevilla,Red Bull Salzburg,1631637900,2,ar ARG,RB,24-256,4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,374d5158,Gonzalo Montiel,Sevilla,False
Sevilla,Red Bull Salzburg,1631637900,13,ma MAR,GK,30-162,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,f6798fc3,Yassine Bounou,Sevilla,True
Young Boys,Manchester United,1631637900,15,cd COD,FW,25-039,89,,0,,,,,,,,,,,1,,,,5d51b074,Elia Meschak,Young Boys,True
Young Boys,Manchester United,1631637900,9,ci CIV,FW,23-205,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,b4c816a9,Wilfried Kanga,Young Boys,False
Young Boys,Manchester United,1631637900,13,cm CMR,"LM,LW",27-067,90,5,3,2,3,0,2,3,66.7,1,2,0,2,3,8,0,0,0193a8bf,Moumi Ngamaleu,Young Boys,True
Young Boys,Manchester United,1631637900,16,ch SUI,"RM,RW",27-307,90,0,0,0,0,0,0,0,,0,1,0,1,5,5,0,0,0aeeed3f,Christian Fassnacht,Young Boys,True
Young Boys,Manchester United,1631637900,20,ch SUI,"CM,AM",24-251,90,1,0,0,0,1,0,1,0.0,1,0,0,0,1,2,0,0,f9c927de,Michel Aebischer,Young Boys,True
Young Boys,Manchester United,1631637900,8,ch SUI,DM,25-341,45,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,92ffb8f9,Vincent Sierro,Young Boys,True
Young Boys,Manchester United,1631637900,17,us USA,FW,25-141,45,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,b684a484,Jordan Pefok,Young Boys,False
Young Boys,Manchester United,1631637900,35,lu LUX,"DM,CM",24-207,81,2,1,0,2,0,0,1,0.0,1,1,0,1,2,4,0,0,0e96a5e1,Christopher Martins,Young Boys,True
Young Boys,Manchester United,1631637900,32,ch SUI,CM,19-210,9,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,c2bd8585,Fabian Rieder,Young Boys,False
Young Boys,Manchester United,1631637900,21,ch SUI,LB,25-246,90,2,1,2,0,0,2,2,100.0,0,0,0,0,3,5,3,0,c952f633,Ulisses Garcia,Young Boys,True
Young Boys,Manchester United,1631637900,30,ch SUI,CB,24-324,89,1,0,1,0,0,1,1,100.0,0,1,0,1,0,1,2,0,6a829019,Sandro Lauper,Young Boys,True
Young Boys,Manchester United,1631637900,5,ch SUI,CB,23-082,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2bab583c,Cedric Zesiger,Young Boys,False
Young Boys,Manchester United,1631637900,4,gn GUI,CB,24-017,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,24fc70d3,Mohamed Aly Camara,Young Boys,True
Young Boys,Manchester United,1631637900,36,ch SUI,RB,23-324,82,1,0,0,1,0,1,2,50.0,1,1,0,1,1,2,2,0,f8342731,Silvan Hefti,Young Boys,True
Young Boys,Manchester United,1631637900,10,rs SRB,RB,32-283,8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,615c4d8f,Miralem Sulejmani,Young Boys,False
Young Boys,Manchester United,1631637900,26,ch SUI,GK,26-258,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,f7b10c66,David von Ballmoos,Young Boys,True
Chelsea,Zenit,1631646000,9,be BEL,FW,28-124,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5eae500a,Romelu Lukaku,Chelsea,True
Chelsea,Zenit,1631646000,22,ma MAR,AM,28-179,62,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6622454d,Hakim Ziyech,Chelsea,True
Chelsea,Zenit,1631646000,29,de GER,AM,22-095,28,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,fed7cb61,Kai Havertz,Chelsea,False
Chelsea,Zenit,1631646000,19,eng ENG,AM,22-247,89,1,1,0,0,1,0,1,0.0,1,0,0,0,0,1,0,0,9674002f,Mason Mount,Chelsea,True
Chelsea,Zenit,1631646000,12,eng ENG,AM,25-234,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,e97fd090,Ruben Loftus-Cheek,Chelsea,False
Chelsea,Zenit,1631646000,5,it ITA,CM,29-268,90,2,0,0,2,0,2,3,66.7,1,3,0,3,2,4,1,0,45db685d,Jorginho,Chelsea,True
Chelsea,Zenit,1631646000,8,hr CRO,CM,27-131,90,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,79c0821a,Mateo Kovačić,Chelsea,True
Chelsea,Zenit,1631646000,3,es ESP,WB,30-260,82,1,0,1,0,0,0,2,0.0,2,3,0,3,2,3,0,0,f4290206,Marcos Alonso,Chelsea,True
Chelsea,Zenit,1631646000,21,eng ENG,WB,24-267,8,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,d2424d1b,Ben Chilwell,Chelsea,False
Chelsea,Zenit,1631646000,24,eng ENG,WB,21-280,90,1,1,0,0,1,1,1,100.0,0,0,0,0,2,3,1,0,1265a93a,Reece James,Chelsea,True
Chelsea,Zenit,1631646000,2,de GER,CB,28-195,90,1,1,1,0,0,0,0,,0,2,1,1,0,1,0,0,18b896d6,Antonio Rüdiger,Chelsea,True
Chelsea,Zenit,1631646000,4,dk DEN,CB,25-157,90,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,1,0,1cb49278,Andreas Christensen,Chelsea,True
Chelsea,Zenit,1631646000,28,es ESP,CB,32-017,82,1,0,0,0,1,1,2,50.0,1,1,0,1,0,1,0,0,53cad200,César Azpilicueta,Chelsea,True
Chelsea,Zenit,1631646000,6,br BRA,CB,36-357,8,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,86e7deaf,Thiago Silva,Chelsea,False
Chelsea,Zenit,1631646000,16,sn SEN,GK,29-197,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,33887998,Edouard Mendy,Chelsea,True
Villarreal,Atalanta,1631646000,16,sn SEN,FW,24-302,59,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,244bc2c8,Boulaye Dia,Villarreal,True
Villarreal,Atalanta,1631646000,15,nl NED,"FW,LM",24-226,31,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,f08490a6,Arnaut Danjuma,Villarreal,False
Villarreal,Atalanta,1631646000,7,es ESP,FW,29-160,90,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,2,0,81f0781e,Gerard Moreno,Villarreal,True
Villarreal,Atalanta,1631646000,14,es ESP,LM,29-332,59,3,2,3,0,0,3,7,42.9,4,0,0,0,0,3,1,0,963829d0,Manu Trigueros,Villarreal,True
Villarreal,Atalanta,1631646000,23,es ESP,"RM,LM",27-083,31,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5a626448,Moi Gómez,Villarreal,False
Villarreal,Atalanta,1631646000,5,es ESP,CM,32-151,90,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,0,0,7460ca0d,Daniel Parejo,Villarreal,True
Villarreal,Atalanta,1631646000,6,fr FRA,CM,33-065,59,0,0,0,0,0,0,0,,0,2,0,2,3,3,2,0,5acc4a10,Étienne Capoue,Villarreal,True
Villarreal,Atalanta,1631646000,19,fr FRA,CM,30-124,24,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,a6951bf8,Francis Coquelin,Villarreal,False
Villarreal,Atalanta,1631646000,21,es ESP,RM,18-329,71,2,0,1,0,1,1,2,50.0,1,1,0,1,1,3,0,0,540ec57b,Yeremi Pino,Villarreal,True
Villarreal,Atalanta,1631646000,18,es ESP,"LM,LB",29-071,19,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,11b9265b,Alberto Moreno,Villarreal,False
Villarreal,Atalanta,1631646000,24,es ESP,LB,25-158,87,2,2,0,1,1,0,0,,0,1,0,1,0,2,0,0,63f04c6c,Alfonso Pedraza,Villarreal,True
Villarreal,Atalanta,1631646000,2,es ESP,RB,30-294,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,fb5d47b3,Mario Gaspar,Villarreal,False
Villarreal,Atalanta,1631646000,4,es ESP,CB,24-241,90,1,1,0,1,0,1,1,100.0,0,1,1,0,1,2,2,0,532e1e4f,Pau Torres,Villarreal,True
Villarreal,Atalanta,1631646000,3,es ESP,CB,36-010,90,1,1,0,1,0,1,2,50.0,1,1,1,0,0,1,1,0,4bd414c1,Raúl Albiol,Villarreal,True
Villarreal,Atalanta,1631646000,8,ar ARG,"RB,CM",23-245,90,1,1,0,0,1,0,2,0.0,2,0,0,0,3,4,3,0,6c7762c3,Juan Foyth,Villarreal,True
Villarreal,Atalanta,1631646000,13,ar ARG,GK,29-117,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,625c144a,Gerónimo Rulli,Villarreal,True
Barcelona,Bayern Munich,1631646000,9,nl NED,FW,27-213,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,8f696594,Memphis,Barcelona,True
Barcelona,Bayern Munich,1631646000,17,nl NED,FW,31-018,65,0,0,0,0,0,0,1,0.0,1,1,1,0,1,1,0,0,abb3bb95,Luuk de Jong,Barcelona,True
Barcelona,Bayern Munich,1631646000,14,br BRA,"LW,FW",29-094,25,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0ef89a37,Philippe Coutinho,Barcelona,False
Barcelona,Bayern Munich,1631646000,18,es ESP,LW,32-177,73,0,0,0,0,0,0,3,0.0,3,0,0,0,1,1,0,0,4601e194,Jordi Alba,Barcelona,True
Barcelona,Bayern Munich,1631646000,31,es ESP,LB,17-331,17,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,5ccc9672,Alejandro Balde,Barcelona,False
Barcelona,Bayern Munich,1631646000,20,es ESP,RW,29-219,58,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0,335fa267,Sergi Roberto,Barcelona,True
Barcelona,Bayern Munich,1631646000,11,at AUT,RW,18-104,32,2,1,1,1,0,0,1,0.0,1,1,0,1,0,2,0,0,fa265f6d,Yusuf Demir,Barcelona,False
Barcelona,Bayern Munich,1631646000,16,es ESP,"CM,LM",18-293,90,1,1,1,0,0,1,2,50.0,1,1,0,1,1,2,0,0,0d9b2d31,Pedri,Barcelona,True
Barcelona,Bayern Munich,1631646000,21,nl NED,CM,24-125,90,1,0,0,1,0,1,2,50.0,1,0,0,0,2,3,1,0,1bacc518,Frenkie de Jong,Barcelona,True
Barcelona,Bayern Munich,1631646000,5,es ESP,DM,33-060,58,1,1,1,0,0,1,2,50.0,1,0,0,0,1,2,2,0,5ab0ea87,Sergio Busquets,Barcelona,True
Barcelona,Bayern Munich,1631646000,30,es ESP,"RM,DM",17-040,32,2,1,1,0,1,1,2,50.0,1,0,0,0,1,3,0,0,19cae58d,Gavi,Barcelona,False
Barcelona,Bayern Munich,1631646000,24,es ESP,CB,20-248,65,1,0,1,0,0,1,2,50.0,1,0,0,0,1,2,0,0,2bed3eab,Eric García,Barcelona,True
Barcelona,Bayern Munich,1631646000,22,es ESP,"RB,CB",22-124,25,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,056269d7,Óscar Mingueza,Barcelona,False
Barcelona,Bayern Munich,1631646000,3,es ESP,CB,34-224,90,3,1,2,1,0,2,4,50.0,2,3,2,1,2,5,6,0,adfc9123,Gerard Piqué,Barcelona,True
Barcelona,Bayern Munich,1631646000,4,uy URU,CB,22-191,90,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,6,0,2bef2bca,Ronald Araújo,Barcelona,True
Barcelona,Bayern Munich,1631646000,1,de GER,GK,29-137,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6f51e382,Marc-André ter Stegen,Barcelona,True
Lille,Wolfsburg,1631646000,17,tr TUR,FW,36-061,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,165a2e40,Burak Yılmaz,Lille,True
Lille,Wolfsburg,1631646000,9,ca CAN,FW,21-243,90,1,0,1,0,0,1,2,50.0,1,2,0,2,1,2,0,0,ce50fd99,Jonathan David,Lille,True
Lille,Wolfsburg,1631646000,20,eng ENG,LM,21-014,73,4,3,0,2,2,2,4,50.0,2,1,0,1,0,4,0,0,645a3363,Angel Gomes,Lille,True
Lille,Wolfsburg,1631646000,11,tr TUR,LM,24-228,17,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,f5c8b425,Yusuf Yazıcı,Lille,False
Lille,Wolfsburg,1631646000,8,pt POR,CM,26-308,82,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,f3600c02,Xeka,Lille,True
Lille,Wolfsburg,1631646000,24,be BEL,CM,20-029,8,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0,828657ff,Amadou Onana,Lille,False
Lille,Wolfsburg,1631646000,21,fr FRA,CM,31-042,90,3,1,0,1,2,2,6,33.3,4,1,0,1,2,5,1,0,ef9c1c95,Benjamin André,Lille,True
Lille,Wolfsburg,1631646000,10,fr FRA,RM,23-135,73,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,42eaa028,Jonathan Ikone,Lille,True
Lille,Wolfsburg,1631646000,19,fr FRA,RM,19-157,17,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,57a46f3f,Isaac Lihadji,Lille,False
Lille,Wolfsburg,1631646000,28,mz MOZ,LB,27-236,90,4,4,1,3,0,3,4,75.0,1,0,0,0,1,5,0,0,c20bdcd7,Reinildo Mandava,Lille,True
Lille,Wolfsburg,1631646000,4,nl NED,CB,21-245,90,2,2,1,1,0,1,1,100.0,0,0,0,0,2,4,2,0,ccce7025,Sven Botman,Lille,True
Lille,Wolfsburg,1631646000,6,pt POR,CB,37-266,90,0,0,0,0,0,0,0,,0,2,0,2,2,2,1,0,90f87966,José Fonte,Lille,True
Lille,Wolfsburg,1631646000,2,tr TUR,RB,24-209,90,5,4,4,0,1,3,4,75.0,1,1,0,1,0,5,1,0,31a62dc7,Zeki Çelik,Lille,True
Lille,Wolfsburg,1631646000,1,hr CRO,GK,25-239,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3f034750,Ivo Grbić,Lille,True
Malmö,Juventus,1631646000,9,hr CRO,FW,27-362,90,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,bfde3de5,Antonio Čolak,Malmö,True
Malmö,Juventus,1631646000,19,rs SRB,FW,23-193,58,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,636247ca,Veljko Birmančević,Malmö,True
Malmö,Juventus,1631646000,17,gh GHA,FW,21-127,32,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,47aaf574,Malik Abubakari,Malmö,False
Malmö,Juventus,1631646000,7,mk MKD,CM,25-213,58,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,e150254d,Erdal Rakip,Malmö,True
Malmö,Juventus,1631646000,22,ba BIH,CM,23-287,32,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,ad597bf7,Adi Nalic,Malmö,False
Malmö,Juventus,1631646000,10,dk DEN,CM,31-098,90,0,0,0,0,0,0,1,0.0,1,2,0,2,2,2,0,0,770ebf00,Anders Christiansen,Malmö,True
Malmö,Juventus,1631646000,20,ng NGA,CM,25-237,74,1,1,0,1,0,0,1,0.0,1,3,0,3,2,3,0,0,546bb36e,Bonke Innocent,Malmö,True
Malmö,Juventus,1631646000,37,se SWE,CM,19-121,16,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,ce747d2a,Sebastian Nanasi,Malmö,False
Malmö,Juventus,1631646000,5,dk DEN,LB,34-160,74,1,1,1,0,0,1,4,25.0,3,0,0,0,1,2,1,0,572498c7,Søren Rieks,Malmö,True
Malmö,Juventus,1631646000,13,se SWE,LB,33-120,16,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,2f72f79e,Martin Olsson,Malmö,False
Malmö,Juventus,1631646000,31,se SWE,CB,25-227,90,1,1,1,0,0,0,3,0.0,3,0,0,0,2,3,1,0,08d37c53,Franz Brorsson,Malmö,True
Malmö,Juventus,1631646000,24,dk DEN,CB,33-249,90,1,1,1,0,0,0,0,,0,0,0,0,3,4,7,0,06e5b0e4,Lasse Nielsen,Malmö,True
Malmö,Juventus,1631646000,15,ba BIH,CB,22-172,90,0,0,0,0,0,0,0,,0,0,0,0,4,4,2,0,eab957a3,Anel Ahmedhodzic,Malmö,True
Malmö,Juventus,1631646000,32,no NOR,RB,31-003,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,f512a009,Jo Inge Berget,Malmö,True
Malmö,Juventus,1631646000,30,ml MLI,GK,26-307,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,a9107589,Ismael Diawara,Malmö,True
Dynamo Kyiv,Benfica,1631646000,73,by BLR,FW,22-028,58,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,b37c0a9f,Ilya Shkurin,Dynamo Kyiv,True
