home_team,away_team,datetime,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,player_id,player,squad,start
Cuiabá,Juventude,1622325600,9,br BRA,FW,35-301,90,15,12,3,0,0,0,0,1,0,0,0,0,8,0,1,e59be3c8,Élton Rodrigues Brandão,Cuiabá,True
Cuiabá,Juventude,1622325600,10,br BRA,LW,26-071,79,35,25,10,1,0,0,9,1,7,3,3,0,24,0,1,85c1009d,Clayson,Cuiabá,True
Cuiabá,Juventude,1622325600,18,br BRA,LW,22-047,11,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,31737e86,Rafael Elias,Cuiabá,False
Cuiabá,Juventude,1622325600,7,br BRA,RW,29-323,82,25,25,0,0,0,0,3,0,0,0,0,0,19,0,2,8d043f1d,Jonathan Cafu,Cuiabá,True
Cuiabá,Juventude,1622325600,19,br BRA,RW,31-122,8,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,30139a1c,Felipe Marques,Cuiabá,False
Cuiabá,Juventude,1622325600,8,br BRA,LM,28-009,70,20,20,0,0,0,1,0,0,0,0,0,0,18,0,1,713e1a36,Rafael Gava,Cuiabá,True
Cuiabá,Juventude,1622325600,21,br BRA,LM,20-101,20,9,9,0,0,0,0,2,0,0,0,0,0,6,0,2,d5fd5774,Guilherme Pato,Cuiabá,False
Cuiabá,Juventude,1622325600,5,br BRA,CM,23-143,90,52,48,4,3,0,1,1,0,1,0,1,0,41,0,1,d75471eb,João Pedro Pepê,Cuiabá,True
Cuiabá,Juventude,1622325600,11,br BRA,RM,22-095,90,46,46,0,0,0,0,2,0,0,0,0,0,39,0,0,dfb81359,Camilo,Cuiabá,True
Cuiabá,Juventude,1622325600,6,br BRA,LB,32-233,90,71,59,12,1,0,1,7,10,1,0,1,0,63,0,3,0bd9e045,Uendel,Cuiabá,True
Cuiabá,Juventude,1622325600,4,br BRA,CB,31-217,90,75,74,1,1,0,0,0,0,0,0,0,0,67,0,0,d50b1371,Anderson Conceição,Cuiabá,True
Cuiabá,Juventude,1622325600,3,br BRA,CB,29-043,90,80,78,2,2,0,0,0,0,0,0,0,0,74,0,0,d0b29bbd,Marllon Borges,Cuiabá,True
Cuiabá,Juventude,1622325600,2,br BRA,RB,27-083,45,35,25,10,1,0,0,0,9,0,0,0,0,18,0,2,58933a04,Lucas Ramon,Cuiabá,True
Cuiabá,Juventude,1622325600,13,br BRA,RB,23-081,45,30,23,7,1,0,0,2,6,0,0,0,0,25,0,0,289dc81e,João Lucas,Cuiabá,False
Cuiabá,Juventude,1622325600,1,br BRA,GK,33-192,90,45,33,12,5,0,1,0,0,0,0,0,0,40,0,0,8bae322b,Walter,Cuiabá,True
Bahia,Santos,1622329200,9,br BRA,FW,31-358,73,3,2,1,0,0,0,0,0,0,0,0,0,3,0,0,5da22685,Gilberto,Bahia,True
Bahia,Santos,1622329200,22,br BRA,FW,23-153,17,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,7a7c9837,Thonny Anderson,Bahia,False
Bahia,Santos,1622329200,10,br BRA,LW,33-063,73,20,19,1,0,1,0,0,0,1,0,0,0,14,0,1,0e335a47,Rodriguinho Marinho,Bahia,True
Bahia,Santos,1622329200,37,br BRA,LW,24-275,17,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,d261f0d3,Maycon Douglas,Bahia,False
Bahia,Santos,1622329200,7,br BRA,RW,28-037,90,20,19,0,0,0,0,0,0,0,0,0,0,8,1,3,80274d82,Rossi,Bahia,True
Bahia,Santos,1622329200,8,br BRA,LM,25-138,85,43,37,5,4,0,1,3,1,0,0,0,0,36,1,1,832ab167,Danielzinho,Bahia,True
Bahia,Santos,1622329200,20,br BRA,LM,29-077,5,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,5042eb90,Matheus Galdezani,Bahia,False
Bahia,Santos,1622329200,45,br BRA,CM,21-088,76,41,39,2,1,0,0,0,1,0,0,0,0,30,0,1,bceb5750,Patrick de Lucca,Bahia,True
Bahia,Santos,1622329200,27,br BRA,CM,29-233,14,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0,f2dbada6,Jonas,Bahia,False
Bahia,Santos,1622329200,16,br BRA,RM,26-017,85,18,18,0,0,0,0,0,0,0,0,0,0,13,0,1,139113e4,Thaciano,Bahia,True
Bahia,Santos,1622329200,34,br BRA,RM,22-008,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7e5ba333,Lucas Araujo,Bahia,False
Bahia,Santos,1622329200,79,br BRA,LB,21-291,90,35,21,14,1,0,0,2,10,3,1,0,0,26,0,0,33e3c4e5,Matheus Bahia,Bahia,True
Bahia,Santos,1622329200,40,br BRA,CB,25-154,90,31,29,2,2,0,0,0,0,0,0,0,0,19,0,2,72c01cfb,Juninho,Bahia,True
Bahia,Santos,1622329200,5,ar ARG,CB,26-360,90,51,50,1,1,0,0,0,0,0,0,0,0,45,0,0,7b18b6db,Germán Conti,Bahia,True
Bahia,Santos,1622329200,42,br BRA,RB,23-130,90,33,21,12,1,0,0,3,11,0,0,0,0,25,0,2,bb598858,Renan Guedes,Bahia,True
Bahia,Santos,1622329200,77,br BRA,GK,26-299,90,27,18,9,1,0,0,0,0,0,0,0,0,22,0,0,03103191,Mateus Claus,Bahia,True
