home_team,away_team,datetime,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,player_id,player,squad,start
Santa Clara,Famalicão,1565451000,15,pt POR,LB,23-207,90,0,0,0,0,2,0,0,0,58,1,1,4,0.1,0.1,0.3,4,0,30,47,63.8,2,22,2,0,0,a01f70fb,João Paulo Lázaro Lucas,Santa Clara,True
Santa Clara,Famalicão,1565451000,4,pt POR,CB,25-113,90,0,0,0,0,1,0,0,0,67,2,1,1,0.3,0.3,0.0,0,0,45,55,81.8,0,38,0,0,0,4a5839fa,Fábio Cardoso,Santa Clara,True
Santa Clara,Famalicão,1565451000,5,pt POR,CB,29-074,90,0,0,0,0,0,0,0,0,58,1,2,2,0.0,0.0,0.0,1,0,40,48,83.3,2,23,0,0,0,a8f07c8f,João Afonso,Santa Clara,True
Santa Clara,Famalicão,1565451000,91,br BRA,RB,28-200,90,0,0,0,0,1,0,0,0,73,1,3,0,0.0,0.0,0.1,3,0,47,64,73.4,8,39,2,4,2,1dee030e,Patrick,Santa Clara,True
Santa Clara,Famalicão,1565451000,99,pt POR,GK,32-210,90,0,0,0,0,0,0,0,0,31,0,0,0,0.0,0.0,0.0,0,0,19,28,67.9,0,17,0,0,0,5cd73451,Marco André Rocha Pereira,Santa Clara,True
Gil Vicente FC,Porto,1565460000,91,br BRA,FW,28-286,63,0,0,0,0,2,2,0,0,23,0,0,2,0.1,0.1,0.0,2,0,11,16,68.8,0,10,1,1,1,6f281453,Sandro Lima,Gil Vicente FC,True
Gil Vicente FC,Porto,1565460000,9,dz ALG,FW,24-203,27,0,0,0,0,1,0,0,0,6,1,0,0,0.0,0.0,0.0,1,0,4,4,100.0,0,2,0,0,0,aa814e76,Zakaria Naidji,Gil Vicente FC,False
Gil Vicente FC,Porto,1565460000,13,br BRA,LW,25-085,81,0,0,0,0,0,0,0,0,31,4,2,2,0.0,0.0,0.1,3,0,10,16,62.5,1,14,1,4,2,ae46bd26,Arthur Henrique,Gil Vicente FC,True
Gil Vicente FC,Porto,1565460000,11,br BRA,LW,21-243,9,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.0,1,0,6,10,60.0,2,8,2,0,0,8edcad0d,Erick,Gil Vicente FC,False
Gil Vicente FC,Porto,1565460000,7,br BRA,RW,23-220,90,1,0,0,0,6,3,1,0,37,1,2,0,0.7,0.7,0.0,5,1,18,22,81.8,1,28,4,5,1,a2496cc7,Lourency,Gil Vicente FC,True
Gil Vicente FC,Porto,1565460000,24,bg BUL,AM,22-048,90,1,0,0,0,2,1,0,0,35,0,1,1,0.4,0.4,0.0,4,0,14,26,53.8,2,18,2,1,1,8690eef7,Bozhidar Kraev,Gil Vicente FC,True
Gil Vicente FC,Porto,1565460000,6,br BRA,DM,24-182,74,0,1,0,0,0,0,1,0,30,3,0,1,0.0,0.0,0.5,4,2,19,26,73.1,4,13,1,0,0,e40bdb5d,João Afonso Crispim,Gil Vicente FC,True
Gil Vicente FC,Porto,1565460000,8,pt POR,DM,25-123,16,0,0,0,0,0,0,0,0,12,1,0,0,0.0,0.0,0.0,1,0,6,9,66.7,0,3,0,1,1,5c78cb9e,Claude Gonçalves,Gil Vicente FC,False
Gil Vicente FC,Porto,1565460000,3,br BRA,DM,30-223,90,0,0,0,0,1,0,0,0,43,2,5,3,0.0,0.0,0.0,1,0,16,29,55.2,3,10,1,2,1,1442376f,Soares,Gil Vicente FC,True
Gil Vicente FC,Porto,1565460000,23,co COL,LB,22-363,90,0,0,0,0,0,0,0,0,51,4,2,3,0.0,0.0,0.0,0,0,20,41,48.8,2,15,0,0,0,408b59ae,Edwin Venté,Gil Vicente FC,True
Gil Vicente FC,Porto,1565460000,26,pt POR,CB,33-096,90,0,0,0,0,0,0,0,0,30,0,0,1,0.0,0.0,0.0,0,0,16,24,66.7,0,12,0,0,0,c6bdf383,Rúben Fernandes,Gil Vicente FC,True
Gil Vicente FC,Porto,1565460000,5,br BRA,CB,23-333,90,0,0,0,0,1,1,1,0,37,1,1,4,0.5,0.5,0.0,1,0,17,25,68.0,1,12,0,0,0,e226132d,Rodrigão,Gil Vicente FC,True
Gil Vicente FC,Porto,1565460000,2,pt POR,RB,21-033,90,0,0,0,0,0,0,0,0,34,3,2,2,0.0,0.0,0.0,0,0,15,23,65.2,2,9,1,0,0,b05d8d93,Alexandre Pinto,Gil Vicente FC,True
Gil Vicente FC,Porto,1565460000,33,br BRA,GK,32-118,90,0,0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,0,0,9,24,37.5,0,10,0,0,0,1a3ff093,Denis,Gil Vicente FC,True
Benfica,Paços de Ferreira,1565469000,9,es ESP,FW,24-297,65,0,0,0,0,3,0,0,0,20,1,1,0,0.1,0.1,0.0,3,2,9,13,69.2,1,17,2,1,0,02ef8778,Raúl de Tomás,Benfica,True
Benfica,Paços de Ferreira,1565469000,19,pt POR,"FW,CM",24-022,25,0,1,0,0,0,0,0,0,31,0,1,0,0.0,0.0,0.8,2,2,28,29,96.6,6,18,0,1,0,262e5a82,Chiquinho,Benfica,False
Benfica,Paços de Ferreira,1565469000,14,ch SUI,FW,27-169,90,1,0,0,0,2,1,0,0,16,0,0,2,1.1,1.1,0.1,1,0,7,9,77.8,0,8,0,0,0,a45eac1f,Haris Seferović,Benfica,True
Benfica,Paços de Ferreira,1565469000,27,pt POR,LM,26-085,77,0,0,0,0,1,0,0,0,36,3,2,0,0.3,0.3,0.0,1,0,21,28,75.0,4,22,1,1,0,70cf63ca,Rafa Silva,Benfica,True
Benfica,Paços de Ferreira,1565469000,73,,FW,20-133,13,0,0,0,0,1,1,0,0,,,0,,,,,,,,,,,,,,,8c5f1522,Jota,Benfica,False
Benfica,Paços de Ferreira,1565469000,61,pt POR,CM,19-356,90,0,0,0,0,0,0,0,0,70,4,2,1,0.0,0.0,0.0,0,0,53,63,84.1,5,42,0,1,1,881cd6be,Florentino Luís,Benfica,True
Benfica,Paços de Ferreira,1565469000,22,gr GRE,CM,30-058,77,0,0,0,0,2,1,0,0,69,1,1,1,0.4,0.4,0.0,4,1,55,62,88.7,8,38,0,3,3,5af687a1,Andreas Samaris,Benfica,True
Benfica,Paços de Ferreira,1565469000,95,br BRA,"FW,CM",24-138,13,1,0,0,0,1,1,0,0,8,1,0,0,0.4,0.4,0.1,1,0,3,4,75.0,1,3,0,0,0,8b529245,Carlos Vinícius,Benfica,False
Benfica,Paços de Ferreira,1565469000,21,pt POR,RM,29-308,90,2,1,1,1,1,1,0,0,81,1,1,0,0.9,0.1,0.5,9,1,48,72,66.7,8,45,3,2,2,96094cbc,Pizzi,Benfica,True
Benfica,Paços de Ferreira,1565469000,3,es ESP,LB,23-324,90,0,0,0,0,2,0,0,0,76,2,1,0,0.1,0.1,0.0,0,0,55,65,84.6,4,47,5,2,1,b1f4086c,Álex Grimaldo,Benfica,True
Benfica,Paços de Ferreira,1565469000,97,pt POR,CB,22-137,90,0,0,0,0,0,0,0,0,71,1,1,1,0.0,0.0,0.0,0,0,59,67,88.1,3,51,2,0,0,4b3c863f,Francisco Reis Ferreira,Benfica,True
Benfica,Paços de Ferreira,1565469000,6,pt POR,CB,22-088,90,0,0,0,0,0,0,0,0,82,2,0,1,0.0,0.0,0.0,2,1,75,79,94.9,10,66,2,0,0,31c69ef1,Rúben Dias,Benfica,True
Benfica,Paços de Ferreira,1565469000,71,pt POR,RB,19-196,90,1,2,0,0,1,1,0,0,58,1,1,0,0.0,0.0,0.5,5,3,41,52,78.8,3,44,2,1,1,a65c844b,Nuno Tavares,Benfica,True
Benfica,Paços de Ferreira,1565469000,99,gr GRE,GK,25-106,90,0,0,0,0,0,0,0,0,23,0,0,0,0.0,0.0,0.0,1,0,21,22,95.5,0,12,0,0,0,03df04ff,Odisseas Vlachodimos,Benfica,True
Boavista,Aves,1565535600,11,gm GAM,FW,25-220,83,1,0,0,0,1,1,0,0,26,0,0,1,0.0,0.0,0.0,2,1,11,18,61.1,0,16,0,1,0,51f22984,Yusupha Njie,Boavista,True
Boavista,Aves,1565535600,3,br BRA,FW,28-279,7,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,1,0,0,0,83cc1853,Lucas Tagliapietra,Boavista,False
Boavista,Aves,1565535600,14,es ESP,FW,31-144,54,0,0,0,0,0,0,0,0,29,0,0,2,0.0,0.0,0.0,2,0,10,22,45.5,2,16,1,1,1,9b878773,Alberto Bueno,Boavista,True
Boavista,Aves,1565535600,91,pt POR,FW,22-173,36,0,0,0,0,0,0,0,0,14,2,0,0,0.0,0.0,0.0,1,1,4,8,50.0,0,7,1,1,0,2d9f280e,Heriberto Tavares,Boavista,False
Boavista,Aves,1565535600,9,ao ANG,LM,35-053,90,0,1,0,0,1,0,0,0,28,3,0,3,0.0,0.0,0.0,2,1,12,20,60.0,2,16,2,1,1,04dcba53,Mateus Galiano da Costa,Boavista,True
Boavista,Aves,1565535600,23,br BRA,CM,28-204,90,1,0,1,1,2,2,0,0,47,2,1,1,0.8,0.0,0.1,3,0,24,35,68.6,2,17,0,0,0,ab94daf0,Rafael Costa,Boavista,True
Boavista,Aves,1565535600,4,ng NGA,CM,28-030,90,0,0,0,0,0,0,1,0,38,1,0,4,0.0,0.0,0.0,0,0,17,27,63.0,2,5,0,0,0,284b5f0d,Nwankwo Obiora,Boavista,True
Boavista,Aves,1565535600,8,br BRA,RM,26-103,67,0,0,0,0,0,0,1,0,16,1,0,1,0.0,0.0,0.0,0,0,4,10,40.0,1,7,0,2,0,fd53959e,Gustavo Sauer,Boavista,True
Boavista,Aves,1565535600,39,br BRA,RM,30-056,23,0,0,0,0,0,0,0,0,11,2,0,0,0.0,0.0,0.0,0,0,2,7,28.6,2,5,1,0,0,46fa8966,Cassiano,Boavista,False
Boavista,Aves,1565535600,6,br BRA,LB,22-083,90,0,0,0,0,0,0,1,0,48,1,3,1,0.0,0.0,0.0,0,0,27,39,69.2,2,8,0,0,0,63969d01,Marlon,Boavista,True
Boavista,Aves,1565535600,27,br BRA,CB,27-055,90,0,0,0,0,0,0,0,0,43,2,2,3,0.0,0.0,0.0,0,0,16,30,53.3,2,9,0,0,0,f961d4c2,Neris,Boavista,True
Boavista,Aves,1565535600,22,pt POR,CB,38-087,90,0,0,0,0,1,0,1,0,30,3,0,1,0.1,0.1,0.0,1,0,14,22,63.6,0,8,0,0,0,cd7325e1,Ricardo Costa,Boavista,True
Boavista,Aves,1565535600,17,pt POR,RB,26-163,90,0,0,0,0,2,0,0,0,55,1,1,0,0.1,0.1,0.0,1,0,22,44,50.0,2,14,1,2,1,d96144c9,Carraça,Boavista,True
Boavista,Aves,1565535600,1,br BRA,GK,38-098,90,0,0,0,0,0,0,1,0,28,0,0,0,0.0,0.0,0.0,1,1,13,28,46.4,0,11,0,0,0,5f7d2dfe,Rafael Bracalli,Boavista,True
Marítimo,Sporting CP,1565544600,29,br BRA,FW,25-155,90,0,1,0,0,3,0,0,0,29,0,0,0,0.1,0.1,0.7,1,1,13,18,72.2,3,16,1,1,0,77339029,Jhon Cley,Marítimo,True
Marítimo,Sporting CP,1565544600,10,br BRA,FW,28-087,56,1,0,0,0,1,1,0,0,11,0,1,2,0.7,0.7,0.0,1,0,3,4,75.0,1,4,1,0,0,7c976f7a,Getterson,Marítimo,True
Marítimo,Sporting CP,1565544600,13,jp JPN,FW,21-295,34,0,0,0,0,2,0,0,0,10,0,0,1,0.3,0.3,0.0,0,0,0,2,0.0,0,7,0,1,0,395451fc,Daizen Maeda,Marítimo,False
Marítimo,Sporting CP,1565544600,8,ar ARG,LM,26-129,90,0,0,0,0,2,1,1,0,32,0,0,0,0.1,0.1,0.2,1,0,9,18,50.0,1,23,1,6,1,45de2ad4,Jorge Correa,Marítimo,True
Marítimo,Sporting CP,1565544600,44,hr CRO,CM,27-101,89,0,0,0,0,1,1,0,0,25,1,0,3,0.0,0.0,0.0,2,0,14,18,77.8,1,13,1,0,0,43cec161,Josip Vuković,Marítimo,True
Marítimo,Sporting CP,1565544600,25,br BRA,CM,27-112,1,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,2,0.0,0,2,0,0,0,bee587c0,Rene Santos,Marítimo,False
Marítimo,Sporting CP,1565544600,18,fr FRA,CM,24-126,90,0,0,0,0,0,0,0,0,34,2,0,2,0.0,0.0,0.0,1,0,19,23,82.6,2,17,0,0,0,7240e475,Franck-Yves Bambock,Marítimo,True
Marítimo,Sporting CP,1565544600,12,pt POR,RM,32-119,70,0,0,0,0,0,0,1,0,29,2,0,2,0.0,0.0,0.0,1,0,6,19,31.6,0,12,1,1,0,95469c7f,Edgar Costa,Marítimo,True
Marítimo,Sporting CP,1565544600,80,br BRA,RM,23-025,20,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,4,0,5,7,71.4,2,4,1,1,1,2e84787f,Marcelinho,Marítimo,False
Marítimo,Sporting CP,1565544600,17,pt POR,LB,29-175,90,0,0,0,0,0,0,1,0,54,2,1,1,0.0,0.0,0.0,0,0,20,45,44.4,1,22,1,0,0,09704d23,Rúben Rafael Sousa Ferreira,Marítimo,True
Marítimo,Sporting CP,1565544600,15,rs SRB,CB,23-203,90,0,0,0,0,0,0,0,0,36,0,0,5,0.0,0.0,0.0,1,1,16,22,72.7,1,10,0,0,0,dac43183,Dejan Kerkez,Marítimo,True
Marítimo,Sporting CP,1565544600,5,mz MOZ,CB,31-048,90,0,0,0,0,0,0,1,0,35,1,2,2,0.0,0.0,0.0,0,0,14,22,63.6,1,16,0,0,0,edd65ae0,Zainadine Júnior,Marítimo,True
Marítimo,Sporting CP,1565544600,31,gw GNB,RB,25-086,90,0,0,0,0,1,0,0,0,41,1,1,1,0.0,0.0,0.0,2,0,23,34,67.6,3,20,1,1,1,d9b9b71a,Eulânio Ângelo Chipela Gomes,Marítimo,True
Marítimo,Sporting CP,1565544600,94,br BRA,GK,25-188,90,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.0,0,0,14,33,42.4,0,18,0,0,0,9dadc297,Charles,Marítimo,True
Braga,Moreirense,1565553600,9,eg EGY,FW,26-159,90,1,0,0,0,3,1,1,0,22,0,0,0,0.4,0.4,0.1,2,0,11,15,73.3,2,14,1,3,2,9fc2531b,Koka,Braga,True
Braga,Moreirense,1565553600,21,pt POR,LW,24-330,62,0,0,0,0,4,2,0,0,37,0,1,3,0.2,0.2,0.0,1,0,18,27,66.7,1,19,2,0,0,6603fed7,Ricardo Horta,Braga,True
Braga,Moreirense,1565553600,7,ao ANG,LW,29-034,28,1,0,0,0,2,2,0,0,30,1,1,0,0.1,0.1,0.0,1,0,15,24,62.5,4,17,0,0,0,b3b310f0,Wilson Eduardo,Braga,False
Braga,Moreirense,1565553600,19,br BRA,RW,24-284,70,0,0,0,0,0,0,0,0,32,1,0,2,0.0,0.0,0.0,0,0,14,22,63.6,1,20,1,2,0,85733f33,Murilo Costa,Braga,True
Braga,Moreirense,1565553600,77,pt POR,RW,19-225,20,0,0,0,0,1,1,0,0,11,1,0,1,0.0,0.0,0.0,2,1,7,7,100.0,2,6,0,0,0,77e39b04,Francisco Trincão,Braga,False
Braga,Moreirense,1565553600,17,pt POR,LM,26-032,90,0,1,0,0,4,2,0,0,57,1,0,0,0.2,0.2,0.2,9,1,37,49,75.5,5,38,4,2,2,282faa70,João Novais,Braga,True
Braga,Moreirense,1565553600,6,br BRA,CM,31-137,90,0,0,0,0,0,0,0,0,97,1,0,1,0.0,0.0,0.0,4,0,76,89,85.4,11,41,1,1,1,1b033987,Claudemir de Souza,Braga,True
Braga,Moreirense,1565553600,27,br BRA,RM,28-297,90,1,0,0,0,5,1,0,0,52,2,0,0,0.8,0.8,0.0,1,1,35,42,83.3,2,29,3,1,1,deba6b05,Fransérgio,Braga,True
Braga,Moreirense,1565553600,5,pt POR,LB,28-357,83,0,0,0,0,0,0,1,0,71,1,2,0,0.0,0.0,0.1,3,0,43,62,69.4,3,32,0,0,0,7a2cf111,Nuno Sequeira,Braga,True
Braga,Moreirense,1565553600,47,pt POR,LB,26-087,7,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,8,9,88.9,0,4,0,0,0,12dcbdcc,Ricardo Esgaio,Braga,False
Braga,Moreirense,1565553600,14,br BRA,CB,27-146,90,0,0,0,0,0,0,0,0,92,2,2,1,0.0,0.0,0.0,3,1,73,82,89.0,11,48,0,0,0,7a412c2d,Pablo Santos,Braga,True
Braga,Moreirense,1565553600,36,br BRA,CB,24-187,90,0,0,0,0,0,0,0,0,99,0,1,2,0.0,0.0,0.0,5,1,78,92,84.8,9,65,2,0,0,c5ea2dab,Bruno Viana,Braga,True
Braga,Moreirense,1565553600,11,pt POR,RB,29-170,90,0,0,0,0,0,0,0,0,64,0,0,0,0.0,0.0,0.1,3,0,52,61,85.2,4,31,1,2,1,d19ecb20,Diogo Viana,Braga,True
Braga,Moreirense,1565553600,1,br BRA,GK,27-023,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,1,1,23,31,74.2,0,14,0,0,0,ef3909cd,Matheus,Braga,True
Vitória Setúbal,Tondela,1565637300,9,ma MAR,FW,21-101,90,0,0,0,0,2,1,0,0,33,0,0,0,0.1,0.1,0.4,1,0,13,24,54.2,1,22,0,1,1,e64086e4,Khaled Hachadi,Vitória Setúbal,True
Vitória Setúbal,Tondela,1565637300,87,pt POR,FW,32-217,62,0,0,0,0,0,0,1,0,13,0,0,0,0.0,0.0,0.0,1,0,7,11,63.6,0,8,0,0,0,bc57b476,Zequinha,Vitória Setúbal,True
Vitória Setúbal,Tondela,1565637300,11,pt POR,"FW,LM",23-163,28,0,0,0,0,0,0,1,0,8,1,0,0,0.0,0.0,0.0,1,0,3,5,60.0,0,5,0,0,0,db867065,Hildeberto Pereira,Vitória Setúbal,False
Vitória Setúbal,Tondela,1565637300,47,pt POR,LM,23-193,69,0,0,0,0,0,0,0,0,37,3,2,1,0.0,0.0,0.0,1,0,18,31,58.1,4,16,1,0,0,6fbfab83,Tiago Castro,Vitória Setúbal,True
Vitória Setúbal,Tondela,1565637300,8,pt POR,"RM,LM",27-263,21,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.0,0,0,10,11,90.9,1,8,0,2,1,59cde382,Nuno Daniel Costeira Valente,Vitória Setúbal,False
Vitória Setúbal,Tondela,1565637300,29,pt POR,CM,34-213,85,0,0,0,0,0,0,2,1,45,0,2,1,0.0,0.0,0.0,1,0,27,40,67.5,1,15,0,0,0,f15af32e,José Semedo,Vitória Setúbal,True
Vitória Setúbal,Tondela,1565637300,10,br BRA,CM,27-144,90,0,0,0,0,2,2,0,0,49,1,1,2,0.1,0.1,0.1,2,0,21,29,72.4,6,24,0,1,1,6130fecc,Éber Bessa,Vitória Setúbal,True
Vitória Setúbal,Tondela,1565637300,76,br BRA,"RM,LM",25-051,88,0,0,0,0,2,1,1,0,35,2,1,2,0.0,0.0,0.0,1,0,15,22,68.2,1,21,1,3,2,e19ca5b9,Carlinhos,Vitória Setúbal,True
Vitória Setúbal,Tondela,1565637300,24,br BRA,CM,27-092,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,843bfc59,Bruno Pires,Vitória Setúbal,False
Vitória Setúbal,Tondela,1565637300,17,pt POR,LB,31-318,90,0,0,0,0,0,0,0,0,53,3,0,0,0.0,0.0,0.0,2,0,25,44,56.8,3,17,2,0,0,ec6e2549,Sílvio,Vitória Setúbal,True
Vitória Setúbal,Tondela,1565637300,13,pt POR,CB,32-273,90,0,0,0,0,1,0,1,0,44,4,2,0,0.4,0.4,0.0,1,0,24,34,70.6,4,22,0,0,0,4a0a3759,Vasco Fernandes,Vitória Setúbal,True
Vitória Setúbal,Tondela,1565637300,4,pt POR,CB,24-363,90,0,0,0,0,0,0,0,0,46,2,3,1,0.0,0.0,0.0,0,0,21,34,61.8,1,15,0,0,0,801f3d1d,Artur Jorge Marques Amorim,Vitória Setúbal,True
Vitória Setúbal,Tondela,1565637300,5,pt POR,RB,32-125,90,0,0,0,0,0,0,1,0,49,5,4,0,0.0,0.0,0.0,0,0,29,38,76.3,1,16,0,0,0,7a670e09,Mano,Vitória Setúbal,True
Vitória Setúbal,Tondela,1565637300,90,ge GEO,GK,29-134,90,0,0,0,0,0,0,0,0,31,0,0,0,0.0,0.0,0.0,0,0,18,28,64.3,0,12,0,0,0,b3bb0a76,Giorgi Makaridze,Vitória Setúbal,True
Famalicão,Rio Ave,1565983800,19,es ESP,FW,22-047,84,0,0,0,0,3,1,0,0,24,1,0,1,0.2,0.2,0.0,0,0,8,13,61.5,0,9,2,3,2,f3945e07,Toni Martínez,Famalicão,True
Famalicão,Rio Ave,1565983800,33,br BRA,FW,21-268,6,0,0,0,0,1,0,0,0,4,1,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,2,1,0,0,faf30cda,Anderson,Famalicão,False
Famalicão,Rio Ave,1565983800,11,pt POR,LW,26-023,79,0,0,0,0,3,1,0,0,41,2,2,1,0.1,0.1,0.2,5,0,22,29,75.9,1,21,1,0,0,fb5022e4,Fábio Martins,Famalicão,True
Famalicão,Rio Ave,1565983800,17,pt POR,LW,22-191,11,0,0,0,0,0,0,0,0,3,1,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,2,1,0,0,f4b52308,Diogo Gonçalves,Famalicão,False
Famalicão,Rio Ave,1565983800,10,pt POR,RW,24-237,90,0,0,0,0,2,1,0,0,49,0,0,2,0.1,0.1,0.2,5,0,29,35,82.9,2,33,6,5,3,656a96c6,Rúben Lameiras,Famalicão,True
Famalicão,Rio Ave,1565983800,28,pt POR,LM,21-049,90,0,0,0,0,4,0,0,0,48,0,1,2,0.2,0.2,0.0,4,0,30,40,75.0,2,27,1,2,2,c275947b,Pedro Gonçalves,Famalicão,True
