home_team,away_team,datetime,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,player_id,player,squad,start
Spartak Moscow,Legia Warsaw,1631716200,ru RUS,23-180,90,2,1,1,50.0,0.8,1,11,9.1,23,5,34.8,36.0,8,37.5,40.9,9,0,0.0,4,26.0,6f4e1c93,Aleksandr Maksimenko,Spartak Moscow,True
Real Betis,Celtic,1631810700,cl CHI,38-156,90,7,3,4,71.4,2.8,3,17,17.6,27,5,48.1,39.6,4,100.0,65.8,15,1,6.7,0,9.0,10072610,Claudio Bravo,Real Betis,True
Rapid Wien,Genk,1631810700,at AUT,24-190,90,2,1,1,50.0,1.0,9,18,50.0,23,5,47.8,38.2,12,58.3,46.1,16,0,0.0,0,9.0,05bffdb1,Paul Gartler,Rapid Wien,True
Red Star Belgrade,Braga,1631810700,ca CAN,33-328,90,2,1,1,50.0,0.6,8,21,38.1,19,1,68.4,45.5,13,61.5,43.4,10,0,0.0,0,,5e8936be,Milan Borjan,Red Star Belgrade,True
Bayer Leverkusen,Ferencváros,1631810700,fi FIN,31-296,90,4,1,3,75.0,1.2,5,8,62.5,35,7,20.0,28.9,2,50.0,49.0,6,1,16.7,3,19.0,ad3389d5,Lukáš Hrádecký,Bayer Leverkusen,True
Midtjylland,Ludogorets Razgrad,1631810700,is ISL,21-189,90,1,1,0,0.0,0.3,1,5,20.0,28,6,17.9,26.5,2,0.0,17.0,5,1,20.0,5,17.6,99047b00,Elías Rafn Ólafsson,Midtjylland,True
Dinamo Zagreb,West Ham United,1631810700,hr CRO,26-250,90,5,2,3,60.0,0.8,4,10,40.0,26,5,23.1,28.1,6,66.7,48.8,13,0,0.0,0,6.7,58f077c0,Dominik Livaković,Dinamo Zagreb,True
Lokomotiv Moscow,Marseille,1631810700,ru RUS,35-278,90,6,1,5,100.0,1.6,1,3,33.3,21,8,14.3,27.2,8,0.0,16.5,22,2,9.1,0,5.8,a3b0ed18,Guilherme Marinato,Lokomotiv Moscow,True
Galatasaray,Lazio,1631810700,uy URU,35-092,90,4,0,4,100.0,1.0,6,16,37.5,63,6,22.2,28.0,7,28.6,30.9,9,0,0.0,2,17.6,a2abe631,Fernando Muslera,Galatasaray,True
Rangers,Lyon,1631818800,sct SCO,39-228,90,2,2,1,0.0,1.0,3,8,37.5,23,3,34.8,32.0,4,0.0,20.8,9,0,0.0,1,13.7,f3a97d02,Allan McGregor,Rangers,True
