home_team,away_team,datetime,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,player_id,player,squad,start
Sampdoria,Atalanta,1660408200,10,it ITA,FW,35-007,57,19,0,0,11,8,2,19,1,0,0.0,1,100.0,11,90,44,1,0,0,2,0,14,3,5bd72174,Francesco Caputo,Sampdoria,True
Sampdoria,Atalanta,1660408200,9,it ITA,FW,24-027,33,10,0,0,6,4,2,10,0,0,,0,,10,44,7,0,0,0,1,1,11,3,60e3603d,Manuel De Luca,Sampdoria,False
Sampdoria,Atalanta,1660408200,7,rs SRB,LM,30-195,57,18,1,5,7,7,0,18,3,3,100.0,0,0.0,18,217,89,0,0,0,1,1,15,4,eccbe56a,Filip Đuričić,Sampdoria,True
Sampdoria,Atalanta,1660408200,5,it ITA,LM,28-214,33,16,0,2,7,7,0,16,1,0,0.0,1,100.0,8,37,11,0,0,0,0,1,11,2,33ecf462,Valerio Verre,Sampdoria,False
Sampdoria,Atalanta,1660408200,8,ve VEN,CM,34-212,90,70,0,8,42,20,1,70,0,0,,0,,60,294,119,2,1,1,0,2,58,4,f1cfc209,Tomás Rincón,Sampdoria,True
Sampdoria,Atalanta,1660408200,11,ma MAR,CM,25-258,90,65,1,2,32,32,4,65,4,1,25.0,3,75.0,41,199,100,2,4,1,1,0,40,5,4830e0af,Abdelhamid Sabiri,Sampdoria,True
Sampdoria,Atalanta,1660408200,37,dz ALG,RM,24-082,74,42,0,4,19,20,3,42,3,2,66.7,1,33.3,37,214,99,2,1,1,2,1,34,11,7d3cbc67,Mehdi Léris,Sampdoria,True
Sampdoria,Atalanta,1660408200,27,it ITA,RM,39-194,16,8,0,0,2,6,4,8,0,0,,0,,8,48,15,1,0,0,1,1,8,1,ee4f2f3b,Fabio Quagliarella,Sampdoria,False
Sampdoria,Atalanta,1660408200,14,gw GNB,DM,24-025,90,,,,,,,,,,,,,,,,,,,,,,,75e60d75,Ronaldo Vieira,Sampdoria,True
Sampdoria,Atalanta,1660408200,3,it ITA,LB,27-348,90,61,4,26,20,15,0,61,0,0,,0,,41,218,88,1,1,0,1,0,35,2,3cd3b384,Tommaso Augello,Sampdoria,True
Sampdoria,Atalanta,1660408200,15,gm GAM,CB,29-293,90,45,5,21,23,1,1,45,0,0,,0,,24,130,43,0,0,0,0,0,24,0,8b95acda,Omar Colley,Sampdoria,True
Sampdoria,Atalanta,1660408200,25,it ITA,CB,28-043,89,41,1,20,20,1,0,41,0,0,,0,,20,89,25,1,0,0,1,0,16,0,d0dbca9f,Alex Ferrari,Sampdoria,True
Sampdoria,Atalanta,1660408200,21,co COL,CB,30-078,1,3,0,1,1,1,1,3,0,0,,0,,2,4,0,0,0,0,0,0,1,0,b233e8e4,Jeison Murillo,Sampdoria,False
Sampdoria,Atalanta,1660408200,24,pl POL,RB,30-032,57,54,0,21,21,13,0,54,2,0,0.0,2,100.0,39,227,82,2,1,0,1,1,33,1,61b3978f,Bartosz Bereszyński,Sampdoria,True
Sampdoria,Atalanta,1660408200,12,it ITA,RB,25-111,33,29,0,4,8,17,2,29,1,0,0.0,1,100.0,19,123,68,1,0,0,0,1,18,2,d97f2e8d,Fabio Depaoli,Sampdoria,False
Sampdoria,Atalanta,1660408200,1,it ITA,GK,25-207,90,44,37,43,1,0,0,44,0,0,,0,,32,158,103,0,0,0,0,0,23,0,649b01d8,Emil Audero,Sampdoria,True
Milan,Udinese,1660408200,12,hr CRO,FW,28-326,70,36,0,0,13,24,5,36,2,0,0.0,1,50.0,31,205,48,1,1,0,1,2,31,6,536cebe5,Ante Rebić,Milan,True
Milan,Udinese,1660408200,9,fr FRA,FW,35-317,20,4,0,0,1,3,2,4,0,0,,0,,3,30,14,1,0,1,0,0,3,2,16ceb862,Olivier Giroud,Milan,False
Milan,Udinese,1660408200,17,pt POR,LW,23-064,83,34,0,1,16,17,4,34,1,1,100.0,0,0.0,26,114,41,1,0,1,3,0,29,12,20730eae,Rafael Leão,Milan,True
Milan,Udinese,1660408200,27,be BEL,LW,27-117,7,3,0,0,1,2,0,3,1,0,0.0,0,0.0,3,6,0,0,0,0,1,1,4,1,43a166b4,Divock Origi,Milan,False
Milan,Udinese,1660408200,30,br BRA,RW,31-092,70,31,1,3,13,15,2,31,2,0,0.0,1,50.0,28,140,80,2,3,1,0,2,26,6,f49c4ae9,Junior Messias,Milan,True
Milan,Udinese,1660408200,56,be BEL,RW,23-047,20,12,1,1,7,5,1,12,1,0,0.0,1,100.0,8,45,30,1,0,0,1,0,7,2,ee251371,Alexis Saelemaekers,Milan,False
Milan,Udinese,1660408200,10,es ESP,AM,23-010,70,37,0,0,25,13,4,37,2,1,50.0,1,50.0,34,197,95,4,3,1,0,2,31,3,407feb71,Brahim Díaz,Milan,True
Milan,Udinese,1660408200,90,be BEL,AM,21-156,20,14,0,2,12,1,0,14,4,2,50.0,0,0.0,12,69,44,1,0,0,0,0,10,1,2ef7c612,Charles De Ketelaere,Milan,False
Milan,Udinese,1660408200,33,ba BIH,DM,28-310,83,42,0,7,28,8,1,42,3,3,100.0,0,0.0,38,224,95,2,3,0,1,0,32,4,817c6964,Rade Krunić,Milan,True
Milan,Udinese,1660408200,32,it ITA,DM,23-029,7,1,0,0,0,1,0,1,0,0,,0,,1,9,9,0,1,0,0,0,1,1,55a1cac2,Tommaso Pobega,Milan,False
Milan,Udinese,1660408200,4,dz ALG,DM,24-255,90,66,0,10,53,5,0,66,2,2,100.0,0,0.0,51,257,91,0,0,0,0,1,46,2,db092d3b,Ismaël Bennacer,Milan,True
Milan,Udinese,1660408200,19,fr FRA,LB,24-311,90,66,2,20,35,11,2,65,0,0,,0,,47,330,206,3,3,0,1,1,43,3,d4c9725f,Theo Hernández,Milan,True
Milan,Udinese,1660408200,23,eng ENG,CB,24-237,90,72,8,30,42,0,0,72,1,1,100.0,0,0.0,55,224,117,1,0,0,0,0,52,0,7edfbb8a,Fikayo Tomori,Milan,True
Milan,Udinese,1660408200,20,fr FRA,CB,22-069,90,74,8,36,40,0,0,74,0,0,,0,,62,358,147,0,1,0,0,0,57,0,85f7d1be,Pierre Kalulu,Milan,True
Milan,Udinese,1660408200,2,it ITA,RB,25-250,90,104,1,26,52,27,0,104,1,0,0.0,0,0.0,70,299,172,0,3,0,0,0,64,3,2146785a,Davide Calabria,Milan,True
Milan,Udinese,1660408200,16,fr FRA,GK,27-041,90,29,25,29,0,0,0,29,0,0,,0,,25,124,81,0,0,0,0,0,19,0,fcb38f57,Mike Maignan,Milan,True
Monza,Torino,1660416300,37,it ITA,FW,27-044,75,37,3,5,19,13,3,37,2,2,100.0,0,0.0,20,140,28,1,0,0,3,4,26,5,03f946ed,Andrea Petagna,Monza,True
Monza,Torino,1660416300,12,it ITA,FW,27-008,15,17,0,5,9,3,0,17,0,0,,0,,11,71,21,1,1,0,0,0,17,0,b70bde8f,Stefano Sensi,Monza,False
Monza,Torino,1660416300,17,it ITA,FW,29-014,62,23,0,1,14,8,2,23,1,1,100.0,0,0.0,20,116,24,1,1,1,0,0,23,1,54e53b7e,Gianluca Caprari,Monza,True
Monza,Torino,1660416300,84,it ITA,CM,27-185,28,12,0,4,8,1,0,12,0,0,,0,,5,40,24,0,0,0,1,0,7,1,5de3866c,Patrick Ciurria,Monza,False
Monza,Torino,1660416300,10,it ITA,CM,28-341,75,29,1,10,18,3,0,29,0,0,,0,,10,63,20,0,0,0,1,0,14,2,c414df9d,Mattia Valoti,Monza,True
Monza,Torino,1660416300,9,dk DEN,CM,32-099,15,8,0,0,4,4,2,8,1,1,100.0,0,0.0,6,35,0,0,0,0,0,1,7,4,9250bcff,Christian Gytkjær,Monza,False
Monza,Torino,1660416300,8,it ITA,CM,28-245,90,45,1,10,32,4,1,45,0,0,,0,,17,72,27,1,1,1,1,1,26,0,32ebfe1e,Andrea Barberis,Monza,True
Monza,Torino,1660416300,22,it ITA,CM,21-091,63,37,2,7,20,11,0,37,2,1,50.0,1,50.0,24,134,48,0,2,0,2,1,31,2,d9ebed1c,Filippo Ranocchia,Monza,True
Monza,Torino,1660416300,47,pt POR,FW,24-103,27,20,0,1,11,8,2,20,0,0,,0,,13,101,65,3,0,1,3,1,15,1,efc9e31f,Dany Mota,Monza,False
Monza,Torino,1660416300,77,it ITA,WB,31-177,90,37,1,10,16,13,2,37,1,0,0.0,1,100.0,21,188,112,3,0,1,0,0,21,4,060606ec,Marco D'Alessandro,Monza,True
Monza,Torino,1660416300,19,it ITA,WB,23-025,90,56,3,15,28,16,3,56,1,0,0.0,1,100.0,28,246,164,4,2,1,0,1,35,7,204ac005,Samuele Birindelli,Monza,True
Monza,Torino,1660416300,30,br BRA,CB,23-218,62,30,2,10,19,1,0,30,2,2,100.0,0,0.0,12,71,24,0,2,0,0,2,14,0,8d3cd59d,Carlos,Monza,True
Monza,Torino,1660416300,44,it ITA,CB,21-190,28,8,1,2,4,2,0,8,1,1,100.0,0,0.0,2,46,25,1,1,0,0,0,3,0,f7e2af2c,Andrea Carboni,Monza,False
Monza,Torino,1660416300,3,es ESP,CB,28-347,90,72,1,41,30,1,0,72,0,0,,0,,36,206,124,0,0,0,0,0,49,0,aa54ec6f,Pablo Marí,Monza,True
Monza,Torino,1660416300,4,br BRA,CB,26-340,90,79,6,49,30,0,0,79,0,0,,0,,43,223,85,2,0,0,1,0,48,0,cdf65d12,Marlon,Monza,True
Monza,Torino,1660416300,16,it ITA,GK,25-017,90,79,41,79,0,0,0,79,0,0,,0,,42,266,213,0,0,0,0,0,45,0,4e0c8d66,Michele Di Gregorio,Monza,True
Lecce,Internazionale,1660416300,77,gm GAM,FW,28-149,62,19,0,2,9,8,3,19,0,0,,0,,7,30,15,0,0,0,0,0,13,2,07f8bcc8,Assan Ceesay,Lecce,True
Lecce,Internazionale,1660416300,9,it ITA,FW,20-158,28,4,0,1,2,1,0,4,0,0,,0,,4,7,1,0,0,0,0,1,6,2,04df29a5,Lorenzo Colombo,Lecce,False
Lecce,Internazionale,1660416300,27,,FW,25-117,90,,,,,,,,,,,,,,,,,,,,,,,ac4a4508,Gabriel Strefezza,Lecce,True
Lecce,Internazionale,1660416300,11,it ITA,LW,28-060,73,20,1,3,6,11,6,20,0,0,,0,,12,123,73,3,1,3,2,0,16,8,1fca9171,Federico Di Francesco,Lecce,True
Lecce,Internazionale,1660416300,22,zm ZAM,LW,21-196,17,7,2,2,3,2,0,7,1,0,0.0,1,100.0,4,13,10,0,0,0,2,0,4,1,8a6de8c7,Lameck Banda,Lecce,False
Lecce,Internazionale,1660416300,16,es ESP,LM,20-193,73,25,3,7,13,5,1,25,2,0,0.0,1,50.0,13,97,4,0,0,0,0,2,15,0,f025eade,Joan Gonzàlez,Lecce,True
Lecce,Internazionale,1660416300,14,is ISL,LM,21-319,17,5,1,2,2,1,0,5,0,0,,0,,0,0,0,0,0,0,1,0,0,0,dc765618,Þórir Jóhann Helgason,Lecce,False
Lecce,Internazionale,1660416300,42,dk DEN,CM,23-049,90,39,5,12,25,3,0,39,3,2,66.7,0,0.0,13,59,13,0,0,0,0,1,13,0,d4456fb3,Morten Hjulmand,Lecce,True
Lecce,Internazionale,1660416300,8,hr CRO,RM,24-126,73,15,1,2,7,6,0,15,1,1,100.0,0,0.0,8,60,20,1,0,0,0,3,11,1,79370f8c,Kristijan Bistrović,Lecce,True
Lecce,Internazionale,1660416300,19,pl POL,RM,24-184,17,7,1,3,4,0,0,7,0,0,,0,,1,25,23,1,0,0,0,0,2,0,a3695ac2,Marcin Listkowski,Lecce,False
Lecce,Internazionale,1660416300,25,it ITA,LB,22-220,90,35,4,12,15,8,0,35,0,0,,0,,18,116,77,1,2,0,1,0,20,2,c74d63ac,Antonino Gallo,Lecce,True
Lecce,Internazionale,1660416300,6,it ITA,CB,25-327,90,48,14,34,13,1,1,48,0,0,,0,,18,101,65,0,0,0,0,0,25,0,5a08ee41,Federico Baschirotto,Lecce,True
Lecce,Internazionale,1660416300,4,tr TUR,CB,25-224,20,8,2,5,3,0,0,8,0,0,,0,,3,12,1,0,0,0,2,0,2,0,c730da00,Yıldırım Mert Çetin,Lecce,True
Lecce,Internazionale,1660416300,29,fr FRA,CB,25-331,70,41,9,30,11,0,0,41,0,0,,0,,15,67,46,0,0,0,1,0,21,0,c69ef855,Alexis Blin,Lecce,False
Lecce,Internazionale,1660416300,17,fr FRA,RB,22-053,90,51,7,17,25,10,0,51,0,0,,0,,18,105,41,1,0,0,2,0,23,2,822ed0ec,Valentin Gendrey,Lecce,True
Lecce,Internazionale,1660416300,30,it ITA,GK,27-123,90,41,38,41,0,0,0,41,0,0,,0,,17,127,71,0,0,0,0,0,8,0,9f5a610b,Wladimiro Falcone,Lecce,True
Fiorentina,Cremonese,1660494600,7,rs SRB,FW,24-234,90,35,1,1,15,19,9,35,1,0,0.0,1,100.0,17,107,37,1,0,1,1,1,30,7,4d8cd038,Luka Jović,Fiorentina,True
Fiorentina,Cremonese,1660494600,33,it ITA,LW,23-072,85,47,0,3,14,32,8,47,3,3,100.0,0,0.0,40,353,213,7,6,4,1,3,43,16,94816803,Riccardo Sottil,Fiorentina,True
Fiorentina,Cremonese,1660494600,22,ar ARG,"RW,LW",24-130,5,15,0,1,4,10,3,15,2,0,0.0,1,50.0,13,100,34,1,1,1,1,0,13,2,2374aaca,Nicolás González,Fiorentina,False
Fiorentina,Cremonese,1660494600,99,ci CIV,RW,24-251,77,39,0,2,14,23,7,39,5,2,40.0,1,20.0,27,121,63,4,3,3,1,1,34,11,58e933d2,Christian Kouamé,Fiorentina,True
Fiorentina,Cremonese,1660494600,8,it ITA,"LW,RW",30-236,13,12,0,1,5,6,1,12,3,1,33.3,2,66.7,10,76,29,1,0,1,1,1,8,4,3bb7af3b,Riccardo Saponara,Fiorentina,False
Fiorentina,Cremonese,1660494600,14,ma MAR,LM,23-357,70,31,1,4,13,14,3,31,1,0,0.0,1,100.0,20,73,45,1,2,0,1,1,22,6,4c8845f7,Youssef Maleh,Fiorentina,True
Fiorentina,Cremonese,1660494600,27,pl POL,LM,24-323,20,15,0,1,4,10,2,15,1,0,0.0,1,100.0,12,86,41,2,1,1,0,1,11,3,4e1d5e59,Szymon Żurkowski,Fiorentina,False
Fiorentina,Cremonese,1660494600,34,ma MAR,CM,25-358,77,56,3,9,44,4,0,56,0,0,,0,,40,204,112,1,0,0,2,2,41,0,5a2cb25d,Sofyan Amrabat,Fiorentina,True
Fiorentina,Cremonese,1660494600,38,it ITA,CM,25-046,13,25,0,2,16,7,1,25,0,0,,0,,16,40,28,1,0,1,0,0,18,1,c7259b83,Rolando Mandragora,Fiorentina,False
Fiorentina,Cremonese,1660494600,5,it ITA,RM,32-357,90,54,0,3,23,28,6,54,2,1,50.0,1,50.0,32,129,70,3,0,0,0,4,39,7,d995ed27,Giacomo Bonaventura,Fiorentina,True
Fiorentina,Cremonese,1660494600,3,it ITA,LB,29-347,90,128,5,32,61,35,0,128,2,0,0.0,1,50.0,78,309,191,1,2,0,0,0,90,3,9e1577aa,Cristiano Biraghi,Fiorentina,True
Fiorentina,Cremonese,1660494600,28,ar ARG,CB,26-096,90,62,6,28,34,2,0,62,0,0,,0,,44,260,106,0,1,0,1,0,42,0,3ec3c1c9,Lucas Martínez Quarta,Fiorentina,True
