home_team,away_team,datetime,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,player_id,player,squad,start
Bournemouth,West Bromwich Albion,1628275500,9,eng ENG,FW,23-326,90,0,0,0,1,2,1,0,0,0,0,0,0,2,1,5,16.7,e77dc3b2,Dominic Solanke,Bournemouth,True
Bournemouth,West Bromwich Albion,1628275500,32,eng ENG,LW,21-248,90,0,0,0,2,0,0,0,0,0,0,0,0,3,1,2,33.3,e4238fb1,Jaidon Anthony,Bournemouth,True
Bournemouth,West Bromwich Albion,1628275500,7,wls WAL,RW,24-029,89,0,0,0,1,0,0,2,0,0,0,0,0,7,0,1,0.0,dc4cae05,David Brooks,Bournemouth,True
Bournemouth,West Bromwich Albion,1628275500,38,lr LBR,RW,19-088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,af102dc3,Christian Saydee,Bournemouth,False
Bournemouth,West Bromwich Albion,1628275500,26,ie IRL,LM,21-186,90,0,0,0,0,3,0,0,1,1,0,0,0,5,0,6,0.0,3eeda7dd,Gavin Kilkenny,Bournemouth,True
Bournemouth,West Bromwich Albion,1628275500,29,dk DEN,CM,25-056,90,0,0,0,1,1,0,1,0,1,0,0,0,3,2,3,40.0,d328a254,Philip Billing,Bournemouth,True
Bournemouth,West Bromwich Albion,1628275500,11,dk DEN,RM,26-150,90,0,0,0,1,3,1,4,0,0,0,0,0,4,0,2,0.0,4d960fc3,Emiliano Marcondes,Bournemouth,True
Bournemouth,West Bromwich Albion,1628275500,33,zw ZIM,LB,21-265,90,0,0,0,3,2,0,1,2,0,0,0,0,3,6,4,60.0,e8271ad9,Jordan Zemura,Bournemouth,True
Bournemouth,West Bromwich Albion,1628275500,5,eng ENG,CB,22-304,90,0,0,0,0,0,0,0,1,0,0,0,0,10,3,2,60.0,f31def1e,Lloyd Kelly,Bournemouth,True
Bournemouth,West Bromwich Albion,1628275500,6,wls WAL,CB,23-274,90,1,0,0,2,1,0,0,1,2,0,0,0,4,4,5,44.4,fed96827,Chris Mepham,Bournemouth,True
Bournemouth,West Bromwich Albion,1628275500,15,eng ENG,RB,30-099,90,0,0,0,0,0,1,1,2,2,0,0,0,4,1,4,20.0,20b104bc,Adam Smith,Bournemouth,True
Bournemouth,West Bromwich Albion,1628275500,42,ie IRL,GK,22-080,90,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,100.0,fe558029,Mark Travers,Bournemouth,True
Luton Town,Peterborough United,1628344800,11,eng ENG,FW,23-212,90,0,0,0,1,0,0,1,0,0,0,0,0,0,3,4,42.9,0480ebc7,Elijah Adebayo,Luton Town,True
Luton Town,Peterborough United,1628344800,24,eng ENG,LW,24-256,81,0,0,0,6,1,2,2,1,0,0,0,0,6,1,2,33.3,387d06b2,Fred Onyedinma,Luton Town,True
Luton Town,Peterborough United,1628344800,14,es ESP,LW,22-266,9,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,,d90a63ec,Carlos Mendes Gomes,Luton Town,False
Luton Town,Peterborough United,1628344800,7,eng ENG,RW,26-120,77,0,0,0,2,1,0,4,1,0,0,0,0,4,1,2,33.3,9169bc41,Harry Cornick,Luton Town,True
Luton Town,Peterborough United,1628344800,26,zw ZIM,RW,22-351,13,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,,ee2b9a18,Admiral Muskwe,Luton Town,False
Luton Town,Peterborough United,1628344800,18,eng ENG,LM,27-319,90,0,0,0,0,2,0,10,1,1,0,0,0,3,2,0,100.0,7c5fa6cf,Jordan Clark,Luton Town,True
Luton Town,Peterborough United,1628344800,17,cd COD,CM,28-021,84,0,0,0,2,1,0,1,1,3,0,0,0,16,0,0,,a9b1c319,Pelly Ruddock Mpanzu,Luton Town,True
Luton Town,Peterborough United,1628344800,23,eng ENG,CM,30-299,6,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,fe8e6fa1,Henri Lansbury,Luton Town,False
Luton Town,Peterborough United,1628344800,22,sct SCO,RM,23-034,90,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,,858409be,Allan Campbell,Luton Town,True
Luton Town,Peterborough United,1628344800,29,jm JAM,LB,27-094,90,0,0,0,0,0,0,2,1,2,0,0,0,5,2,2,50.0,399e9474,Amari'i Bell,Luton Town,True
Luton Town,Peterborough United,1628344800,4,sct SCO,CB,29-170,90,0,0,0,1,0,0,0,0,0,0,0,0,7,1,2,33.3,d3ccb0ea,Kal Naismith,Luton Town,True
Luton Town,Peterborough United,1628344800,32,eng ENG,CB,22-358,90,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,42.9,cd889153,Gabriel Osho,Luton Town,True
Luton Town,Peterborough United,1628344800,2,eng ENG,RB,23-300,90,1,0,0,2,0,0,5,1,1,0,0,0,4,1,1,50.0,c07b7c5c,James Bree,Luton Town,True
Luton Town,Peterborough United,1628344800,12,hr CRO,GK,28-143,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5a5d394c,Simon Sluga,Luton Town,True
Derby County,Huddersfield Town,1628344800,13,tr TUR,FW,34-346,90,0,0,0,1,0,1,1,0,0,0,0,0,1,4,2,66.7,ca9e7345,Colin Kazim-Richards,Derby County,True
Derby County,Huddersfield Town,1628344800,35,ie IRL,LW,20-061,52,1,0,0,1,3,0,0,0,1,0,0,0,4,0,0,,d4f63087,Louie Watson,Derby County,True
Derby County,Huddersfield Town,1628344800,17,eng ENG,LW,19-340,38,1,0,0,2,1,0,0,0,1,0,0,0,0,1,1,50.0,c03348f6,Louie Sibley,Derby County,False
Derby County,Huddersfield Town,1628344800,7,pl POL,RW,23-107,67,0,0,0,1,3,1,0,0,0,0,0,0,4,1,2,33.3,bd4e3824,Kamil Jóźwiak,Derby County,True
Derby County,Huddersfield Town,1628344800,36,ie IRL,RW,19-005,23,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0.0,dbfa4f16,Festy Ebosele,Derby County,False
Derby County,Huddersfield Town,1628344800,10,wls WAL,AM,27-206,89,0,0,0,3,2,0,0,0,0,0,0,0,1,0,4,0.0,7e2f45f4,Tom Lawrence,Derby County,True
