home_team,away_team,datetime,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,player_id,player,squad,start
Lyon,Zenit,1568739300,pt POR,28-351,90,2,1,1,50.0,1.0,4,6,66.7,16,10,25.0,28.4,11,18.2,32.3,13,0,0.0,0,,f00de885,Anthony Lopes,Lyon,True
Internazionale,Slavia Prague,1568739300,si SVN,35-065,90,5,1,4,80.0,1.1,4,8,50.0,41,9,14.6,24.2,6,33.3,36.3,9,0,0.0,2,23.5,74419746,Samir Handanović,Internazionale,True
Chelsea,Valencia,1568746800,es ESP,24-349,90,2,1,1,50.0,1.3,3,4,75.0,17,2,11.8,24.9,9,22.2,32.9,3,0,0.0,1,21.0,28d596a0,Kepa Arrizabalaga,Chelsea,True
Benfica,RB Leipzig,1568746800,gr GRE,25-144,90,3,2,1,33.3,1.3,1,4,25.0,26,4,15.4,24.0,8,0.0,22.4,12,0,0.0,5,18.3,03df04ff,Odisseas Vlachodimos,Benfica,True
Dortmund,Barcelona,1568746800,ch SUI,28-307,90,1,0,1,100.0,0.2,1,3,33.3,12,3,25.0,25.3,2,0.0,25.5,17,1,5.9,2,14.4,9d12e142,Roman Bürki,Dortmund,True
Red Bull Salzburg,Genk,1568746800,at AUT,26-317,90,4,2,2,50.0,1.6,0,9,0.0,14,3,28.6,32.1,10,50.0,43.1,18,1,5.6,0,10.8,27d902c8,Cican Stankovic,Red Bull Salzburg,True
Ajax,Lille,1568746800,cm CMR,23-168,90,5,0,5,100.0,1.4,4,18,22.2,25,5,60.0,40.8,9,33.3,43.1,12,1,8.3,0,16.5,e9c0c1b2,André Onana,Ajax,True
Napoli,Liverpool,1568746800,it ITA,22-179,90,4,0,4,100.0,0.6,4,12,33.3,25,2,36.0,31.0,10,30.0,28.8,12,0,0.0,1,12.3,9413b19f,Alex Meret,Napoli,True
Club Brugge,Galatasaray,1568825700,be BEL,31-196,90,1,0,1,100.0,0.2,8,25,32.0,23,1,69.6,44.5,10,90.0,56.3,17,1,5.9,1,13.8,d436eb94,Simon Mignolet,Club Brugge,True
Olympiacos,Tottenham Hotspur,1568825700,pt POR,26-244,90,5,2,3,80.0,2.1,2,14,14.3,24,5,50.0,37.2,6,33.3,36.5,12,0,0.0,0,8.0,903b6e8b,José Sá,Olympiacos,True
Atlético Madrid,Juventus,1568833200,si SVN,26-254,90,5,2,3,60.0,1.6,6,11,54.5,19,10,36.8,30.6,5,80.0,57.8,18,0,0.0,0,12.0,ee8508c0,Jan Oblak,Atlético Madrid,True
Paris Saint-Germain,Real Madrid,1568833200,cr CRC,32-277,90,0,0,0,,0.0,6,10,60.0,18,2,27.8,30.8,8,62.5,42.6,6,0,0.0,0,11.0,ecada4fc,Keylor Navas,Paris Saint-Germain,True
Bayern Munich,Red Star Belgrade,1568833200,de GER,33-175,90,0,0,0,,0.0,3,3,100.0,26,6,7.7,23.2,7,14.3,30.1,7,0,0.0,3,27.7,8778c910,Manuel Neuer,Bayern Munich,True
Dinamo Zagreb,Atalanta,1568833200,hr CRO,24-252,90,2,0,2,100.0,0.4,9,22,40.9,13,0,100.0,53.2,9,100.0,64.3,7,0,0.0,0,2.0,58f077c0,Dominik Livaković,Dinamo Zagreb,True
Bayer Leverkusen,Lokomotiv Moscow,1568833200,fi FIN,29-298,90,4,2,2,50.0,1.3,3,6,50.0,32,5,15.6,27.3,5,20.0,37.4,5,0,0.0,5,23.0,ad3389d5,Lukáš Hrádecký,Bayer Leverkusen,True
