home_team,away_team,datetime,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,player_id,player,squad,start
Rennes,Celtic,1568912100,11,sn SEN,FW,24-274,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,2054d037,M'Baye Niang,Rennes,True
Rennes,Celtic,1568912100,20,fr FRA,LM,26-229,71,3,1,2,1,0,3,5,60.0,2,3,0,3,2,5,0,0,a0f9b535,Flavien Tait,Rennes,True
Rennes,Celtic,1568912100,22,fr FRA,"FW,AM",23-174,19,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0,0be95d34,Romain Del Castillo,Rennes,False
Rennes,Celtic,1568912100,8,fr FRA,CM,28-255,87,0,0,0,0,0,0,2,0.0,2,1,0,1,1,1,0,0,8b298f56,Clément Grenier,Rennes,True
Rennes,Celtic,1568912100,9,us USA,FW,23-146,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,b684a484,Jordan Pefok,Rennes,False
Rennes,Celtic,1568912100,14,fr FRA,"CM,LM",25-248,90,1,1,0,1,0,0,2,0.0,2,1,0,1,0,1,0,0,20e73fac,Benjamin Bourigeaud,Rennes,True
Rennes,Celtic,1568912100,7,br BRA,"RM,WB",22-279,90,2,2,0,2,0,1,2,50.0,1,2,0,2,0,2,2,0,3423f250,Raphinha,Rennes,True
Rennes,Celtic,1568912100,28,fr FRA,DM,29-163,71,4,4,2,2,0,3,5,60.0,2,1,1,0,1,5,0,0,468fdbad,Jonas Martin,Rennes,True
Rennes,Celtic,1568912100,18,fr FRA,CM,16-313,19,1,0,1,0,0,1,1,100.0,0,0,0,0,2,3,1,0,7b9c2d84,Eduardo Camavinga,Rennes,False
Rennes,Celtic,1568912100,15,mg MAD,"LB,CB",35-170,90,2,1,1,1,0,0,2,0.0,2,0,0,0,0,2,2,0,e97150c0,Jérémy Morel,Rennes,True
Rennes,Celtic,1568912100,21,fr FRA,CB,22-249,90,2,1,2,0,0,2,2,100.0,0,2,1,1,1,3,0,0,1232e1dc,Joris Gnagnon,Rennes,True
Rennes,Celtic,1568912100,3,fr FRA,CB,31-125,90,0,0,0,0,0,0,1,0.0,1,1,0,1,4,4,6,0,1ec7e1c5,Damien Da Silva,Rennes,True
Rennes,Celtic,1568912100,27,ml MLI,"RB,WB",27-235,90,5,4,5,0,0,4,4,100.0,0,1,0,1,1,6,4,0,a4b1028a,Hamari Traoré,Rennes,True
Rennes,Celtic,1568912100,16,sn SEN,GK,27-202,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,33887998,Edouard Mendy,Rennes,True
PSV Eindhoven,Sporting CP,1568912100,9,nl NED,FW,20-253,83,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,116c35df,Donyell Malen,PSV Eindhoven,True
PSV Eindhoven,Sporting CP,1568912100,32,cz CZE,FW,20-111,7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7c9fa389,Michal Sadílek,PSV Eindhoven,False
