home_team,away_team,datetime,shirtnumber,nationality,position,age,minutes,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,player_id,player,squad,start
Malmö,Braga,1662655500,9,se SWE,FW,30-076,45,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,70.0,b956af7d,Isaac Kiese Thelin,Malmö,True
Malmö,Braga,1662655500,11,se SWE,FW,36-067,45,0,0,0,1,1,0,1,0,0,0,0,0,4,1,2,33.3,de4fe7a2,Ola Toivonen,Malmö,False
Malmö,Braga,1662655500,32,no NOR,LM,31-362,90,0,0,0,1,3,0,1,0,2,0,0,0,4,1,2,33.3,f512a009,Jo Inge Berget,Malmö,True
Malmö,Braga,1662655500,10,dk DEN,CM,32-092,90,0,0,0,1,1,0,5,2,0,0,0,0,11,0,0,,770ebf00,Anders Christiansen,Malmö,True
Malmö,Braga,1662655500,6,se SWE,CM,30-056,45,0,0,0,0,0,0,1,0,1,0,0,0,2,1,1,50.0,0c09c984,Oscar Lewicki,Malmö,True
Malmö,Braga,1662655500,8,pe PER,CM,26-345,45,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,,eda8506a,Sergio Peña,Malmö,False
Malmö,Braga,1662655500,7,mk MKD,RM,26-207,24,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,,e150254d,Erdal Rakip,Malmö,True
Malmö,Braga,1662655500,33,sl SLE,RM,27-241,66,1,0,0,1,1,2,2,0,0,0,0,0,0,1,2,33.3,8e456005,Mohamed Buya Turay,Malmö,False
Malmö,Braga,1662655500,13,se SWE,LB,34-114,87,1,0,0,2,1,1,4,1,1,0,0,0,3,2,1,66.7,2f72f79e,Martin Olsson,Malmö,True
Malmö,Braga,1662655500,3,dk DEN,LB,29-357,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,ec48abb1,Jonas Knudsen,Malmö,False
Malmö,Braga,1662655500,4,fi FIN,CB,36-344,90,1,0,0,1,0,0,0,3,1,0,0,0,8,1,0,100.0,00844823,Niklas Moisander,Malmö,True
Malmö,Braga,1662655500,21,ba BIH,CB,24-061,90,0,0,0,1,1,0,0,0,1,0,0,0,6,3,0,100.0,82cfae2a,Dennis Hadzikadunic,Malmö,True
Malmö,Braga,1662655500,24,dk DEN,CB,34-243,90,0,0,0,0,0,0,1,4,2,0,0,0,3,2,0,100.0,06e5b0e4,Lasse Nielsen,Malmö,True
Malmö,Braga,1662655500,14,se SWE,RB,24-220,55,0,0,0,1,1,0,0,1,0,0,0,0,4,0,0,,71115017,Felix Beijmo,Malmö,True
Malmö,Braga,1662655500,15,se SWE,RB,24-097,35,0,0,0,0,1,0,3,1,1,0,0,0,2,0,0,,350ad032,Joseph Ceesay,Malmö,False
Malmö,Braga,1662655500,30,ml MLI,GK,27-301,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,a9107589,Ismael Diawara,Malmö,True
Union Berlin,Union SG,1662655500,27,sr SUR,FW,27-211,90,0,0,0,0,1,0,8,1,0,0,0,0,3,0,1,0.0,8eb55dbb,Sheraldo Becker,Union Berlin,True
Union Berlin,Union SG,1662655500,17,de GER,FW,31-217,59,0,0,0,1,0,0,0,0,0,0,0,0,1,7,6,53.8,30ae134d,Kevin Behrens,Union Berlin,True
Union Berlin,Union SG,1662655500,11,de GER,FW,32-055,30,0,1,0,3,0,1,1,0,1,0,0,0,1,1,0,100.0,1e274a0a,Sven Michel,Union Berlin,False
Union Berlin,Union SG,1662655500,19,de GER,CM,28-159,68,0,0,0,1,2,1,0,0,0,0,0,0,5,0,1,0.0,70dcf94d,Janik Haberer,Union Berlin,True
Union Berlin,Union SG,1662655500,21,de GER,CM,26-001,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,65857fdf,Tim Skarke,Union Berlin,False
Union Berlin,Union SG,1662655500,8,de GER,CM,28-224,90,0,0,0,1,0,0,0,0,2,0,0,0,10,0,0,,59e4b92e,Rani Khedira,Union Berlin,True
Union Berlin,Union SG,1662655500,24,jp JPN,CM,31-122,59,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.0,f24ea523,Genki Haraguchi,Union Berlin,True
Union Berlin,Union SG,1662655500,13,hu HUN,CM,23-148,31,1,0,0,1,0,0,0,1,0,0,0,0,3,0,0,,049751d7,András Schäfer,Union Berlin,False
Union Berlin,Union SG,1662655500,23,de GER,WB,30-347,90,0,0,0,3,1,1,8,2,0,0,0,0,2,1,0,100.0,7242b495,Niko Gießelmann,Union Berlin,True
Union Berlin,Union SG,1662655500,28,at AUT,WB,35-196,68,1,0,0,1,0,0,5,0,3,0,0,0,5,2,0,100.0,056d2d95,Christopher Trimmel,Union Berlin,True
Union Berlin,Union SG,1662655500,6,no NOR,WB,24-295,22,0,0,0,0,0,0,4,0,1,0,0,0,6,0,0,,009a4f60,Julian Ryerson,Union Berlin,False
Union Berlin,Union SG,1662655500,5,nl NED,CB,24-070,81,0,0,0,0,1,0,1,2,3,0,0,0,9,3,1,75.0,f67c9d29,Danilho Doekhi,Union Berlin,True
Union Berlin,Union SG,1662655500,40,de GER,CB,21-194,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,13fe7b69,Jamie Leweling,Union Berlin,False
Union Berlin,Union SG,1662655500,31,de GER,CB,30-109,90,0,0,0,1,1,0,0,0,1,0,0,0,12,1,1,50.0,6bd5cd5d,Robin Knoche,Union Berlin,True
Union Berlin,Union SG,1662655500,3,de GER,CB,24-048,90,0,0,0,1,0,0,3,1,2,0,0,0,9,0,1,0.0,a93b6f4e,Paul Jaeckel,Union Berlin,True
Union Berlin,Union SG,1662655500,1,dk DEN,GK,30-035,90,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0.0,a70b8345,Frederik Rønnow,Union Berlin,True
Zürich,Arsenal,1662655500,15,bj BEN,FW,24-074,79,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0.0,9c4f39b3,Tosin Aiyegun,Zürich,True
Zürich,Arsenal,1662655500,9,hr CRO,FW,33-110,11,0,0,0,0,1,2,0,0,0,0,0,0,0,4,1,80.0,086d7db3,Ivan Santini,Zürich,False
Zürich,Arsenal,1662655500,7,ch SUI,FW,21-083,66,0,0,0,1,2,0,1,0,1,0,0,0,3,1,0,100.0,2249e65b,Bledian Krasniqi,Zürich,True
Zürich,Arsenal,1662655500,10,ch SUI,FW,31-233,24,0,0,0,1,1,1,0,1,0,0,0,0,3,0,1,0.0,8d7323e8,Antonio Marchesano,Zürich,False
Zürich,Arsenal,1662655500,3,es ESP,LM,24-223,66,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,,58a3a572,Adrián Guerrero,Zürich,True
Zürich,Arsenal,1662655500,23,ch SUI,RM,24-022,24,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,,ac4961c8,Fabian Rohner,Zürich,False
Zürich,Arsenal,1662655500,8,no NOR,CM,28-063,90,0,0,0,1,0,0,5,0,1,0,0,0,4,2,0,100.0,4db2157a,Ole Selnæs,Zürich,True
Zürich,Arsenal,1662655500,21,ch SUI,CM,36-149,66,0,0,0,1,0,0,0,1,1,0,0,0,2,1,2,33.3,756959aa,Blerim Džemaili,Zürich,True
Zürich,Arsenal,1662655500,17,gn GUI,CM,22-044,24,0,0,0,2,0,0,1,1,1,0,0,0,1,0,0,,2f88752d,Cheick Oumar Conde,Zürich,False
Zürich,Arsenal,1662655500,11,cd COD,"RM,LM",26-338,79,0,0,0,0,0,0,0,2,0,0,0,0,3,0,3,0.0,2bc17985,Jonathan Okita,Zürich,True
Zürich,Arsenal,1662655500,18,xk KVX,LM,26-014,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,e65a7469,Donis Avdijaj,Zürich,False
Zürich,Arsenal,1662655500,6,xk KVX,LB,28-340,90,0,0,0,0,2,0,0,0,3,1,0,0,3,0,0,,5c46e908,Fidan Aliti,Zürich,True
Zürich,Arsenal,1662655500,31,xk KVX,CB,25-225,90,1,0,0,2,0,0,0,0,2,0,0,0,3,2,1,66.7,1ac58ba6,Mirlind Kryeziu,Zürich,True
Zürich,Arsenal,1662655500,2,ch SUI,CB,22-336,90,0,0,0,1,0,0,0,0,0,0,0,0,3,4,1,80.0,0f6e3474,Lindrit Kamberi,Zürich,True
Zürich,Arsenal,1662655500,19,rs SRB,RB,30-112,90,0,0,0,1,1,0,4,3,2,0,0,0,5,1,1,50.0,f893dba4,Nikola Boranijašević,Zürich,True
Zürich,Arsenal,1662655500,25,ch SUI,GK,29-106,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,6115fddd,Yanick Brecher,Zürich,True
PSV Eindhoven,Bodø/Glimt,1662655500,32,be BEL,FW,21-243,61,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.0,e8ef59da,Yorbe Vertessen,PSV Eindhoven,True
PSV Eindhoven,Bodø/Glimt,1662655500,21,nl NED,FW,27-128,29,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,,ffa90327,Anwar El Ghazi,PSV Eindhoven,False
PSV Eindhoven,Bodø/Glimt,1662655500,11,nl NED,LW,23-124,90,1,0,0,2,1,0,4,0,0,0,0,0,5,0,0,,1971591f,Cody Gakpo,PSV Eindhoven,True
PSV Eindhoven,Bodø/Glimt,1662655500,28,ma MAR,RW,21-223,61,0,0,0,2,1,1,1,1,1,0,0,0,2,1,0,100.0,3ec9f005,Ismael Saibari,PSV Eindhoven,True
PSV Eindhoven,Bodø/Glimt,1662655500,33,br BRA,RW,18-151,29,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,,fe6e7156,Sávio,PSV Eindhoven,False
PSV Eindhoven,Bodø/Glimt,1662655500,7,nl NED,AM,19-140,90,1,0,0,1,3,1,0,0,2,0,0,0,7,0,2,0.0,da4d670f,Xavi Simons,PSV Eindhoven,True
PSV Eindhoven,Bodø/Glimt,1662655500,6,ci CIV,DM,24-280,90,0,0,0,2,2,0,0,1,3,0,0,0,14,1,0,100.0,bced0375,Ibrahim Sangaré,PSV Eindhoven,True
PSV Eindhoven,Bodø/Glimt,1662655500,23,nl NED,DM,23-293,90,0,0,0,0,1,0,2,1,0,0,0,0,4,0,0,,18fae4ac,Joey Veerman,PSV Eindhoven,True
PSV Eindhoven,Bodø/Glimt,1662655500,31,de GER,LB,28-343,90,0,0,0,1,0,1,5,2,2,0,0,0,11,1,0,100.0,826e8b63,Philipp Max,PSV Eindhoven,True
PSV Eindhoven,Bodø/Glimt,1662655500,4,nl NED,CB,23-187,90,0,0,0,2,0,0,0,2,0,0,0,0,4,1,0,100.0,2ffa6348,Armando Obispo,PSV Eindhoven,True
PSV Eindhoven,Bodø/Glimt,1662655500,3,nl NED,CB,22-343,90,0,0,0,0,0,0,0,1,3,0,0,0,4,1,1,50.0,82e9b1bb,Jordan Teze,PSV Eindhoven,True
PSV Eindhoven,Bodø/Glimt,1662655500,29,at AUT,RB,28-222,90,0,0,0,0,2,0,1,1,1,0,0,0,4,0,1,0.0,2ff76adc,Phillipp Mwene,PSV Eindhoven,True
PSV Eindhoven,Bodø/Glimt,1662655500,1,ar ARG,GK,29-232,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,8a2248b4,Walter Benítez,PSV Eindhoven,True
Ludogorets Razgrad,Roma,1662655500,9,br BRA,FW,21-074,90,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,50.0,dc45ac24,Thiago,Ludogorets Razgrad,True
Ludogorets Razgrad,Roma,1662655500,11,bg BUL,LW,25-301,69,0,0,0,1,0,0,2,0,0,0,0,0,1,0,5,0.0,13c8e5f6,Kiril Despodov,Ludogorets Razgrad,True
Ludogorets Razgrad,Roma,1662655500,73,br BRA,LW,23-006,21,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0.0,ba6d9ff6,Rick,Ludogorets Razgrad,False
Ludogorets Razgrad,Roma,1662655500,37,gh GHA,RW,25-005,90,0,0,0,5,1,0,3,1,0,0,0,0,7,0,0,,7bf8ad6c,Bernard Tekpetey,Ludogorets Razgrad,True
