url,home_team,away_team,datetime,home_team_manager,away_team_manager,stadium,attendance
https://fbref.com/en/matches/64c6b172/Bayern-Munich-Hertha-BSC-August-16-2019-Bundesliga,Bayern Munich,Hertha BSC,1565980200,Niko Kovač,Ante Čović,"Allianz Arena, München",75000
https://fbref.com/en/matches/8ba606b2/Wolfsburg-Koln-August-17-2019-Bundesliga,Wolfsburg,Köln,1566048600,Oliver Glasner,Achim Beierlorzer,"Volkswagen Arena, Wolfsburg",25099
https://fbref.com/en/matches/ca302c1f/Freiburg-Mainz-05-August-17-2019-Bundesliga,Freiburg,Mainz 05,1566048600,Christian Streich,Sandro Schwarz,"Schwarzwald-Stadion, Freiburg",24000
https://fbref.com/en/matches/cc473b97/Dortmund-Augsburg-August-17-2019-Bundesliga,Dortmund,Augsburg,1566048600,Lucien Favre,Martin Schmidt,"Signal Iduna Park, Dortmund",81365
https://fbref.com/en/matches/db6a3cfb/Bayer-Leverkusen-Paderborn-07-August-17-2019-Bundesliga,Bayer Leverkusen,Paderborn 07,1566048600,Peter Bosz,Steffen Baumgart,"BayArena, Leverkusen",26208
https://fbref.com/en/matches/e2f8f9ad/Werder-Bremen-Dusseldorf-August-17-2019-Bundesliga,Werder Bremen,Düsseldorf,1566048600,Florian Kohfeldt,Friedhelm Funkel,"Weserstadion, Bremen",42100
https://fbref.com/en/matches/e0231248/Monchengladbach-Schalke-04-August-17-2019-Bundesliga,Mönchengladbach,Schalke 04,1566059400,Marco Rose,David Wagner,"Stadion im Borussia-Park, Mönchengladbach",54022
https://fbref.com/en/matches/eef5167d/Eintracht-Frankfurt-Hoffenheim-August-18-2019-Bundesliga,Eintracht Frankfurt,Hoffenheim,1566135000,Adi Hütter,Alfred Schreuder,"Deutsche Bank Park, Frankfurt am Main",50200
https://fbref.com/en/matches/e9b15f14/Union-Berlin-RB-Leipzig-August-18-2019-Bundesliga,Union Berlin,RB Leipzig,1566144000,Urs Fischer,Julian Nagelsmann,"Stadion An der Alten Försterei, Berlin",22467
https://fbref.com/en/matches/b525a1fd/Koln-Dortmund-August-23-2019-Bundesliga,Köln,Dortmund,1566585000,Achim Beierlorzer,Lucien Favre,"RheinEnergieSTADION, Köln",50000
https://fbref.com/en/matches/189b5f4d/Paderborn-07-Freiburg-August-24-2019-Bundesliga,Paderborn 07,Freiburg,1566653400,Steffen Baumgart,Christian Streich,"Benteler-Arena, Paderborn",14322
https://fbref.com/en/matches/43413413/Dusseldorf-Bayer-Leverkusen-August-24-2019-Bundesliga,Düsseldorf,Bayer Leverkusen,1566653400,Friedhelm Funkel,Peter Bosz,"Merkur Spielarena, Düsseldorf",44538
https://fbref.com/en/matches/5a21ab95/Hoffenheim-Werder-Bremen-August-24-2019-Bundesliga,Hoffenheim,Werder Bremen,1566653400,Alfred Schreuder,Florian Kohfeldt,"PreZero Arena, Sinsheim",27333
https://fbref.com/en/matches/83bc5f60/Augsburg-Union-Berlin-August-24-2019-Bundesliga,Augsburg,Union Berlin,1566653400,Martin Schmidt,Urs Fischer,"WWK Arena, Augsburg",27703
https://fbref.com/en/matches/c8ba489a/Mainz-05-Monchengladbach-August-24-2019-Bundesliga,Mainz 05,Mönchengladbach,1566653400,Sandro Schwarz,Marco Rose,"Opel Arena, Mainz",28005
https://fbref.com/en/matches/abd795f9/Schalke-04-Bayern-Munich-August-24-2019-Bundesliga,Schalke 04,Bayern Munich,1566664200,David Wagner,Niko Kovač,"Veltins-Arena, Gelsenkirchen",62271
https://fbref.com/en/matches/32ccc187/RB-Leipzig-Eintracht-Frankfurt-August-25-2019-Bundesliga,RB Leipzig,Eintracht Frankfurt,1566739800,Julian Nagelsmann,Adi Hütter,"Red Bull Arena, Leipzig",40108
https://fbref.com/en/matches/cd9bb26d/Hertha-BSC-Wolfsburg-August-25-2019-Bundesliga,Hertha BSC,Wolfsburg,1566748800,Ante Čović,Oliver Glasner,"Olympiastadion Berlin, Berlin",42738
https://fbref.com/en/matches/2fd6cc1c/Monchengladbach-RB-Leipzig-August-30-2019-Bundesliga,Mönchengladbach,RB Leipzig,1567189800,Marco Rose,Julian Nagelsmann,"Stadion im Borussia-Park, Mönchengladbach",47327
https://fbref.com/en/matches/54dc9bfa/Wolfsburg-Paderborn-07-August-31-2019-Bundesliga,Wolfsburg,Paderborn 07,1567258200,Oliver Glasner,Steffen Baumgart,"Volkswagen Arena, Wolfsburg",23750
https://fbref.com/en/matches/75285bcb/Schalke-04-Hertha-BSC-August-31-2019-Bundesliga,Schalke 04,Hertha BSC,1567258200,David Wagner,Ante Čović,"Veltins-Arena, Gelsenkirchen",58875
https://fbref.com/en/matches/754f3cb7/Bayer-Leverkusen-Hoffenheim-August-31-2019-Bundesliga,Bayer Leverkusen,Hoffenheim,1567258200,Peter Bosz,Alfred Schreuder,"BayArena, Leverkusen",26506
https://fbref.com/en/matches/a3593fb1/Freiburg-Koln-August-31-2019-Bundesliga,Freiburg,Köln,1567258200,Christian Streich,Achim Beierlorzer,"Schwarzwald-Stadion, Freiburg",24000
https://fbref.com/en/matches/c4f71b34/Bayern-Munich-Mainz-05-August-31-2019-Bundesliga,Bayern Munich,Mainz 05,1567258200,Niko Kovač,Sandro Schwarz,"Allianz Arena, München",75000
https://fbref.com/en/matches/93dae41d/Union-Berlin-Dortmund-August-31-2019-Bundesliga,Union Berlin,Dortmund,1567269000,Urs Fischer,Lucien Favre,"Stadion An der Alten Försterei, Berlin",22012
https://fbref.com/en/matches/eab80c86/Werder-Bremen-Augsburg-September-1-2019-Bundesliga,Werder Bremen,Augsburg,1567344600,Florian Kohfeldt,Martin Schmidt,"Weserstadion, Bremen",40041
https://fbref.com/en/matches/9e976755/Eintracht-Frankfurt-Dusseldorf-September-1-2019-Bundesliga,Eintracht Frankfurt,Düsseldorf,1567353600,Adi Hütter,Friedhelm Funkel,"Deutsche Bank Park, Frankfurt am Main",49800
