home_team,away_team,datetime,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,player_id,player,squad,start
Maccabi Haifa,Juventus,1665506700,us USA,30-054,90,5,0,5,100.0,1.5,5,18,27.8,19,1,68.4,41.7,6,83.3,52.3,31,3,9.7,5,22.6,75c2e240,Josh Cohen,Maccabi Haifa,True
Celtic,RB Leipzig,1665514800,eng ENG,35-175,90,5,2,3,60.0,2.2,1,3,33.3,21,7,9.5,25.9,3,33.3,35.7,14,0,0.0,0,9.0,cb4f24c6,Joe Hart,Celtic,True
Dortmund,Sevilla,1665514800,ch SUI,24-309,90,2,1,1,50.0,1.1,2,5,40.0,22,3,18.2,24.0,7,14.3,22.4,8,0,0.0,0,,cd59b9df,Gregor Kobel,Dortmund,True
Paris Saint-Germain,Benfica,1665514800,it ITA,23-228,90,1,1,0,100.0,1.0,3,5,60.0,21,3,19.0,22.4,5,20.0,25.2,7,0,0.0,0,16.0,08f5afaa,Gianluigi Donnarumma,Paris Saint-Germain,True
Milan,Chelsea,1665514800,ro ROU,36-244,90,4,2,2,75.0,2.3,5,14,35.7,25,2,32.0,35.1,7,85.7,56.4,7,0,0.0,1,28.0,b056e3da,Ciprian Tătărușanu,Milan,True
Dinamo Zagreb,Red Bull Salzburg,1665514800,hr CRO,27-275,90,3,1,2,66.7,0.8,8,30,26.7,28,4,67.9,46.7,15,73.3,55.4,8,0,0.0,2,18.7,58f077c0,Dominik Livaković,Dinamo Zagreb,True
Shakhtar Donetsk,Real Madrid,1665514800,ua UKR,21-071,90,5,1,4,80.0,0.5,5,12,41.7,31,3,16.1,27.8,11,63.6,49.1,25,2,8.0,0,6.8,41f0b196,Anatolii Trubin,Shakhtar Donetsk,True
Napoli,Ajax,1665593100,it ITA,25-204,90,3,2,1,66.7,1.6,4,4,100.0,24,2,12.5,21.6,8,12.5,19.3,10,0,0.0,0,4.5,9413b19f,Alex Meret,Napoli,True
Atlético Madrid,Club Brugge,1665593100,si SVN,29-278,90,1,0,1,100.0,0.1,2,9,22.2,13,6,38.5,35.3,6,66.7,47.5,2,0,0.0,0,,ee8508c0,Jan Oblak,Atlético Madrid,True
Sporting CP,Marseille,1665601200,uy URU,22-173,90,5,2,3,80.0,2.8,6,19,31.6,27,8,29.6,28.4,11,100.0,56.6,11,0,0.0,0,,1f994616,Franco Israel,Sporting CP,True
Rangers,Liverpool,1665601200,sct SCO,40-254,90,9,7,2,22.2,4.4,5,24,20.8,38,2,52.6,40.1,9,44.4,39.6,8,0,0.0,3,23.3,f3a97d02,Allan McGregor,Rangers,True
Tottenham Hotspur,Eintracht Frankfurt,1665601200,fr FRA,35-290,90,6,2,4,66.7,2.1,2,6,33.3,20,3,30.0,34.0,6,0.0,18.0,11,0,0.0,2,17.3,8f62b6ee,Hugo Lloris,Tottenham Hotspur,True
Viktoria Plzeň,Bayern Munich,1665601200,cz CZE,26-168,90,8,4,4,50.0,4.8,8,19,42.1,19,3,73.7,45.3,10,50.0,38.1,8,1,12.5,1,10.0,eca17cf2,Jindřich Staněk,Viktoria Plzeň,True
Bayer Leverkusen,Porto,1665601200,fi FIN,32-322,90,3,3,0,66.7,2.4,2,3,66.7,20,2,15.0,23.9,2,0.0,14.5,3,1,33.3,1,18.5,ad3389d5,Lukáš Hrádecký,Bayer Leverkusen,True
Barcelona,Internazionale,1665601200,de GER,30-165,90,8,3,5,62.5,4.0,4,5,80.0,17,7,17.6,24.6,4,50.0,39.3,15,0,0.0,1,18.5,6f51e382,Marc-André ter Stegen,Barcelona,True
Sevilla,FC Copenhagen,1666716300,rs SRB,30-274,90,2,0,2,100.0,0.2,5,12,41.7,27,1,33.3,29.4,3,100.0,62.7,14,0,0.0,0,10.0,ac295d9e,Marko Dmitrović,Sevilla,True
Red Bull Salzburg,Chelsea,1666716300,ch SUI,24-206,90,10,2,8,80.0,3.0,3,12,25.0,20,4,55.0,43.0,1,100.0,64.0,7,0,0.0,0,15.5,ff74841d,Philipp Köhn,Red Bull Salzburg,True
Benfica,Juventus,1666724400,gr GRE,28-182,90,4,3,1,25.0,2.7,5,18,27.8,27,6,44.4,39.6,8,75.0,57.4,20,1,5.0,0,6.0,03df04ff,Odisseas Vlachodimos,Benfica,True
Celtic,Shakhtar Donetsk,1666724400,eng ENG,35-189,90,3,1,2,66.7,1.0,0,0,,16,3,0.0,18.6,3,0.0,22.0,10,0,0.0,1,34.0,cb4f24c6,Joe Hart,Celtic,True
Paris Saint-Germain,Maccabi Haifa,1666724400,it ITA,23-242,90,5,2,3,60.0,1.1,2,2,100.0,25,7,8.0,20.6,7,0.0,14.9,14,1,7.1,0,6.3,08f5afaa,Gianluigi Donnarumma,Paris Saint-Germain,True
Dortmund,Manchester City,1666724400,ch SUI,24-323,90,3,0,2,100.0,1.4,7,14,50.0,27,2,44.4,32.2,4,50.0,35.5,11,0,0.0,0,9.0,cd59b9df,Gregor Kobel,Dortmund,True
RB Leipzig,Real Madrid,1666724400,de GER,31-176,90,6,2,4,83.3,1.7,0,3,0.0,31,4,6.5,22.8,7,14.3,29.1,13,1,7.7,0,4.5,663e080e,Janis Blaswich,RB Leipzig,True
Dinamo Zagreb,Milan,1666724400,hr CRO,27-289,90,10,4,7,70.0,5.0,1,9,11.1,37,4,16.2,24.8,12,25.0,30.3,24,1,4.2,0,6.5,58f077c0,Dominik Livaković,Dinamo Zagreb,True
Club Brugge,Porto,1666802700,be BEL,34-234,90,9,4,5,55.6,3.6,7,17,41.2,39,6,35.9,32.7,5,60.0,37.4,6,0,0.0,3,16.3,d436eb94,Simon Mignolet,Club Brugge,True
Internazionale,Viktoria Plzeň,1666802700,cm CMR,26-207,90,1,0,1,100.0,0.5,2,4,50.0,23,1,17.4,23.5,5,0.0,13.8,14,2,14.3,0,5.7,e9c0c1b2,André Onana,Internazionale,True
Tottenham Hotspur,Sporting CP,1666810800,fr FRA,35-304,90,4,1,3,75.0,1.3,3,4,75.0,17,4,17.6,21.9,7,14.3,24.0,9,0,0.0,0,12.0,8f62b6ee,Hugo Lloris,Tottenham Hotspur,True
Eintracht Frankfurt,Marseille,1666810800,de GER,32-110,90,3,1,2,66.7,0.9,2,15,13.3,21,3,61.9,46.0,10,20.0,28.4,18,0,0.0,0,5.0,ce17b5eb,Kevin Trapp,Eintracht Frankfurt,True
Atlético Madrid,Bayer Leverkusen,1666810800,si SVN,29-292,90,7,2,5,71.4,1.7,3,4,75.0,11,8,0.0,21.1,8,50.0,44.8,4,0,0.0,0,,ee8508c0,Jan Oblak,Atlético Madrid,True
Barcelona,Bayern Munich,1666810800,de GER,30-179,90,7,3,4,57.1,2.5,6,9,66.7,35,2,20.0,24.5,6,33.3,32.5,6,0,0.0,3,25.5,6f51e382,Marc-André ter Stegen,Barcelona,True
Ajax,Liverpool,1666810800,nl NED,38-352,90,5,3,2,40.0,1.7,2,18,11.1,44,6,38.6,34.3,5,20.0,32.8,17,0,0.0,2,12.3,3392603d,Remko Pasveer,Ajax,True
Napoli,Rangers,1666810800,it ITA,25-218,90,1,0,1,100.0,0.3,1,2,50.0,13,0,7.7,18.9,5,20.0,21.2,16,0,0.0,1,16.0,9413b19f,Alex Meret,Napoli,True
Porto,Atlético Madrid,1667324700,pt POR,23-043,90,5,1,5,80.0,0.9,6,23,26.1,63,11,34.9,35.0,5,20.0,35.2,19,3,15.8,0,4.8,93fffbcf,Diogo Costa,Porto,True
Bayer Leverkusen,Club Brugge,1667324700,fi FIN,32-342,90,1,0,1,100.0,0.0,6,12,50.0,26,4,34.6,32.8,6,50.0,41.7,10,1,10.0,0,6.0,ad3389d5,Lukáš Hrádecký,Bayer Leverkusen,True
Liverpool,Napoli,1667332800,br BRA,30-030,90,2,0,2,100.0,0.2,4,12,33.3,38,4,23.7,30.3,6,50.0,46.7,10,1,10.0,0,11.0,7a2e46a8,Alisson,Liverpool,True
Rangers,Ajax,1667332800,sct SCO,40-274,90,7,3,4,57.1,2.1,4,8,50.0,29,5,24.1,31.5,10,10.0,25.2,8,0,0.0,0,12.0,f3a97d02,Allan McGregor,Rangers,True
Sporting CP,Eintracht Frankfurt,1667332800,es ESP,35-172,90,4,2,2,75.0,1.8,2,8,25.0,33,5,24.2,29.4,2,0.0,13.5,17,0,0.0,2,19.0,65d62814,Antonio Adán,Sporting CP,True
Marseille,Tottenham Hotspur,1667332800,es ESP,27-323,90,3,2,1,33.3,1.6,3,9,33.3,31,5,29.0,32.0,2,0.0,24.0,12,2,16.7,2,13.8,20b9f052,Pau López,Marseille,True
Bayern Munich,Internazionale,1667332800,de GER,34-090,90,4,0,4,100.0,1.0,2,5,40.0,32,5,15.6,25.8,3,0.0,16.3,12,0,0.0,0,,7d3e7da6,Sven Ulreich,Bayern Munich,True
Viktoria Plzeň,Barcelona,1667332800,cz CZE,26-188,90,7,4,3,42.9,2.8,9,15,60.0,18,4,55.6,42.3,5,100.0,69.4,7,1,14.3,4,21.3,eca17cf2,Jindřich Staněk,Viktoria Plzeň,True
Real Madrid,Celtic,1667411100,be BEL,30-175,90,8,1,6,87.5,2.0,3,6,50.0,41,8,14.6,24.5,1,0.0,29.0,11,1,9.1,0,7.5,1840e36d,Thibaut Courtois,Real Madrid,True
Shakhtar Donetsk,RB Leipzig,1667411100,ua UKR,21-093,90,7,4,4,42.9,2.3,3,6,50.0,34,5,11.8,22.1,3,66.7,50.7,6,0,0.0,0,12.0,41f0b196,Anatolii Trubin,Shakhtar Donetsk,True
Manchester City,Sevilla,1667419200,de GER,29-361,90,2,1,1,50.0,0.7,2,3,66.7,24,1,8.3,19.1,5,20.0,31.4,4,1,25.0,4,22.5,c1242d4e,Stefan Ortega,Manchester City,True
Chelsea,Dinamo Zagreb,1667419200,sn SEN,30-246,90,2,1,1,50.0,0.9,2,3,66.7,22,3,13.6,27.5,3,0.0,13.7,7,1,14.3,2,22.7,33887998,Edouard Mendy,Chelsea,True
FC Copenhagen,Dortmund,1667419200,pl POL,23-298,90,1,1,0,0.0,0.0,8,16,50.0,27,8,40.7,36.8,8,62.5,53.6,13,3,23.1,0,8.8,62182b1d,Kamil Grabara,FC Copenhagen,True
Juventus,Paris Saint-Germain,1667419200,pl POL,32-198,90,5,2,3,60.0,1.4,1,2,50.0,11,3,18.2,28.0,2,0.0,25.0,3,0,0.0,0,15.0,01b8a2b2,Wojciech Szczęsny,Juventus,True
Milan,Red Bull Salzburg,1667419200,ro ROU,36-266,90,6,0,6,100.0,0.8,12,18,66.7,30,3,43.3,37.3,11,45.5,36.6,9,1,11.1,0,8.0,b056e3da,Ciprian Tătărușanu,Milan,True
Maccabi Haifa,Benfica,1667419200,us USA,30-076,90,10,6,4,40.0,4.9,5,8,62.5,18,2,33.3,37.2,4,50.0,34.0,6,0,0.0,0,,75c2e240,Josh Cohen,Maccabi Haifa,True
Paris Saint-Germain,Bayern Munich,1676404800,it ITA,23-354,90,7,1,6,85.7,0.9,0,2,0.0,26,8,7.7,22.2,10,0.0,15.7,21,0,0.0,1,14.5,08f5afaa,Gianluigi Donnarumma,Paris Saint-Germain,True
Milan,Tottenham Hotspur,1676404800,ro ROU,37-005,90,3,0,3,100.0,0.2,10,21,47.6,35,4,45.7,36.6,9,55.6,42.7,19,2,10.5,4,19.1,b056e3da,Ciprian Tătărușanu,Milan,True
Dortmund,Chelsea,1676491200,ch SUI,25-071,90,7,0,7,100.0,1.3,3,16,18.8,45,4,31.1,32.1,5,40.0,35.2,23,1,4.3,4,13.3,cd59b9df,Gregor Kobel,Dortmund,True
Club Brugge,Benfica,1676491200,be BEL,34-346,90,4,2,2,75.0,2.2,7,13,53.8,22,2,40.9,36.6,11,36.4,28.0,12,0,0.0,0,9.0,d436eb94,Simon Mignolet,Club Brugge,True
Liverpool,Real Madrid,1677009600,br BRA,30-142,90,6,5,1,16.7,2.8,2,3,66.7,25,4,8.0,22.2,4,25.0,33.3,8,1,12.5,0,10.7,7a2e46a8,Alisson,Liverpool,True
Eintracht Frankfurt,Napoli,1677009600,de GER,32-228,90,10,2,7,80.0,3.4,4,14,28.6,22,7,54.5,37.0,5,40.0,33.0,13,1,7.7,0,10.3,ce17b5eb,Kevin Trapp,Eintracht Frankfurt,True
RB Leipzig,Manchester City,1677096000,de GER,31-296,90,3,1,2,66.7,0.7,4,10,40.0,45,4,20.0,25.3,6,16.7,26.5,9,0,0.0,0,,663e080e,Janis Blaswich,RB Leipzig,True
Internazionale,Porto,1677096000,cm CMR,26-326,90,4,0,4,100.0,1.2,2,6,33.3,43,7,11.6,26.7,7,14.3,29.7,0,0,,2,22.3,e9c0c1b2,André Onana,Internazionale,True
Chelsea,Dortmund,1678219200,es ESP,28-155,90,4,0,4,100.0,0.8,5,15,33.3,22,3,40.9,36.0,6,100.0,65.3,14,0,0.0,1,18.8,28d596a0,Kepa Arrizabalaga,Chelsea,True
Benfica,Club Brugge,1678219200,gr GRE,28-315,90,2,1,1,50.0,0.8,1,1,100.0,11,4,9.1,18.4,7,0.0,19.1,14,0,0.0,1,10.3,03df04ff,Odisseas Vlachodimos,Benfica,True
Tottenham Hotspur,Milan,1678305600,eng ENG,34-356,90,3,0,3,100.0,1.0,2,6,33.3,27,6,22.2,27.6,4,0.0,26.5,3,0,0.0,2,25.0,c3e39f12,Fraser Forster,Tottenham Hotspur,True
Bayern Munich,Paris Saint-Germain,1678305600,ch SUI,34-081,90,2,0,2,100.0,0.4,1,4,25.0,29,7,13.8,27.0,7,0.0,17.1,13,1,7.7,0,9.0,420c18a1,Yann Sommer,Bayern Munich,True
Porto,Internazionale,1678824000,pt POR,23-176,90,5,0,5,100.0,0.4,5,17,29.4,63,10,20.6,31.7,6,66.7,46.5,11,1,9.1,3,21.5,93fffbcf,Diogo Costa,Porto,True
Manchester City,RB Leipzig,1678824000,br BRA,29-209,90,1,0,1,100.0,0.0,5,7,71.4,33,3,18.2,25.9,3,33.3,29.7,3,0,0.0,3,25.8,3bb7b8b4,Ederson,Manchester City,True
Napoli,Eintracht Frankfurt,1678910400,it ITA,25-358,90,1,0,1,100.0,0.8,3,7,42.9,50,11,14.0,26.6,3,0.0,15.7,11,1,9.1,1,13.6,9413b19f,Alex Meret,Napoli,True
Real Madrid,Liverpool,1678910400,be BEL,30-308,90,5,0,5,100.0,1.0,0,13,0.0,36,9,30.6,34.8,6,33.3,43.8,19,2,10.5,0,10.2,1840e36d,Thibaut Courtois,Real Madrid,True
Benfica,Internazionale,1681239600,gr GRE,28-350,90,4,2,2,75.0,2.2,0,7,0.0,21,4,14.3,29.9,10,40.0,36.4,18,1,5.6,1,17.5,03df04ff,Odisseas Vlachodimos,Benfica,True
Manchester City,Bayern Munich,1681239600,br BRA,29-237,90,4,0,4,100.0,0.4,1,8,12.5,24,3,25.0,33.6,3,66.7,46.0,10,1,10.0,2,10.8,3bb7b8b4,Ederson,Manchester City,True
Real Madrid,Chelsea,1681326000,be BEL,30-336,90,3,0,3,100.0,1.4,2,3,66.7,16,7,12.5,27.6,4,25.0,28.8,8,0,0.0,0,,1840e36d,Thibaut Courtois,Real Madrid,True
Milan,Napoli,1681326000,fr FRA,27-283,90,5,0,5,100.0,0.8,3,11,27.3,37,6,16.2,27.2,11,45.5,40.1,13,1,7.7,4,17.1,fcb38f57,Mike Maignan,Milan,True
Chelsea,Real Madrid,1681844400,es ESP,28-197,90,6,2,4,66.7,2.2,1,4,25.0,24,9,4.2,21.8,4,75.0,49.8,9,0,0.0,0,18.0,28d596a0,Kepa Arrizabalaga,Chelsea,True
Napoli,Milan,1681844400,it ITA,26-027,90,4,1,2,75.0,2.3,0,0,,17,7,0.0,19.8,6,0.0,17.8,6,1,16.7,2,15.2,9413b19f,Alex Meret,Napoli,True
