home_team,away_team,datetime,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,player_id,player,squad,start
Osasuna,Sevilla,1660330800,29,es ESP,FW,20-258,80,1,0,0,0,1,0,1,0.0,1,1,0,1,1,2,0,0,7c363088,Aimar Oroz,Osasuna,True
Osasuna,Sevilla,1660330800,19,es ESP,CM,23-326,10,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,3701906c,Pablo Ibáñez,Osasuna,False
Osasuna,Sevilla,1660330800,9,ar ARG,FW,28-187,80,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,253a06b9,Ezequiel Ávila,Osasuna,True
Osasuna,Sevilla,1660330800,18,es ESP,FW,32-260,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,e897d8ba,Kike,Osasuna,False
Osasuna,Sevilla,1660330800,16,es ESP,"LM,RM",28-050,90,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0,5a626448,Moi Gómez,Osasuna,True
Osasuna,Sevilla,1660330800,6,es ESP,"CM,DM",28-024,90,2,2,0,1,1,1,1,100.0,0,0,0,0,0,2,1,0,0e4fef6e,Lucas Torró,Osasuna,True
Osasuna,Sevilla,1660330800,7,es ESP,CM,24-091,90,2,2,1,0,1,1,3,33.3,2,0,0,0,0,2,1,0,9939e168,Jon Moncayola,Osasuna,True
Osasuna,Sevilla,1660330800,11,es ESP,RM,25-133,55,1,0,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0,aad53e64,Kike Barja,Osasuna,True
Osasuna,Sevilla,1660330800,2,es ESP,RB,27-200,35,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0,3a9c4b7b,Nacho Vidal,Osasuna,False
Osasuna,Sevilla,1660330800,3,es ESP,"LB,CB",30-015,90,1,0,0,1,0,0,0,,0,1,1,0,0,1,3,0,a56da3ba,Juan Cruz Armada,Osasuna,True
