home_team,away_team,datetime,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,player_id,player,squad,start
Huddersfield Town,Burnley,1659121200,25,eng ENG,FW,30-230,90,25,4,4,14,7,1,25,2,2,100.0,0,0.0,8,34,1,0,0,0,1,0,13,2,cfb29823,Danny Ward,Huddersfield Town,True
Huddersfield Town,Burnley,1659121200,10,eng ENG,LM,23-263,55,15,0,1,3,11,2,15,1,0,0.0,1,100.0,11,86,45,3,1,2,1,0,10,6,68ea7714,Josh Koroma,Huddersfield Town,True
Huddersfield Town,Burnley,1659121200,22,eng ENG,LM,22-064,35,15,1,3,7,6,3,15,2,1,50.0,1,50.0,9,55,23,2,0,2,0,1,10,2,4d395e2b,Jack Rudoni,Huddersfield Town,False
Huddersfield Town,Burnley,1659121200,19,us USA,CM,27-265,56,20,0,2,9,9,0,20,0,0,,0,,11,61,32,1,1,0,2,1,12,1,47a050ed,Duane Holmes,Huddersfield Town,True
Huddersfield Town,Burnley,1659121200,8,eng ENG,"FW,AM",20-248,34,17,0,1,11,6,1,17,2,2,100.0,0,0.0,10,85,63,2,1,0,2,0,7,1,b105919e,Faustino Anjorin,Huddersfield Town,False
Huddersfield Town,Burnley,1659121200,5,jm JAM,CM,21-293,71,23,1,6,15,3,0,23,2,2,100.0,0,0.0,13,41,13,0,0,0,2,2,13,0,125ddc1e,Jonathan Russell,Huddersfield Town,True
Huddersfield Town,Burnley,1659121200,18,eng ENG,CM,22-297,17,8,2,5,3,0,0,8,0,0,,0,,3,11,0,0,0,0,0,1,1,0,9af82a9f,David Kasumu,Huddersfield Town,False
Huddersfield Town,Burnley,1659121200,9,sct SCO,FW,32-174,2,2,0,0,1,1,0,2,0,0,,0,,1,6,2,0,0,0,0,0,2,1,3b8b641c,Jordan Rhodes,Huddersfield Town,False
Huddersfield Town,Burnley,1659121200,7,wls WAL,RM,22-341,90,28,2,7,11,10,0,28,5,1,20.0,3,60.0,14,103,30,1,1,0,2,2,17,5,8725a42e,Sorba Thomas,Huddersfield Town,True
Huddersfield Town,Burnley,1659121200,6,eng ENG,"DM,CM",33-235,90,40,5,15,22,3,0,40,0,0,,0,,17,60,19,0,0,0,1,1,20,0,9306d5ea,Jonathan Hogg,Huddersfield Town,True
Huddersfield Town,Burnley,1659121200,14,eng ENG,LB,28-279,90,68,7,29,32,7,0,68,0,0,,0,,25,65,16,0,1,0,0,1,22,2,01086c66,Josh Ruffels,Huddersfield Town,True
Huddersfield Town,Burnley,1659121200,32,eng ENG,CB,31-243,90,47,13,33,14,1,0,47,0,0,,0,,24,76,28,0,0,0,0,0,19,0,8c9aab00,Tom Lees,Huddersfield Town,True
Huddersfield Town,Burnley,1659121200,23,eng ENG,CB,23-196,88,38,11,25,13,0,0,38,0,0,,0,,19,66,38,0,0,0,0,0,18,0,dc43f033,Rarmani Edmonds-Green,Huddersfield Town,True
Huddersfield Town,Burnley,1659121200,33,jp JPN,"CB,CM",25-163,2,3,0,1,1,1,0,3,0,0,,0,,2,5,5,0,0,0,0,0,2,0,1b9707e4,Yuta Nakayama,Huddersfield Town,False
Huddersfield Town,Burnley,1659121200,2,eng ENG,RB,29-235,90,47,2,15,27,5,0,47,0,0,,0,,18,55,6,0,0,0,1,1,22,0,01753a47,Oliver Turton,Huddersfield Town,True
Huddersfield Town,Burnley,1659121200,21,eng ENG,GK,29-297,90,31,28,31,0,0,0,31,0,0,,0,,24,150,83,0,0,0,0,0,13,0,b105cebe,Lee Nicholls,Huddersfield Town,True
