home_team,away_team,datetime,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,player_id,player,squad,start
Querétaro,América,1627005600,20,uy URU,FW,25-107,79,14,2,3,8,3,3,14,0,0,,0,,4,8,0,0,0,0,0,0,7,1,cf402a8b,Nicolás Sosa,Querétaro,True
Querétaro,América,1627005600,19,mx MEX,FW,28-162,11,3,0,0,2,1,0,3,0,0,,0,,2,1,0,0,0,0,0,0,2,1,dbe02a06,Luis Madrigal,Querétaro,False
Querétaro,América,1627005600,11,uy URU,"LM,AM",27-133,72,45,0,5,36,5,1,45,2,2,100.0,0,0.0,35,183,94,3,1,0,2,2,35,4,9c577087,Bryan Olivera,Querétaro,True
Querétaro,América,1627005600,7,uy URU,AM,27-112,18,6,0,1,3,3,0,6,1,0,0.0,1,100.0,3,19,17,0,0,0,1,0,6,1,1c7e10b1,Kevin Ramírez,Querétaro,False
Querétaro,América,1627005600,8,py PAR,CM,35-105,45,15,0,2,9,4,0,15,0,0,,0,,14,55,21,0,1,0,0,2,14,1,69a95401,Osvaldo Martínez,Querétaro,True
Querétaro,América,1627005600,2,mx MEX,RB,32-267,45,24,2,9,15,1,0,24,1,0,0.0,1,100.0,13,66,20,0,0,0,0,0,13,0,e2ab721a,Omar Israel Mendoza,Querétaro,False
Querétaro,América,1627005600,16,mx MEX,"LW,CM",24-330,90,43,2,9,31,4,0,43,1,0,0.0,1,100.0,37,234,99,1,0,0,1,2,36,1,7903a84a,Raúl Torres Rodríguez,Querétaro,True
Querétaro,América,1627005600,18,mx MEX,"RM,RW",34-031,79,34,0,7,24,3,0,34,1,0,0.0,1,100.0,23,169,53,1,0,0,0,3,20,4,ff70b131,Pablo Barrera,Querétaro,True
Querétaro,América,1627005600,12,mx MEX,RW,24-006,11,4,0,3,0,1,0,4,0,0,,0,,3,19,5,0,0,0,0,0,2,0,9758e1e7,Pablo Gómez,Querétaro,False
Querétaro,América,1627005600,23,mx MEX,DM,31-318,90,78,7,25,48,5,0,78,0,0,,0,,52,221,124,0,1,0,0,1,55,0,23f60edd,David Cabrera Pujol,Querétaro,True
