home_team,away_team,datetime,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,player_id,player,squad,start
Huddersfield Town,Burnley,1659121200,eng ENG,29-297,90,7,1,6,85.7,1.9,7,16,43.8,24,3,58.3,39.9,6,33.3,30.8,18,0,0.0,1,39.0,b105cebe,Lee Nicholls,Huddersfield Town,True
Hull City,Bristol City,1659189600,eng ENG,28-224,90,4,1,3,75.0,0.8,1,8,12.5,30,7,26.7,28.6,12,0.0,16.2,14,0,0.0,2,21.0,6f9dcb31,Matt Ingram,Hull City,True
Rotherham United,Swansea City,1659189600,se SWE,23-319,90,5,1,4,80.0,0.9,17,34,50.0,31,2,96.8,60.2,4,100.0,70.8,14,2,14.3,0,6.0,e4a588a7,Viktor Johansson,Rotherham United,True
Millwall,Stoke City,1659189600,pl POL,35-024,90,2,0,2,100.0,0.2,7,16,43.8,14,0,71.4,46.4,6,100.0,62.8,9,1,11.1,1,15.5,4b5e809f,Bartosz Białkowski,Millwall,True
Luton Town,Birmingham City,1659189600,us USA,27-051,90,3,0,3,100.0,0.2,8,17,47.1,28,7,50.0,37.4,6,50.0,36.5,21,3,14.3,1,9.3,3f65d5ce,Ethan Horvath,Luton Town,True
Blackburn Rovers,Queens Park Rangers,1659189600,be BEL,29-280,90,0,0,0,,0.0,2,8,25.0,34,5,14.7,26.3,7,42.9,38.1,11,2,18.2,4,17.9,1caa93a5,Thomas Kaminski,Blackburn Rovers,True
Wigan Athletic,Preston North End,1659189600,eng ENG,32-111,90,2,0,2,100.0,0.5,9,23,39.1,29,7,65.5,47.2,8,50.0,38.3,11,0,0.0,0,2.0,f6799cd2,Ben Amos,Wigan Athletic,True
Blackpool,Reading,1659189600,eng ENG,24-195,90,3,0,3,100.0,1.0,8,16,50.0,22,6,50.0,41.3,7,71.4,51.0,22,0,0.0,0,13.0,5397e7d8,Daniel Grimshaw,Blackpool,True
Cardiff City,Norwich City,1659189600,eng ENG,30-043,90,1,0,1,100.0,0.1,3,24,12.5,37,3,51.4,40.3,8,62.5,53.0,15,2,13.3,1,10.8,af615123,Ryan Allsop,Cardiff City,True
Middlesbrough,West Bromwich Albion,1659198600,us USA,27-119,90,5,1,4,80.0,1.9,5,17,29.4,31,8,29.0,28.7,11,72.7,53.4,14,1,7.1,0,7.5,42130443,Zack Steffen,Middlesbrough,True
Sunderland,Coventry City,1659265200,eng ENG,22-082,90,2,1,1,50.0,0.4,4,16,25.0,17,6,35.3,38.1,12,83.3,62.4,11,2,18.2,0,8.5,b2470c6f,Anthony Patterson,Sunderland,True
Watford,Sheffield United,1659380400,at AUT,28-023,90,3,0,3,100.0,0.5,4,18,22.2,28,4,53.6,44.6,7,42.9,38.4,11,1,9.1,0,13.3,1c0eea98,Daniel Bachmann,Watford,True
Birmingham City,Huddersfield Town,1659725100,eng ENG,35-285,90,2,1,1,50.0,1.2,9,25,36.0,22,1,86.4,56.4,6,100.0,64.5,15,3,20.0,0,10.4,da8b19e2,John Ruddy,Birmingham City,True
Norwich City,Wigan Athletic,1659785400,nl NED,34-125,90,3,1,2,66.7,1.7,2,3,66.7,28,7,10.7,24.9,2,0.0,20.5,4,0,0.0,2,19.3,f23f9d20,Tim Krul,Norwich City,True
Queens Park Rangers,Middlesbrough,1659794400,sn SEN,27-256,90,3,2,1,33.3,1.6,5,17,29.4,24,4,41.7,39.0,7,100.0,72.0,21,0,0.0,0,3.0,c135cddd,Seny Dieng,Queens Park Rangers,True
Preston North End,Hull City,1659794400,eng ENG,25-155,90,1,0,1,100.0,0.0,3,5,60.0,18,5,22.2,30.6,6,16.7,19.3,8,1,12.5,1,19.0,19e50035,Freddie Woodman,Preston North End,True
Stoke City,Blackpool,1659794400,eng ENG,22-025,90,0,0,0,,0.0,1,4,25.0,15,7,20.0,27.4,7,14.3,20.7,14,1,7.1,0,9.0,16b6648e,Josef Bursik,Stoke City,True
Sheffield United,Millwall,1659794400,eng ENG,31-204,90,1,0,1,100.0,0.1,3,16,18.8,23,4,39.1,34.1,7,100.0,67.1,16,1,6.3,0,9.5,96cf7b61,Wes Foderingham,Sheffield United,True
Swansea City,Blackburn Rovers,1659794400,eng ENG,24-175,90,4,3,1,25.0,1.3,0,0,,24,4,0.0,16.6,1,0.0,5.0,5,0,0.0,2,39.0,d0254cd8,Andy Fisher,Swansea City,True
Burnley,Luton Town,1659794400,xk KVX,23-272,90,2,1,1,50.0,1.0,4,8,50.0,28,8,17.9,30.1,3,100.0,58.0,7,3,42.9,4,19.4,99aa1a84,Arijanet Muric,Burnley,True
Reading,Cardiff City,1659794400,eng ENG,27-172,90,2,1,1,50.0,0.7,10,33,30.3,26,2,88.5,57.3,10,100.0,71.1,18,1,5.6,3,21.5,bdf3a08e,Joe Lumley,Reading,True
Bristol City,Sunderland,1659794400,eng ENG,29-024,90,6,3,3,50.0,1.7,7,17,41.2,27,7,51.9,40.5,4,75.0,49.0,18,1,5.6,0,12.0,68db6358,Daniel Bentley,Bristol City,True
West Bromwich Albion,Watford,1659985200,eng ENG,33-162,90,3,1,1,66.7,1.3,6,12,50.0,21,5,47.6,42.5,6,33.3,38.0,6,0,0.0,1,38.0,e608ed4c,David Button,West Bromwich Albion,True
Watford,Burnley,1660330800,at AUT,28-034,90,4,0,4,100.0,1.3,10,20,50.0,22,1,72.7,50.6,9,44.4,37.9,13,1,7.7,1,14.0,1c0eea98,Daniel Bachmann,Watford,True
Cardiff City,Birmingham City,1660390200,eng ENG,30-057,90,0,0,0,,0.0,3,16,18.8,41,5,34.1,33.8,9,22.2,29.2,9,0,0.0,1,20.5,af615123,Ryan Allsop,Cardiff City,True
Sunderland,Queens Park Rangers,1660399200,eng ENG,22-095,90,4,2,2,50.0,1.4,1,8,12.5,23,6,26.1,33.9,11,18.2,32.9,20,2,10.0,0,6.7,b2470c6f,Anthony Patterson,Sunderland,True
Millwall,Coventry City,1660399200,pl POL,35-038,90,7,2,5,71.4,2.2,9,18,50.0,14,3,71.4,42.4,8,100.0,64.6,7,0,0.0,1,24.0,4b5e809f,Bartosz Białkowski,Millwall,True
Luton Town,Preston North End,1660399200,us USA,27-065,90,5,1,4,80.0,0.9,4,12,33.3,32,12,25.0,30.6,6,66.7,46.3,7,1,14.3,1,12.8,3f65d5ce,Ethan Horvath,Luton Town,True
Hull City,Norwich City,1660399200,eng ENG,28-238,90,11,1,10,90.9,1.5,8,25,32.0,27,8,55.6,41.4,11,90.9,62.9,17,3,17.6,1,22.8,6f9dcb31,Matt Ingram,Hull City,True
Huddersfield Town,Stoke City,1660399200,eng ENG,29-312,90,5,1,3,80.0,1.8,5,18,27.8,23,5,39.1,34.8,9,100.0,60.2,14,1,7.1,1,10.7,b105cebe,Lee Nicholls,Huddersfield Town,True
Blackpool,Swansea City,1660399200,eng ENG,24-209,90,5,1,4,80.0,1.1,3,11,27.3,34,10,23.5,28.0,9,33.3,36.4,13,2,15.4,0,9.5,5397e7d8,Daniel Grimshaw,Blackpool,True
Wigan Athletic,Bristol City,1660399200,eng ENG,32-125,52,1,1,,0.0,1.0,5,11,45.5,18,5,50.0,40.3,6,33.3,28.0,3,,,,,f6799cd2,Ben Amos,Wigan Athletic,True
Wigan Athletic,Bristol City,1660399200,eng ENG,33-176,38,0,0,0,,0.0,2,4,50.0,5,0,20.0,21.8,3,100.0,69.7,4,0,0.0,2,28.0,8bba5887,Jamie Jones,Wigan Athletic,True
Rotherham United,Reading,1660399200,se SWE,23-333,90,6,0,6,100.0,1.1,10,37,27.0,33,2,87.9,56.3,8,100.0,72.4,19,3,15.8,0,7.0,e4a588a7,Viktor Johansson,Rotherham United,True
Middlesbrough,Sheffield United,1660482000,us USA,27-134,90,3,2,2,33.3,0.8,2,7,28.6,25,2,20.0,28.0,6,33.3,36.5,13,0,0.0,3,17.2,42130443,Zack Steffen,Middlesbrough,True
Blackburn Rovers,West Bromwich Albion,1660485600,be BEL,29-295,90,4,1,3,75.0,0.8,4,12,33.3,24,5,20.8,29.9,14,50.0,43.1,20,1,5.0,1,14.5,1caa93a5,Thomas Kaminski,Blackburn Rovers,True
Norwich City,Huddersfield Town,1660675500,nl NED,34-135,90,5,1,4,80.0,1.0,4,5,80.0,27,10,18.5,26.2,2,0.0,24.0,5,1,20.0,0,12.8,f23f9d20,Tim Krul,Norwich City,True
Preston North End,Rotherham United,1660675500,eng ENG,25-165,90,1,0,1,100.0,0.7,2,7,28.6,27,6,22.2,27.2,5,20.0,24.4,7,3,42.9,0,7.8,19e50035,Freddie Woodman,Preston North End,True
Birmingham City,Watford,1660675500,eng ENG,35-296,90,1,1,0,0.0,0.7,6,15,40.0,11,2,36.4,37.2,12,91.7,63.8,10,1,10.0,4,18.7,da8b19e2,John Ruddy,Birmingham City,True
Bristol City,Luton Town,1660675500,eng ENG,29-034,90,2,0,2,100.0,0.1,5,20,25.0,23,5,56.5,45.0,8,87.5,61.4,17,1,5.9,0,9.3,68db6358,Daniel Bentley,Bristol City,True
Swansea City,Millwall,1660675500,eng ENG,24-185,90,1,2,1,-100.0,0.2,4,13,30.8,25,5,24.0,27.6,10,70.0,43.5,18,3,16.7,0,14.0,d0254cd8,Andy Fisher,Swansea City,True
Burnley,Hull City,1660675500,xk KVX,23-282,90,3,1,2,66.7,1.3,2,4,50.0,35,6,8.6,22.1,4,25.0,19.8,6,0,0.0,5,26.0,99aa1a84,Arijanet Muric,Burnley,True
Queens Park Rangers,Blackpool,1660676400,sn SEN,27-266,90,4,1,3,75.0,0.8,4,7,57.1,34,8,20.6,27.3,11,0.0,20.5,5,0,0.0,0,10.0,c135cddd,Seny Dieng,Queens Park Rangers,True
Stoke City,Middlesbrough,1660761900,eng ENG,22-036,90,4,2,3,50.0,1.5,4,15,26.7,22,3,36.4,35.1,11,63.6,47.2,15,0,0.0,2,22.0,16b6648e,Josef Bursik,Stoke City,True
Sheffield United,Sunderland,1660762800,eng ENG,31-215,90,2,1,1,50.0,0.2,3,9,33.3,27,8,25.9,26.3,3,66.7,50.7,15,3,20.0,2,14.3,96cf7b61,Wes Foderingham,Sheffield United,True
West Bromwich Albion,Cardiff City,1660762800,eng ENG,33-171,90,0,0,0,,0.0,8,22,36.4,35,5,51.4,42.9,8,50.0,39.1,9,1,11.1,0,5.0,e608ed4c,David Button,West Bromwich Albion,True
Reading,Blackburn Rovers,1660762800,eng ENG,27-183,90,1,0,1,100.0,0.2,11,26,42.3,21,0,95.2,56.4,6,100.0,67.0,5,2,40.0,4,25.3,bdf3a08e,Joe Lumley,Reading,True
Norwich City,Millwall,1660935600,nl NED,34-138,90,2,0,2,100.0,0.2,5,14,35.7,28,5,25.0,37.0,10,70.0,51.2,10,2,20.0,0,4.5,f23f9d20,Tim Krul,Norwich City,True
Reading,Middlesbrough,1661004000,au AUS,31-322,90,3,0,3,100.0,0.4,8,31,25.8,20,0,100.0,64.9,11,100.0,69.1,16,1,6.3,1,13.3,0248e806,Dean Bouzanis,Reading,True
Sheffield United,Blackburn Rovers,1661004000,eng ENG,31-218,90,0,0,0,,0.0,1,8,12.5,16,0,43.8,33.5,4,25.0,30.0,7,0,0.0,1,18.7,96cf7b61,Wes Foderingham,Sheffield United,True
Stoke City,Sunderland,1661004000,eng ENG,22-039,90,2,1,1,50.0,0.5,5,23,21.7,33,6,51.5,43.5,11,54.5,43.9,8,0,0.0,1,18.3,16b6648e,Josef Bursik,Stoke City,True
Birmingham City,Wigan Athletic,1661004000,eng ENG,35-300,90,2,1,1,50.0,1.1,4,7,57.1,19,6,26.3,32.2,7,28.6,30.9,8,1,12.5,4,19.6,da8b19e2,John Ruddy,Birmingham City,True
Burnley,Blackpool,1661004000,xk KVX,23-286,90,8,3,5,62.5,2.9,1,4,25.0,47,4,6.4,20.3,6,16.7,18.7,13,1,7.7,1,13.7,99aa1a84,Arijanet Muric,Burnley,True
Swansea City,Luton Town,1661004000,eng ENG,24-189,90,5,2,3,60.0,1.2,2,13,15.4,32,8,37.5,33.9,7,14.3,25.0,7,1,14.3,4,16.9,d0254cd8,Andy Fisher,Swansea City,True
Preston North End,Watford,1661004000,eng ENG,25-169,90,2,0,2,100.0,0.9,4,14,28.6,14,4,28.6,33.1,11,90.9,63.7,20,2,10.0,0,4.0,19e50035,Freddie Woodman,Preston North End,True
Queens Park Rangers,Rotherham United,1661004000,sn SEN,27-270,90,2,1,1,50.0,0.8,5,15,33.3,21,6,47.6,36.7,9,55.6,37.0,11,2,18.2,1,14.2,c135cddd,Seny Dieng,Queens Park Rangers,True
West Bromwich Albion,Hull City,1661004000,eng ENG,33-174,90,5,2,3,60.0,1.7,5,14,35.7,41,4,31.7,34.1,1,100.0,74.0,6,1,16.7,1,13.3,e608ed4c,David Button,West Bromwich Albion,True
Bristol City,Cardiff City,1661079600,eng ENG,29-039,90,3,0,3,100.0,1.0,13,32,40.6,36,2,69.4,45.5,9,77.8,52.0,13,0,0.0,1,15.8,68db6358,Daniel Bentley,Bristol City,True
Luton Town,Sheffield United,1661540400,us USA,27-078,90,3,1,2,66.7,1.0,6,18,33.3,20,7,50.0,41.4,9,88.9,61.2,24,1,4.2,1,10.7,3f65d5ce,Ethan Horvath,Luton Town,True
Sunderland,Norwich City,1661599800,eng ENG,22-109,90,3,1,2,66.7,1.2,4,14,28.6,18,4,55.6,37.8,7,57.1,41.3,10,0,0.0,3,30.3,b2470c6f,Anthony Patterson,Sunderland,True
Wigan Athletic,Burnley,1661608800,eng ENG,33-190,90,6,5,1,16.7,2.0,7,16,43.8,26,5,53.8,39.5,4,50.0,45.8,4,0,0.0,2,15.0,8bba5887,Jamie Jones,Wigan Athletic,True
Blackburn Rovers,Stoke City,1661608800,be BEL,29-308,90,3,1,2,66.7,0.8,2,7,28.6,28,3,21.4,30.3,4,25.0,31.3,10,0,0.0,2,28.0,1caa93a5,Thomas Kaminski,Blackburn Rovers,True
Middlesbrough,Swansea City,1661608800,eng ENG,27-279,90,4,1,3,100.0,1.4,6,17,35.3,25,6,56.0,42.8,4,75.0,52.0,9,1,11.1,0,4.5,91977af7,Liam Roberts,Middlesbrough,True
Rotherham United,Birmingham City,1661608800,se SWE,23-347,90,3,0,3,100.0,0.2,7,25,28.0,26,6,65.4,50.6,8,100.0,71.8,13,4,30.8,0,8.3,e4a588a7,Viktor Johansson,Rotherham United,True
Blackpool,Bristol City,1661608800,eng ENG,24-223,90,4,3,2,25.0,1.1,4,14,28.6,17,3,47.1,40.9,8,75.0,61.9,12,0,0.0,0,4.0,5397e7d8,Daniel Grimshaw,Blackpool,True
Millwall,Reading,1661608800,pl POL,35-052,90,2,1,1,50.0,1.0,5,12,41.7,24,8,41.7,36.2,3,66.7,45.3,8,0,0.0,1,22.0,4b5e809f,Bartosz Białkowski,Millwall,True
Huddersfield Town,West Bromwich Albion,1661608800,eng ENG,29-326,90,6,2,4,66.7,2.2,8,29,27.6,21,7,52.4,41.0,18,100.0,58.8,20,0,0.0,0,,b105cebe,Lee Nicholls,Huddersfield Town,True
Cardiff City,Preston North End,1661608800,eng ENG,30-071,90,0,0,0,,0.0,5,16,31.3,39,2,33.3,32.7,3,100.0,72.7,7,1,14.3,1,10.7,af615123,Ryan Allsop,Cardiff City,True
Watford,Queens Park Rangers,1661608800,at AUT,28-049,90,5,3,2,40.0,0.9,1,6,16.7,23,9,26.1,35.5,4,0.0,15.0,9,0,0.0,0,11.5,1c0eea98,Daniel Bachmann,Watford,True
Hull City,Coventry City,1661608800,eng ENG,28-252,90,7,2,5,85.7,3.1,1,9,11.1,18,3,33.3,28.6,8,37.5,36.8,18,1,5.6,0,5.0,6f9dcb31,Matt Ingram,Hull City,True
Cardiff City,Luton Town,1661885100,eng ENG,30-074,90,4,2,2,50.0,1.1,2,18,11.1,40,3,37.5,32.2,8,37.5,33.0,12,1,8.3,6,23.4,af615123,Ryan Allsop,Cardiff City,True
