home_team,away_team,datetime,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,player_id,player,squad,start
Heart of Midlothian,İstanbul Başakşehir,1662655500,sct SCO,39-251,90,7,4,3,42.9,2.1,6,16,37.5,29,7,51.7,40.3,6,16.7,28.8,10,0,0.0,0,,b15780e3,Craig Gordon,Heart of Midlothian,True
Slovácko,Partizan,1662655500,cz CZE,29-359,90,3,3,0,0.0,1.1,3,6,50.0,27,4,22.2,29.1,2,0.0,23.5,4,0,0.0,0,13.2,11f5df14,Filip Nguyen,Slovácko,True
Anderlecht,Silkeborg,1662655500,be BEL,29-131,90,0,0,0,,0.0,3,6,50.0,17,2,17.6,28.1,6,50.0,34.7,5,1,20.0,0,6.0,4867dea1,Hendrik Van Crombrugge,Anderlecht,True
Austria Wien,Hapoel Be'er Sheva,1662655500,de GER,22-223,90,0,0,0,,0.0,1,6,16.7,26,5,11.5,22.8,9,33.3,32.1,11,0,0.0,1,31.0,1940be91,Christian Früchtl,Austria Wien,True
Villarreal,Lech Poznań,1662655500,dk DEN,20-145,90,3,3,0,33.3,2.3,3,8,37.5,22,2,22.7,27.6,6,50.0,35.5,9,0,0.0,2,22.0,0107757e,Filip Jørgensen,Villarreal,True
KF Ballkani Therandë,CFR Cluj,1662655500,al ALB,32-010,90,6,1,5,83.3,1.2,2,9,22.2,46,8,15.2,27.3,9,22.2,32.1,12,2,16.7,0,9.0,e42b28c2,Stivi Frashëri,KF Ballkani Therandë,True
Fiorentina,FK Rīgas FS,1662655500,it ITA,27-174,90,3,1,2,66.7,1.2,2,5,40.0,37,5,13.5,28.7,9,0.0,19.3,11,0,0.0,2,24.0,f0f7f62f,Pierluigi Gollini,Fiorentina,True
Nice,Köln,1662658800,pl POL,22-339,90,4,1,3,75.0,1.3,4,7,57.1,19,3,21.1,27.1,7,42.9,31.1,18,1,5.6,0,12.8,db87a2c4,Marcin Bułka,Nice,True
West Ham United,FCSB,1662663600,fr FRA,29-193,90,4,1,3,75.0,1.7,2,5,40.0,19,7,21.1,29.6,2,50.0,45.5,11,0,0.0,2,38.5,2f965a72,Alphonse Areola,West Ham United,True
Shamrock Rovers,Djurgården,1662663600,nir NIR,40-112,90,3,0,3,100.0,0.1,6,19,31.6,37,10,45.9,36.1,7,28.6,30.1,16,1,6.3,1,11.6,5668f01e,Alan Mannus,Shamrock Rovers,True
Vaduz,Apollon,1662663600,li LIE,33-066,90,1,0,1,100.0,0.6,7,20,35.0,22,6,59.1,43.1,14,50.0,42.1,14,0,0.0,2,17.7,e289d34c,Benjamin Büchel,Vaduz,True
