home_team,away_team,datetime,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,player_id,player,squad,start
Eintracht Frankfurt,Bayern Munich,1659724200,de GER,32-028,90,10,6,4,40.0,3.7,5,12,41.7,21,3,47.6,36.5,9,22.2,31.1,10,0,0.0,0,3.0,ce17b5eb,Kevin Trapp,Eintracht Frankfurt,True
Wolfsburg,Werder Bremen,1659792600,be BEL,30-042,90,4,2,2,50.0,0.7,3,11,27.3,31,10,29.0,29.3,4,50.0,45.5,9,0,0.0,3,19.6,db401046,Koen Casteels,Wolfsburg,True
Augsburg,Freiburg,1659792600,pl POL,34-284,90,7,4,3,42.9,2.4,11,21,52.4,40,6,37.5,35.0,7,85.7,53.0,14,0,0.0,0,11.0,17376543,Rafał Gikiewicz,Augsburg,True
Union Berlin,Hertha BSC,1659792600,dk DEN,30-002,90,3,1,2,66.7,0.7,8,17,47.1,25,3,52.0,38.4,5,80.0,55.4,16,0,0.0,1,14.0,a70b8345,Frederik Rønnow,Union Berlin,True
Mönchengladbach,Hoffenheim,1659792600,ch SUI,33-232,90,1,1,0,0.0,0.0,4,9,44.4,31,2,29.0,30.2,2,0.0,17.5,7,0,0.0,2,19.0,420c18a1,Yann Sommer,Mönchengladbach,True
Bochum,Mainz 05,1659792600,de GER,33-331,90,6,2,4,66.7,1.8,19,36,52.8,52,3,57.7,40.5,8,75.0,48.8,13,0,0.0,9,33.5,9f941969,Manuel Riemann,Bochum,True
Dortmund,Bayer Leverkusen,1659803400,ch SUI,24-243,90,3,0,3,100.0,0.9,4,15,26.7,29,5,34.5,34.2,7,71.4,50.9,14,2,14.3,1,10.7,cd59b9df,Gregor Kobel,Dortmund,True
Stuttgart,RB Leipzig,1659879000,de GER,24-267,90,9,1,8,88.9,2.3,8,18,44.4,29,3,37.9,31.8,10,70.0,51.4,19,0,0.0,1,19.0,cbac6ec9,Florian Müller,Stuttgart,True
Köln,Schalke 04,1659886200,de GER,27-104,90,2,1,1,50.0,0.3,1,3,33.3,40,2,7.5,23.5,3,0.0,21.0,7,0,0.0,2,25.0,87436846,Marvin Schwäbe,Köln,True
Freiburg,Dortmund,1660329000,nl NED,29-060,90,6,3,3,50.0,1.2,7,20,35.0,32,2,40.6,38.3,10,70.0,57.7,11,1,9.1,5,21.0,a92ab7be,Mark Flekken,Freiburg,True
Hoffenheim,Bochum,1660397400,de GER,32-072,90,5,2,3,60.0,2.5,1,6,16.7,25,4,20.0,29.3,10,10.0,21.1,11,0,0.0,1,27.0,47064058,Oliver Baumann,Hoffenheim,True
Werder Bremen,Stuttgart,1660397400,cz CZE,30-121,90,7,2,5,71.4,2.4,5,17,29.4,34,6,32.4,32.2,9,66.7,49.2,14,0,0.0,1,13.8,0a1cb833,Jiří Pavlenka,Werder Bremen,True
Bayer Leverkusen,Augsburg,1660397400,ru RUS,30-273,90,4,2,2,50.0,1.4,4,10,40.0,41,7,24.4,30.3,3,0.0,15.3,6,1,16.7,1,13.0,8a6ab963,Andrey Lunyov,Bayer Leverkusen,True
RB Leipzig,Köln,1660397400,hu HUN,32-099,90,4,2,3,50.0,2.0,5,11,45.5,35,5,14.3,31.5,11,54.5,43.4,16,1,6.3,1,14.0,bcb2ccd8,Péter Gulácsi,RB Leipzig,True
Hertha BSC,Eintracht Frankfurt,1660397400,dk DEN,23-144,90,1,1,0,0.0,0.6,8,16,50.0,25,4,36.0,36.3,12,58.3,51.0,15,1,6.7,4,21.4,af104654,Oliver Christensen,Hertha BSC,True
Schalke 04,Mönchengladbach,1660408200,de GER,30-072,90,8,2,6,75.0,1.6,8,19,42.1,26,3,57.7,43.8,4,100.0,71.5,11,1,9.1,3,15.4,0d55d942,Alexander Schwolow,Schalke 04,True
