home_team,away_team,datetime,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,player_id,player,squad,start
Sevilla,Huesca,1613229300,20,br BRA,CB,27-335,90,0,0,0,0,1,0,0,0,80,2,3,3,0.0,0.0,0.0,0,0,51,57,89.5,0,51,0,1,1,b4a014b1,Diego Carlos,Sevilla,True
Sevilla,Huesca,1613229300,3,es ESP,CB,28-322,90,0,0,0,0,0,0,0,0,56,1,1,0,0.0,0.0,0.0,0,0,43,49,87.8,3,36,1,0,0,bc6f5f06,Sergi Gómez,Sevilla,True
Sevilla,Huesca,1613229300,17,es ESP,RB,31-176,80,0,0,0,0,1,0,0,0,77,0,5,3,0.0,0.0,0.0,3,1,62,69,89.9,9,49,5,0,0,04965583,Aleix Vidal,Sevilla,True
Sevilla,Huesca,1613229300,12,fr FRA,RB,22-093,10,0,0,0,0,1,1,0,0,10,0,0,0,0.1,0.1,0.0,1,0,3,9,33.3,0,2,0,0,0,4d1666ff,Jules Koundé,Sevilla,False
Sevilla,Huesca,1613229300,13,ma MAR,GK,29-314,90,0,0,0,0,0,0,1,0,27,0,0,0,0.0,0.0,0.0,0,0,15,22,68.2,0,12,0,0,0,f6798fc3,Yassine Bounou,Sevilla,True
Eibar,Valladolid,1613237400,17,es ESP,FW,31-080,78,1,0,0,0,3,2,0,0,40,1,1,2,0.5,0.5,0.1,4,0,14,20,70.0,1,25,0,3,2,e897d8ba,Kike,Eibar,True
Eibar,Valladolid,1613237400,12,jp JPN,FW,28-213,12,0,0,0,0,0,0,0,0,7,0,0,1,0.0,0.0,0.0,0,0,3,3,100.0,0,4,0,0,0,5343eb4e,Yoshinori Mutō,Eibar,False
Eibar,Valladolid,1613237400,9,es ESP,FW,30-353,90,0,0,0,0,2,0,0,0,56,1,1,0,0.8,0.8,0.0,3,0,33,42,78.6,0,26,0,0,0,bb4b1242,Sergi Enrich,Eibar,True
Eibar,Valladolid,1613237400,25,es ESP,LM,20-002,90,0,1,0,0,1,0,0,0,56,0,0,1,0.3,0.3,0.9,8,2,33,43,76.7,6,43,8,6,4,7b5ab7f2,Bryan Gil,Eibar,True
Eibar,Valladolid,1613237400,10,es ESP,CM,24-196,90,0,0,0,0,3,0,0,0,57,1,0,0,0.1,0.1,0.1,3,0,34,48,70.8,5,30,1,5,5,283c7121,Edu Expósito,Eibar,True
Eibar,Valladolid,1613237400,8,sn SEN,CM,34-331,90,0,0,0,0,2,0,0,0,52,3,2,0,0.1,0.1,0.0,2,0,25,41,61.0,6,18,0,0,0,7329018e,Papakouli Diop,Eibar,True
Eibar,Valladolid,1613237400,14,jp JPN,RM,32-256,90,0,0,0,0,2,0,0,0,44,1,0,2,0.2,0.2,0.4,1,0,17,32,53.1,1,35,3,2,1,61bd33d0,Takashi Inui,Eibar,True
Eibar,Valladolid,1613237400,11,pt POR,LB,25-280,63,0,0,0,0,0,0,1,0,53,2,2,1,0.0,0.0,0.9,4,0,30,45,66.7,2,22,1,0,0,062fc2e6,Rafa Soares,Eibar,True
Eibar,Valladolid,1613237400,15,es ESP,LB,31-161,27,0,0,0,0,0,0,0,0,28,0,0,0,0.0,0.0,0.0,0,0,16,21,76.2,3,11,1,1,1,3024e383,José Ángel,Eibar,False
Eibar,Valladolid,1613237400,23,es ESP,CB,33-274,90,0,0,0,0,1,0,0,0,41,1,1,1,0.4,0.4,0.0,0,0,21,34,61.8,3,17,1,0,0,850c0a0d,Anaitz Arbilla,Eibar,True
Eibar,Valladolid,1613237400,4,pt POR,CB,29-036,90,0,0,0,0,0,0,0,0,42,2,2,1,0.0,0.0,0.0,0,0,15,31,48.4,4,17,0,0,0,a8fbae1d,Paulo Oliveira,Eibar,True
Eibar,Valladolid,1613237400,22,es ESP,RB,21-357,90,0,0,0,0,0,0,1,0,61,0,1,1,0.0,0.0,0.0,2,0,31,54,57.4,3,24,0,1,1,3c16d927,Alejandro Pozo Pozo,Eibar,True
Eibar,Valladolid,1613237400,1,rs SRB,GK,29-020,90,0,0,0,0,0,0,0,0,26,0,0,0,0.0,0.0,0.0,0,0,18,25,72.0,0,7,0,0,0,ac295d9e,Marko Dmitrović,Eibar,True
Barcelona,Alavés,1613246400,10,ar ARG,FW,33-234,90,2,1,0,0,7,5,0,0,89,0,0,0,0.3,0.3,0.4,8,2,59,77,76.6,3,61,7,4,1,d70ce98e,Lionel Messi,Barcelona,True
Barcelona,Alavés,1613246400,7,fr FRA,LW,29-329,80,0,2,0,0,2,0,0,0,54,0,0,0,0.5,0.5,1.1,7,1,45,50,90.0,3,25,1,1,1,df69b544,Antoine Griezmann,Barcelona,True
Barcelona,Alavés,1613246400,11,fr FRA,LW,23-274,10,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,10,10,100.0,1,4,1,0,0,b19db005,Ousmane Dembélé,Barcelona,False
Barcelona,Alavés,1613246400,17,pt POR,RW,21-046,90,2,0,0,0,4,3,0,0,51,1,1,1,0.7,0.7,0.1,1,0,32,39,82.1,2,33,4,3,2,77e39b04,Francisco Trincão,Barcelona,True
Barcelona,Alavés,1613246400,12,es ESP,LM,21-184,90,0,0,0,0,1,0,0,0,118,0,0,0,0.0,0.0,0.1,4,1,105,113,92.9,12,68,2,1,1,f090a37a,Riqui Puig,Barcelona,True
Barcelona,Alavés,1613246400,5,es ESP,CM,32-212,45,0,1,0,0,0,0,0,0,69,0,1,0,0.0,0.0,0.0,1,1,57,63,90.5,5,29,0,0,0,5ab0ea87,Sergio Busquets,Barcelona,True
Barcelona,Alavés,1613246400,23,fr FRA,CB,27-091,45,0,0,0,0,0,0,0,0,46,1,0,0,0.0,0.0,0.0,0,0,38,41,92.7,0,25,0,0,0,3eed9821,Samuel Umtiti,Barcelona,False
Barcelona,Alavés,1613246400,27,gn GUI,RM,18-025,63,0,1,0,0,1,0,0,0,57,0,0,1,0.1,0.1,0.1,2,1,46,51,90.2,3,35,1,1,0,f4c69aa6,Ilaix Moriba,Barcelona,True
Barcelona,Alavés,1613246400,16,es ESP,RM,18-080,27,0,0,0,0,0,0,0,0,39,0,0,2,0.0,0.0,0.0,1,1,28,33,84.8,4,19,1,0,0,0d9b2d31,Pedri,Barcelona,False
Barcelona,Alavés,1613246400,24,es ESP,LB,24-175,90,1,0,0,0,1,1,0,0,65,0,0,0,0.7,0.7,0.3,3,1,59,63,93.7,2,43,2,0,0,24f59bb2,Junior Firpo,Barcelona,True
Barcelona,Alavés,1613246400,15,fr FRA,CB,25-241,90,0,0,0,0,1,0,0,0,118,1,1,1,0.2,0.2,0.0,1,0,106,112,94.6,4,69,2,1,1,4f28a6ff,Clément Lenglet,Barcelona,True
Barcelona,Alavés,1613246400,21,nl NED,"CB,CM",23-277,71,0,0,0,0,0,0,0,0,103,0,1,0,0.0,0.0,0.0,0,0,96,101,95.0,3,60,1,0,0,1bacc518,Frenkie de Jong,Barcelona,True
Barcelona,Alavés,1613246400,8,ba BIH,CM,30-317,19,0,0,0,0,0,0,0,0,26,0,0,0,0.0,0.0,0.0,1,1,24,26,92.3,0,14,0,0,0,ad6df2d5,Miralem Pjanić,Barcelona,False
Barcelona,Alavés,1613246400,28,es ESP,RB,21-276,71,0,0,0,0,0,0,0,0,82,1,1,0,0.0,0.0,0.0,2,1,68,75,90.7,3,50,2,0,0,056269d7,Óscar Mingueza,Barcelona,True
Barcelona,Alavés,1613246400,2,us USA,RB,20-102,19,0,0,0,0,0,0,0,0,18,0,0,0,0.0,0.0,0.0,0,0,15,16,93.8,0,8,1,1,0,5976f83e,Sergiño Dest,Barcelona,False
Barcelona,Alavés,1613246400,1,de GER,GK,28-289,90,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.0,0,0,26,29,89.7,0,17,0,0,0,6f51e382,Marc-André ter Stegen,Barcelona,True
Getafe,Real Sociedad,1613307600,23,co COL,FW,21-300,72,0,0,0,0,1,0,1,0,25,0,0,1,0.1,0.1,0.0,1,0,9,17,52.9,0,14,1,1,1,71b47ab9,Cucho,Getafe,True
Getafe,Real Sociedad,1613307600,8,es ESP,LM,30-246,18,0,0,0,0,0,0,1,0,15,0,0,1,0.0,0.0,0.0,0,0,10,14,71.4,3,12,0,0,0,8e010ff4,Francisco Portillo,Getafe,False
Getafe,Real Sociedad,1613307600,7,es ESP,FW,32-113,77,0,0,0,0,0,0,0,0,22,0,0,0,0.0,0.0,0.0,0,0,10,18,55.6,1,10,0,0,0,02319ad7,Jaime Mata,Getafe,True
Getafe,Real Sociedad,1613307600,9,es ESP,FW,33-294,13,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,1,0,0,0,8cfc2f69,Ángel Rodríguez,Getafe,False
Getafe,Real Sociedad,1613307600,15,es ESP,"LM,LB",22-207,90,0,0,0,0,0,0,0,0,45,1,3,2,0.0,0.0,0.1,1,0,21,35,60.0,2,24,1,0,0,1daec722,Marc Cucurella,Getafe,True
Getafe,Real Sociedad,1613307600,18,uy URU,CM,25-137,90,0,0,0,0,1,0,0,0,42,1,2,0,0.1,0.1,0.0,2,0,29,35,82.9,2,27,1,0,0,58afe001,Mauro Arambarri,Getafe,True
Getafe,Real Sociedad,1613307600,20,rs SRB,CM,26-019,57,0,0,0,0,1,0,0,0,17,0,0,1,0.1,0.1,0.0,1,0,5,12,41.7,0,4,1,1,1,00b28772,Nemanja Maksimović,Getafe,True
Getafe,Real Sociedad,1613307600,11,es ESP,CM,23-040,33,0,0,0,0,0,0,0,0,19,0,1,1,0.0,0.0,0.0,0,0,12,16,75.0,3,13,0,0,0,6c811eb7,Carles Aleñá,Getafe,False
Getafe,Real Sociedad,1613307600,12,cm CMR,"RM,RB",32-280,90,0,0,0,0,0,0,0,0,41,1,2,0,0.0,0.0,0.0,0,0,17,31,54.8,0,21,0,2,1,97572117,Allan Nyom,Getafe,True
Getafe,Real Sociedad,1613307600,17,uy URU,LB,23-106,72,0,0,0,0,0,0,0,0,35,2,0,0,0.0,0.0,0.0,0,0,22,33,66.7,0,14,1,1,1,41c12f75,Mathías Olivera,Getafe,True
Getafe,Real Sociedad,1613307600,10,tr TUR,FW,23-280,18,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,3,6,50.0,0,4,0,1,1,f8eca1b6,Enes Ünal,Getafe,False
Getafe,Real Sociedad,1613307600,3,uy URU,CB,25-301,90,0,0,0,0,0,0,0,0,43,1,0,0,0.0,0.0,0.0,1,0,26,39,66.7,3,24,0,0,0,e7ab4179,Erick Cabaco,Getafe,True
Getafe,Real Sociedad,1613307600,21,ma MAR,CB,27-165,90,0,0,0,0,0,0,1,0,54,1,2,1,0.0,0.0,0.1,1,0,28,44,63.6,1,25,0,0,0,37f04799,Sofian Chakla,Getafe,True
Getafe,Real Sociedad,1613307600,22,uy URU,RB,32-293,57,0,0,0,0,0,0,0,0,22,1,0,0,0.0,0.0,0.0,0,0,9,18,50.0,1,12,0,0,0,ba5004e1,Damián Suárez,Getafe,True
Getafe,Real Sociedad,1613307600,5,jp JPN,RM,19-255,33,0,0,0,0,1,0,0,0,12,0,1,1,0.1,0.1,0.0,1,0,7,9,77.8,2,6,0,0,0,16aa3654,Takefusa Kubo,Getafe,False
Getafe,Real Sociedad,1613307600,13,es ESP,GK,27-316,90,0,0,0,0,0,0,0,0,28,0,0,0,0.0,0.0,0.0,0,0,14,26,53.8,0,12,0,0,0,8f8c6934,David Soria,Getafe,True
Real Madrid,Valencia,1613315700,9,fr FRA,FW,33-057,78,1,0,0,0,5,3,0,0,53,0,0,0,0.5,0.5,0.0,1,0,34,45,75.6,1,41,2,0,0,70d74ece,Karim Benzema,Real Madrid,True
Real Madrid,Valencia,1613315700,24,do DOM,FW,27-197,12,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,2,0,0,0,5c4dc0ff,Mariano,Real Madrid,False
Real Madrid,Valencia,1613315700,20,br BRA,LW,20-217,90,0,0,0,0,0,0,0,0,47,2,0,1,0.0,0.0,0.0,1,0,36,40,90.0,2,40,6,1,0,7111d552,Vinicius Júnior,Real Madrid,True
Real Madrid,Valencia,1613315700,11,es ESP,RW,25-024,70,0,0,0,0,3,0,0,0,55,1,1,0,0.1,0.1,0.0,3,0,42,47,89.4,4,40,2,5,5,45af8a54,Marco Asensio,Real Madrid,True
Real Madrid,Valencia,1613315700,30,es ESP,RW,19-137,20,0,0,0,0,1,1,0,0,13,0,1,1,0.0,0.0,0.0,0,0,10,10,100.0,1,11,2,1,1,1e465e70,Sergio Arribas,Real Madrid,False
Real Madrid,Valencia,1613315700,8,de GER,LM,31-041,90,1,1,0,0,2,1,0,0,114,1,0,1,0.1,0.1,0.1,7,1,101,109,92.7,16,88,2,0,0,6ce1f46f,Toni Kroos,Real Madrid,True
Real Madrid,Valencia,1613315700,14,br BRA,CM,28-357,90,0,0,0,0,1,1,0,0,79,6,0,1,0.0,0.0,0.1,1,0,64,70,91.4,2,55,0,1,1,4d224fe8,Casemiro,Real Madrid,True
Real Madrid,Valencia,1613315700,10,hr CRO,RM,35-158,78,0,0,0,0,4,1,0,0,75,0,3,1,0.1,0.1,0.3,7,1,60,66,90.9,7,63,2,4,2,6025fab1,Luka Modrić,Real Madrid,True
Real Madrid,Valencia,1613315700,22,es ESP,RM,28-299,12,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,10,10,100.0,1,7,0,2,1,a0b4bb3e,Isco,Real Madrid,False
Real Madrid,Valencia,1613315700,23,fr FRA,LB,25-251,90,0,0,0,0,0,0,0,0,85,1,1,0,0.0,0.0,0.0,2,0,71,78,91.0,8,68,3,4,2,3cefcaef,Ferland Mendy,Real Madrid,True
Real Madrid,Valencia,1613315700,6,es ESP,CB,31-027,90,0,0,0,0,0,0,0,0,56,0,3,1,0.0,0.0,0.0,0,0,47,48,97.9,3,46,1,0,0,2946f9a1,Nacho,Real Madrid,True
Real Madrid,Valencia,1613315700,5,fr FRA,CB,27-295,90,0,0,0,0,0,0,0,0,50,1,0,2,0.0,0.0,0.0,1,0,38,43,88.4,3,39,2,0,0,9f8e9423,Raphaël Varane,Real Madrid,True
Real Madrid,Valencia,1613315700,2,es ESP,RB,29-034,27,0,0,0,0,0,0,0,0,25,0,1,1,0.0,0.0,0.0,1,1,17,20,85.0,0,15,1,1,0,4958bfb2,Dani Carvajal,Real Madrid,True
Real Madrid,Valencia,1613315700,17,es ESP,RB,29-228,63,0,1,0,0,0,0,0,0,83,2,1,0,0.0,0.0,0.3,5,1,72,78,92.3,6,59,1,1,1,fd51b456,Lucas Vázquez,Real Madrid,False
Real Madrid,Valencia,1613315700,1,be BEL,GK,28-279,90,0,0,0,0,0,0,0,0,29,0,0,0,0.0,0.0,0.0,0,0,25,28,89.3,0,18,0,0,0,1840e36d,Thibaut Courtois,Real Madrid,True
Levante,Osasuna,1613323800,21,es ESP,FW,22-199,90,0,0,0,0,3,0,0,0,25,0,0,1,0.1,0.1,0.0,2,0,10,12,83.3,2,17,2,5,4,0e5ddc7c,Dani Gómez,Levante,True
Levante,Osasuna,1613323800,7,es ESP,FW,32-039,62,0,0,0,0,1,0,0,0,22,0,0,0,0.1,0.1,0.0,1,0,10,14,71.4,0,17,1,1,0,0a0cc13c,Sergio León,Levante,True
Levante,Osasuna,1613323800,11,es ESP,LW,33-206,28,0,0,0,1,1,0,0,0,13,0,1,1,0.9,0.1,0.0,0,0,4,8,50.0,3,8,1,1,1,4a478107,José Luis Morales,Levante,False
Levante,Osasuna,1613323800,3,es ESP,"LW,LB",31-099,74,0,0,0,0,1,0,1,0,48,1,0,1,0.0,0.0,0.0,1,0,30,39,76.9,3,26,1,1,1,d4ef9ac5,Toño,Levante,True
Levante,Osasuna,1613323800,19,es ESP,LB,28-359,16,0,0,0,0,0,0,0,0,10,0,1,0,0.0,0.0,0.0,0,0,4,8,50.0,0,6,0,0,0,33a61a52,Carlos Clerc,Levante,False
Levante,Osasuna,1613323800,20,es ESP,"RW,RB",31-257,85,0,0,0,0,0,0,0,0,80,1,2,2,0.0,0.0,0.0,5,0,47,68,69.1,5,43,1,2,1,7f4c7c9f,Jorge Miramón,Levante,True
Levante,Osasuna,1613323800,2,es ESP,RB,26-321,5,0,0,0,0,0,0,0,0,16,0,0,0,0.0,0.0,0.1,3,0,13,16,81.3,3,8,0,0,0,037dbd30,Son,Levante,False
Levante,Osasuna,1613323800,12,mq MTQ,"CM,DM",25-125,90,0,0,0,0,3,2,0,0,61,2,1,2,0.2,0.1,0.0,0,0,38,47,80.9,3,39,0,1,1,bbc19252,Mickael Malsa,Levante,True
Levante,Osasuna,1613323800,16,es ESP,CM,29-328,62,0,0,0,0,0,0,0,0,68,5,2,2,0.0,0.0,0.1,3,0,34,52,65.4,9,43,2,2,0,ecd8c01e,Rubén Rochina,Levante,True
Levante,Osasuna,1613323800,18,es ESP,RW,23-360,28,0,0,0,0,0,0,0,0,13,0,0,1,0.0,0.0,0.1,3,0,8,10,80.0,2,13,1,0,0,38ce1150,Jorge de Frutos,Levante,False
Levante,Osasuna,1613323800,5,rs SRB,DM,28-008,90,0,0,0,0,0,0,0,0,70,1,1,0,0.0,0.0,0.0,0,0,59,65,90.8,5,47,2,3,2,b5dd3469,Nemanja Radoja,Levante,True
Levante,Osasuna,1613323800,4,es ESP,CB,25-364,62,0,0,0,0,1,0,0,0,56,2,1,1,0.0,0.0,0.2,1,0,39,50,78.0,2,45,0,1,1,c00097d2,Rober,Levante,True
Levante,Osasuna,1613323800,10,mk MKD,AM,25-227,28,0,0,0,0,0,0,0,0,23,0,0,0,0.0,0.0,0.1,1,0,13,17,76.5,2,15,4,0,0,cac2537b,Enis Bardhi,Levante,False
Levante,Osasuna,1613323800,6,cr CRC,CB,31-256,90,0,0,0,0,1,1,0,0,81,0,0,2,0.2,0.2,0.0,1,0,60,79,75.9,2,57,0,1,1,aa0ac32d,Óscar Duarte,Levante,True
Levante,Osasuna,1613323800,14,pt POR,CB,26-295,90,0,0,0,0,1,0,0,0,87,1,1,1,0.1,0.1,0.1,2,0,59,78,75.6,6,54,2,2,1,c67cd65c,Rúben Vezo,Levante,True
Levante,Osasuna,1613323800,13,es ESP,GK,29-287,90,0,0,0,0,0,0,0,0,29,0,0,0,0.0,0.0,0.0,0,0,22,28,78.6,0,19,0,0,0,a01c3d54,Aitor Fernández,Levante,True
Villarreal,Real Betis,1613332800,17,es ESP,FW,27-168,60,0,0,0,0,1,0,0,0,12,0,0,0,0.2,0.2,0.0,0,0,7,9,77.8,0,6,0,0,0,a7a9d95a,Paco Alcácer,Villarreal,True
Villarreal,Real Betis,1613332800,9,co COL,FW,34-159,30,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,3,5,60.0,0,4,1,0,0,09a9e921,Carlos Bacca,Villarreal,False
Villarreal,Real Betis,1613332800,23,es ESP,LW,26-236,87,0,0,0,0,3,2,0,0,54,2,0,1,0.1,0.1,0.2,1,0,33,44,75.0,5,27,3,1,1,5a626448,Moi Gómez,Villarreal,True
Villarreal,Real Betis,1613332800,21,es ESP,LW,32-333,3,0,0,0,0,0,0,0,0,7,0,0,1,0.0,0.0,0.0,0,0,5,7,71.4,1,2,1,0,0,808d48f3,Jaume Costa,Villarreal,False
Villarreal,Real Betis,1613332800,7,es ESP,RW,28-313,90,1,0,1,1,2,2,0,0,36,1,0,1,0.9,0.1,0.0,4,1,16,23,69.6,3,24,4,1,0,81f0781e,Gerard Moreno,Villarreal,True
Villarreal,Real Betis,1613332800,5,es ESP,LM,31-304,90,0,0,0,0,0,0,1,0,93,1,1,1,0.0,0.0,0.1,4,0,68,88,77.3,20,50,3,0,0,7460ca0d,Daniel Parejo,Villarreal,True
Villarreal,Real Betis,1613332800,8,ar ARG,CM,23-033,87,0,0,0,0,0,0,1,0,44,1,0,0,0.0,0.0,0.0,0,0,39,41,95.1,4,22,2,4,4,6c7762c3,Juan Foyth,Villarreal,True
Villarreal,Real Betis,1613332800,34,es ESP,CM,20-113,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,81d5c497,Fernando Niño,Villarreal,False
Villarreal,Real Betis,1613332800,32,es ESP,RM,19-209,60,0,0,0,0,0,0,0,0,25,3,1,0,0.0,0.0,0.0,2,0,12,20,60.0,3,8,2,1,1,518f2234,Alex Baena,Villarreal,True
Villarreal,Real Betis,1613332800,12,es ESP,RM,25-108,30,0,0,0,0,2,0,0,0,18,1,0,0,0.1,0.1,0.0,2,0,7,11,63.6,1,9,0,0,0,ea6a7ab4,Dani Raba,Villarreal,False
Villarreal,Real Betis,1613332800,24,es ESP,LB,24-311,59,0,0,0,0,0,0,0,0,43,1,0,2,0.0,0.0,0.0,1,0,23,35,65.7,2,16,3,1,0,63f04c6c,Alfonso Pedraza,Villarreal,True
Villarreal,Real Betis,1613332800,15,ec ECU,LB,23-024,31,0,0,0,0,0,0,0,0,28,1,0,0,0.0,0.0,0.0,0,0,18,23,78.3,2,16,2,1,1,d38fdf53,Pervis Estupiñán,Villarreal,False
Villarreal,Real Betis,1613332800,4,es ESP,CB,24-029,90,0,0,0,0,0,0,0,0,87,1,0,3,0.0,0.0,0.0,0,0,70,78,89.7,7,53,1,1,1,532e1e4f,Pau Torres,Villarreal,True
Villarreal,Real Betis,1613332800,3,es ESP,CB,35-163,90,0,0,0,0,0,0,0,0,74,1,3,1,0.0,0.0,0.0,0,0,64,70,91.4,9,40,3,0,0,4bd414c1,Raúl Albiol,Villarreal,True
Villarreal,Real Betis,1613332800,20,es ESP,RB,29-211,90,0,0,0,0,0,0,1,0,61,3,3,1,0.0,0.0,0.0,1,0,36,54,66.7,4,31,4,3,3,1f079188,Rubén Peña,Villarreal,True
Villarreal,Real Betis,1613332800,1,es ESP,GK,31-231,90,0,0,0,0,0,0,0,0,47,0,0,0,0.0,0.0,0.0,0,0,42,44,95.5,0,30,0,0,0,9f0ea33f,Sergio Asenjo,Villarreal,True
Cádiz,Athletic Club,1613419200,9,hn HON,FW,27-296,45,0,0,0,0,1,0,0,0,18,1,0,1,0.0,0.0,0.0,1,0,7,13,53.8,2,8,1,1,1,38699c72,Anthony Lozano,Cádiz,True
Cádiz,Athletic Club,1613419200,14,es ESP,RM,26-005,45,0,0,0,0,1,0,0,0,34,0,0,1,0.1,0.1,0.1,3,0,18,29,62.1,3,20,4,1,0,3d7e48ce,Iván Alejo,Cádiz,False
Cádiz,Athletic Club,1613419200,18,es ESP,FW,35-179,45,0,0,0,0,0,0,0,0,16,0,0,0,0.0,0.0,0.0,1,0,13,14,92.9,0,6,0,1,1,63b0ca6b,Álvaro Negredo,Cádiz,True
Cádiz,Athletic Club,1613419200,25,es ESP,LM,27-116,45,0,0,0,0,2,0,0,0,29,3,1,0,0.1,0.1,0.0,1,0,19,21,90.5,2,15,1,0,0,2ceb58ab,Jairo Izquierdo,Cádiz,False
Cádiz,Athletic Club,1613419200,10,es ESP,LM,30-058,45,0,0,0,0,1,0,0,0,7,1,0,0,0.0,0.0,0.0,1,0,2,3,66.7,1,4,0,0,0,5496cc91,Alberto Perea,Cádiz,True
Cádiz,Athletic Club,1613419200,21,es ESP,FW,28-259,45,0,0,0,0,0,0,0,0,16,1,0,0,0.0,0.0,0.0,2,0,9,10,90.0,1,11,0,3,1,19b776e9,Rubén Sobrino,Cádiz,False
Cádiz,Athletic Club,1613419200,3,es ESP,CM,27-187,90,0,0,0,0,2,0,1,0,63,1,1,1,0.1,0.1,0.0,1,0,37,49,75.5,5,30,0,0,0,72a84002,Fali,Cádiz,True
Cádiz,Athletic Club,1613419200,5,es ESP,CM,31-129,90,0,0,0,0,0,0,0,0,39,1,2,2,0.0,0.0,0.0,3,0,29,34,85.3,1,9,0,0,0,c46736ab,Jon Ander Garrido,Cádiz,True
Cádiz,Athletic Club,1613419200,7,es ESP,RM,29-322,45,0,0,0,0,1,0,0,0,25,2,0,1,0.0,0.0,0.1,2,0,12,19,63.2,2,11,2,0,0,405f267a,Salvi,Cádiz,True
Cádiz,Athletic Club,1613419200,12,rs SRB,FW,23-197,45,0,0,0,0,1,1,1,0,15,0,0,0,0.1,0.1,0.0,2,0,9,11,81.8,1,7,0,0,0,d2aea9ac,Ivan Šaponjić,Cádiz,False
Cádiz,Athletic Club,1613419200,22,uy URU,LB,29-041,90,0,0,0,0,1,1,0,0,54,2,2,2,0.0,0.0,0.0,0,0,27,41,65.9,4,21,1,1,0,db001fa9,Alfonso Espino,Cádiz,True
Cádiz,Athletic Club,1613419200,16,es ESP,CB,31-081,90,0,0,0,0,1,0,1,0,41,0,4,1,0.1,0.1,0.0,0,0,26,30,86.7,2,15,0,0,0,fe05804b,Cala,Cádiz,True
Cádiz,Athletic Club,1613419200,19,es ESP,CB,31-333,90,0,0,0,0,0,0,0,0,44,0,4,3,0.0,0.0,0.0,0,0,23,30,76.7,2,15,0,0,0,ba71d071,Pedro Alcalá,Cádiz,True
Cádiz,Athletic Club,1613419200,20,es ESP,RB,27-298,84,0,0,0,0,0,0,0,0,67,5,1,2,0.0,0.0,0.1,4,0,40,54,74.1,9,27,2,5,3,c4b888df,Isaac Carcelen,Cádiz,True
Cádiz,Athletic Club,1613419200,37,es ESP,RB,23-021,6,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,1,0,0,0,80153344,Álex Martín,Cádiz,False
Cádiz,Athletic Club,1613419200,1,ar ARG,GK,28-002,90,0,0,0,0,0,0,0,0,34,1,0,0,0.0,0.0,0.0,0,0,13,28,46.4,0,13,0,0,0,6c4776b1,Jeremías Ledesma,Cádiz,True
Levante,Atlético Madrid,1613584800,10,mk MKD,"FW,LM",25-230,85,1,0,0,0,1,1,0,0,38,1,2,0,0.4,0.4,0.0,2,0,24,30,80.0,6,31,3,0,0,cac2537b,Enis Bardhi,Levante,True
Levante,Atlético Madrid,1613584800,16,es ESP,FW,29-331,5,0,0,0,0,1,0,0,0,7,1,0,0,0.0,0.0,0.0,0,0,4,6,66.7,2,5,0,0,0,ecd8c01e,Rubén Rochina,Levante,False
Levante,Atlético Madrid,1613584800,9,es ESP,FW,30-045,81,0,0,0,0,2,0,0,0,27,0,1,0,0.1,0.1,0.0,3,1,14,17,82.4,2,18,1,2,0,0ae4e09a,Roger Martí,Levante,True
Levante,Atlético Madrid,1613584800,14,pt POR,CB,26-298,9,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,4,7,57.1,1,4,0,0,0,c67cd65c,Rúben Vezo,Levante,False
Levante,Atlético Madrid,1613584800,11,es ESP,LM,33-209,69,0,0,0,0,1,1,0,0,24,3,1,1,0.0,0.0,0.0,0,0,7,13,53.8,2,15,1,5,3,4a478107,José Luis Morales,Levante,True
Levante,Atlético Madrid,1613584800,21,es ESP,FW,22-202,21,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,5,6,83.3,1,10,0,0,0,0e5ddc7c,Dani Gómez,Levante,False
Levante,Atlético Madrid,1613584800,12,mq MTQ,CM,25-128,90,0,0,0,0,0,0,0,0,56,0,4,2,0.0,0.0,0.0,0,0,32,39,82.1,2,34,0,2,0,bbc19252,Mickael Malsa,Levante,True
Levante,Atlético Madrid,1613584800,5,rs SRB,CM,28-011,45,0,0,0,0,0,0,0,0,21,1,2,2,0.0,0.0,0.0,0,0,13,15,86.7,0,7,1,0,0,b5dd3469,Nemanja Radoja,Levante,True
