home_team,away_team,datetime,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,player_id,player,squad,start
Juventus,Cagliari,1503158400,it ITA,39-203,90,2,0,1,100.0,1.0,5,8,62.5,29,6,24.1,27.4,4,25.0,29.8,9,1,11.1,2,13.3,e40d028b,Gianluigi Buffon,Juventus,True
Hellas Verona,Napoli,1503168300,br BRA,29-129,90,11,3,9,72.7,2.7,11,30,36.7,38,6,63.2,44.9,10,60.0,49.5,11,2,18.2,0,4.3,326d09ef,Nícolas Andrade,Hellas Verona,True
Atalanta,Roma,1503244800,al ALB,28-163,90,1,1,0,0.0,0.4,2,6,33.3,13,5,7.7,27.1,6,83.3,53.5,5,0,0.0,0,18.0,ee833569,Etrit Berisha,Atalanta,True
Udinese,Chievo,1503254700,it ITA,21-081,90,3,2,1,33.3,0.3,2,16,12.5,14,2,64.3,42.9,8,87.5,57.3,17,0,0.0,0,7.0,41bd99ea,Simone Scuffet,Udinese,True
Internazionale,Fiorentina,1503254700,si SVN,33-037,90,3,0,3,100.0,0.6,5,11,45.5,31,9,22.6,26.7,8,50.0,36.8,22,1,4.5,1,12.5,74419746,Samir Handanović,Internazionale,True
Bologna,Torino,1503254700,it ITA,34-043,90,3,1,2,66.7,0.8,11,23,47.8,27,4,55.6,39.3,9,88.9,56.7,15,0,0.0,0,3.5,30223b33,Antonio Mirante,Bologna,True
Sampdoria,Benevento,1503254700,it ITA,36-215,90,7,1,6,85.7,1.3,4,9,44.4,31,11,16.1,25.5,12,33.3,35.3,17,0,0.0,3,20.0,b39dfab0,Christian Puggioni,Sampdoria,True
Crotone,Milan,1503254700,it ITA,34-231,90,10,3,7,80.0,2.7,8,26,30.8,15,0,100.0,59.1,11,100.0,58.5,15,0,0.0,0,5.0,e66ebabb,Alex Cordaz,Crotone,True
Lazio,SPAL,1503254700,al ALB,22-154,90,2,0,2,100.0,0.1,3,4,75.0,17,6,17.6,30.2,9,11.1,31.7,10,1,10.0,1,13.3,339fe0e8,Thomas Strakosha,Lazio,True
Sassuolo,Genoa,1503254700,it ITA,30-205,90,4,0,4,100.0,1.0,11,19,57.9,25,3,64.0,45.8,7,42.9,42.6,20,1,5.0,0,4.3,8cabdc1e,Andrea Consigli,Sassuolo,True
Genoa,Juventus,1503763200,it ITA,24-289,90,7,4,3,57.1,3.2,4,9,44.4,26,4,23.1,30.6,5,60.0,45.2,10,4,40.0,1,12.8,4c62d0c8,Mattia Perin,Genoa,True
Benevento,Bologna,1503763200,si SVN,27-081,90,4,1,3,75.0,0.8,0,5,0.0,11,1,27.3,31.3,10,20.0,33.2,9,1,11.1,3,21.4,4f8ce0e1,Vid Belec,Benevento,True
Roma,Internazionale,1503773100,br BRA,24-328,90,8,3,5,62.5,2.7,7,10,70.0,31,8,25.8,30.8,8,25.0,33.6,11,2,18.2,0,10.0,7a2e46a8,Alisson,Roma,True
Torino,Sassuolo,1503849600,it ITA,30-227,90,2,0,2,100.0,0.2,14,25,56.0,23,1,65.2,46.0,14,71.4,53.6,24,0,0.0,0,5.0,10dc46f0,Salvatore Sirigu,Torino,True
SPAL,Udinese,1503859500,sn SEN,23-356,90,3,2,1,66.7,1.7,5,14,35.7,22,2,36.4,41.2,14,42.9,36.0,24,1,4.2,1,14.3,cecbce23,Alfred Gomis,SPAL,True
Napoli,Atalanta,1503859500,es ESP,34-361,90,2,1,1,50.0,0.7,6,11,54.5,30,5,26.7,29.4,7,42.9,37.1,16,1,6.3,2,12.0,e358587b,Pepe Reina,Napoli,True
Crotone,Hellas Verona,1503859500,it ITA,34-238,90,0,0,0,,0.0,7,22,31.8,19,2,78.9,51.6,7,100.0,65.0,14,1,7.1,1,15.0,e66ebabb,Alex Cordaz,Crotone,True
Milan,Cagliari,1503859500,it ITA,18-183,90,4,1,3,75.0,0.4,5,11,45.5,22,6,18.2,25.9,11,63.6,43.0,15,1,6.7,3,20.5,08f5afaa,Gianluigi Donnarumma,Milan,True
Fiorentina,Sampdoria,1503859500,it ITA,25-109,90,5,2,3,80.0,1.6,2,8,25.0,29,5,20.7,30.1,4,50.0,42.3,13,1,7.7,2,19.3,ac4003af,Marco Sportiello,Fiorentina,True
Chievo,Lazio,1503859500,it ITA,38-152,90,3,2,1,33.3,1.2,4,16,25.0,21,7,28.6,33.1,11,90.9,49.0,17,3,17.6,0,5.0,048877f5,Stefano Sorrentino,Chievo,True
Juventus,Chievo,1504972800,pl POL,27-144,90,2,0,2,100.0,0.5,10,16,62.5,27,2,29.6,33.7,13,61.5,40.5,17,1,5.9,0,12.0,01b8a2b2,Wojciech Szczęsny,Juventus,True
Internazionale,SPAL,1505039400,si SVN,33-058,90,1,0,1,100.0,0.0,3,3,100.0,16,3,6.3,23.0,7,28.6,31.4,10,0,0.0,0,,74419746,Samir Handanović,Internazionale,True
Udinese,Genoa,1505048400,it ITA,21-102,90,2,0,2,100.0,0.2,5,17,29.4,22,3,50.0,39.4,7,85.7,52.1,16,0,0.0,0,7.0,41bd99ea,Simone Scuffet,Udinese,True
Cagliari,Crotone,1505048400,it ITA,23-074,90,2,0,2,100.0,0.5,18,21,85.7,24,6,45.8,37.9,10,100.0,63.5,10,0,0.0,1,14.5,f554e29b,Alessio Cragno,Cagliari,True
Atalanta,Sassuolo,1505048400,al ALB,28-184,90,3,1,2,66.7,1.2,10,14,71.4,24,8,29.2,33.6,8,87.5,56.9,18,1,5.6,0,9.7,ee833569,Etrit Berisha,Atalanta,True
Hellas Verona,Fiorentina,1505048400,br BRA,29-151,90,10,5,5,60.0,3.8,8,18,44.4,18,3,66.7,43.0,10,60.0,49.9,14,0,0.0,1,13.8,326d09ef,Nícolas Andrade,Hellas Verona,True
Lazio,Milan,1505052000,al ALB,22-175,90,6,1,5,83.3,1.1,12,21,57.1,30,7,46.7,36.7,13,53.8,42.5,17,0,0.0,1,11.7,339fe0e8,Thomas Strakosha,Lazio,True
Benevento,Torino,1505059200,si SVN,27-096,90,6,1,5,83.3,1.4,4,20,20.0,23,6,73.9,52.2,6,50.0,40.2,17,0,0.0,0,,4f8ce0e1,Vid Belec,Benevento,True
Bologna,Napoli,1505069100,it ITA,34-064,90,7,3,4,57.1,2.0,15,26,57.7,43,5,46.5,39.3,6,100.0,59.2,17,0,0.0,2,21.7,30223b33,Antonio Mirante,Bologna,True
Crotone,Internazionale,1505566800,it ITA,34-258,90,3,2,1,33.3,0.8,10,30,33.3,19,0,89.5,60.0,13,100.0,62.4,15,0,0.0,0,17.0,e66ebabb,Alex Cordaz,Crotone,True
Fiorentina,Bologna,1505577600,it ITA,25-129,90,2,1,1,50.0,0.4,4,6,66.7,19,7,21.1,31.1,6,33.3,35.8,9,0,0.0,0,,ac4003af,Marco Sportiello,Fiorentina,True
Roma,Hellas Verona,1505587500,br BRA,24-349,90,0,0,0,,0.0,1,2,50.0,24,7,4.2,24.0,7,14.3,29.0,8,0,0.0,2,33.0,7a2e46a8,Alisson,Roma,True
Sassuolo,Juventus,1505644200,it ITA,30-233,90,6,3,3,50.0,1.4,4,14,28.6,20,1,60.0,41.3,6,33.3,30.8,9,0,0.0,0,,8cabdc1e,Andrea Consigli,Sassuolo,True
SPAL,Cagliari,1505653200,sn SEN,24-012,90,3,2,1,33.3,0.8,3,8,37.5,16,4,25.0,33.5,6,66.7,47.7,9,0,0.0,0,11.2,cecbce23,Alfred Gomis,SPAL,True
