home_team,away_team,datetime,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,player_id,player,squad,start
Famalicão,Benfica,1600452000,ru RUS,23-195,90,7,5,2,28.6,3.9,4,14,28.6,25,7,28.0,33.5,9,77.8,42.9,15,0,0.0,0,3.0,d8fe652c,Ivan Zlobin,Famalicão,True
Vitória Guimarães,Belenenses SAD,1600460100,pt POR,25-319,90,3,1,2,66.7,1.2,0,9,0.0,18,3,33.3,32.1,5,60.0,44.8,16,0,0.0,3,21.0,2bea06e0,Bruno Varela,Vitória Guimarães,True
Nacional,Boavista,1600527600,br BRA,33-154,90,3,3,0,0.0,1.0,0,5,0.0,22,0,18.2,28.5,4,25.0,25.3,13,0,0.0,0,11.7,3a6566fb,Daniel Guimarães,Nacional,True
Porto,Braga,1600545600,ar ARG,32-187,90,1,1,0,0.0,0.3,11,23,47.8,35,1,51.4,39.8,10,50.0,42.2,12,0,0.0,0,13.0,853b7c48,Agustín Marchesín,Porto,True
Santa Clara,Marítimo,1600614000,pt POR,33-252,90,2,0,2,100.0,0.6,6,24,25.0,37,3,56.8,45.8,9,33.3,36.9,24,0,0.0,4,18.0,5cd73451,Marco André Rocha Pereira,Santa Clara,True
Moreirense,Farense,1600623000,br BRA,28-084,90,2,0,2,100.0,0.2,12,24,50.0,31,3,41.9,34.9,13,84.6,55.8,20,1,5.0,0,9.3,f16f9b47,Mateus Pasinato,Moreirense,True
Tondela,Rio Ave,1600632000,mr MTN,23-275,90,4,1,3,75.0,0.4,6,15,40.0,17,1,52.9,42.6,6,100.0,67.8,16,2,12.5,2,12.5,5c8beb50,Babacar Niasse,Tondela,True
Portimonense,Paços de Ferreira,1600713900,br BRA,26-176,90,5,1,4,80.0,2.0,10,23,43.5,30,2,50.0,41.2,9,88.9,61.7,18,0,0.0,1,11.3,554067e3,Samuel Portugal,Portimonense,True
Braga,Santa Clara,1601062200,br BRA,28-068,90,1,1,0,0.0,0.3,1,4,25.0,30,5,13.3,24.3,4,0.0,23.0,3,0,0.0,6,27.3,ef3909cd,Matheus,Braga,True
Marítimo,Tondela,1601130600,ir IRN,27-153,90,6,1,5,83.3,1.4,5,14,35.7,14,4,50.0,40.9,7,100.0,67.6,19,1,5.3,0,7.5,375d09c9,Amir Abedzadeh,Marítimo,True
Benfica,Moreirense,1601141400,gr GRE,26-153,90,1,0,1,100.0,0.1,3,4,75.0,15,3,13.3,27.9,5,40.0,32.4,5,0,0.0,0,11.0,03df04ff,Odisseas Vlachodimos,Benfica,True
Boavista,Porto,1601150400,br BRA,25-190,90,6,5,1,16.7,,,,,,,,,,,,,,,,,f5dfc256,Leonardo César Jardim,Boavista,True
Farense,Nacional,1601217000,ao ANG,34-256,90,4,1,3,75.0,1.0,8,13,61.5,16,3,56.3,40.0,4,100.0,63.8,7,0,0.0,3,24.3,789ee29d,Hugo Marques,Farense,True
Gil Vicente FC,Portimonense,1601218800,br BRA,33-166,90,1,0,0,100.0,1.0,9,25,36.0,36,5,50.0,39.3,10,70.0,50.6,12,0,0.0,0,,1a3ff093,Denis,Gil Vicente FC,True
Paços de Ferreira,Sporting CP,1601227800,br BRA,27-024,90,5,2,3,80.0,2.1,3,11,27.3,21,5,42.9,42.0,5,40.0,46.8,19,0,0.0,1,18.5,774af19d,Jordi Almeida,Paços de Ferreira,True
Rio Ave,Vitória Guimarães,1601236800,pl POL,36-164,90,3,0,3,100.0,0.4,8,12,66.7,43,2,20.9,28.8,8,37.5,34.9,16,0,0.0,5,28.0,8dbddd2b,Paweł Kieszek,Rio Ave,True
Belenenses SAD,Famalicão,1601318700,pt POR,24-301,90,2,2,0,0.0,1.4,4,9,44.4,27,5,18.5,29.4,6,66.7,43.7,8,0,0.0,4,30.0,52ca50bf,André Moreira,Belenenses SAD,True
Moreirense,Boavista,1601661600,br BRA,28-096,90,5,1,4,80.0,0.9,6,16,37.5,22,0,31.8,32.5,10,90.0,56.1,6,0,0.0,0,,f16f9b47,Mateus Pasinato,Moreirense,True
Vitória Guimarães,Paços de Ferreira,1601669700,pt POR,25-333,90,8,0,8,100.0,1.1,8,18,44.4,28,1,42.9,37.1,11,54.5,39.1,23,1,4.3,0,6.0,2bea06e0,Bruno Varela,Vitória Guimarães,True
Santa Clara,Gil Vicente FC,1601737200,pt POR,33-265,90,1,0,1,100.0,0.2,4,21,19.0,27,5,63.0,45.6,7,57.1,46.3,8,0,0.0,3,21.0,5cd73451,Marco André Rocha Pereira,Santa Clara,True
Porto,Marítimo,1601746200,pt POR,21-014,90,4,3,1,25.0,1.7,2,3,66.7,15,3,13.3,26.8,8,12.5,28.1,6,2,33.3,1,17.3,93fffbcf,Diogo Costa,Porto,True
Tondela,Braga,1601755200,mr MTN,23-288,90,8,4,4,50.0,2.8,5,16,31.3,30,5,26.7,30.1,10,80.0,52.7,16,0,0.0,6,25.3,5c8beb50,Babacar Niasse,Tondela,True
Nacional,Belenenses SAD,1601821800,br BRA,33-169,90,2,0,2,100.0,0.1,2,10,20.0,23,3,26.1,28.8,6,66.7,46.7,12,0,0.0,1,13.0,3a6566fb,Daniel Guimarães,Nacional,True
Famalicão,Rio Ave,1601832600,ru RUS,23-211,90,4,1,3,75.0,0.4,2,8,25.0,31,6,22.6,27.2,5,20.0,34.0,22,0,0.0,0,13.5,d8fe652c,Ivan Zlobin,Famalicão,True
Benfica,Farense,1601832600,gr GRE,26-161,90,9,2,6,77.8,2.9,2,14,14.3,34,8,35.3,36.6,4,50.0,41.0,13,0,0.0,2,16.3,03df04ff,Odisseas Vlachodimos,Benfica,True
Portimonense,Sporting CP,1601841600,br BRA,26-189,90,4,2,2,50.0,2.2,12,24,50.0,36,3,44.4,36.9,9,88.9,67.1,10,0,0.0,1,24.5,554067e3,Samuel Portugal,Portimonense,True
Marítimo,Portimonense,1602945000,ir IRN,27-174,90,3,2,1,33.3,1.6,4,15,26.7,28,8,39.3,37.4,5,80.0,59.4,16,0,0.0,0,8.0,375d09c9,Amir Abedzadeh,Marítimo,True
Gil Vicente FC,Tondela,1602945000,br BRA,33-186,90,1,1,0,0.0,0.6,3,6,50.0,34,4,17.6,30.4,3,0.0,33.0,5,0,0.0,2,19.6,1a3ff093,Denis,Gil Vicente FC,True
Braga,Nacional,1602954000,br BRA,28-090,90,2,1,1,50.0,0.2,5,12,41.7,36,4,30.6,30.7,2,50.0,43.0,9,3,33.3,0,8.7,ef3909cd,Matheus,Braga,True
Sporting CP,Porto,1602963000,es ESP,33-157,90,5,2,3,60.0,1.9,2,7,28.6,27,7,22.2,30.3,4,25.0,30.3,8,0,0.0,3,14.3,65d62814,Antonio Adán,Sporting CP,True
