home_team,away_team,datetime,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,player_id,player,squad,start
Atlético,Pumas UNAM,1563660000,mx MEX,30-108,90,6,2,4,66.7,2.6,2,5,40.0,12,2,8.3,25.2,12,33.3,33.8,16,0,0.0,1,18.7,ce239870,Carlos Felipe Rodríguez,Atlético,True
Pachuca,León,1563660000,ar ARG,28-134,90,5,3,2,60.0,2.0,5,6,83.3,14,5,28.6,33.3,4,50.0,39.0,6,0,0.0,1,14.0,6436748b,Rodrigo Rey,Pachuca,True
Puebla,Tijuana,1563580800,uy URU,35-104,90,5,3,2,40.0,1.4,12,19,63.2,34,5,41.2,36.6,10,50.0,46.6,7,1,14.3,3,21.7,88f918b9,Nicolás Vikonis,Puebla,True
Atlas,FC Juárez,1563588000,co COL,30-132,90,2,0,2,100.0,0.6,4,14,28.6,22,2,45.5,37.5,7,57.1,48.6,15,0,0.0,1,22.0,004e3d0f,Camilo Vargas,Atlas,True
Toluca,Querétaro,1563728400,mx MEX,36-306,90,9,2,7,77.8,2.2,4,5,80.0,28,9,17.9,24.7,6,0.0,26.3,9,0,0.0,2,19.3,5c7fc905,Alfredo Talavera,Toluca,True
Santos Laguna,Guadalajara,1563752700,mx MEX,33-070,90,5,0,5,100.0,1.1,6,8,75.0,22,4,31.8,28.6,5,20.0,30.8,14,0,0.0,1,15.5,8c6ca532,Jonathan Orozco,Santos Laguna,True
América,Monterrey,1563667200,ar ARG,31-126,90,7,2,5,71.4,2.3,3,19,15.8,28,4,42.9,39.3,11,63.6,46.5,8,0,0.0,0,8.0,853b7c48,Agustín Marchesín,América,True
Necaxa,Cruz Azul,1563674400,mx MEX,28-353,90,5,0,4,100.0,1.7,10,19,52.6,21,7,61.9,46.1,6,100.0,67.5,15,1,6.7,0,9.0,24c6fb79,Hugo González Durán,Necaxa,True
UANL,Morelia,1563674400,ar ARG,33-160,90,3,2,1,33.3,1.4,7,12,58.3,34,8,26.5,29.6,6,50.0,39.5,7,1,14.3,1,10.3,d8f11068,Nahuel Guzmán,UANL,True
Morelia,Atlas,1564185600,uy URU,32-341,90,2,1,1,50.0,0.9,7,15,46.7,24,2,54.2,38.2,3,66.7,45.7,6,0,0.0,4,26.0,34074967,Sebastián Sosa,Morelia,True
Veracruz,Pachuca,1564192800,mx MEX,21-301,90,5,3,2,40.0,1.3,2,11,18.2,20,3,30.0,32.5,11,45.5,42.3,19,1,5.3,1,14.0,c882a4e6,Sebastián Jurado,Veracruz,True
Pumas UNAM,Necaxa,1564333200,mx MEX,29-169,90,0,0,0,,0.0,5,14,35.7,19,3,57.9,39.8,8,37.5,35.8,9,0,0.0,0,12.0,db19a32b,Alfredo Saldívar,Pumas UNAM,True
