home_team,away_team,datetime,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,player_id,player,squad,start
Portimonense,Belenenses SAD,1565379000,95,br BRA,FW,23-337,86,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,555311f2,Iury de Castilho,Portimonense,True
Portimonense,Belenenses SAD,1565379000,14,gw GNB,FW,21-190,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ed5c0319,Beto,Portimonense,False
Portimonense,Belenenses SAD,1565379000,77,pt POR,LW,25-320,72,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,1,0,b0332f23,Aylton Boa Morte,Portimonense,True
Portimonense,Belenenses SAD,1565379000,11,co COL,LW,22-323,18,1,0,0,1,0,0,0,,0,0,0,0,1,2,0,0,8499c713,Marlos Moreno,Portimonense,False
Portimonense,Belenenses SAD,1565379000,10,,RW,22-132,90,2,1,0,2,0,0,0,,0,0,0,0,0,2,1,0,2e0f6a18,Bruno Tabata,Portimonense,True
Portimonense,Belenenses SAD,1565379000,8,br BRA,LM,25-030,90,4,3,0,2,2,0,0,,0,0,0,0,1,5,0,0,ec758139,Paulinho,Portimonense,True
Portimonense,Belenenses SAD,1565379000,21,pt POR,CM,25-251,90,3,2,2,1,0,0,0,,0,0,0,0,1,4,0,0,7dfb980a,Pedro Sá,Portimonense,True
Portimonense,Belenenses SAD,1565379000,5,br BRA,RM,23-211,79,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,905e06a3,Romulo,Portimonense,True
Portimonense,Belenenses SAD,1565379000,72,br BRA,RM,22-016,11,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,d7d6c525,Everson,Portimonense,False
Portimonense,Belenenses SAD,1565379000,19,br BRA,LB,24-216,90,1,0,0,0,1,0,0,,0,0,0,0,1,2,2,0,031a71b4,Henrique,Portimonense,True
Portimonense,Belenenses SAD,1565379000,28,br BRA,CB,24-194,90,2,1,1,1,0,0,0,,0,1,1,0,3,5,2,0,577d7bf9,Willyan,Portimonense,True
