home_team,away_team,datetime,shirtnumber,nationality,position,age,minutes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,player_id,player,squad,start
Sporting CP,Vizela,1628277300,21,pt POR,FW,28-270,90,45,2,2,25,18,6,45,0,0,,0,,23,113,34,0,0,0,1,2,34,3,a62c16d0,Paulinho,Sporting CP,True
Sporting CP,Vizela,1628277300,10,cv CPV,AM,23-053,67,37,0,0,15,22,7,36,3,2,66.7,1,33.3,23,137,54,3,0,3,3,3,29,8,e34e086c,Jovane Cabral,Sporting CP,True
Sporting CP,Vizela,1628277300,11,pt POR,"AM,WB",26-174,23,15,0,1,6,8,0,15,0,0,,0,,9,51,24,0,1,0,1,1,12,3,a6ee4f55,Nuno Santos,Sporting CP,False
Sporting CP,Vizela,1628277300,28,pt POR,AM,23-039,86,43,0,3,13,27,4,43,5,0,0.0,5,100.0,22,67,25,1,1,0,3,4,28,6,c275947b,Pedro Gonçalves,Sporting CP,True
Sporting CP,Vizela,1628277300,7,,AM,24-129,4,8,0,1,4,3,0,8,0,0,,0,,5,14,3,0,0,0,0,0,6,0,2e0f6a18,Bruno Tabata,Sporting CP,False
Sporting CP,Vizela,1628277300,8,pt POR,CM,22-344,90,83,1,10,61,13,0,83,5,4,80.0,1,20.0,50,304,124,2,1,0,4,1,68,2,e6af02e0,Matheus Nunes,Sporting CP,True
Sporting CP,Vizela,1628277300,6,pt POR,CM,26-028,77,65,0,4,52,10,2,65,4,2,50.0,2,50.0,25,69,21,0,0,0,2,3,38,4,a78ff07f,João Palhinha,Sporting CP,True
Sporting CP,Vizela,1628277300,68,pt POR,CM,22-071,13,15,0,1,10,5,0,15,2,0,0.0,2,100.0,7,17,4,0,1,0,0,0,11,0,0c152537,Daniel Bragança,Sporting CP,False
Sporting CP,Vizela,1628277300,16,pt POR,WB,22-119,77,57,0,5,23,30,2,57,4,3,75.0,1,25.0,37,276,164,7,3,2,2,2,41,15,b937e490,Rúben Vinagre,Sporting CP,True
Sporting CP,Vizela,1628277300,2,br BRA,"WB,CB",26-169,13,19,0,2,12,5,0,19,0,0,,0,,9,50,37,2,0,0,0,0,14,1,ae1159bf,Matheus Reis,Sporting CP,False
Sporting CP,Vizela,1628277300,47,pt POR,WB,28-082,90,83,4,18,31,35,1,83,1,1,100.0,0,0.0,47,304,158,5,4,0,0,2,50,13,12dcbdcc,Ricardo Esgaio,Sporting CP,True
Sporting CP,Vizela,1628277300,3,ma MAR,CB,32-217,86,93,7,30,59,4,0,93,0,0,,0,,55,272,205,2,1,0,1,0,75,0,89151b16,Zouhair Feddal,Sporting CP,True
Sporting CP,Vizela,1628277300,19,pt POR,"AM,CB",19-051,4,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,b492126a,Tiago Tomás,Sporting CP,False
