home_team,away_team,datetime,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,player_id,player,squad,start
Zwolle,Willem II,1564768800,nl NED,23-363,90,7,3,5,57.1,2.1,3,16,18.8,30,7,40.0,33.2,9,44.4,42.1,16,0,0.0,0,16.0,76609a3c,Xavier Mous,Zwolle,True
Vitesse,Ajax,1564849800,nl NED,35-268,90,9,2,7,77.8,3.7,9,27,33.3,25,6,72.0,50.6,13,69.2,54.3,14,0,0.0,0,7.0,3392603d,Remko Pasveer,Vitesse,True
Emmen,Groningen,1564849800,nl NED,32-086,90,4,1,3,75.0,1.6,9,18,50.0,29,6,31.0,35.5,9,100.0,60.9,18,2,11.1,0,6.5,2d7ed298,Dennis Telgenkamp,Emmen,True
VVV-Venlo,RKC Waalwijk,1564857900,de GER,32-105,90,3,1,2,66.7,0.7,12,22,54.5,29,2,51.7,37.1,10,70.0,52.7,13,1,7.7,1,11.7,f70e46e6,Thorsten Kirschbaum,VVV-Venlo,True
Twente,PSV Eindhoven,1564857900,nl NED,22-260,90,5,1,4,80.0,1.1,5,18,27.8,41,7,36.6,38.0,10,30.0,29.8,18,1,5.6,1,16.0,510c6a3f,Joel Drommel,Twente,True
Heracles Almelo,Heerenveen,1564913700,de GER,28-094,90,6,4,2,33.3,1.6,3,7,42.9,25,4,24.0,29.8,6,16.7,28.8,7,0,0.0,0,7.8,663e080e,Janis Blaswich,Heracles Almelo,True
Feyenoord,Sparta Rotterdam,1564921800,nl NED,33-206,90,5,2,3,60.0,0.8,4,15,26.7,22,4,45.5,41.2,8,62.5,41.6,7,0,0.0,0,11.5,22a94b80,Kenneth Vermeer,Feyenoord,True
ADO Den Haag,Utrecht,1564929900,nl NED,36-092,90,6,4,4,33.3,2.4,11,24,45.8,30,6,50.0,35.4,10,90.0,60.6,8,1,12.5,1,16.5,44fbdee3,Robert Zwinkels,ADO Den Haag,True
AZ Alkmaar,Fortuna Sittard,1564941600,nl NED,28-147,90,1,0,1,100.0,0.2,3,3,100.0,12,6,16.7,26.6,7,14.3,26.1,5,1,20.0,0,14.3,3d214e5f,Marco Bizot,AZ Alkmaar,True
Sparta Rotterdam,VVV-Venlo,1565373600,nl NED,28-121,90,2,1,1,50.0,0.7,5,11,45.5,20,6,20.0,28.7,7,100.0,71.1,13,0,0.0,0,18.3,4c0199a5,Tim Coremans,Sparta Rotterdam,True
Groningen,Twente,1565454600,nl NED,29-065,90,4,3,1,50.0,2.0,8,31,25.8,45,2,57.8,41.8,5,100.0,71.8,5,1,20.0,4,18.1,be855308,Sergio Padt,Groningen,True
Ajax,Emmen,1565459100,cm CMR,23-130,90,0,0,0,,0.0,0,3,0.0,8,1,12.5,24.3,4,50.0,38.8,7,0,0.0,1,14.3,e9c0c1b2,André Onana,Ajax,True
Willem II,Vitesse,1565462700,de GER,23-250,90,9,2,7,77.8,2.0,4,20,20.0,33,13,39.4,40.5,7,100.0,63.4,15,1,6.7,2,18.3,2f18d0b8,Timon Wellenreuther,Willem II,True
