home_team,away_team,datetime,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,player_id,player,squad,start
Mönchengladbach,Bayern Munich,1628879400,ch SUI,32-239,90,9,1,8,88.9,2.1,9,25,36.0,30,4,60.0,45.5,9,77.8,52.9,17,1,5.9,0,4.3,420c18a1,Yann Sommer,Mönchengladbach,True
Stuttgart,Greuther Fürth,1628947800,de GER,23-274,90,4,1,3,75.0,1.2,2,7,28.6,23,5,30.4,32.2,4,0.0,13.8,7,0,0.0,3,18.7,cbac6ec9,Florian Müller,Stuttgart,True
Union Berlin,Bayer Leverkusen,1628947800,de GER,34-157,90,3,1,2,66.7,0.3,2,11,18.2,22,4,36.4,34.6,6,50.0,39.3,14,1,7.1,0,9.0,7fe12375,Andreas Luthe,Union Berlin,True
Wolfsburg,Bochum,1628947800,be BEL,29-050,90,1,0,1,100.0,0.0,2,7,28.6,18,5,22.2,28.2,6,50.0,43.8,9,2,22.2,2,16.2,db401046,Koen Casteels,Wolfsburg,True
Arminia,Freiburg,1628947800,de GER,28-281,90,5,0,5,100.0,1.1,19,42,45.2,60,2,58.3,44.3,12,58.3,50.8,20,0,0.0,0,9.0,c1242d4e,Stefan Ortega,Arminia,True
Augsburg,Hoffenheim,1628947800,pl POL,33-292,90,8,4,4,50.0,3.6,7,12,58.3,31,4,25.8,31.3,8,50.0,54.0,10,0,0.0,3,24.0,17376543,Rafał Gikiewicz,Augsburg,True
Dortmund,Eintracht Frankfurt,1628958600,ch SUI,23-251,90,3,2,2,33.3,0.9,12,18,66.7,46,3,30.4,29.6,9,44.4,32.3,15,0,0.0,4,26.0,cd59b9df,Gregor Kobel,Dortmund,True
Mainz 05,RB Leipzig,1629034200,de GER,26-291,90,2,0,2,100.0,0.2,5,21,23.8,21,7,61.9,44.3,9,88.9,62.4,31,3,9.7,5,16.9,5c4bf6ba,Robin Zentner,Mainz 05,True
Köln,Hertha BSC,1629041400,de GER,28-095,90,5,1,4,80.0,1.7,5,8,62.5,26,1,23.1,25.8,7,28.6,39.7,11,1,9.1,0,5.0,3cd9e95a,Timo Horn,Köln,True
RB Leipzig,Stuttgart,1629484200,hu HUN,31-106,90,5,0,5,100.0,1.1,3,15,20.0,34,7,38.2,37.0,4,50.0,43.3,13,0,0.0,0,6.5,bcb2ccd8,Péter Gulácsi,RB Leipzig,True
Hertha BSC,Wolfsburg,1629552600,de GER,29-080,90,3,2,1,33.3,0.9,4,13,30.8,23,3,39.1,34.8,5,80.0,54.0,16,1,6.3,2,13.8,0d55d942,Alexander Schwolow,Hertha BSC,True
Bochum,Mainz 05,1629552600,de GER,32-346,90,3,0,3,100.0,0.6,17,32,53.1,33,1,72.7,47.1,11,72.7,53.5,20,0,0.0,1,31.0,9f941969,Manuel Riemann,Bochum,True
