home_team,away_team,datetime,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,player_id,player,squad,start
Sevilla,Red Bull Salzburg,1631637900,15,ma MAR,FW,24-105,49,6,4,2,0,0,0,0,0,0,0,0,0,5,0,0,04e17fd5,Youssef En-Nesyri,Sevilla,True
Sevilla,Red Bull Salzburg,1631637900,24,ar ARG,LW,33-211,57,28,23,5,1,0,1,4,2,2,2,0,0,20,0,1,6e4df551,Papu Gómez,Sevilla,True
Sevilla,Red Bull Salzburg,1631637900,17,ar ARG,"RW,LW",29-194,33,12,10,2,2,0,0,1,0,0,0,0,0,8,0,0,abe66106,Érik Lamela,Sevilla,False
Sevilla,Red Bull Salzburg,1631637900,7,es ESP,RW,27-299,45,24,20,4,1,2,1,2,1,2,1,0,0,18,0,0,4e219ad2,Suso,Sevilla,True
Sevilla,Red Bull Salzburg,1631637900,5,ar ARG,"LW,RW",27-065,45,11,8,3,0,0,2,1,3,0,0,0,0,7,0,0,a08b974a,Lucas Ocampos,Sevilla,False
Sevilla,Red Bull Salzburg,1631637900,10,hr CRO,LM,33-188,65,34,32,2,2,0,1,1,0,0,0,0,0,30,0,0,89f951b5,Ivan Rakitić,Sevilla,True
Sevilla,Red Bull Salzburg,1631637900,12,es ESP,FW,24-088,25,8,8,0,0,0,0,0,0,0,0,0,0,1,0,0,bbf5c11b,Rafa Mir,Sevilla,False
Sevilla,Red Bull Salzburg,1631637900,25,br BRA,"CM,LM",34-051,90,35,34,1,1,0,1,0,0,0,0,0,0,31,0,0,41f32541,Fernando,Sevilla,True
Sevilla,Red Bull Salzburg,1631637900,8,es ESP,RM,27-070,45,29,29,0,0,0,0,0,0,0,0,0,0,26,0,0,2a0c8ba4,Joan Jordán,Sevilla,True
Sevilla,Red Bull Salzburg,1631637900,18,dk DEN,RM,30-011,45,9,9,0,0,0,0,0,0,0,0,0,0,5,0,1,fe641c1a,Thomas Delaney,Sevilla,False
Sevilla,Red Bull Salzburg,1631637900,19,ar ARG,LB,29-321,90,61,47,14,2,0,2,4,12,0,0,0,0,45,0,1,81442ecb,Marcos Acuña,Sevilla,True
Sevilla,Red Bull Salzburg,1631637900,20,br BRA,CB,28-183,90,44,44,0,0,0,0,0,0,0,0,0,0,31,0,0,b4a014b1,Diego Carlos,Sevilla,True
Sevilla,Red Bull Salzburg,1631637900,23,fr FRA,CB,22-306,90,38,36,2,2,0,0,0,0,0,0,0,0,34,0,0,4d1666ff,Jules Koundé,Sevilla,True
Sevilla,Red Bull Salzburg,1631637900,16,es ESP,RB,35-297,86,60,55,5,1,1,0,5,4,0,0,0,0,43,0,1,3f10bd22,Jesús Navas,Sevilla,True
Sevilla,Red Bull Salzburg,1631637900,2,ar ARG,RB,24-256,4,5,4,1,0,0,0,0,1,0,0,0,0,3,0,0,374d5158,Gonzalo Montiel,Sevilla,False
Sevilla,Red Bull Salzburg,1631637900,13,ma MAR,GK,30-162,90,35,27,8,4,0,0,0,0,0,0,0,0,26,0,0,f6798fc3,Yassine Bounou,Sevilla,True
Young Boys,Manchester United,1631637900,15,cd COD,FW,25-039,89,,,,,,,6,,,,,,,,,5d51b074,Elia Meschak,Young Boys,True
Young Boys,Manchester United,1631637900,9,ci CIV,FW,23-205,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,b4c816a9,Wilfried Kanga,Young Boys,False
Young Boys,Manchester United,1631637900,13,cm CMR,"LM,LW",27-067,90,43,40,3,0,0,1,3,2,1,0,0,0,34,0,2,0193a8bf,Moumi Ngamaleu,Young Boys,True
Young Boys,Manchester United,1631637900,16,ch SUI,"RM,RW",27-307,90,36,35,1,0,0,0,3,1,0,0,0,0,28,0,0,0aeeed3f,Christian Fassnacht,Young Boys,True
Young Boys,Manchester United,1631637900,20,ch SUI,"CM,AM",24-251,90,35,34,1,0,0,0,3,0,1,0,0,0,31,0,1,f9c927de,Michel Aebischer,Young Boys,True
Young Boys,Manchester United,1631637900,8,ch SUI,DM,25-341,45,18,17,1,0,0,0,2,0,1,0,1,0,9,0,0,92ffb8f9,Vincent Sierro,Young Boys,True
Young Boys,Manchester United,1631637900,17,us USA,FW,25-141,45,9,8,1,0,0,0,0,0,0,0,0,0,8,0,0,b684a484,Jordan Pefok,Young Boys,False
Young Boys,Manchester United,1631637900,35,lu LUX,"DM,CM",24-207,81,42,42,0,0,0,0,0,0,0,0,0,0,38,0,1,0e96a5e1,Christopher Martins,Young Boys,True
Young Boys,Manchester United,1631637900,32,ch SUI,CM,19-210,9,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,c2bd8585,Fabian Rieder,Young Boys,False
Young Boys,Manchester United,1631637900,21,ch SUI,LB,25-246,90,72,57,15,2,0,0,9,10,3,0,2,0,58,0,1,c952f633,Ulisses Garcia,Young Boys,True
Young Boys,Manchester United,1631637900,30,ch SUI,CB,24-324,89,79,78,1,0,0,2,0,0,0,0,0,0,75,0,0,6a829019,Sandro Lauper,Young Boys,True
Young Boys,Manchester United,1631637900,5,ch SUI,CB,23-082,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2bab583c,Cedric Zesiger,Young Boys,False
Young Boys,Manchester United,1631637900,4,gn GUI,CB,24-017,90,59,59,0,0,0,2,0,0,0,0,0,0,52,0,0,24fc70d3,Mohamed Aly Camara,Young Boys,True
Young Boys,Manchester United,1631637900,36,ch SUI,RB,23-324,82,54,43,11,1,0,0,3,10,0,0,0,0,42,0,1,f8342731,Silvan Hefti,Young Boys,True
Young Boys,Manchester United,1631637900,10,rs SRB,RB,32-283,8,6,4,2,0,0,0,3,0,2,2,0,0,3,0,1,615c4d8f,Miralem Sulejmani,Young Boys,False
Young Boys,Manchester United,1631637900,26,ch SUI,GK,26-258,90,21,17,3,1,0,0,0,0,0,0,0,0,14,1,0,f7b10c66,David von Ballmoos,Young Boys,True
Chelsea,Zenit,1631646000,9,be BEL,FW,28-124,90,16,15,1,0,0,0,0,0,0,0,0,0,14,0,0,5eae500a,Romelu Lukaku,Chelsea,True
Chelsea,Zenit,1631646000,22,ma MAR,AM,28-179,62,31,28,3,0,0,0,2,1,2,2,0,0,23,0,1,6622454d,Hakim Ziyech,Chelsea,True
Chelsea,Zenit,1631646000,29,de GER,AM,22-095,28,24,24,0,0,0,0,0,0,0,0,0,0,20,0,0,fed7cb61,Kai Havertz,Chelsea,False
Chelsea,Zenit,1631646000,19,eng ENG,AM,22-247,89,65,65,0,0,0,0,5,0,0,0,0,0,50,0,3,9674002f,Mason Mount,Chelsea,True
Chelsea,Zenit,1631646000,12,eng ENG,AM,25-234,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e97fd090,Ruben Loftus-Cheek,Chelsea,False
Chelsea,Zenit,1631646000,5,it ITA,CM,29-268,90,128,127,1,1,0,0,1,0,0,0,0,0,119,0,0,45db685d,Jorginho,Chelsea,True
Chelsea,Zenit,1631646000,8,hr CRO,CM,27-131,90,104,104,0,0,0,1,0,0,0,0,0,0,101,0,0,79c0821a,Mateo Kovačić,Chelsea,True
Chelsea,Zenit,1631646000,3,es ESP,WB,30-260,82,57,47,10,2,0,0,6,6,2,2,0,0,48,0,1,f4290206,Marcos Alonso,Chelsea,True
Chelsea,Zenit,1631646000,21,eng ENG,WB,24-267,8,14,12,2,0,0,0,1,1,1,0,0,0,12,0,0,d2424d1b,Ben Chilwell,Chelsea,False
Chelsea,Zenit,1631646000,24,eng ENG,WB,21-280,90,71,64,7,0,0,0,4,5,2,2,0,0,62,0,1,1265a93a,Reece James,Chelsea,True
Chelsea,Zenit,1631646000,2,de GER,CB,28-195,90,83,82,1,1,0,0,0,0,0,0,0,0,78,0,0,18b896d6,Antonio Rüdiger,Chelsea,True
Chelsea,Zenit,1631646000,4,dk DEN,CB,25-157,90,110,108,2,1,0,0,0,1,0,0,0,0,102,0,1,1cb49278,Andreas Christensen,Chelsea,True
Chelsea,Zenit,1631646000,28,es ESP,CB,32-017,82,114,110,4,1,0,0,3,3,0,0,0,0,101,0,2,53cad200,César Azpilicueta,Chelsea,True
Chelsea,Zenit,1631646000,6,br BRA,CB,36-357,8,12,12,0,0,0,0,0,0,0,0,0,0,11,0,0,86e7deaf,Thiago Silva,Chelsea,False
Chelsea,Zenit,1631646000,16,sn SEN,GK,29-197,90,16,13,3,0,0,0,0,0,0,0,0,0,16,0,0,33887998,Edouard Mendy,Chelsea,True
Villarreal,Atalanta,1631646000,16,sn SEN,FW,24-302,59,15,13,2,0,0,0,0,0,0,0,0,0,11,0,0,244bc2c8,Boulaye Dia,Villarreal,True
Villarreal,Atalanta,1631646000,15,nl NED,"FW,LM",24-226,31,6,5,1,0,0,0,1,0,1,0,0,0,6,0,0,f08490a6,Arnaut Danjuma,Villarreal,False
