home_team,away_team,datetime,nationality,age,minutes,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,player_id,player,squad,start
Necaxa,UANL,1595637000,mx MEX,23-144,90,5,3,2,40.0,2.6,4,12,33.3,28,6,32.1,32.4,7,42.9,37.9,12,1,8.3,0,10.7,48bd91d4,Luis Ángel Malagón,Necaxa,True
Pumas UNAM,Querétaro,1595782800,mx MEX,37-312,90,8,2,7,75.0,1.3,2,5,40.0,19,6,21.1,32.6,3,33.3,45.7,9,0,0.0,0,11.0,5c7fc905,Alfredo Talavera,Pumas UNAM,True
Tijuana,Atlas,1595728800,mx MEX,34-074,90,4,1,3,75.0,1.0,7,10,70.0,29,5,24.1,31.0,3,100.0,58.3,8,1,12.5,2,15.0,8c6ca532,Jonathan Orozco,Tijuana,True
Guadalajara,León,1595721600,mx MEX,28-021,90,4,0,4,100.0,0.5,3,17,17.6,27,4,44.4,41.1,12,41.7,36.6,15,1,6.7,0,6.5,a78c131a,José Antonio Rodríguez,Guadalajara,True
Cruz Azul,Santos Laguna,1595728800,mx MEX,39-181,90,1,0,1,100.0,0.5,3,5,60.0,18,2,22.2,28.4,5,20.0,32.8,11,0,0.0,0,5.5,e39a7e9c,José Corona,Cruz Azul,True
Atlético,FC Juárez,1595890800,mx MEX,31-115,90,5,1,4,80.0,1.5,6,18,33.3,15,3,73.3,52.7,7,100.0,72.0,24,0,0.0,0,3.0,ce239870,Carlos Felipe Rodríguez,Atlético,True
Pachuca,América,1595898000,ar ARG,34-024,90,7,2,5,85.7,2.4,2,8,25.0,21,3,33.3,33.4,6,16.7,24.5,9,1,11.1,0,10.7,40e417fa,Óscar Ustari,Pachuca,True
Mazatlán,Puebla,1595905200,mx MEX,32-328,90,4,4,0,25.0,2.9,0,0,,6,0,0.0,21.0,3,0.0,13.3,4,0,0.0,1,35.0,63c4565f,Miguel Ángel Fraga,Mazatlán,True
Monterrey,Toluca,1595980800,mx MEX,29-362,90,4,1,3,75.0,1.4,5,9,55.6,14,3,35.7,34.9,7,57.1,40.0,18,1,5.6,1,13.3,24c6fb79,Hugo González Durán,Monterrey,True
Puebla,Cruz Azul,1596241800,uy URU,36-116,90,7,1,6,85.7,1.6,8,27,29.6,23,2,73.9,51.6,10,100.0,62.2,35,0,0.0,0,7.0,88f918b9,Nicolás Vikonis,Puebla,True
FC Juárez,Necaxa,1596249000,mx MEX,37-230,90,4,0,4,100.0,0.6,8,19,42.1,20,2,75.0,52.4,6,66.7,54.5,14,3,21.4,0,8.5,e3bea481,Iván Vázquez,FC Juárez,True
