home_team,away_team,datetime,shirtnumber,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,player_id,player,squad,start
Hellas Verona,Sassuolo,1629563400,99,it ITA,FW,32-326,36,0,0,0,0,1,0,1,0,8,0,0,0,0.0,0.0,0.0,0,0,5,5,100.0,1,7,1,0,0,ef94dc2f,Samuel Di Carmine,Hellas Verona,False
Hellas Verona,Sassuolo,1629563400,21,de GER,CB,27-005,90,0,0,0,0,0,0,0,0,46,0,4,1,0.0,0.0,0.0,1,0,31,39,79.5,2,25,2,2,2,f1f1f238,Koray Günter,Hellas Verona,True
Hellas Verona,Sassuolo,1629563400,27,pl POL,"CB,RB",26-093,90,0,0,0,0,1,0,0,0,38,6,0,1,0.1,0.1,0.0,1,0,25,29,86.2,0,26,0,0,0,16bb656a,Paweł Dawidowicz,Hellas Verona,True
Hellas Verona,Sassuolo,1629563400,1,hr CRO,GK,21-149,90,0,0,0,0,0,0,0,0,29,0,0,0,0.0,0.0,0.0,0,0,22,27,81.5,0,18,0,0,0,457cb02f,Ivor Pandur,Hellas Verona,True
Torino,Atalanta,1629571500,19,py PAR,FW,25-170,64,0,0,0,0,5,3,0,0,32,0,0,0,0.8,0.8,0.1,3,0,13,19,68.4,3,26,1,4,3,0a447501,Antonio Sanabria,Torino,True
Torino,Atalanta,1629571500,9,it ITA,FW,27-244,26,1,0,0,0,1,1,0,0,7,0,0,1,0.0,0.0,0.0,2,1,3,4,75.0,0,6,0,1,1,d705ba44,Andrea Belotti,Torino,False
Torino,Atalanta,1629571500,11,hr CRO,LW,26-107,73,0,0,0,0,1,0,0,0,35,0,0,0,0.1,0.1,0.1,5,0,18,26,69.2,2,27,2,4,2,2c38b327,Marko Pjaca,Torino,True
Torino,Atalanta,1629571500,24,it ITA,LW,29-040,17,0,0,0,0,1,0,0,0,13,1,0,0,0.0,0.0,0.0,1,0,5,10,50.0,0,5,0,0,0,0375723e,Simone Verdi,Torino,False
Torino,Atalanta,1629571500,77,pl POL,RW,26-200,90,0,0,0,0,3,0,0,0,35,0,0,0,0.1,0.1,0.2,11,1,19,24,79.2,1,15,2,1,1,d023d70f,Karol Linetty,Torino,True
Torino,Atalanta,1629571500,34,ng NGA,LM,24-317,90,0,0,0,0,2,1,0,0,62,0,2,2,0.0,0.0,0.5,3,0,36,52,69.2,8,35,1,1,0,246d153b,Ola Aina,Torino,True
Torino,Atalanta,1629571500,38,it ITA,CM,24-053,90,0,0,0,0,3,0,0,0,65,1,1,2,0.1,0.1,0.1,3,0,46,54,85.2,5,31,0,3,1,c7259b83,Rolando Mandragora,Torino,True
Torino,Atalanta,1629571500,10,rs SRB,CM,25-008,45,0,0,0,0,1,1,0,0,27,2,0,2,0.0,0.0,0.0,0,0,17,20,85.0,1,17,1,1,1,c6e8cf1f,Saša Lukić,Torino,True
Torino,Atalanta,1629571500,88,ve VEN,CM,33-220,45,0,0,0,0,0,0,1,0,24,0,2,0,0.0,0.0,0.0,2,0,12,16,75.0,2,8,0,1,1,f1cfc209,Tomás Rincón,Torino,False
Torino,Atalanta,1629571500,17,ci CIV,RM,20-239,90,0,0,0,0,2,0,0,0,61,1,1,5,0.1,0.1,0.0,1,0,26,41,63.4,0,31,2,3,0,8b609c34,Wilfried Singo,Torino,True
Torino,Atalanta,1629571500,13,ch SUI,CB,28-361,90,0,0,0,0,0,0,0,0,48,3,1,0,0.0,0.0,0.0,0,0,34,41,82.9,5,29,0,0,0,7f78ad23,Ricardo Rodríguez,Torino,True
Torino,Atalanta,1629571500,3,br BRA,CB,24-156,73,0,0,0,0,1,0,1,0,33,5,2,1,0.0,0.0,0.0,0,0,10,17,58.8,0,11,1,2,2,5fd5ed86,Gleison Bremer,Torino,True
Torino,Atalanta,1629571500,5,it ITA,CB,29-172,17,0,0,0,0,0,0,0,0,14,1,2,1,0.0,0.0,0.0,0,0,5,10,50.0,0,5,0,0,0,89976232,Armando Izzo,Torino,False
Torino,Atalanta,1629571500,26,ci CIV,CB,28-264,90,0,0,0,0,1,1,0,0,47,0,2,2,0.0,0.0,0.0,1,0,33,38,86.8,6,28,0,0,0,933d3b51,Koffi Djidji,Torino,True
Torino,Atalanta,1629571500,32,rs SRB,GK,24-182,90,0,0,0,0,0,0,0,0,44,0,0,0,0.0,0.0,0.0,0,0,20,44,45.5,0,30,0,0,0,9fa26bc2,Vanja Milinković-Savić,Torino,True
Empoli,Lazio,1629571500,7,it ITA,FW,29-087,82,0,0,0,0,2,1,0,0,19,0,1,0,0.2,0.2,0.2,3,0,11,15,73.3,2,6,1,0,0,311027cb,Leonardo Mancuso,Empoli,True
Empoli,Lazio,1629571500,19,it ITA,FW,30-107,8,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,1,0,3,4,75.0,1,1,0,0,0,c375dfa5,Andrea La Mantia,Empoli,False
Empoli,Lazio,1629571500,9,it ITA,FW,23-230,75,0,0,0,0,1,0,0,0,17,0,0,0,0.1,0.1,0.0,1,0,7,14,50.0,1,8,0,0,0,a4fe8cda,Patrick Cutrone,Empoli,True
Empoli,Lazio,1629571500,14,it ITA,FW,24-010,15,0,0,0,0,1,0,0,0,11,0,0,0,0.1,0.1,0.0,0,0,7,9,77.8,1,7,0,0,0,8c964914,Giovanni Crociata,Empoli,False
Empoli,Lazio,1629571500,10,al ALB,AM,22-174,90,0,1,0,0,3,0,0,0,45,0,1,1,0.2,0.2,0.2,8,1,26,33,78.8,8,24,4,5,2,f42d6c13,Nedim Bajrami,Empoli,True
Empoli,Lazio,1629571500,25,it ITA,LM,26-145,68,1,0,0,0,4,2,0,0,43,0,1,1,0.3,0.3,0.0,2,0,19,31,61.3,3,19,1,2,0,d44360be,Filippo Bandinelli,Empoli,True
Empoli,Lazio,1629571500,8,sct SCO,LM,25-118,22,0,0,0,0,1,0,0,0,15,0,0,0,0.0,0.0,0.0,2,0,11,14,78.6,3,7,0,0,0,d7918b13,Liam Henderson,Empoli,False
Empoli,Lazio,1629571500,32,ch SUI,RM,25-210,75,0,0,0,0,0,0,0,0,34,1,0,0,0.0,0.0,0.0,0,0,17,28,60.7,3,17,2,1,0,fa449bba,Nicolas Haas,Empoli,True
Empoli,Lazio,1629571500,27,pl POL,RM,23-330,15,0,0,0,0,1,0,0,0,17,2,0,0,0.0,0.0,0.0,1,0,13,13,100.0,2,12,0,0,0,4e1d5e59,Szymon Żurkowski,Empoli,False
Empoli,Lazio,1629571500,28,it ITA,DM,20-000,90,0,0,0,0,0,0,0,0,74,3,4,4,0.0,0.0,0.0,3,0,59,63,93.7,8,36,2,1,1,9823be92,Samuele Ricci,Empoli,True
Empoli,Lazio,1629571500,3,it ITA,LB,23-148,90,0,0,0,0,2,0,0,0,67,3,0,0,0.1,0.1,0.1,1,0,41,54,75.9,8,21,1,3,0,91d0fabf,Riccardo Marchizza,Empoli,True
Empoli,Lazio,1629571500,6,it ITA,CB,31-193,90,0,0,0,0,1,0,0,0,74,2,0,0,0.0,0.0,0.0,0,0,59,67,88.1,4,35,0,0,0,09899de8,Simone Romagnoli,Empoli,True
Empoli,Lazio,1629571500,34,al ALB,CB,24-325,90,0,0,0,0,0,0,1,0,70,3,2,2,0.0,0.0,0.0,1,0,52,59,88.1,4,34,0,0,0,6b635f5c,Ardian Ismajli,Empoli,True
Empoli,Lazio,1629571500,30,si SVN,RB,25-318,82,0,0,0,0,0,0,1,0,69,8,1,2,0.0,0.0,0.2,2,1,40,54,74.1,5,33,2,4,2,13b44b02,Petar Stojanović,Empoli,True
Empoli,Lazio,1629571500,20,it ITA,RB,28-095,8,0,0,0,0,0,0,0,0,18,1,1,0,0.0,0.0,0.1,2,0,14,15,93.3,1,8,1,0,0,9f9b9269,Riccardo Fiamozzi,Empoli,False
Empoli,Lazio,1629571500,13,it ITA,GK,24-318,90,0,0,0,0,0,0,0,0,36,0,1,0,0.0,0.0,0.0,0,0,29,32,90.6,0,18,0,0,0,77d6fd4d,Guglielmo Vicario,Empoli,True
Bologna,Salernitana,1629649800,9,at AUT,FW,32-125,85,1,0,0,0,5,3,0,0,37,1,0,0,0.7,0.7,0.1,3,0,20,26,76.9,2,14,1,1,0,00459419,Marko Arnautović,Bologna,True
Bologna,Salernitana,1629649800,20,nl NED,FW,21-197,5,0,0,0,0,0,0,0,0,8,0,0,1,0.0,0.0,0.0,0,0,4,6,66.7,0,3,0,0,0,5b418e15,Sydney van Hooijdonk,Bologna,False
Bologna,Salernitana,1629649800,99,gm GAM,"LW,LM",22-281,55,0,0,0,0,0,0,0,0,24,0,0,0,0.0,0.0,0.0,1,0,14,18,77.8,1,16,1,1,1,e5bf73f3,Musa Barrow,Bologna,True
Bologna,Salernitana,1629649800,10,it ITA,LM,29-346,35,0,1,0,0,1,0,1,0,30,1,0,0,0.1,0.1,0.1,2,2,15,20,75.0,1,17,1,3,0,7eb97a8e,Nicola Sansone,Bologna,False
Bologna,Salernitana,1629649800,7,it ITA,"RW,RM",24-210,84,0,1,0,0,3,0,0,0,53,0,0,0,0.2,0.2,0.3,6,1,29,44,65.9,2,28,4,3,1,e14ec482,Riccardo Orsolini,Bologna,True
Bologna,Salernitana,1629649800,11,dk DEN,RM,21-236,6,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,4,5,80.0,0,3,0,0,0,c50cee19,Andreas Skov Olsen,Bologna,False
Bologna,Salernitana,1629649800,21,it ITA,AM,30-195,49,0,0,0,0,0,0,2,1,39,1,0,0,0.0,0.0,0.1,3,0,29,36,80.6,4,21,2,2,2,9d4c45d6,Roberto Soriano,Bologna,True
Bologna,Salernitana,1629649800,8,ar ARG,"DM,CM",23-055,84,0,0,0,0,4,1,0,0,66,4,1,1,0.3,0.3,0.0,5,0,43,54,79.6,5,33,0,1,0,20b3a502,Nicolás Domínguez,Bologna,True
Bologna,Salernitana,1629649800,32,se SWE,CM,22-229,6,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,0,0,8,8,100.0,1,7,0,0,0,92d83c27,Mattias Svanberg,Bologna,False
Bologna,Salernitana,1629649800,30,nl NED,"DM,CM",24-222,88,0,1,0,0,1,0,2,1,66,1,2,0,0.0,0.0,0.2,5,2,47,58,81.0,5,23,1,1,1,2cfae697,Jerdy Schouten,Bologna,True
Bologna,Salernitana,1629649800,3,sct SCO,LB,19-073,55,0,0,0,0,2,1,0,0,39,0,1,2,0.0,0.0,0.0,1,0,24,28,85.7,0,21,4,0,0,1780bb4a,Aaron Hickey,Bologna,True
Bologna,Salernitana,1629649800,55,it ITA,LB,20-363,35,0,0,0,0,0,0,0,0,35,1,0,0,0.0,0.0,0.4,2,1,27,33,81.8,7,22,5,0,0,ec5dae45,Emanuel Vignato,Bologna,False
Bologna,Salernitana,1629649800,4,it ITA,CB,25-095,90,0,0,0,0,0,0,1,0,76,2,1,0,0.0,0.0,0.0,1,0,54,66,81.8,6,48,6,1,0,fb77bfef,Kevin Bonifazi,Bologna,True
Bologna,Salernitana,1629649800,17,cl CHI,CB,34-019,90,0,0,0,0,0,0,0,0,89,0,0,0,0.0,0.0,0.0,0,0,79,84,94.0,6,59,0,2,1,563a68ad,Gary Medel,Bologna,True
Bologna,Salernitana,1629649800,29,it ITA,RB,33-091,90,2,0,0,0,2,2,0,0,94,1,1,0,0.3,0.3,0.0,2,0,68,82,82.9,7,50,3,0,0,e74f0e59,Lorenzo De Silvestri,Bologna,True
Bologna,Salernitana,1629649800,28,pl POL,GK,30-109,90,0,0,0,0,0,0,0,0,23,0,0,0,0.0,0.0,0.0,0,0,18,20,90.0,0,6,0,0,0,ab4449d6,Łukasz Skorupski,Bologna,True
Udinese,Juventus,1629649800,23,ar ARG,FW,25-244,79,0,0,0,0,2,1,0,0,21,0,0,2,0.2,0.2,0.0,2,0,9,13,69.2,2,7,2,0,0,62437b4f,Ignacio Pussetto,Udinese,True
Udinese,Juventus,1629649800,7,it ITA,FW,32-013,11,0,1,0,0,1,0,0,0,6,0,0,1,0.0,0.0,0.1,2,0,2,3,66.7,0,2,0,0,0,601ef102,Stefano Okaka,Udinese,False
Udinese,Juventus,1629649800,37,ar ARG,"FW,AM",30-227,90,1,0,1,1,0,0,0,0,48,1,0,3,0.8,0.0,0.2,2,0,32,38,84.2,4,23,4,1,1,75f2c59f,Roberto Pereyra,Udinese,True
Udinese,Juventus,1629649800,6,fr FRA,DM,23-071,56,0,0,0,0,0,0,0,0,17,0,0,2,0.0,0.0,0.0,0,0,12,13,92.3,2,12,1,0,0,22bfb57e,Jean-Victor Makengo,Udinese,True
Udinese,Juventus,1629649800,10,es ESP,AM,27-162,34,1,0,0,0,2,2,0,0,18,0,0,1,0.1,0.1,0.0,3,0,9,12,75.0,2,11,2,1,0,39583cfd,Gerard Deulofeu,Udinese,False
Udinese,Juventus,1629649800,11,br BRA,"DM,CM",26-140,90,0,0,0,0,0,0,1,0,73,4,2,5,0.0,0.0,0.0,2,0,50,60,83.3,1,43,3,2,2,26db8853,Walace,Udinese,True
Udinese,Juventus,1629649800,5,de GER,"DM,CM",31-006,79,0,0,0,0,1,1,0,0,43,0,0,0,0.1,0.1,0.0,3,2,30,35,85.7,4,29,3,0,0,963a328b,Tolgay Arslan,Udinese,True
Udinese,Juventus,1629649800,8,ba BIH,CM,33-089,11,0,0,0,0,1,0,0,0,10,0,0,0,0.1,0.1,0.0,0,0,5,8,62.5,0,7,0,0,0,8c65eb5f,Mato Jajalo,Udinese,False
Udinese,Juventus,1629649800,13,it ITA,WB,18-267,56,0,0,0,0,0,0,0,0,26,0,0,1,0.0,0.0,0.0,2,0,17,22,77.3,1,10,0,1,0,7cd520e8,Destiny Udogie,Udinese,True
Udinese,Juventus,1629649800,19,dk DEN,WB,30-182,34,0,0,0,0,1,0,0,0,17,0,0,1,0.1,0.1,0.0,0,0,11,14,78.6,0,7,1,1,1,f91e81c9,Jens Stryger Larsen,Udinese,False
Udinese,Juventus,1629649800,16,ar ARG,WB,23-138,90,0,0,0,0,1,0,0,0,53,1,0,0,0.0,0.0,0.1,2,0,38,51,74.5,2,22,2,0,0,23610943,Nahuel Molina,Udinese,True
Udinese,Juventus,1629649800,3,br BRA,CB,26-260,89,0,0,0,0,1,1,0,0,62,3,5,2,0.3,0.3,0.0,2,0,39,47,83.0,6,31,3,0,0,92b4758e,Samir Santos,Udinese,True
Udinese,Juventus,1629649800,4,nl NED,CB,31-010,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,0,0,8abd0c03,Marvin Zeegelaar,Udinese,False
Udinese,Juventus,1629649800,17,nl NED,CB,31-110,90,0,0,0,0,0,0,0,0,50,1,1,0,0.0,0.0,0.0,0,0,44,49,89.8,1,37,0,1,1,e33f36d5,Bram Nuytinck,Udinese,True
Udinese,Juventus,1629649800,50,br BRA,CB,25-215,90,0,0,0,0,1,0,0,0,51,1,0,0,0.0,0.0,0.0,0,0,41,48,85.4,3,26,3,0,0,19e4eab9,Rodrigo Becão,Udinese,True
Udinese,Juventus,1629649800,1,it ITA,GK,30-173,90,0,0,0,0,0,0,0,0,23,0,0,0,0.0,0.0,0.0,0,0,18,22,81.8,0,8,0,0,0,0d422df7,Marco Silvestri,Udinese,True
Napoli,Venezia,1629657900,9,ng NGA,FW,22-236,22,0,0,0,0,2,1,0,1,8,0,1,1,0.1,0.1,0.0,2,0,2,3,66.7,0,5,0,0,0,8c90fd7a,Victor Osimhen,Napoli,True
Napoli,Venezia,1629657900,24,it ITA,"FW,LW",30-079,84,1,0,1,2,3,0,0,0,49,0,0,3,1.7,0.1,0.1,2,0,29,40,72.5,1,30,3,4,2,2f557579,Lorenzo Insigne,Napoli,True
Napoli,Venezia,1629657900,37,it ITA,FW,26-053,6,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,3,3,100.0,0,2,0,0,0,03f946ed,Andrea Petagna,Napoli,False
Napoli,Venezia,1629657900,21,it ITA,"RM,RW",28-019,70,0,0,0,0,1,1,0,0,40,1,0,1,0.1,0.1,0.0,2,0,26,36,72.2,1,28,3,0,0,5e861944,Matteo Politano,Napoli,True
Napoli,Venezia,1629657900,11,mx MEX,RM,26-023,20,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,4,6,66.7,1,4,1,0,0,a69e4806,Hirving Lozano,Napoli,False
Napoli,Venezia,1629657900,20,pl POL,LM,27-094,34,0,0,0,0,0,0,0,0,14,0,0,1,0.0,0.0,0.1,3,0,11,12,91.7,3,9,0,0,0,a5296e55,Piotr Zieliński,Napoli,True
Napoli,Venezia,1629657900,7,mk MKD,LM,21-332,56,1,0,0,0,1,1,0,0,24,3,0,2,0.1,0.1,0.0,1,0,7,12,58.3,0,13,3,3,2,cf007308,Elif Elmas,Napoli,False
Napoli,Venezia,1629657900,68,sk SVK,CM,26-270,90,0,0,0,0,1,0,0,0,61,2,2,0,0.0,0.0,0.0,0,0,49,53,92.5,1,38,1,1,1,e1cbb531,Stanislav Lobotka,Napoli,True
Napoli,Venezia,1629657900,8,es ESP,"CM,RM",25-141,71,0,0,0,0,1,0,1,0,53,2,1,1,0.0,0.0,0.1,3,0,39,44,88.6,5,37,1,2,0,c0c7ff58,Fabián Ruiz Peña,Napoli,True
Napoli,Venezia,1629657900,70,it ITA,CM,21-109,19,0,0,0,0,0,0,0,0,13,1,2,0,0.0,0.0,0.0,0,0,8,10,80.0,1,8,0,0,0,3b387cc7,Gianluca Gaetano,Napoli,False
Napoli,Venezia,1629657900,6,pt POR,LB,30-087,90,0,0,0,0,0,0,0,0,86,2,2,0,0.0,0.0,0.0,4,0,71,80,88.8,5,59,4,1,1,0b5a292a,Mário Rui,Napoli,True
Napoli,Venezia,1629657900,26,sn SEN,CB,30-063,90,0,0,0,0,0,0,0,0,107,1,2,0,0.0,0.0,0.0,0,0,98,105,93.3,9,83,0,0,0,da974c7b,Kalidou Koulibaly,Napoli,True
Napoli,Venezia,1629657900,44,gr GRE,CB,30-069,90,0,0,0,0,0,0,0,0,93,1,1,0,0.0,0.0,0.0,0,0,85,87,97.7,7,68,2,0,0,c707411f,Kostas Manolas,Napoli,True
Napoli,Venezia,1629657900,22,it ITA,RB,28-018,90,0,0,0,0,2,0,0,0,79,0,1,0,0.1,0.1,0.0,2,1,68,75,90.7,6,47,1,0,0,230a2fac,Giovanni Di Lorenzo,Napoli,True
Napoli,Venezia,1629657900,1,it ITA,GK,24-153,90,0,0,0,0,0,0,0,0,25,0,0,0,0.0,0.0,0.0,0,0,21,25,84.0,0,12,0,0,0,9413b19f,Alex Meret,Napoli,True
Roma,Fiorentina,1629657900,9,eng ENG,FW,23-324,68,0,2,0,0,1,0,0,0,12,1,0,0,0.4,0.4,1.1,3,2,6,6,100.0,2,6,0,3,1,f586779e,Tammy Abraham,Roma,True
Roma,Fiorentina,1629657900,14,uz UZB,FW,26-054,22,0,1,0,0,1,1,0,0,10,1,0,0,0.3,0.3,0.6,2,2,3,4,75.0,1,6,0,2,1,57469b2d,Eldor Shomurodov,Roma,False
Roma,Fiorentina,1629657900,77,am ARM,LW,32-213,83,1,0,0,0,2,2,0,0,29,2,0,0,0.7,0.7,0.0,2,1,17,23,73.9,3,18,3,3,2,dd0daf32,Henrikh Mkhitaryan,Roma,True
Roma,Fiorentina,1629657900,92,it ITA,LW,28-299,7,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.0,1,0,8,8,100.0,1,6,0,3,1,d3aaad90,Stephan El Shaarawy,Roma,False
Roma,Fiorentina,1629657900,22,it ITA,RW,22-051,51,0,0,0,0,1,1,2,1,23,0,0,2,0.0,0.0,0.0,3,0,12,16,75.0,1,13,1,3,1,9907b1c8,Nicolò Zaniolo,Roma,True
Roma,Fiorentina,1629657900,7,it ITA,AM,25-064,83,0,0,0,0,1,0,1,0,45,0,1,0,0.1,0.1,0.5,3,0,31,36,86.1,6,23,2,3,1,4a5a45c7,Lorenzo Pellegrini,Roma,True
Roma,Fiorentina,1629657900,11,es ESP,RW,23-187,7,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.4,2,0,4,4,100.0,1,2,1,0,0,a8f21b9f,Carles Pérez,Roma,False
Roma,Fiorentina,1629657900,17,fr FRA,DM,28-174,86,2,0,0,0,2,2,0,0,39,2,1,0,1.0,1.0,0.0,0,0,20,29,69.0,3,21,0,2,2,4a56052c,Jordan Veretout,Roma,True
Roma,Fiorentina,1629657900,52,it ITA,DM,19-098,4,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,1,0,0,0,ae94a6c5,Edoardo Bove,Roma,False
