url,home_team,away_team,datetime,home_team_manager,away_team_manager,stadium,attendance
https://fbref.com/en/matches/6df78309/Cuiaba-Juventude-May-29-2021-Serie-A,Cuiabá,Juventude,1622325600,Alberto Valentim,Marquinhos Santos,Officials: Denis Ribeiro Serafim (Referee) · Esdras Mariano de Lima (AR1) · Brigida Cirilo Ferreira (AR2) · Alinor Silva da Paixao (4th) · Jose Claudio Rocha Filho (VAR),0
https://fbref.com/en/matches/ec6acb6f/Bahia-Santos-May-29-2021-Serie-A,Bahia,Santos,1622329200,Dado Cavalcanti,Fernando Diniz,Officials: Bruno Arleu de Araujo (Referee) · Rodrigo Figueiredo Henrique Correa (AR1) · Thiago Henrique Neto Correa Farinha (AR2) · Ricarle Gonçalves Batista (4th) · Carlos Eduardo Nunes Braga (VAR),0
https://fbref.com/en/matches/c96ef32b/Atletico-Mineiro-Fortaleza-May-30-2021-Serie-A,Atlético Mineiro,Fortaleza,1622383200,Cuca,Juan Pablo Vojvoda,Officials: Caio Max Augusto Vieira (Referee) · Jean Marcio dos Santos (AR1) · Lorival Candido das Flores (AR2) · Marco Aurelio Augusto Fazekas Ferreira (4th) · Heber Roberto Lopes (VAR),0
https://fbref.com/en/matches/80022e19/Ceara-Gremio-May-30-2021-Serie-A,Ceará,Grêmio,1622401200,Guto Ferreira,Tiago Nunes,Officials: Savio Pereira (Referee) · Daniel Henrique da Silva Andrade (AR1) · Jose Reinaldo do Nascimento Júnior (AR2) · Luis César De Oliveira Magalhães (4th) · Rodrigo D'Alonso Ferreira (VAR),0
https://fbref.com/en/matches/f4cf3100/Flamengo-Palmeiras-May-30-2021-Serie-A,Flamengo,Palmeiras,1622401200,Rogério Ceni,Abel Ferreira,Officials: Anderson Daronco (Referee) · Leirson Peng Martins (AR1) · Michael Stanislau (AR2) · Grazianni Maciel Rocha (4th) · Daniel Nobre Bins (VAR),0
https://fbref.com/en/matches/10cd0aaf/Corinthians-Atletico-Goianiense-May-30-2021-Serie-A,Corinthians,Atlético Goianiense,1622409300,Thiago Mendes,Eduardo Barroca,Officials: Felipe Fernandes de Lima (Referee) · Guilherme Dias Camilo (AR1) · Frederico Soares Vilarinho (AR2) · Vinicius Furlan (4th) · Emerson De Almeida Ferreira (VAR),0
https://fbref.com/en/matches/8b2ea428/Chapecoense-Bragantino-May-30-2021-Serie-A,Chapecoense,Bragantino,1622409300,Mozart Batista,Maurício Barbieri,Officials: Marielson Alves Silva (Referee) · Alessandro Álvaro Rocha de Matos (AR1) · Elicarlos Franco de Oliveira (AR2) · Evandro Tiago Bender (4th) · Pablo Ramón Goncalves Pinheiro (VAR),0
https://fbref.com/en/matches/a3929af4/Athletico-Paranaense-America-MG-May-30-2021-Serie-A,Athletico Paranaense,América (MG),1622409300,Paulo Autuori,Lisca,Officials: Jefferson Ferreira de Moraes (Referee) · Fabricio Vilarinho Da Silva (AR1) · Cristhian Passos Sorence (AR2) · Leonardo Ferreira Lima (4th) · Elmo Alves Resende Cunha (VAR),0
https://fbref.com/en/matches/270d058e/Internacional-Sport-Recife-May-30-2021-Serie-A,Internacional,Sport Recife,1622417400,Miguel Ángel Ramírez,Umberto Lourenço Louzer Filho ,Officials: Vinicius Gonçalves Dias Araujo (Referee) · Marcelo Van Gasse (AR1) · Alex Ang Ribeiro (AR2) · Anderson da Silveira Farias (4th) · Péricles Bassols Pegado Cortez (VAR),0
https://fbref.com/en/matches/65ffa304/Sao-Paulo-Fluminense-May-29-2021-Serie-A,São Paulo,Fluminense,1622332800,Hernán Crespo,Roger Machado,Officials: Rodolpho Toski Marques (Referee) · Bruno Boschilia (AR1) · Victor Imazu (AR2) · Lucas Canetto Bellote (4th) · Adriano Milczvski (VAR),0
