home_team,away_team,datetime,shirtnumber,nationality,position,age,minutes,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,player_id,player,squad,start
Heart of Midlothian,İstanbul Başakşehir,1662655500,9,sct SCO,FW,27-029,86,17,13,4,0,0,0,0,1,0,0,0,0,13,0,0,63b1a176,Lawrence Shankland,Heart of Midlothian,True
Heart of Midlothian,İstanbul Başakşehir,1662655500,22,sct SCO,FW,22-074,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51d909ad,Euan Henderson,Heart of Midlothian,False
Heart of Midlothian,İstanbul Başakşehir,1662655500,16,sct SCO,FW,30-332,86,20,20,0,0,0,0,0,0,0,0,0,0,15,0,0,7d48aed2,Andy Halliday,Heart of Midlothian,True
Heart of Midlothian,İstanbul Başakşehir,1662655500,20,sct SCO,FW,19-116,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0b38b7cf,Lewis Neilson,Heart of Midlothian,False
Heart of Midlothian,İstanbul Başakşehir,1662655500,18,sct SCO,LM,27-252,90,36,30,5,0,1,2,1,2,2,0,0,0,23,1,0,68d4ebfe,Barrie McKay,Heart of Midlothian,True
Heart of Midlothian,İstanbul Başakşehir,1662655500,5,at AUT,CM,29-098,45,18,16,2,2,0,0,0,0,0,0,0,0,14,0,0,62a0e530,Peter Haring,Heart of Midlothian,True
Heart of Midlothian,İstanbul Başakşehir,1662655500,29,eng ENG,CM,24-358,45,10,9,1,1,0,0,2,0,0,0,0,0,6,0,0,a9701870,Stephen Humphrys,Heart of Midlothian,False
Heart of Midlothian,İstanbul Başakşehir,1662655500,14,au AUS,CM,24-093,72,38,37,1,1,0,0,0,0,0,0,0,0,33,0,1,fd53ed00,Cameron Devlin,Heart of Midlothian,True
Heart of Midlothian,İstanbul Başakşehir,1662655500,27,sct SCO,CM,20-219,18,3,2,1,1,0,0,0,0,0,0,0,0,3,0,0,a3b63b8a,Connor Smith,Heart of Midlothian,False
Heart of Midlothian,İstanbul Başakşehir,1662655500,17,sct SCO,RM,25-364,59,17,14,3,0,0,0,0,3,0,0,0,0,13,0,0,446e92db,Alan Forrest,Heart of Midlothian,True
Heart of Midlothian,İstanbul Başakşehir,1662655500,30,eng ENG,RM,25-168,31,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,c6bc201b,Josh Ginnelly,Heart of Midlothian,False
Heart of Midlothian,İstanbul Başakşehir,1662655500,19,eng ENG,LB,22-140,90,38,32,6,0,0,0,3,6,0,0,0,0,29,0,0,8a08585e,Alex Cochrane,Heart of Midlothian,True
Heart of Midlothian,İstanbul Başakşehir,1662655500,3,sct SCO,CB,28-047,90,45,43,2,1,0,1,0,1,0,0,0,0,39,0,1,488cc9c7,Stephen Kingsley,Heart of Midlothian,True
Heart of Midlothian,İstanbul Başakşehir,1662655500,2,nir NIR,CB,34-004,90,66,65,1,1,0,2,1,0,0,0,0,0,58,0,0,ffea470f,Michael Smith,Heart of Midlothian,True
Heart of Midlothian,İstanbul Başakşehir,1662655500,12,au AUS,RB,23-087,90,44,31,13,1,0,0,1,12,0,0,0,0,31,0,3,51caa1f0,Nathaniel Atkinson,Heart of Midlothian,True
Heart of Midlothian,İstanbul Başakşehir,1662655500,1,sct SCO,GK,39-251,90,35,28,7,1,0,0,0,0,0,0,0,0,25,0,0,b15780e3,Craig Gordon,Heart of Midlothian,True
Slovácko,Partizan,1662655500,17,cz CZE,FW,25-159,66,23,20,3,0,0,0,2,1,0,0,0,0,19,0,0,b1566bbe,Ondřej Mihálik,Slovácko,True
Slovácko,Partizan,1662655500,9,cz CZE,FW,19-205,24,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,528ebcaf,Filip Vecheta,Slovácko,False
Slovácko,Partizan,1662655500,18,cz CZE,FW,33-101,90,19,17,2,0,0,0,0,0,0,0,0,0,13,0,0,979d0640,Libor Kozák,Slovácko,True
Slovácko,Partizan,1662655500,7,cz CZE,LM,27-021,66,35,31,4,0,0,0,4,4,0,0,0,0,28,0,2,6809ec76,Daniel Holzer,Slovácko,True
Slovácko,Partizan,1662655500,99,ee EST,"RB,LM",25-285,24,15,7,7,1,0,0,1,6,0,0,0,0,13,1,0,1c6dabd1,Vlasiy Sinyavskiy,Slovácko,False
Slovácko,Partizan,1662655500,20,cz CZE,CM,27-062,90,85,76,8,0,1,3,10,1,7,0,2,0,69,1,0,76bc7333,Marek Havlík,Slovácko,True
Slovácko,Partizan,1662655500,28,cz CZE,CM,31-055,75,57,56,1,1,0,1,1,0,0,0,0,0,48,0,0,57735db1,Vlastimil Daníček,Slovácko,True
Slovácko,Partizan,1662655500,13,cz CZE,CM,22-096,15,5,5,0,0,0,0,0,0,0,0,0,0,3,0,1,67dd5e20,Michal Kohút,Slovácko,False
Slovácko,Partizan,1662655500,11,cz CZE,RM,39-081,85,36,32,4,0,0,0,3,1,3,1,0,0,31,0,0,74bafc9c,Milan Petržela,Slovácko,True
Slovácko,Partizan,1662655500,21,cz CZE,RM,24-171,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0e171827,Ondřej Šašinka,Slovácko,False
Slovácko,Partizan,1662655500,19,cz CZE,LB,35-260,90,67,56,10,0,0,0,9,10,0,0,0,0,41,1,2,60cc771b,Jan Kalabiška,Slovácko,True
Slovácko,Partizan,1662655500,3,cz CZE,CB,37-269,90,99,98,1,1,0,0,3,0,0,0,0,0,85,0,0,e0e46b73,Michal Kadlec,Slovácko,True
Slovácko,Partizan,1662655500,6,cz CZE,CB,32-083,90,89,82,7,6,0,1,1,1,0,0,0,0,79,0,0,ef524150,Stanislav Hofmann,Slovácko,True
Slovácko,Partizan,1662655500,23,cz CZE,RB,33-108,76,52,46,6,0,0,0,4,6,0,0,0,0,37,0,0,047f3571,Petr Reinberk,Slovácko,True
Slovácko,Partizan,1662655500,14,iq IRQ,"LM,RB",22-275,14,13,5,8,0,0,0,2,5,3,0,0,0,9,0,0,fdf4cfe5,Merchas Doski,Slovácko,False
Slovácko,Partizan,1662655500,1,cz CZE,GK,29-359,90,30,26,3,1,0,0,0,0,0,0,0,0,26,1,0,11f5df14,Filip Nguyen,Slovácko,True
Anderlecht,Silkeborg,1662655500,11,il ISR,FW,36-135,62,34,25,8,0,1,0,3,5,3,1,2,0,25,1,1,f754c59e,Lior Refaelov,Anderlecht,True
Anderlecht,Silkeborg,1662655500,59,be BEL,FW,16-126,28,5,5,0,0,0,0,1,0,0,0,0,0,2,0,0,b06a7ae9,Julien Duranville,Anderlecht,False
Anderlecht,Silkeborg,1662655500,99,pt POR,FW,20-051,90,24,23,1,0,0,0,1,0,0,0,0,0,16,0,2,e7aa9d7c,Fábio Silva,Anderlecht,True
Anderlecht,Silkeborg,1662655500,18,gh GHA,CM,24-333,81,36,34,2,2,0,0,0,0,0,0,0,0,34,0,0,552e00b9,Majeed Ashimeru,Anderlecht,True
Anderlecht,Silkeborg,1662655500,61,no NOR,CM,19-001,9,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,45bdedc8,Kristian Arnstad,Anderlecht,False
Anderlecht,Silkeborg,1662655500,21,gn GUI,CM,25-053,86,31,30,1,0,0,0,0,1,0,0,0,0,28,0,0,bf309d24,Amadou Diawara,Anderlecht,True
Anderlecht,Silkeborg,1662655500,55,be BEL,CM,20-031,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,adfdc73c,Marco Kana,Anderlecht,False
Anderlecht,Silkeborg,1662655500,46,be BEL,CM,20-141,45,19,16,3,2,0,0,0,1,0,0,0,0,14,0,0,eb7f2e19,Anouar Ait El Hadj,Anderlecht,True
Anderlecht,Silkeborg,1662655500,10,be BEL,CM,21-058,45,20,16,4,0,0,0,5,1,3,0,3,0,15,0,0,6b71ba6c,Yari Verschaeren,Anderlecht,False
Anderlecht,Silkeborg,1662655500,7,be BEL,WB,23-016,90,47,42,5,0,0,0,2,5,0,0,0,0,41,0,2,4f0fbd15,Francis Amuzu,Anderlecht,True
Anderlecht,Silkeborg,1662655500,62,pa PAN,WB,26-209,90,33,31,2,0,1,0,3,2,0,0,0,0,22,0,2,349cae8f,Michael Amir Murillo,Anderlecht,True
Anderlecht,Silkeborg,1662655500,14,be BEL,CB,35-137,90,84,79,5,1,1,0,0,4,0,0,0,0,77,0,1,ba23a904,Jan Vertonghen,Anderlecht,True
Anderlecht,Silkeborg,1662655500,4,nl NED,CB,28-186,90,91,90,0,0,0,1,1,0,0,0,0,0,80,1,1,875898c7,Wesley Hoedt,Anderlecht,True
Anderlecht,Silkeborg,1662655500,56,be BEL,CB,18-319,81,60,51,9,1,0,1,2,8,0,0,0,0,54,0,0,064461b7,Zeno Debast,Anderlecht,True
Anderlecht,Silkeborg,1662655500,54,be BEL,CB,20-129,9,4,3,1,0,0,0,0,1,0,0,0,0,3,0,0,fd004d1e,Killian Sardella,Anderlecht,False
Anderlecht,Silkeborg,1662655500,30,be BEL,GK,29-131,90,23,17,6,0,0,0,0,0,0,0,0,0,20,0,0,4867dea1,Hendrik Van Crombrugge,Anderlecht,True
Austria Wien,Hapoel Be'er Sheva,1662655500,36,at AUT,FW,23-084,79,40,28,11,4,0,0,10,1,6,3,2,0,18,1,0,ea19e14d,Dominik Fitz,Austria Wien,True
