url,home_team,away_team,datetime,home_team_manager,away_team_manager,stadium,attendance
https://fbref.com/en/matches/bf52349b/Fulham-Arsenal-September-12-2020-Premier-League,Fulham,Arsenal,1599910200,Scott Parker,Mikel Arteta,Officials: Chris Kavanagh (Referee) · Dan Cook (AR1) · Sian Massey-Ellis (AR2) · Kevin Friend (4th) · David Coote (VAR),0
https://fbref.com/en/matches/db261cb0/Crystal-Palace-Southampton-September-12-2020-Premier-League,Crystal Palace,Southampton,1599919200,Roy Hodgson,Ralph Hasenhüttl,Officials: Jonathan Moss (Referee) · Marc Perry (AR1) · Daniel Robathan (AR2) · Simon Hooper (4th) · Craig Pawson (VAR),0
https://fbref.com/en/matches/21b58926/Liverpool-Leeds-United-September-12-2020-Premier-League,Liverpool,Leeds United,1599928200,Jürgen Klopp,Marcelo Bielsa,Officials: Michael Oliver (Referee) · Stuart Burt (AR1) · Simon Bennett (AR2) · Mike Dean (4th) · Paul Tierney (VAR),0
https://fbref.com/en/matches/78495ced/West-Ham-United-Newcastle-United-September-12-2020-Premier-League,West Ham United,Newcastle United,1599937200,David Moyes,Steve Bruce,Officials: Stuart Attwell (Referee) · Constantine Hatzidakis (AR1) · Neil Davies (AR2) · Darren England (4th) · Peter Bankes (VAR),0
https://fbref.com/en/matches/7dd01ca9/West-Bromwich-Albion-Leicester-City-September-13-2020-Premier-League,West Bromwich Albion,Leicester City,1600002000,Slaven Bilić,Brendan Rodgers,Officials: Anthony Taylor (Referee) · Gary Beswick (AR1) · Adam Nunn (AR2) · Peter Bankes (4th) · Stuart Attwell (VAR),0
https://fbref.com/en/matches/fc7f9aa1/Tottenham-Hotspur-Everton-September-13-2020-Premier-League,Tottenham Hotspur,Everton,1600011000,José Mourinho,Carlo Ancelotti,Officials: Martin Atkinson (Referee) · Lee Betts (AR1) · Peter Kirkup (AR2) · Graham Scott (4th) · Andre Marriner (VAR),0
https://fbref.com/en/matches/a3eb7a37/Sheffield-United-Wolverhampton-Wanderers-September-14-2020-Premier-League,Sheffield United,Wolverhampton Wanderers,1600102800,Chris Wilder,Nuno Espírito Santo,Officials: Mike Dean (Referee) · Darren Cann (AR1) · Mark Scholes (AR2) · Lee Mason (4th) · Graham Scott (VAR),0
https://fbref.com/en/matches/9d7641eb/Brighton-and-Hove-Albion-Chelsea-September-14-2020-Premier-League,Brighton & Hove Albion,Chelsea,1600110900,Graham Potter,Frank Lampard,Officials: Craig Pawson (Referee) · Ian Hussin (AR1) · Richard West (AR2) · Simon Hooper (4th) · Kevin Friend (VAR),0
https://fbref.com/en/matches/45bd1880/Everton-West-Bromwich-Albion-September-19-2020-Premier-League,Everton,West Bromwich Albion,1600515000,Carlo Ancelotti,Slaven Bilić,Officials: Mike Dean (Referee) · Darren Cann (AR1) · Daniel Robathan (AR2) · Jeremy Simpson (4th) · Simon Hooper (VAR),0
https://fbref.com/en/matches/583c2b60/Leeds-United-Fulham-September-19-2020-Premier-League,Leeds United,Fulham,1600524000,Marcelo Bielsa,Scott Parker,Officials: Anthony Taylor (Referee) · Gary Beswick (AR1) · Adam Nunn (AR2) · Kevin Friend (4th) · Stuart Attwell (VAR),0
https://fbref.com/en/matches/97279323/Manchester-United-Crystal-Palace-September-19-2020-Premier-League,Manchester United,Crystal Palace,1600533000,Ole Gunnar Solskjær,Roy Hodgson,Officials: Martin Atkinson (Referee) · Lee Betts (AR1) · Peter Kirkup (AR2) · Robert Jones (4th) · Jonathan Moss (VAR),0
https://fbref.com/en/matches/f4835ec2/Arsenal-West-Ham-United-September-19-2020-Premier-League,Arsenal,West Ham United,1600542000,Mikel Arteta,David Moyes,Officials: Michael Oliver (Referee) · Stuart Burt (AR1) · Stephen Bennett (AR2) · Darren England (4th) · Chris Kavanagh (VAR),0
https://fbref.com/en/matches/967efd56/Southampton-Tottenham-Hotspur-September-20-2020-Premier-League,Southampton,Tottenham Hotspur,1600599600,Ralph Hasenhüttl,José Mourinho,Officials: David Coote (Referee) · Harry Lennard (AR1) · Nicholas Hopton (AR2) · Keith Stroud (4th) · Chris Kavanagh (VAR),0
https://fbref.com/en/matches/845f6a86/Newcastle-United-Brighton-and-Hove-Albion-September-20-2020-Premier-League,Newcastle United,Brighton & Hove Albion,1600606800,Steve Bruce,Graham Potter,Officials: Kevin Friend (Referee) · Simon Beck (AR1) · Adrian Holmes (AR2) · Robert Jones (4th) · Craig Pawson (VAR),0
https://fbref.com/en/matches/c64e5792/Chelsea-Liverpool-September-20-2020-Premier-League,Chelsea,Liverpool,1600615800,Frank Lampard,Jürgen Klopp,Officials: Paul Tierney (Referee) · Dan Cook (AR1) · Constantine Hatzidakis (AR2) · Stuart Attwell (4th) · Michael Oliver (VAR),0
